,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Erid
0,Kepler-18 b,2.0,0.8614755274249044,1.8550926118402777,397.87577593252814,0.8612999367290933
1,K2-291 b,1.589,1.6156855693993566,2.018442806777786,430.9986012818142,0.8348797809920929
2,HD 86226 c,2.16,0.7185559567779923,1.829777049207452,403.23035683449297,0.8267407717878895
3,KOI-94 b,1.71,2.0974171209885655,2.4748714323257794,498.6647796445167,0.8051232816596046
4,HD 20329 b,1.72,1.45647289043112,2.07440608369834,656.5457699989429,0.7723956297266286
