,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis,similarityIndex_Erid
1365,1365,HATS-31 b,HATS-31,1,1,1,Published Confirmed,0,3.37796,7170000.0,18.383,279.6904,279.6904,Mass,0.233,1823.0,6050.0,1302159.54,0.0,[Fe/H],0.619,4.3,773.974,0.04496889741887057,3.8957101302538804,559.3547260641664,461.71273711881497,541.4751717199185,455.12906550663484,0.10445068301388777,0.11378043374200975,0.2069644898499234
1367,1367,HATS-32 b,HATS-32,1,1,1,Published Confirmed,0,2.8126548,6036000.0,14.0,292.4036,292.4036,Mass,0.471,1437.0,5700.0,765976.2000000001,0.39,[Fe/H],0.057,3.5,745.116,0.10643450607636826,4.564396755975011,441.13576964980984,364.1302989950314,427.0350378616948,358.938078552618,0.1656506730548104,0.17878127776407177,0.29378356469477684
1374,1374,HATS-33 b,HATS-33,1,1,1,Published Confirmed,0,2.5495551,5590500.0,13.787,378.85336,378.85336,Mass,0.08,1429.0,5659.0,710268.84,0.29,[Fe/H],-0.018,3.0,248.46,0.1443928396648157,5.235482739179392,439.0071199060579,362.37323026251084,424.97442957178214,357.2060642806239,0.17592218296878298,0.1895366402205995,0.31212435011327866
1377,1377,HATS-34 b,HATS-34,1,1,1,Published Confirmed,0,2.1061607,4749000.0,16.029,299.07803,299.07803,Mass,0.108,1445.0,5380.0,682415.16,0.25,[Fe/H],-0.14,7.7,508.842,0.0725352421967254,4.314148493217576,444.01312179652814,366.50537526311604,429.8204165760318,361.2792880438922,0.14281434549808153,0.15435422123567347,0.2550545739035256
1381,1381,HATS-35 b,HATS-35,1,1,1,Published Confirmed,0,1.8209993,4798500.0,16.41,388.38826,388.38826,Mass,0.306,2037.0,6300.0,995769.0599999999,0.21,[Fe/H],0.465,2.13,514.555,0.08778578388563157,4.858864686178248,625.7403202483091,516.5099399809274,605.7387764337257,509.14490203412356,0.1166055480291026,0.12712623898244252,0.236181919827373
1387,1387,HATS-37 A b,HATS-37 A,1,2,1,Published Confirmed,0,4.3315366,7369500.0,6.793,31.46517,31.46517,Mass,0.0,1085.0,5326.0,612780.96,0.051,[Fe/H],-0.256,11.46,211.896,0.10026031842981716,2.149514020480893,333.4094292567659,275.2088665568979,322.75212767065733,271.28459794773164,0.28705808010032147,0.3084865612916017,0.3506911732565784
1390,1390,HATS-38 b,HATS-38,1,1,1,Published Confirmed,0,4.375021,7554000.0,6.882,23.51942,23.51942,Mass,0.0,1294.0,5732.0,765976.2000000001,-0.102,[Fe/H],0.072,11.89,343.525,0.0720719783850951,1.8463414427658218,397.74836164744136,328.3166766694979,385.0344913321753,323.6351311770375,0.24219251914481665,0.26210678903747786,0.34558341350038524
1394,1394,HATS-39 b,HATS-39,1,1,1,Published Confirmed,0,4.5776348,9010500.0,17.598,200.2329,200.2329,Mass,0.275,1645.0,6572.0,1128074.04,0.0,[Fe/H],0.64,2.06,878.521,0.03669689659640527,3.3689309540555152,505.03612507585797,416.8760909439517,488.89284349917506,410.931755722204,0.11012135493382705,0.11972444231221285,0.21379526714157265
1396,1396,HATS-4 b,HATS-4,1,1,1,Published Confirmed,0,2.516729,5430000.0,11.433,420.471,420.471,Mass,0.013,1315.0,5403.0,647598.06,0.43,[Fe/H],-0.187,2.1,416.459,0.28102132567711546,6.056810281328493,404.15408693877737,333.6042067817484,391.2354601279925,328.8472651411001,0.22589981356291722,0.24185561492358848,0.3661893820196304
1402,1402,HATS-40 b,HATS-40,1,1,1,Published Confirmed,0,3.2642736,7495500.0,17.71,505.3497,505.3497,Mass,0.312,2101.0,6460.0,1573732.92,0.01,[Fe/H],0.903,2.07,1342.29,0.09086992498561737,5.335102574881442,644.2383672728077,531.7789339217313,623.6455406431775,524.1961717626513,0.10986653480076385,0.11981866387822969,0.2244518792971684
1407,1407,HATS-41 b,HATS-41,1,1,1,Published Confirmed,0,4.193649,8745000.0,14.908,3082.951,3082.951,Mass,0.38,1710.0,6424.0,1190744.82,0.47,[Fe/H],0.653,1.34,737.668,0.9293778353320057,14.362487618142561,516.4960241356379,426.33552896323346,499.9864313820375,420.2563093673153,0.17953999530162928,0.1891320099688593,0.36852840076565385
1411,1411,HATS-42 b,HATS-42,1,1,1,Published Confirmed,0,2.292102,5533500.0,15.693,597.5204,597.5204,Mass,0.229,1856.0,6060.0,1030586.16,0.22,[Fe/H],0.425,3.26,800.377,0.15442537115104502,6.162819235972982,569.4386388333072,470.0363835430937,551.2367561740253,463.33402307896665,0.13947431301040344,0.15125443522197,0.2819222315800674
1415,1415,HATS-43 b,HATS-43,1,1,1,Published Confirmed,0,4.3888497,7416000.0,13.227,82.95363,82.95363,Mass,0.173,1003.0,5099.0,564037.02,0.05,[Fe/H],-0.398,8.6,362.273,0.035804299020000006,2.5011691830782397,306.27533891328335,252.81135288990623,296.48536787838276,249.206455750388,0.1716228527234971,0.17352609587624135,0.1954678086107163
1419,1419,HATS-44 b,HATS-44,1,1,1,Published Confirmed,0,2.7439004,5473500.0,11.96,177.9848,177.9848,Mass,0.279,1161.0,5080.0,591890.7,0.32,[Fe/H],-0.398,9.7,446.035,0.1039137976329257,3.852848355070427,356.50393551117406,294.2719533572178,345.10842709425026,290.07585966367964,0.20445874149404264,0.21945127396211064,0.2821180639288573
1420,1420,HATS-45 b,HATS-45,1,1,1,Published Confirmed,0,4.1876244,8266500.0,14.415,222.481,222.481,Mass,0.24,1518.0,6450.0,912208.02,0.02,[Fe/H],0.425,1.52,772.11,0.07418785741888398,3.9236945281548468,465.89285987296836,384.5657460510749,451.0007774098263,379.0821317137738,0.14807514578651215,0.16032133387414196,0.2774219015890519
1427,1427,HATS-46 b,HATS-46,1,1,1,Published Confirmed,0,4.7423729,8050500.0,10.122,54.98459,54.98459,Mass,0.559,1054.0,5495.0,591890.7,-0.06,[Fe/H],-0.23,3.0,453.808,0.052957299789748065,2.327787744091299,323.8064255145173,267.2821807959784,313.4560801750925,263.4709406826381,0.20855981523299694,0.22329835161777048,0.2504152163777015
1430,1430,HATS-47 b,HATS-47,1,1,1,Published Confirmed,0,3.9228038,6403500.0,12.52,117.27927,117.27927,Mass,0.088,853.0,4512.0,459585.72000000003,-0.113,[Fe/H],-0.796,8.1,300.67,0.059688698366765616,3.056782306298591,262.1127716191781,216.35788450316352,253.734439719737,213.272786032786,0.19228625886803652,0.181639195565185,0.20397272086092227
1434,1434,HATS-48 A b,HATS-48 A,1,2,1,Published Confirmed,0,3.1316666,5653500.0,8.967,77.23269,77.23269,Mass,0.162,955.0,4546.0,501366.24,0.186,[Fe/H],-0.709,11.97,263.609,0.10699007528289661,2.9311162563100686,293.2838788320882,242.08770595575956,283.909174721215,238.6357198462553,0.26777539826985336,0.2581673409822198,0.2904695519753723
1435,1435,HATS-49 b,HATS-49,1,1,1,Published Confirmed,0,4.1480467,6772500.0,8.575,112.19399,112.19399,Mass,0.071,835.0,4405.0,487439.39999999997,0.208,[Fe/H],-0.785,10.5,324.413,0.17772603335399018,3.6126324660956275,256.4911488584471,211.71758254277785,248.2925099247929,208.6986512409978,0.28380144088253373,0.26681984012207693,0.3003145094066158
1436,1436,HATS-5 b,HATS-5,1,1,1,Published Confirmed,0,4.763387,8130000.0,10.223,75.323,75.323,Mass,0.019,1025.0,5304.0,605817.54,0.19,[Fe/H],-0.268,3.6,246.384,0.07041681333528628,2.7110072083824006,315.24747510164764,260.21729649653486,305.17071325388906,256.5067962472323,0.22239816236713938,0.23131712035559898,0.2613894166086519
1442,1442,HATS-50 b,HATS-50,1,1,1,Published Confirmed,0,3.8297015,7569000.0,12.666,123.9537,123.9537,Mass,0.516,,5990.0,779903.04,,,0.143,1.2,756.742,0.060929117066370976,3.1243958614279363,413.93069918502727,341.67419562715884,400.69956679984705,336.80218209814547,0.16514692614555151,0.17845094188617272,0.26707969439387047
1445,1445,HATS-51 b,HATS-51,1,1,1,Published Confirmed,0,3.3488702,6958500.0,15.805,244.09344,244.09344,Mass,0.33,1553.0,5758.0,1002732.48,,,0.31,4.74,389.57,0.06175277072294187,3.9249746137578625,475.2685470070277,392.3047960086855,460.07677438339016,386.7108287193083,0.13418540777501967,0.1454207643827787,0.257503070660227
1447,1447,HATS-52 b,HATS-52,1,1,1,Published Confirmed,0,1.36665436,3747000.0,15.491,711.9392,711.9392,Mass,0.246,1834.0,6010.0,731159.1,,,0.068,1.2,555.134,0.1912882901955536,6.770765527714943,563.4495587660609,465.0927682989189,545.4391147011892,458.4609000190928,0.14586366658728633,0.1579368468208256,0.2954844640464124
1450,1450,HATS-53 b,HATS-53,1,1,1,Published Confirmed,0,3.8537768,7129500.0,15.02,189.10885,189.10885,Mass,0.33,1312.0,5644.0,765976.2000000001,,,0.045,9.0,585.77,0.05574242991828537,3.543863687988181,403.1042277078165,332.7376129075406,390.21915923541536,327.9930282348469,0.1497691278651277,0.16163383012919416,0.2373591933365577
1455,1455,HATS-54 b,HATS-54,1,1,1,Published Confirmed,0,2.5441765,5550000.0,11.377,239.32479,239.32479,Mass,0.0,1429.0,5621.0,856500.66,0.37,[Fe/H],0.115,7.96,748.585,0.16232606209632267,4.5807439054858134,475.6641253602042,392.6313214775507,460.4597082297208,387.0326981839336,0.19075137950016222,0.20600280648973943,0.36689412204935057
1459,1459,HATS-55 b,HATS-55,1,1,1,Published Confirmed,0,4.2042001,8118000.0,14.022,292.72143,292.72143,Mass,0.092,1367.0,6214.0,786866.46,0.108,[Fe/H],0.229,0.4,609.838,0.10604946224874717,4.563292695862893,419.9739627885496,346.6625360299406,406.54965985348224,341.7193925699075,0.1703439098818255,0.18358373853365215,0.2858383910874124
1462,1462,HATS-56 b,HATS-56,1,1,1,Published Confirmed,0,4.324799,9064500.0,18.921,191.33366,191.33366,Mass,0.019,1902.0,6536.0,1531952.4000000001,0.19,[Fe/H],0.898,1.894,564.409,0.02821259035011111,3.1759941585020415,584.1507828198266,482.1803486378354,565.4786322506299,475.3048244901892,0.09126212564309276,0.09967724873743547,0.18002138316978464
1466,1466,HATS-57 b,HATS-57,1,1,1,Published Confirmed,0,2.350621,5239500.0,12.767,1000.21101,1000.21101,Mass,0.028,1413.0,5587.0,668488.32,0.268,[Fe/H],-0.094,2.5,279.485,0.48007478551083055,8.840105224070577,434.0622000755653,358.2915047252389,420.1875721634297,353.18254103758414,0.21343874696920345,0.22787089762072307,0.3811275447140969
1467,1467,HATS-58 A b,HATS-58 A,1,2,1,Published Confirmed,0,4.2180896,8697000.0,12.274,327.3649,327.3649,Mass,0.168,1721.0,7175.0,995769.0599999999,,,0.689,0.31,403.591,0.17683067171120875,5.1579727700111615,528.7643352590443,436.4622611506421,511.86259075410976,430.238642074475,0.17277877619970294,0.1869962697539964,0.3421223363610868
1471,1471,HATS-59 b,HATS-59,1,1,2,Published Confirmed,0,5.416081,9168000.0,12.621,256.17098,256.17098,Mass,0.129,1128.0,5670.0,724195.68,0.18,[Fe/H],-0.004,4.3,642.884,0.1272718832328164,4.499602296234441,345.5887428233905,285.2621367645934,334.54213425793023,281.19451618670047,0.2084648636687321,0.2232441748224818,0.28010356083812216
1482,1482,HATS-60 b,HATS-60,1,1,1,Published Confirmed,0,3.560829,7061999.999999999,12.924,210.40346,210.40346,Mass,0.191,1528.0,5688.0,1016659.32,0.335,[Fe/H],0.3,7.55,486.474,0.09735222238916111,4.0298048224358025,469.0650048113525,387.1841555393518,454.0715259799117,381.6632046790455,0.16464461566957644,0.17815350490878681,0.31061676054953663
1485,1485,HATS-61 b,HATS-61,1,1,1,Published Confirmed,0,7.817953,11862000.0,13.395,1080.622,1080.622,Mass,0.092,1226.0,5542.0,1155927.72,0.247,[Fe/H],0.369,8.9,679.761,0.4490859747741479,8.970602063050377,376.58925971961315,310.8511464596881,364.551731795259,306.4186461123502,0.2240439681376661,0.23830273822389403,0.3413172894946257
1486,1486,HATS-62 b,HATS-62,1,1,1,Published Confirmed,0,3.2768837,6244500.0,11.825,56.89157,56.89157,Mass,0.298,1237.0,5416.0,647598.06,0.133,[Fe/H],-0.173,9.55,523.067,0.03436594664840369,2.190682469898324,379.92515971192915,313.6047256187389,367.7810010532299,309.132961331908,0.16090235053374408,0.17389457802374916,0.2313316265960592
1489,1489,HATS-63 b,HATS-63,1,1,1,Published Confirmed,0,3.0566527,6039000.0,13.529,305.1168,305.1168,Mass,0.136,1398.0,5627.0,745085.9400000001,0.081,[Fe/H],0.012,10.3,623.232,0.12307019011593245,4.743034245370505,429.74850532467974,354.7308164576333,416.0117629726889,349.672625469989,0.17576664495166228,0.18943494792879192,0.30302471947115955
1491,1491,HATS-64 b,HATS-64,1,1,1,Published Confirmed,0,4.908897,9843000.0,18.82,305.1168,305.1168,Mass,0.151,1793.0,6554.0,1469281.6199999999,0.22,[Fe/H],0.867,1.861,1080.15,0.045718408579751846,4.021418756190866,550.6595139934901,454.53537724696866,533.057898691335,448.054049314445,0.10441964711991564,0.11367904044313254,0.20688998656804106
1494,1494,HATS-65 b,HATS-65,1,2,1,Published Confirmed,0,3.105161,6745500.0,16.825,260.93843,260.93843,Mass,0.062,1634.0,6277.0,912208.02,0.199,[Fe/H],0.377,1.78,493.32,0.054721332881037775,3.9332136194285803,501.6950503554199,414.1182403668297,485.65856492123606,408.213229991696,0.12235251157491746,0.13282988414541366,0.23900086333373624
1497,1497,HATS-66 b,HATS-66,1,1,1,Published Confirmed,0,3.1414391,7071000.0,15.816,1694.0339,1694.0339,Mass,0.064,1998.0,6626.0,1281269.28,-0.017,[Fe/H],0.767,2.17,1477.98,0.42767707276624073,10.336387175687852,613.3473186981198,506.280283556787,593.741912315438,499.06111271134466,0.14859009017001987,0.16026916420488482,0.3086919197326166
1500,1500,HATS-67 b,HATS-67,1,1,1,Published Confirmed,0,1.6091788,4548000.0,18.887,460.8535,460.8535,Mass,0.057,2193.0,6594.0,1002732.48,0.332,[Fe/H],0.547,0.51,960.109,0.06832156250698422,4.933509890080879,673.8087737281604,556.1874758827241,652.2707406587454,548.2566665247441,0.09765369826521371,0.10672851089455297,0.20006586667996973
1503,1503,HATS-68 b,HATS-68,1,1,1,Published Confirmed,0,3.5862202,7606500.0,13.809,410.0007,410.0007,Mass,0.036,1741.0,6147.0,1218598.5,0.21,[Fe/H],0.592,3.02,603.955,0.1555183895206103,5.442108956494939,534.6929462720977,441.355962929852,517.6016960423441,435.06256339733307,0.1570477560093836,0.1700844943988433,0.31277031206093525
1505,1505,HATS-69 b,HATS-69,1,1,1,Published Confirmed,0,2.2252577,4816500.0,10.593,183.38791,183.38791,Mass,0.519,1296.0,5137.0,612780.96,0.377,[Fe/H],-0.318,8.0,414.537,0.15409822103404486,4.1555825376804245,397.9523808929999,328.48508194061185,385.2319891826007,323.80113511737756,0.2195426670373732,0.23601090992718096,0.34331874559366277
1512,1512,HATS-7 b,HATS-7,1,1,1,Published Confirmed,0,3.185315,6018000.0,6.311,38.1396,38.1396,Mass,0.17,1084.0,4985.0,564037.02,0.25,[Fe/H],-0.434,7.8,240.707,0.1515533128942964,2.455246073261031,333.02036921909325,274.88772155440296,322.375503784433,270.968032228138,0.3215796121424477,0.34482519193378336,0.3945087613507256
1513,1513,HATS-70 b,HATS-70,1,1,1,Published Confirmed,0,1.8882378,5448000.0,15.513,4100.007,4100.007,Mass,0.18,2730.0,7930.0,1309122.96,0.041,[Fe/H],1.079,0.81,1458.83,1.0969354239149691,16.236800370069663,836.2349991464539,690.2602808904625,809.5050755128312,680.417695552465,0.12170436310292337,0.12648576322095567,0.2689000033797938
1519,1519,HATS-71 b,HATS-71,1,1,1,Published Confirmed,0,3.7955202,5617500.0,11.478,117.5971,117.5971,Mass,0.0,587.0,3405.0,334244.16,0.17,[Fe/H],-1.56,3.2,140.225,0.07767509473748471,3.196842527776717,180.27078468263963,148.8023852127603,174.50849978322907,146.68057667196547,0.17128935499843007,0.15992100140597032,0.1739394551510658
1523,1523,HATS-72 b,HATS-72,1,1,1,Published Confirmed,0,7.3279474,9977550.000000002,8.097,39.85588,39.85588,Mass,0.013,739.0,4656.1,501366.24,0.099,[Fe/H],-0.659,12.17,127.589,0.07499008151091037,2.2158490920218075,227.2139194049711,187.55104006742332,219.95111562327088,184.8767052397662,0.23567264419961975,0.22197633490579854,0.23882063738257642
1524,1524,HATS-74 A b,HATS-74 A,1,2,1,Published Confirmed,0,1.73185606,3576000.0,11.568,464.02947,464.02947,Mass,0.044,895.0,3776.9,403878.36,0.514,[Fe/H],-1.216,11.0,299.389,0.2994019082652469,6.325570345019864,275.42168733957607,227.34357143672426,266.61794117116074,224.1018254453495,0.26547627519917455,0.24884693153907606,0.29275318608185347
1526,1526,HATS-75 b,HATS-75,1,1,1,Published Confirmed,0,2.7886556,4911300.0,9.909,156.05375,156.05375,Mass,0.064,772.0,3790.4,403878.36,0.522,[Fe/H],-1.197,14.9,194.964,0.16020223288769686,3.9634943067223087,237.60121551469473,196.12511067880476,230.00638588851757,193.32851613984164,0.24704330448560796,0.23173394038486347,0.2611074390536648
1529,1529,HATS-76 b,HATS-76,1,1,1,Published Confirmed,0,1.9416423,3987000.0,12.094,835.57088,835.57088,Mass,0.062,940.0,4016.0,438695.46,0.322,[Fe/H],-1.038,4.6,385.689,0.4717992479720688,8.301617404405306,288.98398252802866,238.5384074527436,279.74672291536143,235.1370316340793,0.2756648175930469,0.25860189304471354,0.3103214927150279
1531,1531,HATS-77 b,HATS-77,1,1,1,Published Confirmed,0,3.0876262,5410500.0,13.058,436.69623,436.69623,Mass,0.045,828.0,4071.0,445658.88,0.253,[Fe/H],-0.992,12.1,436.176,0.1958994834098502,5.7757373747272105,254.72888170538,210.26293998258635,246.5865729498116,207.2647507748323,0.2249269097104495,0.21091156934010358,0.24525594153260105
1706,1706,HD 114082 b,HD 114082,1,1,1,Published Confirmed,0,109.75,76635000.0,11.209,2542.62726,2542.62726,Mass,0.395,,6651.0,1037549.58,0.0,[Fe/H],0.583,0.015,95.3906,1.8032914859966207,15.042290204674709,167.58429195017803,138.33046996649335,162.22752581315282,136.3579829586666,0.1796882386915097,0.15745666427699187,0.19493465746190392
1849,1849,HD 136352 b,HD 136352,1,1,3,Published Confirmed,0,11.57797,14460000.0,1.664,4.72,4.72,Mass,0.0,905.0,5664.0,738122.52,-0.24,[M/H],0.016,12.3,14.682,1.023212586298141,1.6820944837227632,278.3637914726306,229.77209646541127,269.4660020999976,226.495721558481,0.8070379986950569,0.7283524965586621,0.6840785932345336
1853,1853,HD 136352 c,HD 136352,1,1,3,Published Confirmed,0,27.59221,25815000.0,2.916,11.24,11.24,Mass,0.0,677.0,5664.0,738122.52,-0.24,[M/H],0.016,12.3,14.682,0.4527803732853807,1.9608548379500061,208.33432266223906,171.9671004284002,201.67499778262007,169.51498070187023,0.5029472652744175,0.4690601492673683,0.4750882523654853
1858,1858,HD 136352 d,HD 136352,1,1,3,Published Confirmed,0,107.245,63750000.0,2.562,8.82,8.82,Mass,0.0,431.0,5664.0,738122.52,-0.24,[M/H],0.016,12.3,14.682,0.5238597722517757,1.8531082012756743,132.57352232186398,109.43124462613075,128.33586169880846,107.87083856708419,0.40778147092360445,0.37535624818578717,0.35649293878882254
1877,1877,HD 1397 b,HD 1397,1,1,1,Published Confirmed,0,11.53533,16455000.0,11.5,131.89945,131.89945,Mass,0.251,1228.0,5521.0,1629440.2799999998,0.29,[Fe/H],0.66,4.51,79.5702,0.08662301674131034,3.38242846429426,378.0488718141674,312.05596598459016,365.9646879619197,307.6062858293753,0.19600007339957176,0.21097707155657228,0.2868100478956218
2236,2236,HD 183579 b,HD 183579,1,1,1,Published Confirmed,0,17.471278,20010000.0,3.55,19.7,19.7,Mass,0.28,769.0,5788.0,682415.16,-0.023,[Fe/H],0.012,2.6,57.2651,0.43980990698777445,2.352745680786556,236.08769136995866,194.87579009027837,228.5412409492055,192.09700991059373,0.48930387744432186,0.4575570534943146,0.4857402447661003
2246,2246,HD 18599 b,HD 18599,1,2,1,Published Confirmed,0,4.1374354,7200000.0,2.6,24.1,24.1,Mass,0.34,,5145.0,536183.34,0.0,[Fe/H],-0.429,0.4,38.5653,1.3695592943566124,3.040730256565782,305.3378487548161,252.03751273638932,295.5778442249872,248.44364996751275,0.596586991505152,0.5687705713423609,0.65834875043949
2312,2312,HD 191939 b,HD 191939,1,1,6,Published Confirmed,0,8.8803256,12060000.0,3.41,10.0,10.0,Mass,0.031,880.0,5348.0,654561.48,-0.15,[Fe/H],-0.187,8.7,53.6089,0.2518956709983216,1.7103258461423294,271.18972817352744,223.85035084005548,262.52125491935817,220.65841551139465,0.49716994336275583,0.46950486290592935,0.46244090643392505
2316,2316,HD 191939 c,HD 191939,1,1,6,Published Confirmed,0,28.579743,26280000.0,3.195,8.0,8.0,Mass,0.034,600.0,5348.0,654561.48,-0.15,[Fe/H],-0.187,8.7,53.6089,0.2449972673714911,1.5803948671567087,183.71059731622935,151.64173783145688,177.83836015566774,149.47944228584697,0.4096158972916451,0.3826941926365209,0.35152344760950255
2320,2320,HD 191939 d,HD 191939,1,1,6,Published Confirmed,0,38.353037,31980000.0,2.995,2.8,2.8,Mass,0.031,540.0,5348.0,654561.48,-0.15,[Fe/H],-0.187,8.7,53.6089,0.10410015881127423,0.9656875904755221,166.53582006858431,137.46502126339757,161.2125679238647,135.50487489477823,0.33170267027020706,0.31486233583744827,0.2337842390828398
2377,2377,HD 202772 A b,HD 202772 A,1,2,1,Published Confirmed,0,3.308958,7812000.0,17.318,323.23311,323.23311,Mass,0.038,2132.0,6272.0,1803525.7799999998,0.3,[Fe/H],0.971,1.7,161.498,0.06215935162957915,4.314844022546978,656.2446447205328,541.6893735134425,635.2680421431974,533.9652960416614,0.10296367192772515,0.11253554427984593,0.20877778160329397
2381,2381,HD 20329 b,HD 20329,1,1,1,Published Confirmed,0,0.926118,2700000.0,1.72,7.42,7.42,Mass,0.0,2141.0,5596.0,786866.46,-0.07,[Fe/H],0.049,11.0,63.6796,1.45647289043112,2.07440608369834,656.5457699989429,541.9379338098552,635.5595420702357,534.2103120577535,0.44533015255269837,0.46293220791365924,0.7723956297266286
2421,2421,HD 207897 b,HD 207897,1,1,1,Published Confirmed,0,16.202159,17445000.0,2.501,14.4,14.4,Mass,0.047,632.0,5070.0,543146.76,-0.042,[Fe/H],-0.444,7.1,28.2938,0.9194016054841742,2.3965166378490648,194.47393542635334,160.5262078605713,188.25765238631988,158.23722654267343,0.5526948101984361,0.5067387215384881,0.52866284878566
2478,2478,HD 213885 b,HD 213885,1,1,2,Published Confirmed,0,1.008035,3018000.0,1.745,8.83,8.83,Mass,0.0,2128.0,5978.0,765976.2000000001,-0.04,[Fe/H],0.139,3.8,48.0883,1.659809517642129,2.2466668869220716,654.0143417108947,539.8483962959439,633.1090298941567,532.1505697556938,0.425714156531698,0.44180443238418204,0.7458979422233305
2518,2518,HD 21749 c,GJ 143,1,1,2,Published Confirmed,0,7.78993,10425000.000000002,0.892,3.7,3.7,Mass,,701.0,4640.0,480475.98,0.003,[Fe/H],-0.686,3.8,16.32,5.207041054227936,2.0341102258771064,218.856201793906,180.65226100208233,211.86054917632015,178.0762975054847,0.5052542800309814,0.45059937094040337,0.36880630473681425
2534,2534,HD 219134 b,HD 219134,1,1,6,Published Confirmed,0,3.092926,5814000.0,1.602,4.74,4.74,Mass,0.0,1015.0,4699.0,543146.76,0.11,[Fe/H],-0.577,11.0,6.53127,1.1515283839187915,1.7179636213576124,312.03935818953266,257.56919436836966,302.0651425400988,253.89645403658432,0.7747710846828109,0.7593609477645897,0.7216848783459704
2537,2537,HD 219134 c,HD 219134,1,1,6,Published Confirmed,0,6.76458,9795000.0,1.511,4.36,4.36,Mass,0.062,782.0,4699.0,543146.76,0.11,[Fe/H],-0.577,11.0,6.53127,1.2623417240415082,1.696551551658474,240.40564961204237,198.4399976062233,232.7211773503212,195.61039454424608,0.7327671529244385,0.6572604594945303,0.5934095614778426
2546,2546,HD 219134 d,HD 219134,1,1,6,Published Confirmed,0,46.859,35550000.0,1.61,16.17,16.17,Mass,0.138,410.0,4699.0,543146.76,0.11,[Fe/H],-0.577,11.0,6.53127,3.870046940604108,3.1651778669584214,126.19062378089072,104.16255658474932,122.15699000523517,102.67727800930645,0.3245520920683465,0.28260951704749576,0.27767254882059883
2576,2576,HD 221416 b,HD 221416,1,1,1,Published Confirmed,0,14.2767,18420000.0,9.17,60.5,60.5,Mass,0.115,,5080.0,2047245.48,-0.08,[Fe/H],0.712,4.9,95.5483,0.07836663673524459,2.5653644240811406,368.17311905643294,303.9041427775772,356.40460976613053,299.5707014063956,0.22135058431678362,0.23848007666443893,0.3080973243281715
2610,2610,HD 23472 b,HD 23472,1,1,5,Published Confirmed,0,17.667087,17430000.0,2.0,8.32,8.32,Mass,0.072,543.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.0387646939384354,2.0370548056189213,175.30657144633633,144.70473416205277,169.7029656752125,142.64135500309345,0.5714910033454252,0.5080555605632258,0.5337585193917779
2614,2614,HD 23472 c,HD 23472,1,1,5,Published Confirmed,0,29.79749,24690000.0,1.87,3.41,3.41,Mass,0.063,467.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,0.5208508776178407,1.3486909225858879,147.2944369820768,121.58244936964738,142.58622809796285,119.84877637984914,0.5013059811397325,0.46382837144542516,0.37519255486003605
2617,2617,HD 23472 d,HD 23472,1,1,5,Published Confirmed,0,3.97664,6447000.0,0.75,0.55,0.55,Mass,0.07,909.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.302155171888637,0.8552769371938062,288.24916278942874,237.93185919814113,279.0353914013841,234.5391322951859,0.8818019414936095,0.8264574507805246,0.49349528232999784
2619,2619,HD 23472 e,HD 23472,1,1,5,Published Confirmed,0,7.90754,10200000.0,0.818,0.72,0.72,Mass,0.07,723.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,1.3138821918141235,0.9370130611769806,229.16421616199756,189.1608894383524,221.83907190969822,186.4635993857588,0.8060996884344789,0.7463447550127829,0.44251894417907023
2621,2621,HD 23472 f,HD 23472,1,1,5,Published Confirmed,0,12.1621839,13590000.0,1.137,0.77,0.77,Mass,0.07,630.0,4684.0,494402.81999999995,-0.2,[Fe/H],-0.625,,39.0341,0.5232306447856956,0.8219041598010852,198.53503707945976,163.87839614575333,192.18894251854198,161.54161517759562,0.6806480051550615,0.6538610530152625,0.38125032861763636
2647,2647,HD 260655 b,HD 260655,1,1,2,Published Confirmed,0,2.76953,4399500.0,1.24,2.14,2.14,Mass,0.039,709.0,3803.0,306390.48,-0.43,[Fe/H],-1.44,5.0,10.0055,1.1210695555177492,1.312055156325254,218.27059316022886,180.16887728771206,211.29365929284282,177.59980647444266,0.7757804153181608,0.6959046995687435,0.5194787301248887
2650,2650,HD 260655 c,HD 260655,1,1,2,Published Confirmed,0,5.70588,7123500.0,1.533,3.09,3.09,Mass,0.038,557.0,3803.0,306390.48,-0.43,[Fe/H],-1.44,5.0,10.0055,0.8566745315237672,1.4179607534396697,171.53398432666197,141.59069678312446,166.05096782256598,139.57172142464844,0.6306054862988001,0.5833595755170047,0.45344267820805745
