,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis,similarityIndex_Erid
2657,2657,HD 2685 b,HD 2685,1,1,1,Published Confirmed,0,4.12688,8520000.0,16.141,371.8611,371.8611,Mass,0.091,2061.0,6801.0,1086293.52,0.02,[Fe/H],0.668,1.31,196.852,0.08832289140153718,4.793814275068859,527.8093657197968,435.6739928491771,510.9381464414823,429.46161387800333,0.13201868080977006,0.14326598545340588,0.2617186984647765
2761,2761,HD 332231 b,HD 332231,1,1,1,Published Confirmed,0,18.71204,21540000.0,9.718,77.55052,77.55052,Mass,0.032,876.0,6089.0,891317.76,0.036,[Fe/H],0.305,4.3,80.6665,0.08439911077504862,2.8213694405593386,269.35437885308255,222.33538346993166,260.7445718198041,219.16505042106635,0.2394369988983371,0.22629650433709386,0.25233246139568477
2955,2955,HD 5278 b,HD 5278,1,1,2,Published Confirmed,0,14.339156,18030000.0,2.45,7.8,7.8,Mass,0.08,943.0,6203.0,828646.98,-0.12,[Fe/H],0.28,3.0,57.5846,0.5297612528479299,1.7820517328038312,290.2010813108591,239.54304723529935,280.9249176131525,236.127346019223,0.6583613473441632,0.6245292046667006,0.6230375479278506
3191,3191,HD 86226 c,HD 86226,1,1,2,Published Confirmed,0,3.98442,7350000.0,2.16,7.25,7.25,Mass,0.075,1311.0,5863.0,731159.1,0.018,[Fe/H],0.072,4.6,45.683,0.7185559567779923,1.829777049207452,403.23035683449297,332.84172470206846,390.341256694047,328.0956554745597,0.6004113326831181,0.6425247962632402,0.8267407717878895
3216,3216,HD 89345 b,HD 89345,1,1,1,Published Confirmed,0,11.8143,15990000.0,7.398,34.9613,34.9613,Mass,0.22,1089.0,5576.0,1218598.5,0.421,[Fe/H],0.425,7.53,132.345,0.08624390906877351,2.1711642096558417,334.98291527225996,276.50768196182673,324.2753178230558,272.56489323517707,0.2661410308915598,0.28614132681941085,0.3279074079806805
3241,3241,HD 93963 A b,HD 93963 A,1,2,2,Published Confirmed,0,1.0391353,3127500.0,1.35,7.8,7.8,Mass,,2042.0,5987.0,724195.68,0.1,[Fe/H],0.098,1.4,82.3432,3.1664828347460308,2.400692111169639,627.477605378023,517.9439614256734,607.4205299259281,510.5584754263876,0.39114384120747175,0.4035740421287809,0.6203545089767833
3243,3243,HD 93963 A c,HD 93963 A,1,2,2,Published Confirmed,0,3.6451398,7219500.0,3.228,19.2,19.2,Mass,,1344.0,5987.0,724195.68,0.1,[Fe/H],0.098,1.4,82.3432,0.5701439122060995,2.4357903163843897,412.9936073184348,340.9006842389551,399.7924287070829,336.0397003926108,0.48050681936973916,0.5145158713550763,0.7323034523132578
3258,3258,HD 95338 b,HD 95338,1,1,1,Published Confirmed,0,55.087,39300000.0,3.89,42.44,42.44,Mass,0.197,385.0,5212.0,605817.54,0.04,[Fe/H],-0.31,5.08,36.9941,0.7201291850240737,3.2988983614315286,139.95893028777294,115.52744220485248,135.48519799690467,113.8801090076462,0.3545843930235775,0.32482129941255083,0.33998518659359145
3375,3375,HIP 65 A b,HIP 65 A,1,2,1,Published Confirmed,0,0.9809734,2673000.0,22.754,1021.18779,1021.18779,Mass,0.0,1411.0,4590.0,501366.24,0.18,[Fe/H],-0.678,4.1,61.7856,0.0865797232139776,6.690829731870099,434.20758959772127,358.41151478521533,420.3283143665566,353.30083984560156,0.1209684122319495,0.1303955992228762,0.21556174905069608
3538,3538,K2-114 b,K2-114,1,1,1,Published Confirmed,0,11.3909311,14145000.0,10.447,638.8351,638.8351,Mass,0.081,701.0,4920.0,571000.44,0.41,[Fe/H],-0.445,7.2,475.758,0.5596259268431489,7.810064775126866,215.8467002519669,178.16810358006637,208.94724517032893,175.62756227487534,0.26160287857922904,0.24216801625298412,0.2818735369326101
3661,3661,K2-136 b,K2-136,1,2,3,Published Confirmed,0,7.9752,10605000.0,1.014,4.3,4.3,Mass,0.14,610.0,4500.0,473512.56000000006,-0.02,[M/H],-0.777,0.65,59.2474,4.1194423691844575,2.0567016597655456,205.91669222227904,169.97149600108074,199.33464595106605,167.547832072721,0.5279418806211659,0.46710458228195717,0.38821181675952315
3664,3664,K2-136 c,K2-136,1,2,3,Published Confirmed,0,17.30713,17775000.0,3.0,18.1,18.1,Mass,0.047,470.0,4500.0,473512.56000000006,-0.02,[M/H],-0.777,0.65,59.2474,0.6695741082722821,2.4532098982993578,159.05308055408173,131.28848251007742,153.9690112419356,129.41640887921784,0.4374008726335799,0.4030103025671093,0.4131322588494735
3670,3670,K2-136 d,K2-136,1,2,3,Published Confirmed,0,25.575,23070000.0,1.565,3.0,3.0,Mass,0.071,420.0,4500.0,473512.56000000006,-0.02,[M/H],-0.777,0.65,59.2474,0.7817395238847581,1.3828004260193905,139.6121105313318,115.24116394246957,135.1494641978963,113.59791285538235,0.5427677392893996,0.4997948582291951,0.3810837575397497
3871,3871,K2-182 b,K2-182,1,1,1,Published Confirmed,0,4.7369683,7890000.0,2.69,20.0,20.0,Mass,0.04,969.0,5170.0,550110.18,0.12,[Fe/H],-0.408,2.07,154.83,1.026259041970979,2.7232963631856077,295.22857349232794,243.69293114221242,285.79170797968135,240.21805574529972,0.651724489098871,0.6019848682451884,0.6855526122707037
4023,4023,K2-199 b,K2-199,1,1,2,Published Confirmed,0,3.2253993,5730000.0,1.73,6.9,6.9,Mass,0.02,913.0,4491.0,473512.56000000006,-0.01,[Fe/H],-0.733,5.04,107.518,1.3310507738061454,1.9946079332840123,287.32246170179394,237.16692475542445,278.1383119504053,233.78510523447588,0.7478826466848054,0.673327959835484,0.6955570714282161
4031,4031,K2-199 c,K2-199,1,1,2,Published Confirmed,0,7.3744897,9930000.0,2.85,12.4,12.4,Mass,0.03,694.0,4491.0,473512.56000000006,-0.01,[Fe/H],-0.733,5.04,107.518,0.5350211444624547,2.0832647279981895,218.25905245353854,180.15935114799075,211.28248748031362,177.5904161702129,0.5320116403554216,0.496018115955227,0.5143130312234254
4086,4086,K2-216 b,K2-216,1,1,1,Published Confirmed,0,2.1748,4200000.0,1.75,8.0,8.0,Mass,0.0,1103.0,4503.0,501366.24,0.0,[Fe/H],-0.721,,115.461,1.4909383362202258,2.1354136643018298,337.9264955251573,278.937425436164,327.1248076881438,274.95999041996055,0.6621132887962149,0.6750637647104623,0.7508063883747848
4149,4149,K2-232 b,K2-232,1,1,1,Published Confirmed,0,11.168454,15534000.0,11.209,126.49634,126.49634,Mass,0.258,1030.0,6154.0,807756.72,0.1,[Fe/H],0.238,1.43,130.72,0.08971420094494456,3.3551473157152487,305.17941716792143,251.90673725846332,295.42447684160373,248.3147392482036,0.22467510458052464,0.22562411543179725,0.2580511234298332
4159,4159,K2-237 b,K2-237,1,1,1,Published Confirmed,0,2.18053539,5337000.0,16.197,433.20012,433.20012,Mass,0.042,1828.0,6360.0,877390.92,0.137,[Fe/H],0.371,1.02,314.995,0.10182833966970257,5.165151224921063,562.0802016807315,463.9624487029637,544.1135285777968,457.34669791880464,0.12945296752561677,0.14063169191885608,0.25947523265903627
4200,4200,K2-25 b,K2-25,1,1,1,Published Confirmed,0,3.48456408,4305000.0,3.44,24.5,24.5,Mass,0.428,494.0,3207.0,201939.18,0.15,[Fe/H],-2.088,0.73,44.9565,0.6011385750600142,2.665384508023469,151.95336144226727,125.42810341404991,147.09623186580865,123.63959432587595,0.3932886245465097,0.36204396441746617,0.3737302251833273
4227,4227,K2-261 b,K2-261,1,1,1,Published Confirmed,0,11.633478,15510000.0,9.528,59.75174,59.75174,Mass,0.286,1046.0,5445.0,1142000.88,0.36,[Fe/H],0.328,9.3,213.283,0.06899683226033922,2.501096522338192,321.6555066320517,265.5067302665235,311.37391457074744,261.7208067241756,0.2277555153723387,0.24197018059616776,0.2721275664388327
4248,4248,K2-266 d,K2-266,1,2,4,Published Confirmed,0,14.697,15525000.0,2.93,8.9,8.9,Mass,0.047,538.0,4285.0,487439.39999999997,-0.12,[Fe/H],-0.823,,77.5586,0.3534036140533322,1.7406731942792102,165.74143140566974,136.8093025453825,160.44357158286536,134.8585062261647,0.4228768627596688,0.3928291984057041,0.3713584147726183
4249,4249,K2-266 e,K2-266,1,2,4,Published Confirmed,0,19.482,18735000.0,2.73,14.3,14.3,Mass,0.043,490.0,4285.0,487439.39999999997,-0.12,[Fe/H],-0.823,,77.5586,0.7019916352669606,2.285823764134712,150.87595809030412,124.53877357122165,146.05326728924953,122.76294564938024,0.4439615725241782,0.4085060022534182,0.41341947614616176
4401,4401,K2-291 b,K2-291,1,1,1,Published Confirmed,0,2.225177,4891500.0,1.589,6.49,6.49,Mass,0.0,,5520.0,626707.8,0.08,[Fe/H],-0.166,3.72,90.0562,1.6156855693993566,2.018442806777786,430.9986012818142,355.7626933671054,417.22190010305445,350.6897886014396,0.5859909661874129,0.6016716698907074,0.8348797809920929
4451,4451,K2-30 b,K2-30,1,1,1,Published Confirmed,0,4.098503,7258500.0,11.646,184.02357,184.02357,Mass,0.0,1092.0,5425.0,584927.28,-0.15,[Fe/H],-0.256,3.9,333.042,0.11636622217582597,3.970126831699118,335.94907457732705,277.3051867230258,325.21059422502907,273.3510261864835,0.2185428154373736,0.23403508402122383,0.2822979034314699
4511,4511,K2-329 b,K2-329,1,1,1,Published Confirmed,0,12.4551225,15240000.0,8.676,82.6358,82.6358,Mass,0.0697,650.0,5282.0,571000.44,0.098,[Fe/H],-0.325,1.8,233.237,0.1263843929364626,3.0823389516278654,222.82012122824136,183.92423137520026,215.6977634812627,181.30161207502988,0.247104337629909,0.23184507990896683,0.2549850874046579
4842,4842,K2-415 b,K2-415,1,1,1,Published Confirmed,0,4.0179694,4050000.0,1.015,7.5,7.5,Mass,,412.0,3173.0,139268.4,-0.13,[Fe/H],-2.455,,21.8182,7.163858144073466,2.714898882930472,126.82923650674375,104.68969189955614,122.77518972587923,103.19689677543015,0.3104827762712542,0.2700250309375936,0.22042320084174993
5133,5133,KELT-1 b,KELT-1,1,1,1,Published Confirmed,0,1.217514,3699000.0,12.442,8654.15,8654.15,Mass,0.0099,,6518.0,1016659.32,,,0.542,,268.43,4.487843133157899,26.34044810727334,744.997343279286,614.9492379050097,721.1837955164765,606.1805306215393,0.08826656078917808,0.09048842042151932,0.1938613181522857
5137,5137,KELT-10 b,KELT-10,1,1,1,Published Confirmed,0,4.1662739,7875000.0,15.681,215.80657,215.80657,Mass,,1377.0,5948.0,842573.82,0.09,[Fe/H],0.217,4.5,188.404,0.055901986193848674,3.7051133764866564,423.46898546803675,349.5474611274595,409.932965504364,344.56318083501236,0.14200391732013068,0.1534445055461526,0.23860269357054384
5149,5149,KELT-12 b,KELT-12,1,1,1,Published Confirmed,0,5.031623,10062000.0,19.952,301.9385,301.9385,Mass,0.0,1800.0,6279.0,1650330.54,0.19,[Fe/H],0.892,2.2,368.03,0.03797021232509429,3.885277801611503,552.5285621930432,456.078160957933,534.8672034985492,449.57483410592994,0.09726303074859215,0.10593899790018206,0.19263139928337347
5163,5163,KELT-16 b,KELT-16,1,2,1,Published Confirmed,0,0.9689951,3066000.0,15.861,874.0325,874.0325,Mass,0.0,2453.0,6236.0,947025.1200000001,-0.002,[Fe/H],0.401,3.1,444.586,0.2187861002333567,7.414033713625954,754.5027281030442,622.7953452852513,730.3853444439775,613.9147584925447,0.11952080193300527,0.13028374292039938,0.2515049883224948
5164,5164,KELT-17 b,KELT-17,1,1,1,Published Confirmed,0,3.0801716,7321500.0,17.094,416.3573,416.3573,Mass,,2087.0,7454.0,1148964.3,-0.018,[Fe/H],0.876,0.65,226.5,0.08325664873260046,4.929096154112495,641.7957787752307,529.7627281611997,621.2810285285256,522.2087155590776,0.11086294296391486,0.1209564710991489,0.22550534479766404
5168,5168,KELT-18 b,KELT-18,1,2,1,Published Confirmed,0,2.8717518,6825000.0,17.598,375.0394,375.0394,Mass,0.0,2085.0,6670.0,1330013.22,0.09,[Fe/H],0.813,1.9,321.376,0.06873386981548923,4.610657256519119,641.0553984627434,529.1515899967067,620.5643141822233,521.6062917588689,0.1055240087504019,0.11520862967900546,0.21407497064606212
5174,5174,KELT-19 A b,KELT-19 A,1,2,1,Published Confirmed,0,4.6117093,9555000.000000002,21.409,1293.5681,1293.5681,Mass,,1935.0,7500.0,1274305.86,-0.12,[Fe/H],0.978,,300.276,0.13166913774053954,7.763409697340579,595.7739967223532,491.77459296077933,576.7303146813703,484.7622622038801,0.10947986054638927,0.11886359690706755,0.22531243518035513
5179,5179,KELT-20 b,KELT-20,1,1,1,Published Confirmed,0,3.4741085,8130000.0,19.515,1074.90106,1074.90106,Mass,,2262.0,8720.0,1086293.52,-0.29,[Fe/H],1.104,0.6,136.426,0.1444596855545166,7.4123516753587335,694.4670053122051,573.2395685964441,672.2686399758903,565.0656093971614,0.1056461268903272,0.11514020129269119,0.22079985485494807
5185,5185,KELT-21 b,KELT-21,1,1,1,Published Confirmed,0,3.6127647,7836000.0,17.777,1242.7153,1242.7153,Mass,0.0,2051.0,7598.0,1142000.88,-0.405,[Fe/H],0.905,1.6,470.878,0.22094290959510185,8.350502967358338,630.8116073247869,520.6959738654919,610.6479618086285,513.2712462669913,0.12664863609604735,0.13736586148423752,0.2625234654905263
5187,5187,KELT-23 A b,KELT-23 A,1,2,1,Published Confirmed,0,2.255251,4953000.0,14.83,298.12454,298.12454,Mass,0.0,1561.0,5899.0,696342.0,-0.105,[Fe/H],0.034,6.4,126.261,0.09129733785127966,4.478002543023995,480.576716366138,396.68636156929165,465.2152701917065,391.02991649556685,0.1481048270943531,0.1603249031688276,0.2889265245449246
5192,5192,KELT-24 b,KELT-24,1,1,1,Published Confirmed,0,5.5514926,10453500.0,14.258,1646.3594,1646.3594,Mass,0.077,1459.0,6509.0,1051476.42,0.186,[Fe/H],0.565,0.78,96.5173,0.567325960921839,10.73220764857278,449.07205231632594,370.681209574243,434.7176403667403,365.39557814142563,0.19763985549107896,0.21082669807688695,0.36962224279162986
5204,5204,KELT-4 A b,KELT-4 A,1,3,1,Published Confirmed,0,2.9895932,6475500.0,19.044,286.68266,286.68266,Mass,0.0,1823.0,6206.0,1114147.2,-0.116,[Fe/H],0.535,4.44,218.05,0.04145822917432876,3.8750532475192645,560.8028807003961,462.9080992203739,542.8770366614146,456.30738265598603,0.10061143555580675,0.10962054321537501,0.19947035621455106
5230,5230,KELT-9 b,KELT-9,1,2,1,Published Confirmed,0,1.4811235,5193000.0,21.196,915.3504,915.3504,Mass,0.0,4050.0,10170.0,1643367.1199999999,-0.03,[Fe/H],1.724,0.3,204.455,0.09600845568125856,6.563307932677553,1241.6172234083979,1024.8782390872157,1201.9294160363406,1010.264256784129,0.060632583589083126,0.06706840508211959,0.13412751653230337
5679,5679,KOI-94 b,KOI-94,1,2,4,Published Confirmed,0,3.743208,7678500.0,1.71,10.5,10.5,Mass,0.25,1486.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,2.0974171209885655,2.4748714323257794,498.6647796445167,411.616939280153,482.7251556246175,405.74759555149603,0.4757296252781994,0.4888993882871318,0.8051232816596046
5685,5685,KOI-94 c,KOI-94,1,2,4,Published Confirmed,0,10.423648,15195000.0,4.32,15.6,15.6,Mass,0.43,1012.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,0.1932667745816669,1.8979137580235532,354.48391824507286,292.604554017408,343.1529788874645,288.43223616724964,0.39270316796802546,0.4221406787413066,0.4893520474590388
5695,5695,KOI-94 d,KOI-94,1,2,4,Published Confirmed,0,22.342989,25260000.0,11.27,106.0,106.0,Mass,0.022,806.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,0.07396358582625842,3.063000183753802,274.9351179368405,226.9419384831314,266.1469247684681,223.70591947149623,0.21757593801895275,0.2057352387861534,0.2316853905074276
5712,5712,KOI-94 e,KOI-94,1,2,4,Published Confirmed,0,54.32031,45690000.0,6.56,35.0,35.0,Mass,0.019,584.0,6182.0,1058439.84,0.023,[Fe/H],0.479,3.16,477.052,0.1238341327837476,2.3069498345697,204.42608461651128,168.74109159836507,197.89168503254598,166.33497229903952,0.2722606230254324,0.2552409571971078,0.2714152824101147
10878,10878,Kepler-138 b,Kepler-138,1,1,4,Published Confirmed,0,10.3134,11295000.0,0.64,0.07,0.07,Mass,0.02,452.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.2667116332996459,0.33030494933323945,151.79370871879664,125.29631996339283,146.94168237900075,123.50969000687047,0.377241518496643,0.36629608061606816,0.18234212725186752
10899,10899,Kepler-138 c,Kepler-138,1,1,4,Published Confirmed,0,13.7815,13695000.0,1.51,2.3,2.3,Mass,0.017,410.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.6672380969502842,1.2326264781594511,137.85288877284185,113.7890351671811,133.44647527264942,112.16649033118885,0.5372141015186778,0.4955946077605046,0.35490063122887283
10926,10926,Kepler-138 d,Kepler-138,1,1,4,Published Confirmed,0,23.0923,19320000.0,1.51,2.1,2.1,Mass,0.01,345.0,3841.0,376024.68000000005,-0.18,[Fe/H],-1.252,,66.8624,0.6092173928676509,1.177815382445033,116.06287616118543,95.80272720197894,112.35297186436257,94.43665343867005,0.4718369706323567,0.43387975544746943,0.30106513660748196
12363,12363,Kepler-15 b,Kepler-15,1,1,1,Published Confirmed,0,4.942782,8571000.0,10.76,209.76,209.76,Mass,0.06,,5515.0,689378.58,0.36,[Fe/H],-0.087,3.7,739.412,0.1681782005029942,4.409722390391732,340.7462948143519,281.2649953793031,329.85447319946593,277.2543709902085,0.2405487703836765,0.2572330589314329,0.31681562553870996
12561,12561,Kepler-1514 b,Kepler-1514,1,1,2,Published Confirmed,0,217.83184,112950000.0,12.42,1678.1424,1678.1424,Mass,0.401,388.0,6145.0,898281.18,0.119,[Fe/H],0.328,2.9,397.292,0.8748787414444367,11.609396806843145,119.19382919562068,98.38713532076136,115.38384521354627,96.98420986157012,0.16419320968126808,0.14884178619561533,0.16877595786141483
14097,14097,Kepler-1654 b,Kepler-1654,1,1,1,Published Confirmed,0,1047.8356,303899999.99999994,9.18,158.915,158.915,Mass,0.26,206.0,5597.0,821683.5599999999,-0.088,[Fe/H],0.09,5.0,568.117,0.20517322716699474,4.155441318624849,63.36238844801669,52.30173347523188,61.33703456281916,51.55595115292664,0.1067797229664673,0.09686875532672541,0.09969741629319222
14281,14281,Kepler-167 e,Kepler-167,1,2,4,Published Confirmed,0,1071.23205,282450000.0,10.16,321.00669,321.00669,Mass,0.29,134.0,4884.0,522256.5,0.02,[Fe/H],-0.539,7.1,341.908,0.3057150369555381,5.613920213355906,45.75895523752044,37.771187916966404,44.29628818782539,37.23260095861744,0.08057832718271067,0.07247976861781523,0.0750629829419611
14602,14602,Kepler-17 b,Kepler-17,1,1,1,Published Confirmed,0,1.4857108,3886500.0,14.68,778.65,778.65,Mass,0.011,1570.0,5781.0,703305.42,0.26,[M/H],0.012,,720.753,0.24583740450023794,7.273847044842392,535.6949516821237,442.1830564340515,518.5716727425961,435.87786317874935,0.16084112105977286,0.17364162890111387,0.3244408696431346
14656,14656,Kepler-1704 b,Kepler-1704,1,1,1,Published Confirmed,0,988.88112,304050000.0,11.949,1322.16617,1322.16617,Mass,0.92,254.0,5746.0,1183781.4,0.196,[Fe/H],0.452,7.4,835.455,0.7740610206493478,10.50590061434292,78.02331274306877,64.40341988197856,75.5293281652967,63.485076495988935,0.12199037365550558,0.10970130569018982,0.1205848125117284
14662,14662,Kepler-1708 b,Kepler-1708,1,1,1,Published Confirmed,0,737.1131,246000000.0,9.96,1462.01067,1462.01067,Mass,0.4,,6157.0,779903.04,0.0,[Fe/H],0.182,3.16,1666.69,1.4779385178274427,12.100453585027301,74.25562128762986,61.29342357113964,71.88206948889926,60.419426406109814,0.11571199720451,0.0996775838108673,0.11568117500694938
15659,15659,Kepler-18 b,Kepler-18,1,1,3,Published Confirmed,0,3.504725,6704999.999999999,2.0,6.9,6.9,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.8614755274249044,1.8550926118402777,397.87577593252814,328.4218492828222,385.157832869633,323.73880410907935,0.6349727202169604,0.6781676996236051,0.8612999367290933
15668,15668,Kepler-18 c,Kepler-18,1,1,3,Published Confirmed,0,7.64159,11280000.0,5.49,17.3,17.3,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.10442702620525106,1.772935465235064,306.75548704979576,253.20768548530867,296.9501682681075,249.5971369451297,0.3367269141044431,0.3410766207655748,0.35021140955247243
15678,15678,Kepler-18 d,Kepler-18,1,1,3,Published Confirmed,0,14.85888,17580000.0,6.98,16.4,16.4,Mass,0.0,,5345.0,772939.6200000001,0.19,[Fe/H],-0.031,10.0,433.047,0.04816831131322712,1.5309121187808545,245.71827302070656,202.82523970930774,237.8639848362451,199.93310643772492,0.24221564226522946,0.22938439170942726,0.21892859320098312
18780,18780,Kepler-23 b,Kepler-23,1,1,3,Published Confirmed,0,7.1073,11250000.0,1.9,254.3,254.3,Mass,,,5760.0,1058439.84,-0.09,[M/H],0.362,6.0,835.756,37.03133749993609,11.554533813840084,385.14177575699784,317.91071958005614,372.83087001326516,313.3775551022099,0.15354388997432108,0.15417589562325956,0.22449612667656937
18800,18800,Kepler-23 c,Kepler-23,1,1,3,Published Confirmed,0,10.7421,14850000.0,3.2,858.1,858.1,Mass,,,5760.0,1058439.84,-0.09,[M/H],0.362,6.0,835.756,26.156028861077278,16.354979725131905,335.2228876719659,276.7057643384268,324.5076195991634,272.7601511081009,0.14721854819474697,0.1470732259610141,0.19420996369188384
19119,19119,Kepler-24 b,Kepler-24,1,1,4,Published Confirmed,0,8.1453,12000000.0,2.4,508.5,508.5,Mass,,,5800.0,745085.9400000001,-0.24,[M/H],0.064,7.7,1156.81,36.74016251472456,14.537706812447118,314.1277232744336,259.2930106061221,304.0867538544741,255.59568996896948,0.15201063986739288,0.14652279285982736,0.18324376037507703
19127,19127,Kepler-24 c,Kepler-24,1,1,4,Published Confirmed,0,12.3335,15900000.0,2.8,508.5,508.5,Mass,,,5800.0,745085.9400000001,-0.24,[M/H],0.064,7.7,1156.81,23.13666210839797,13.459301171563894,272.89672734554506,225.25937309953918,264.17369053261865,222.04734618759892,0.17713567738434158,0.15594030070188294,0.19357856148292513
20694,20694,Kepler-289 b,Kepler-289,1,1,3,Published Confirmed,0,34.545,31500000.0,2.15,7.3,7.3,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.7336540532716113,1.8403407741573898,193.54930348415266,159.76298136945914,187.3625759413532,157.48488307968606,0.5814246922880368,0.5393230747584534,0.5234480578679325
20697,20697,Kepler-289 c,Kepler-289,1,1,3,Published Confirmed,0,125.8518,76500000.0,11.59,132.0,132.0,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.0846851896009285,3.370554050168728,124.19844892334592,102.51813943149052,120.22849423534082,101.0563089941454,0.13543065731119505,0.1251366678335594,0.13268570169712865
20709,20709,Kepler-289 d,Kepler-289,1,1,3,Published Confirmed,0,66.0634,49500000.0,2.68,4.0,4.0,Mass,,,5990.0,696342.0,0.05,[Fe/H],0.061,0.65,704.438,0.20755798704254558,1.2201652350142376,154.39893138890815,127.44677017641771,149.4636301286751,125.62947643751399,0.38538043139372535,0.35931079991532977,0.2904749104845278
22399,22399,Kepler-34 b,Kepler-34,1,2,1,Published Confirmed,0,288.822,163440000.0,8.564,69.92,69.92,Mass,0.182,,5913.0,807756.72,-0.07,[m/H],0.173,,1800.82,0.1111873257075428,2.8537664555117637,90.62910952657934,74.80872561244367,87.7321856007674,73.74201039889962,0.13356563075648784,0.12253199079112877,0.12525299765140244
22655,22655,Kepler-35 b,Kepler-35,1,2,1,Published Confirmed,0,131.458,90520500.0,8.16,40.363,40.363,Mass,0.042,,5606.0,717232.26,-0.34,[m/H],-0.027,,1819.17,0.0741987864947344,2.221276836658375,108.53590143559914,89.58967501731587,105.06659393251549,88.31219466011059,0.14537188975455215,0.1342327282099774,0.13629235054315647
23928,23928,Kepler-4 b,Kepler-4,1,1,1,Published Confirmed,0,3.21346,6840000.0,4.002,24.472,24.472,Mass,0.0,1650.0,5857.0,1037549.58,0.17,[Fe/H],0.354,4.5,487.916,0.38134850833681927,2.4697457006949906,491.66448536113114,405.8386292317842,475.9486230012902,400.0516797989723,0.371595585027923,0.4010701869016491,0.6793456496264276
24396,24396,Kepler-422 b,Kepler-422,1,1,1,Published Confirmed,0,7.8914483,12300000.0,12.89,136.66,136.66,Mass,,,5972.0,863464.08,0.23,[Fe/H],0.24,,722.795,0.06373331454829213,3.25199820921221,343.35575732505714,283.41894531855587,332.38052526489304,279.37760724546314,0.18334024575103755,0.19695142369021437,0.24076909856035608
24417,24417,Kepler-424 b,Kepler-424,1,1,2,Published Confirmed,0,3.3118644,6600000.0,9.98,327.35,327.35,Mass,,,5460.0,654561.48,0.44,[Fe/H],-0.15,,698.646,0.3289308158962127,5.720012136148599,374.4768042516133,309.10744510038296,362.5068001374282,304.6998086050407,0.26031052815574157,0.27784367769719753,0.3852574394974005
24433,24433,Kepler-425 b,Kepler-425,1,1,1,Published Confirmed,0,3.79701816,6959999.999999999,10.962,79.45,79.45,Mass,0.33,1070.0,5170.0,598854.12,0.24,[Fe/H],-0.323,5.0,646.647,0.06024324391042151,2.6887975278176772,330.09752635144656,272.47509550923655,319.54608844221286,268.58980839104083,0.2027683715446631,0.21780113366232076,0.25128706696774067
24442,24442,Kepler-426 b,Kepler-426,1,1,1,Published Confirmed,0,3.21751883,6210000.0,12.22,108.06,108.06,Mass,0.18,1300.0,5725.0,640634.64,-0.21,[Fe/H],-0.089,6.0,843.695,0.059147335675857025,2.96997591141824,399.85367286298816,330.0544808901876,387.07250710077955,325.34815563444135,0.17097905497909965,0.18462132324883607,0.265032223482295
24456,24456,Kepler-427 b,Kepler-427,1,1,1,Published Confirmed,0,10.290994,13650000.0,13.79,92.17,92.17,Mass,0.57,1100.0,5800.0,940061.7000000001,-0.19,[Fe/H],0.29,7.0,1017.8,0.035105941908788484,2.582074144453584,335.45213784552266,276.894996180379,324.72954188087334,272.94668464825355,0.1592503473805746,0.17130382586895515,0.20146937110745872
24467,24467,Kepler-428 b,Kepler-428,1,1,1,Published Confirmed,0,3.52563254,6495000.0,12.11,403.63,403.63,Mass,0.22,1070.0,5150.0,557073.6,0.09,[Fe/H],-0.39,5.0,686.284,0.22700470014424073,5.76601404127713,328.7814541708629,271.3887593071294,318.2720839924934,267.51896251497726,0.23863758833198645,0.2542747288370392,0.3062472243652517
24560,24560,Kepler-433 b,Kepler-433,1,1,1,Published Confirmed,0,5.33408384,10185000.0,16.25,896.24,896.24,Mass,0.119,1776.0,6360.0,1573732.92,-0.01,[Fe/H],0.88,2.67,1878.31,0.2086162180417511,7.417226257514221,545.4015564851451,450.19525846418065,527.968009731676,443.7758173165354,0.1464306606310498,0.15829509537411465,0.2966611332568319
24562,24562,Kepler-434 b,Kepler-434,1,1,1,Published Confirmed,0,12.8747099,17145000.0,12.67,908.96,908.96,Mass,0.131,1000.0,5977.0,960951.96,0.25,[Fe/H],0.33,4.0,1222.54,0.44637387451171473,8.45941102203474,306.286704419833,252.82073441274534,296.49637009097495,249.21570349986357,0.2590508337530215,0.2581156495017158,0.31178192420802514
