,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Tenebra
0,K2-110 b,2.592,0.9578451850409061,2.5351098648066004,657.2115875992456,0.8273725187946395
1,HIP 97166 b,2.74,0.9710959616494058,2.6983343665993247,794.3869439760517,0.8028580153934485
2,HD 207897 b,2.501,0.9194016054841742,2.3965166378490648,653.1554969325922,0.7728347194268934
3,TOI-1749 d,2.52,0.9362104352913222,2.4366963198809923,552.9058009515275,0.7285423517873135
4,Kepler-20 d,2.75,0.9653433669612231,2.700148999547307,447.72523743526403,0.7271037951258894
