,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityIndex_Earth,similarityIndex_Venus,similarityIndex_Mars,similarityIndex_Titan,similarityIndex_Arrakis
2216,HAT-P-4 b,HAT-P-4,0,0.04438,14.28,213.255,0,,1686,5860,,,0.431,,,85.5917160940957,65.5186967936433,87.111954082704,86.6730889705126,1105.9904656698,2370.84782084567,1015.88898265493,1307.57227786035,5.42196201182149E-06,4.69028444759923E-06,2.31745170524939E-07,8.79459831114525E-09,1.43269425051876E-06
2373,TOI-169 b,TOI-169,0,0.03524,12.173,251.40353,0,1443,1715,5880,1.29,1.15,0.253,4.28,,84.0752651822914,64.3578848362837,85.5685687152165,85.1374790914708,1086.3953421386,2328.84288738087,997.890210760403,1284.40567642393,5.40032607281799E-06,4.6688039318897E-06,2.32115525503804E-07,8.85188102767145E-09,1.40036580438456E-06
2100,Kepler-8 b,Kepler-8,0,0.0483,15.906,191.643,0,,1764,6213,1.49,1.21,0.605,4.17,,89.3040888178151,68.3604416957197,90.8902641459232,90.4323641207024,1153.96063176546,2473.6786926151,1059.95117373648,1364.28565948345,4.87112822827764E-06,4.22206315467427E-06,2.07110841954158E-07,7.79114524133541E-09,1.38110806518834E-06
2604,TOI-892 b,TOI-892,0,0.092,11.994,301.9385,0.125,,1397,6261,1.39,1.28,0.431,4.26,,59.4472089447321,45.5056147465998,60.5030810487002,60.1982699383083,768.158991359327,1646.65802035131,705.579551064815,908.166420297603,9.45703246232565E-06,8.01130098324183E-06,4.16701244069747E-07,1.71530475257949E-08,1.36143692427161E-06
2277,HAT-P-30 b,HAT-P-30,0,0.0419,15.02,225.968,0.035,,1630,6304,1.22,1.24,0.312,4.36,,81.2526814866321,62.1972551191827,82.6958516753975,82.2792346380982,1049.92276280017,2250.65872763518,964.388935054127,1241.28547319857,5.47934120333805E-06,4.72576218013245E-06,2.3459677838614E-07,8.9896332695419E-09,1.32164853579124E-06
2427,HATS-9 b,HATS-9,0,0.03048,11.938,266.02371,0.129,,1823,5366,1.5,1.03,0.23,4.09,,88.2735399520895,67.5715777525049,89.8414111778115,89.3887952146964,1140.64418863391,2445.1330033349,1047.71957836074,1348.54211338698,4.52850525313717E-06,3.92507712405765E-06,1.94130676949236E-07,7.33672625085198E-09,1.28209970983776E-06
2148,HATS-39 b,HATS-39,0,0.06007,17.598,200.2329,0.275,,1645,6572,1.62,1.38,0.64,4.16,,81.2123809052109,62.1664058536785,82.6548352948589,82.2384248957717,1049.40201078295,2249.54242164202,963.910607027436,1240.66980704006,5.27963082085464E-06,4.55178079988016E-06,2.2522890599786E-07,8.62195373497558E-09,1.26655720365103E-06
2091,HAT-P-39 b,HAT-P-39,0,0.0509,17.609,190.372,0,,1752,6430,1.62,1.4,0.607,,,87.0651488764559,66.646579258427,88.6115572538778,88.1651372254767,1125.0297218439,2411.66117359328,1033.37717191658,1330.08169754983,4.67045630624758E-06,4.04163532144583E-06,1.98386510758963E-07,7.4931347205758E-09,1.2649064877437E-06
2315,HAT-P-9 b,HAT-P-9,0,0.05287,15.614,238.05467,0.084,931,1540,6350,1.34,1.28,0.418,4.29,,77.8207622926902,59.5701916211104,79.2029764196946,78.8039562909609,1005.57653304031,2155.5962786789,923.655449880693,1188.85653962138,5.67540531841615E-06,4.88275272251112E-06,2.43384378106471E-07,9.40424033566666E-09,1.26354685327022E-06
2043,HAT-P-60 b,HAT-P-60,0,0.06277,18.282,182.43351,0.25,1634,1772,6212,2.2,1.44,0.809,3.91,,84.2397620529587,64.4838038046674,85.735987298442,85.3040542293153,1088.52092132888,2333.39936860539,999.842625856374,1286.91867134557,4.90011222070582E-06,4.23253121294382E-06,2.08439119119349E-07,7.92136680326621E-09,1.25915264630364E-06
2572,HATS-55 b,HATS-55,0,0.05412,14.022,292.72143,0.092,,1367,6214,1.13,1.2,0.229,4.41,,66.1737950445195,50.6546779414982,67.3491414643349,67.0098402876368,855.077918007476,1832.98109838003,785.417472554103,1010.92750408115,7.3577763590083E-06,6.27230415050985E-06,3.19957723857926E-07,1.28163537194779E-08,1.24290038052862E-06
2354,HAT-P-9 b,HAT-P-9,0,0.053,15.69,247.9,0,,1530,6350,1.32,1.28,0.41,,,77.3506726554479,59.2103476804368,78.7245372813883,78.327927502053,999.502175841673,2142.5750303278,918.07595100945,1181.67504816615,5.51271650614894E-06,4.74099671308546E-06,2.36438830563123E-07,9.14671769579715E-09,1.21372833660618E-06
2297,WASP-81 b,WASP-81,0,0.03908,16.018,231.69807,0.066,,1623,5870,1.28,1.08,0.246,4.26,,79.2798034225821,60.6870575721769,80.6879323209431,80.2814310681196,1024.42982460076,2196.01098983536,940.972824467132,1211.14610011585,5.25065544861604E-06,4.52141040710249E-06,2.24757154167422E-07,8.65098263131097E-09,1.21314392688978E-06
2341,HATS-51 b,HATS-51,0,0.04639,15.805,244.09344,0.33,,1553,5758,1.44,1.19,0.31,4.2,,77.0964360969407,59.0157348282727,78.4657850980991,78.0704788976714,996.217007339799,2135.53280453514,915.058414610348,1177.79111300172,5.50691985890124E-06,4.73494869237278E-06,2.36210942997169E-07,9.14405113840184E-09,1.20863178424898E-06
2052,HAT-P-64 b,HAT-P-64,0,0.05387,19.089,184.34048,0.101,1611,1766,6457,1.74,1.3,0.668,4.07,,86.6815549195825,66.3529459805916,88.2211500896982,87.7766969105741,1120.07303586597,2401.03581242231,1028.82429118952,1324.22158810407,4.46346277093157E-06,3.86088958760926E-06,1.89316930155045E-07,7.15299418049364E-09,1.19827593449532E-06
2212,TIC 257060897 b,TIC 257060897,0,0.051,16.701,212.94503,0.03,,1762,,1.82,1.32,0.61,,,87.0870212519601,66.66332211164,88.6338181157644,88.1872859383964,1125.31235011534,2412.26702747923,1033.63677537253,1330.41583866962,4.36562156507029E-06,3.77800588191336E-06,1.85589259662774E-07,7.01182997145234E-09,1.18565491841209E-06
2494,CoRoT-12 b,CoRoT-12,0,0.0392,15.065,277.46559,,,1417,,1.05,1,0.07,4.38,,57.8146022123456,44.2558878996127,58.8414767580418,58.5450367163639,747.062937177837,1601.43562862451,686.202124508531,883.225323175892,8.54387963937291E-06,7.21941494527854E-06,3.74722670578364E-07,1.55029615300008E-08,1.16644882813556E-06
2568,HATS-32 b,HATS-32,0,0.04024,14,292.4036,0.471,,1437,5700,1.1,1.1,0.057,4.4,,54.2058043560755,41.4934274265153,55.1685812081552,54.8906450071331,700.431134432154,1501.47372899389,643.369264623082,828.094239835151,9.39324014521642E-06,7.90463586685583E-06,4.1495550372791E-07,1.74676499973102E-08,1.16367072478122E-06
2602,WASP-68 b,WASP-68,0,0.06206,13.9,301.93,0,,1490,5911,1.69,1.24,0.505,4.09,,75.3048632638839,57.6443227034857,76.6423912290302,76.2562711840888,973.066840917906,2085.90713115257,893.794217725624,1150.42151373235,5.4285315600694E-06,4.66275279072098E-06,2.33918469327271E-07,9.1080101961235E-09,1.14541630793079E-06
2469,HAT-P-13 b,HAT-P-13,0,0.0427,14.359,271.098,0.021,,1653,5653,1.56,1.22,0.346,4.13,,82.5964064172814,63.2258488934737,84.0634431877563,83.6399363015399,1067.28597304527,2287.87923762173,980.337620453362,1261.81336478162,4.58205046515178E-06,3.95537225659001E-06,1.96093089761859E-07,7.49224121784266E-09,1.13869512731781E-06
2118,HAT-P-40 b,HAT-P-40,0,0.0608,19.392,195.457,0,,1770,6080,2.21,1.51,0.778,,,84.7616056448892,64.8832643323172,86.26709961974,85.8324908366893,1095.26402759645,2347.85417567329,1006.03639296263,1294.89080048757,4.28891977667144E-06,3.70507287244203E-06,1.82061663970383E-07,6.90776071723281E-09,1.11015759948235E-06
1949,HAT-P-65 b,HAT-P-65,0,0.03951,21.185,167.49641,0.304,,1930,5835,1.86,1.21,0.555,3.98,,96.6330742650087,73.9706291908717,98.3494234300631,97.8539445810108,1248.66358197525,2676.68793193665,1146.93897944488,1476.24951104424,3.41911153002404E-06,2.97343086588331E-06,1.43799786446857E-07,5.3239779368699E-09,1.10287680677954E-06
2099,HATS-56 b,HATS-56,0,0.06043,18.921,191.33366,0.019,,1902,6536,2.2,1.57,0.898,3.95,,88.1249436745468,67.4578303608498,89.6901756062297,89.2383215593956,1138.72407213554,2441.01696060466,1045.95588757256,1346.2720295287,3.92615747655864E-06,3.3986706972655E-06,1.66359341893815E-07,6.26719491004283E-09,1.09368767478303E-06
2942,K2-113 b,K2-113,0,0.0558,10.424,410.0007,0,,1178,5627,1.05,1.01,0.009,4.4,,29.0168051398598,22.2117670334904,29.5321873695275,29.3834058749593,374.946446845425,803.751021396867,344.40076678708,443.28553888609,2.38065120753333E-05,1.91601818572345E-05,1.12477354172093E-06,5.78555004402481E-08,1.09058660845652E-06
2260,TOI-1789 b,TOI-1789,0,0.04882,16.141,222.47988,,2300,1927,5991,2.17,1.51,0.736,3.94,,93.2881823848524,71.4101833100746,94.9451212245148,94.4667930579963,1205.44189304355,2584.03609614082,1107.23842237827,1425.15008116338,3.53789405773109E-06,3.07249069372827E-06,1.49866889780699E-07,5.59285239292823E-09,1.08766849701492E-06
2608,HATS-63 b,HATS-63,0,0.04026,13.529,305.1168,0.136,634.1,1398,5627,1.07,0.93,0.012,4.35,,36.7083185340882,28.0994622095831,37.3603136438966,37.1720944906071,474.333874376803,1016.80210392995,435.691420529196,560.787677504601,1.60594887201818E-05,1.31450627751342E-05,7.3525791976196E-07,3.47640745247957E-08,1.0741349489734E-06
2680,HATS-58 A b,HATS-58 A,0,0.05798,12.274,327.3649,0.168,,1721,7175,1.43,1.46,0.689,4.29,,84.2018755630662,64.4548024765353,85.6974278873393,85.2656890783512,1088.03136347783,2332.34993174281,999.392950707544,1286.33988491449,4.0955342307186E-06,3.54032198993841E-06,1.75822445580529E-07,6.70213182514367E-09,1.06374550782868E-06
2690,HAT-P-42 b,HAT-P-42,0,0.0575,14.348,331.801,0,,1428,5743,1.53,1.18,0.356,4.14,,71.6860486303629,54.8741945935947,72.9593009888189,72.5917361448083,926.305604383046,1985.66777179102,850.84246860515,1095.13740553308,5.39494616421382E-06,4.62023783640975E-06,2.32994811227897E-07,9.16506640340504E-09,1.04248208063633E-06
2638,TOI-1601 b,TOI-1601,0,0.06864,13.888,314.6517,0.036,,1619,5948,2.19,1.52,0.732,3.94,,78.5679095788384,60.1421174888839,79.9633941686787,79.5605430982076,1015.23094602139,2176.29188563773,932.523348914101,1200.27060074117,4.49820211017336E-06,3.87236646179432E-06,1.9325233625987E-07,7.45992110072086E-09,1.02945058461385E-06
2411,HATS-65 b,HATS-65,0,0.04497,16.825,260.93843,0.062,1178,1634,6277,1.31,1.26,0.377,4.3,,82.229937305999,62.9453243324291,83.6904650322574,83.2688371889551,1062.55056918218,2277.72822612739,975.987994699558,1256.21486912723,4.17747926281967E-06,3.60375645304537E-06,1.78079556292214E-07,6.80149954817624E-09,1.02206389282894E-06
2586,KELT-23 A b,KELT-23 A,0,0.03302,14.83,298.12454,0,991.18,1561,5899,1,0.94,0.034,4.42,,52.5880733688843,40.255087656263,53.5221168783661,53.252475471789,679.527300165236,1456.66338798519,624.168398443693,803.380397323086,8.39835502783848E-06,7.05055508801252E-06,3.71299539186933E-07,1.57527806578858E-08,1.00224772338204E-06
2707,HAT-P-5 b,HAT-P-5,0,0.04071,14.056,336.8998,,,1539,5960,,,0.188,,,72.6264767984401,55.5940729978635,73.9164325797495,73.544045760759,938.457534908626,2011.71716272152,862.004420468315,1109.50419075496,4.93224144513451E-06,4.22686406451397E-06,2.12939407031969E-07,8.35548531531499E-09,9.86232174297769E-07
2520,HAT-P-45 b,HAT-P-45,0,0.0452,15.984,283.492,0.049,,1652,6330,1.32,1.26,0.4,4.3,,83.2437901634569,63.7214078249966,84.7223254458095,84.2954991479332,1075.65127150608,2305.81144431079,988.021424976764,1271.70335271814,3.91697628972596E-06,3.38153334363106E-06,1.67018451168542E-07,6.3660187402295E-09,9.80795478185101E-07
2460,HATS-11 b,HATS-11,0,0.04614,16.926,270.1555,0.34,,1637,6060,1.44,1,0.403,4.12,,82.5455245770708,63.1868998921779,84.0116576093108,83.5884116159183,1066.62849317786,2286.46983604072,979.733703354301,1261.03605026169,3.98139943494663E-06,3.43518131861781E-06,1.69632707665828E-07,6.47364447979898E-09,9.80022763962928E-07
1900,Kepler-1654 b,Kepler-1654,0,2.026,9.18,158.915,0.26,0.3,206,5597,1.18,1.01,0.09,4.3,,8.56341462384889,6.55511761957662,8.71551378504654,8.67160551808872,110.653873526057,237.202311467039,101.639258648704,130.822047704464,0.000147980782513361,8.04367637861992E-05,1.20960936969257E-05,4.59998155629232E-06,9.78502208731516E-07
2176,HATS-26 b,HATS-26,0,0.04735,19.616,206.5895,0.245,,1918,6071,2.04,1.3,0.704,3.94,,93.6783512486954,71.708849543853,95.3422200759297,94.8618913477913,1210.48353799593,2594.84357895361,1111.86934074562,1431.11063451278,3.1600307496096E-06,2.74373463833938E-06,1.33237005119153E-07,4.96198033350867E-09,9.70478546900046E-07
2548,KELT-15 b,KELT-15,0,0.04613,16.175,289.2253,0,,1642,6003,1.48,1.18,0.412,4.17,,83.0115727368776,63.543650165067,84.4859834874459,84.0603478670278,1072.6506276181,2299.37913748378,985.265233887161,1268.15580065016,3.83658403596717E-06,3.31150456052808E-06,1.6355856132465E-07,6.23688764041568E-09,9.54947987366459E-07
2309,Qatar-10 b,Qatar-10,0,0.0286,17.295,233.92288,0,,1955,6124,1.25,1.16,0.3,4.3,,97.3875325453014,74.5481514741685,99.117282027476,98.6179347501115,1258.41246542831,2697.58604978469,1155.89365274504,1487.77526116506,2.89924435381697E-06,2.5227164216534E-06,1.22256206266424E-07,4.52552352448731E-09,9.53914542910266E-07
3129,TOI-481 b,TOI-481,0,0.097,11.097,486.2799,0.153,,1370,5735,1.66,1.14,0.435,4.06,,58.028656064398,44.4197417171329,59.0593325293961,58.7617949426275,749.828876807433,1607.36481350175,688.742731940163,886.495392940648,6.66731860579662E-06,5.63978595115851E-06,2.94829570849041E-07,1.2217937596976E-08,9.23357230409811E-07
2698,HAT-P-35 b,HAT-P-35,0,0.0498,14.93,334.979,0.025,,1581,6096,1.44,1.24,0.407,,,79.6507732522156,60.9710273404734,81.0654911343401,80.6570877615063,1029.22338539553,2206.28666898191,945.375869294597,1216.81335259409,3.95776304454438E-06,3.40900070939349E-06,1.69486883022636E-07,6.51982621498233E-09,9.19243502694478E-07
2338,HAT-P-33 b,HAT-P-33,0,0.0499,18.898,242.176,0,,1782,6446,1.64,1.38,0.618,,,88.3289181688721,67.6139686375101,89.8977729952593,89.4448730844863,1141.35976932982,2446.66695230301,1048.37686300084,1349.38811840203,3.30342997502552E-06,2.85967808883941E-06,1.39818280004474E-07,5.26382985700452E-09,9.14471459903521E-07
2361,HAT-P-66 b,HAT-P-66,0,0.04363,17.822,248.86089,0.09,,1896,6002,1.88,1.25,0.615,3.99,,94.347899948865,72.2213752914004,96.0236609709948,95.5398991820552,1219.13524533961,2613.38974380679,1119.81622134217,1441.33923324839,2.87532903655701E-06,2.49770379338336E-06,1.2136060186815E-07,4.51630651625826E-09,8.94245403886512E-07
2704,HAT-P-6 b,HAT-P-6,0,0.05237,14.908,336.58197,,,1675,6570,1.46,1.29,0.555,,,83.9340200315142,64.2497645808472,85.4248148375003,84.9944494376839,1084.5702146939,2324.93046719342,996.213770573479,1282.24789466693,3.43143940600308E-06,2.96393608890576E-06,1.46445197981337E-07,5.5757808449989E-09,8.74698362235429E-07
2858,TrES-2 b,TrES-2,0,0.03558,13.72,381.396,,,1498,5850,1,0.98,0.025,,,46.9124479612311,35.9105132375246,47.7456838020789,47.5051437395915,606.188572143042,1299.45139664156,556.804340513452,716.674688158328,8.61472168053964E-06,7.17662239610844E-06,3.85242800288995E-07,1.68822083488681E-08,8.54730689882087E-07
2229,HAT-P-32 b,HAT-P-32,0,0.03397,22.194,216.1244,0.159,1841,1836,6001,1.37,1.13,0.338,4.22,,92.0634969180797,70.4727117949942,93.6986834964761,93.2266348129415,1189.61687502187,2550.11291989644,1092.70261763352,1406.44073826751,2.88372744484374E-06,2.50096960734897E-06,1.21378959467573E-07,4.53083616177719E-09,8.52523190103175E-07
2721,HATS-3 b,HATS-3,0,0.0485,15.48,340.382,0,,1648,6351,1.4,1.21,0.456,4.22,,83.0379094178059,63.563810352186,84.5127879475551,84.0870172877786,1072.9909423043,2300.10865040204,985.577824231364,1268.55814231878,3.38531203597443E-06,2.92211445763776E-06,1.44421263863429E-07,5.50844474667995E-09,8.44688014633215E-07
2559,WASP-1 b,WASP-1,0,0.03957,16.97,291.76794,,,1811,,1.52,1.3,0.459,,,92.0823112823266,70.487113803538,93.7178320322126,93.2456868794348,1189.85998858969,2550.63406839668,1092.92592552156,1406.72816259123,2.79708970998071E-06,2.42692900117219E-06,1.18313271552721E-07,4.42313199930797E-09,8.32523081372554E-07
3134,HAT-P-59 b,HAT-P-59,0,0.05064,12.588,489.45575,0.03,441.4,1278,5678,1.1,1.01,0.054,4.36,,47.6713726104685,36.4914544343098,48.5180880978862,48.2736567061145,615.995168675066,1320.47323068041,565.812025193801,728.268670352081,8.32369863646121E-06,6.9455274090243E-06,3.72517364576138E-07,1.62538211652369E-08,8.27054832762398E-07
2379,HAT-P-41 b,HAT-P-41,0,0.0426,18.887,254.253,0,,1941,6390,1.68,1.42,0.628,,,95.9823053366203,73.4724789720476,97.6870958638544,97.1949537837303,1240.25454120592,2658.66195738968,1139.21499615803,1466.30780816825,2.53134090169047E-06,2.20037781110748E-06,1.06578204376806E-07,3.95274453133312E-09,8.09972981347725E-07
2503,HATS-31 b,HATS-31,0,0.0478,18.383,279.6904,0.233,,1823,6050,1.87,1.27,0.619,4,,90.2848288959967,69.1111780373665,91.8884236472902,91.4254949507903,1166.6334606941,2500.84470333764,1071.59158808659,1379.26828393051,2.77370010819954E-06,2.40371050901753E-06,1.17254168497215E-07,4.39714473638774E-09,7.98245829127541E-07
2834,TOI-157 b,TOI-157,0,0.03138,14.415,375.0394,0,1062,1588,5404,1.17,0.95,0.02,4.28,,47.2429593714535,36.1635129185848,48.0820655935066,47.8398308585234,610.459341385466,1308.6063977614,560.727183933457,721.723863209897,7.82287913981462E-06,6.51852483657431E-06,3.49119122754244E-07,1.52641937116096E-08,7.90354784864481E-07
3068,TOI-564 b,TOI-564,0,0.02734,11.433,464.98529,0.072,1423,1714,5640,1.09,1,0.033,4.36,,57.3634542381207,43.9105434120712,58.3823157152608,58.088188901023,741.233338463511,1588.93905488606,680.847444435773,876.333200769316,5.53084330382124E-06,4.67254900359059E-06,2.44568790326669E-07,1.01677277041077E-08,7.78309921876169E-07
2504,TOI-640 b,TOI-640,0,0.06608,19.851,279.6904,0.05,,1749,6460,2.08,1.54,0.834,3.99,,82.7299117164291,63.3280444518101,84.1993197424028,83.7751283177666,1069.01108845026,2291.57726778165,981.922196259519,1263.85290594377,3.08665622303397E-06,2.66209495065032E-06,1.30986349539679E-07,4.99203201595923E-09,7.65389400754164E-07
2479,HAT-P-32 b,HAT-P-32,0,0.0343,20.053,273.322,0,,1786,6207,1.22,1.16,0.294,,,88.4801475019485,67.7297315789758,90.0516883894131,89.598013061564,1143.31390938151,2450.8559293575,1050.17180555296,1351.6984270692,2.7540499584265E-06,2.38376195075492E-06,1.16350643928289E-07,4.37713872089057E-09,7.62806294757138E-07
2536,KELT-4 A b,KELT-4 A,0,0.04317,19.044,286.68266,0,1840,1823,6206,1.6,1.2,0.535,4.11,,91.6016900676106,70.1192081570972,93.2286742597305,92.7589934562255,1183.6495455079,2537.32110060539,1087.221427246,1399.38578174887,2.55685013192198E-06,2.21723001415452E-06,1.07893787285689E-07,4.03439062810313E-09,7.52109612407872E-07
2939,HATS-68 b,HATS-68,0,0.05071,13.809,410.0007,0.036,1521,1741,6147,1.75,1.35,0.592,4.08,,86.6841483647155,66.3549312094557,88.2237895983288,87.7793231215091,1120.10654758557,2401.10764955822,1028.8550728172,1324.26120779058,2.76901860419252E-06,2.39611759328622E-06,1.18140122510391E-07,4.47322574747972E-09,7.49885190023813E-07
2828,OGLE-TR-132 b,OGLE-TR-132,0,0.03035,13.45,375.02,,,2013,6210,1.32,1.3,0.371,4.31,,99.6942694107571,76.3139110612804,101.464990019258,100.953815121425,1288.21942685433,2761.4815097696,1183.27233697336,1523.01494691073,2.14447131278941E-06,1.868897012099E-06,9.0810013816024E-08,3.35430988875662E-09,7.4241144164476E-07
3405,TIC 237913194 b,TIC 237913194,0,0.1207,12.52,617.22586,0.575,,974,5788,1.09,1.03,0.078,4.38,,33.8513568486485,25.9125168489643,34.4526080093412,34.2790377130653,437.417072972722,937.665691023851,401.782112098988,517.14228669735,1.34544895474035E-05,1.09544153099927E-05,6.21390939176078E-07,3.01740924494617E-08,7.40572103618059E-07
2764,CoRoT-19 b,CoRoT-19,0,0.0518,14.46,352.78,0.047,,2000,6090,1.65,1.21,0.544,4.07,,83.9732400428696,64.2797866922092,85.4647314554189,85.0341649579324,1085.07700390905,2326.01684193503,996.679273302643,1282.8470531127,2.82565266303916E-06,2.44023991698678E-06,1.206839464603E-07,4.59741895289931E-09,7.39726340369057E-07
2570,TrES-4 b,TrES-4,0,0.05092,19.627,292.4036,,,1785,6200,1.82,1.39,0.642,4.06,,88.2766055031657,67.5739243687504,89.8445311776991,89.3918994962004,1140.68380076481,2445.21791756984,1047.75596341885,1348.58894536777,2.63926629893478E-06,2.28414897194401E-06,1.11546252470627E-07,4.19868035044188E-09,7.28635348629367E-07
2609,HATS-64 b,HATS-64,0,0.06562,18.82,305.1168,0.151,1711,1793,6554,2.11,1.56,0.867,3.98,,83.8286991251069,64.1691435949875,85.317623272924,84.8877978981651,1083.20928955257,2322.01313064684,994.963715622545,1280.63892239973,2.84545489824059E-06,2.45592471678461E-06,1.20759289710704E-07,4.59202868716728E-09,7.24413615879071E-07
2433,Kepler-435 b,Kepler-435,0,0.0948,22.31,266.97,0.114,,1729,6161,3.21,1.54,1.129,3.61,,74.5032781548714,57.0307258028936,75.8265687593309,75.4445587819854,962.708998728877,2063.70362366786,884.280195597467,1138.1758138595,3.44369161175447E-06,2.95187566319537E-06,1.4684592855497E-07,5.71423691854891E-09,7.17869631505076E-07
2603,KELT-12 b,KELT-12,0,0.06708,19.952,301.9385,0,1749,1800,6279,2.37,1.59,0.892,3.89,,83.5027449322685,63.919632370026,84.9858796419354,84.5577255728815,1078.99740730537,2312.98436217424,991.09496186382,1275.65936729957,2.72623964899318E-06,2.35220158034949E-06,1.15581933923822E-07,4.3969444402102E-09,6.88716317214108E-07
3774,TOI-2180 b,TOI-2180,0,0.828,11.321,875.61726,0.3683,2.71,348,5695,1.64,1.11,0.406,4.06,,19.5219144556495,14.9436236638253,19.868653104203,19.7685559503108,252.256319242783,540.747287915459,231.705808936275,298.233466015637,3.88861960794887E-05,2.22560780054807E-05,2.47499254645309E-06,1.47670286038442E-07,6.84657219901811E-07
2875,TOI-163 b,TOI-163,0,0.058,16.69,387.7526,0,,1669,6495,1.65,1.44,0.636,4.19,,82.5194543340216,63.1669436577708,83.9851243194194,83.5620119992451,1066.29162132197,2285.74770331874,979.4242753641,1260.63777892605,2.76220913250486E-06,2.38273306826408E-06,1.17615041836333E-07,4.48903046369596E-09,6.81236843331354E-07
2995,HAT-P-50 b,HAT-P-50,0,0.0453,14.437,429.0705,0.115,,1862,6280,1.7,1.27,0.603,4.07,,92.1374720373075,70.5293382260105,93.7739725254093,93.3015445399926,1190.57275930947,2552.16199378141,1093.58062910523,1407.57084547376,2.15446618590583E-06,1.86982257345664E-06,9.14405891788909E-08,3.42228438137652E-09,6.48172811053751E-07
