pl_name,hostname,default_flag,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_teff,st_rad,st_met,st_metratio,st_lum,st_age,sy_dist
11 Com b,11 Com,1,2,1,Published Confirmed,0,326.03,1.29,,,6165.6,Msini,0.231,,4742,19,-0.35,[Fe/H],2.243,,93.1846
11 Com b,11 Com,0,2,1,Published Confirmed,0,,1.21,,,5434.7,Msini,,,,,,,,,93.1846
11 UMi b,11 UMi,0,1,1,Published Confirmed,0,516.22,1.54,,,3337.07,Msini,0.08,,4340,24.08,0.04,[Fe/H],,1.56,125.321
11 UMi b,11 UMi,0,1,1,Published Confirmed,0,,1.51,,,3432.4,Msini,,,,,,,,,125.321
11 UMi b,11 UMi,1,1,1,Published Confirmed,0,516.21997,1.53,,,4684.8142,Msini,0.08,,4213,29.79,-0.02,[Fe/H],,,125.321
14 And b,14 And,1,1,1,Published Confirmed,0,185.84,0.83,,,1525.5,Msini,0,,4813,11,-0.24,[Fe/H],1.763,,75.4392
14 And b,14 And,0,1,1,Published Confirmed,0,,0.68,,,1017,Msini,,,,,,,,,75.4392
14 Her b,14 Her,0,1,2,Published Confirmed,0,1796.4,2.8,,,1506.45,Msini,0.338,,5255,,0.51,[Fe/H],-0.15,3.9,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,1766.41,2.83,,,1541.46777,Msini,0.3674,,5314.94,1,0.405,[Fe/H],,,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,1766,2.864,,,1581.138,Msini,0.359,,5280,1,0.4,[M/H],-0.153,,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,1773.40002,2.93,,,1481.0878,Msini,0.37,,5338,0.93,0.41,[Fe/H],,,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,,2.73,,,1440.663,Msini,0.357,,,,,,,,17.9323
14 Her b,14 Her,1,1,2,Published Confirmed,0,1765.038901,2.773069,,2586.74645,2586.74645,Mass,0.372689,,,,,,,,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,1724,2.82,,,1554.12,Msini,0.37,,,,0.35,[Fe/H],,,17.9323
14 Her b,14 Her,0,1,2,Published Confirmed,0,1773.4,2.77,,,1474.67,Msini,0.369,,,,,,,,17.9323
16 Cyg B b,16 Cyg B,1,3,1,Published Confirmed,0,798.5,1.66,,,565.7374,Msini,0.68,,5750,1.13,0.06,[Fe/H],,,21.1397
16 Cyg B b,16 Cyg B,0,3,1,Published Confirmed,0,799.45,1.676,,,556.83537,Msini,0.6832,,5711.97,1.16,0.074,[Fe/H],,,21.1397
16 Cyg B b,16 Cyg B,0,3,1,Published Confirmed,0,798.5,1.681,,,533.9544,Msini,0.681,,5674,,0.038,[Fe/H],,,21.1397
16 Cyg B b,16 Cyg B,0,3,1,Published Confirmed,0,800.8,1.6,,,476.7,Msini,0.634,,5760,,0.05,[Fe/H],,,21.1397
16 Cyg B b,16 Cyg B,0,3,1,Published Confirmed,0,799.5,1.68,,,533.93,Msini,0.689,,5747,1.13,0.06,[M/H],0.097,,21.1397
16 Cyg B b,16 Cyg B,0,3,1,Published Confirmed,0,799.5,1.68,,,533.93,Msini,0.689,,,,,,,,21.1397
17 Sco b,17 Sco,1,1,1,Published Confirmed,0,578.38,1.45,,,1373.01872,Msini,0.06,,4157,25.92,-0.01,[Fe/H],2.254,5.13,124.953
18 Del b,18 Del,1,2,1,Published Confirmed,0,993.3,2.6,,,3273.5,Msini,0.08,,4979,8.5,-0.052,[Fe/H],1.602,,76.222
18 Del b,18 Del,0,2,1,Published Confirmed,0,,2.54,,,3127.3,Msini,,,,,,,,,76.222
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Published Confirmed,0,,330,18.647,2543,2543,Mass,,1800,4060,1.35,,,,0.005,139.135
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Published Confirmed,0,,330,,4000,4000,Mass,,1700,4060,,,,-0.37,0.01,139.135
1RXS J160929.1-210524 b,1RXS J160929.1-210524,1,1,1,Published Confirmed,0,,330,,3000,3000,Mass,,1700,4060,,,,-0.37,0.005,139.135
1RXS J160929.1-210524 b,1RXS J160929.1-210524,0,1,1,Published Confirmed,0,,330,,3000,3000,Mass,,1800,3993,1.31,,,-0.403,,139.135
24 Boo b,24 Boo,1,1,1,Published Confirmed,0,30.3506,0.19,,,289.2253,Msini,0.042,,4893,10.64,-0.77,[Fe/H],1.774,6.92,95.9863
24 Sex b,24 Sex,1,1,2,Published Confirmed,0,452.8,1.333,,,632.46,Msini,0.09,,5098,4.9,-0.03,[Fe/H],1.164,2.7,72.0691
24 Sex c,24 Sex,1,1,2,Published Confirmed,0,883,2.08,,,273.32,Msini,0.29,,5098,4.9,-0.03,[Fe/H],1.164,2.7,72.0691
2M0437 b,2MASS J04372171+2651014,1,1,1,Published Confirmed,0,,118,,1271.31363,1271.31363,Mass,,1450,3100,0.84,0.01,[Fe/H],-1.164,2.5,128.484
2MASS J01033563-5515561 AB b,2MASS J01033563-5515561 A,1,2,1,Published Confirmed,0,,84,,4131.79,4131.79,Mass,,,,,,,,0.03,
2MASS J01225093-2439505 b,2MASS J01225093-2439505,0,1,1,Published Confirmed,0,,,11.209,,,,,1600,3309,0.37,,,-1.838,,33.8281
2MASS J01225093-2439505 b,2MASS J01225093-2439505,1,1,1,Published Confirmed,0,,52,,7786.5,7786.5,Mass,,,3530,,,,-1.72,0.12,33.8281
2MASS J02192210-3925225 b,2MASS J02192210-3925225,1,1,1,Published Confirmed,0,,156,16.141,4417.837,4417.837,Mass,,,3064,0.28,,,-2.23,0.035,
2MASS J04414489+2301513 b,2MASS J04414489+2301513,1,1,1,Published Confirmed,0,,15,,2383.6,2383.6,Mass,,,,,,,,0.001,
2MASS J12073346-3932539 b,2MASS J12073346-3932539,1,1,1,Published Confirmed,0,,55,,1589.15,1589.15,Mass,,1250,,,,,,0.008,64.308
2MASS J12073346-3932539 b,2MASS J12073346-3932539,0,1,1,Published Confirmed,0,,46,,1271,1271,Mass,,1150,2825,0.22,,,-2.561,,64.308
2MASS J19383260+4603591 b,2MASS J19383260+4603591,1,2,3,Published Confirmed,0,406,,,,591.16084,Msini,0.33,,29564,0.2,,,,,396.332
2MASS J19383260+4603591 b,2MASS J19383260+4603591,0,2,3,Published Confirmed,0,416,0.92,,603.877,603.877,Mass,,,,,,,,,396.332
2MASS J22362452+4751425 b,2MASS J22362452+4751425,1,1,1,Published Confirmed,0,,230,,3972.875,3972.875,Mass,,,4045,,,,,0.12,69.5737
30 Ari B b,30 Ari B,0,4,1,Published Confirmed,0,335.1,0.995,,,3140.03,Msini,0.289,,6300,1.13,0.245,[Fe/H],,0.91,44.657
30 Ari B b,30 Ari B,0,4,1,Published Confirmed,0,345.4,1.01,,,2097.678,Msini,0.18,,,1.13,,,,,44.657
30 Ari B b,30 Ari B,1,4,1,Published Confirmed,0,335.10001,0.99,,,4392.4106,Msini,0.29,,6331,1.41,0.19,[Fe/H],,,44.657
4 UMa b,4 UMa,1,1,1,Published Confirmed,0,269.3,0.87,,,2256.5,Msini,0.432,,4415,18.11,-0.25,[Fe/H],,4.604,73.4603
42 Dra b,42 Dra,1,2,1,Published Confirmed,0,479.1,1.19,,,1233.13,Msini,0.38,,4200,22.03,-0.46,[Fe/H],,9.49,90.6545
47 UMa b,47 UMa,0,1,3,Published Confirmed,0,1076.6,2.1,,,778.6835,Msini,0.012,,5882,,0.04,[Fe/H],,,13.7967
47 UMa b,47 UMa,1,1,3,Published Confirmed,0,1078,2.1,,,804.08,Msini,0.032,,5872,1.21,0.04,[M/H],0.198,,13.7967
47 UMa b,47 UMa,0,1,3,Published Confirmed,0,1100.8,2.11,,,877.17,Msini,0.097,,,,,,,,13.7967
47 UMa b,47 UMa,0,1,3,Published Confirmed,0,1083.2,2.11,,,826.32,Msini,0.049,,,,,,,,13.7967
47 UMa b,47 UMa,0,1,3,Published Confirmed,0,1076.6,2.059,,,774.86566,Msini,0.016,,5829.16,1.14,0.026,[Fe/H],,,13.7967
47 UMa c,47 UMa,1,1,3,Published Confirmed,0,2391,3.6,,,171.621,Msini,0.098,,5872,1.21,0.04,[M/H],0.198,,13.7967
47 UMa c,47 UMa,0,1,3,Published Confirmed,0,7586,7.73,,,425.87,Msini,0.005,,,,,,,,13.7967
47 UMa c,47 UMa,0,1,3,Published Confirmed,0,2287,3.404,,,157.96072,Msini,0.179,,5829.16,1.14,0.026,[Fe/H],,,13.7967
47 UMa d,47 UMa,1,1,3,Published Confirmed,0,14002,11.6,,,521.22,Msini,0.16,,5872,1.21,0.04,[M/H],0.198,,13.7967
47 UMa d,47 UMa,0,1,3,Published Confirmed,0,19000,13.8,,,479.92089,Msini,0.38,,5829.16,1.14,0.026,[Fe/H],,,13.7967
51 Eri b,51 Eri,1,3,1,Published Confirmed,0,,13.2,,635.66,635.66,Mass,,700,,,-0.027,[M/H],0.85,0.02,29.7575
51 Eri b,51 Eri,0,3,1,Published Confirmed,0,14965,14,,,,,0.21,,7295,1.49,,,0.752,,29.7575
51 Eri b,51 Eri,0,3,1,Published Confirmed,0,11688,12,,,,,0.45,,7295,1.49,,,0.752,,29.7575
51 Peg b,51 Peg,0,1,1,Published Confirmed,0,4.2307969,0.05235,,,147.47238,Msini,0.0042,,5760.76,1.19,0.206,[Fe/H],,,15.4614
51 Peg b,51 Peg,0,1,1,Published Confirmed,0,4.2293,,,,149.3801,Msini,0,,5773,1.29,0.2,[M/H],,10,15.4614
51 Peg b,51 Peg,1,1,1,Published Confirmed,0,4.230785,0.0527,,,150.009,Msini,0.013,,5758,1.18,0.18,[M/H],0.136,,15.4614
51 Peg b,51 Peg,0,1,1,Published Confirmed,0,4.231,0.052,,146.2018,146.2018,Mass,0,,,,,,,,15.4614
51 Peg b,51 Peg,0,1,1,Published Confirmed,0,4.23077,0.052,,,148.738,Msini,0,,,,,,,,15.4614
55 Cnc b,55 Cnc,1,2,5,Published Confirmed,0,14.6516,0.1134,,,255.4,Msini,0,,5172,0.94,0.35,[Fe/H],,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.65152,0.115227,,263.9785,263.9785,Mass,0.0034,,,,,,,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.65126,0.1138,,,260.61,Msini,0.0159,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.67,0.115,,,249.17872,Msini,0.0197,,,,,,,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.651,0.1134,,,254.25,Msini,0.004,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.648,0.11,,,266.9772,Msini,0.051,,5200,,0.23,[Fe/H],,5,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.653,0.115,,,266.9772,Msini,0.02,,,,0.27,[Fe/H],,5.5,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.65171,0.1162,,,267.29369,Msini,0.0048,,5317.89,0.96,0.383,[Fe/H],,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.6,0.113,,254.25,254.25,Mass,0,700,,,,,,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.647,0.115,,,289.21,Msini,0.03,,,,,,,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.65162,0.115,,,261.881,Msini,0.014,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc b,55 Cnc,0,2,5,Published Confirmed,0,14.465314,0.11339,,266.966,266.966,Mass,0.0023,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,43.93,0.24,,,68.96911,Msini,0.44,,,,,,,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.3787,0.238,,,52.44,Msini,0.053,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.3827,0.2432,,,54.34866,Msini,0.048,,5317.89,0.96,0.383,[Fe/H],,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.4175,0.241376,,54.4738,54.4738,Mass,0.02,,,,,,,,12.5855
55 Cnc c,55 Cnc,1,2,5,Published Confirmed,0,44.3989,0.2373,,,51.2,Msini,0.03,,5172,0.94,0.35,[Fe/H],,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.3446,0.24,,,53.711,Msini,0.086,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.38,0.237,,,52.44,Msini,0.07,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc c,55 Cnc,0,2,5,Published Confirmed,0,44.373,0.23735,,56.6985,56.6985,Mass,0.072,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,5370,5.84,,,1220.42,Msini,0.063,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,5218,5.77,,,1218.827,Msini,0.025,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4909,5.47,,,1121.89,Msini,0.02,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4545,5.28,,,918.49,Msini,0.24,,,,,,,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4825,5.503,,1232.493,1232.493,Mass,0.019,,,,,,,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4820,5.54,,,908.98924,Msini,0.139,,5317.89,0.96,0.383,[Fe/H],,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4867,5.446,,1226.77,1226.77,Mass,0.0269,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc d,55 Cnc,1,2,5,Published Confirmed,0,5574.2,5.957,,,991.6,Msini,0.13,,5172,0.94,0.35,[Fe/H],,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,4517.4,5.257,,,1243.35096,Msini,0.327,,,,,,,,12.5855
55 Cnc d,55 Cnc,0,2,5,Published Confirmed,0,5360,5.9,,,1287.2115,Msini,0.16,,,,0.27,[Fe/H],,5.5,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.737,,1.897,7.74,7.74,Mass,,,5172,0.95,0.35,[Fe/H],,,12.5855
55 Cnc e,55 Cnc,0,2,5,TESS Project Candidate,0,0.73654582,,1.915,,,,,1831,5250,0.96,,,,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.7365515,0.015691,,8.13928,8.13928,Mass,0.04,,,,,,,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.7365478,0.015439,,8.09479,8.09479,Mass,0.028,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,,0.01544,1.92,8.08,8.08,Mass,,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.736539,0.01544,1.91,8.08,8.08,Mass,,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.736546,0.01583,2.173,8.37,8.37,Mass,0,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,2.808,0.038,,,14.30235,Msini,0.174,,,,,,,,12.5855
55 Cnc e,55 Cnc,1,2,5,Published Confirmed,0,0.7365474,0.01544,1.875,7.99,7.99,Mass,0.05,,5172,0.94,0.35,[Fe/H],,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,2.79674,0.0377,,,7.4687,Msini,0.264,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,,,,,,,,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.7365417,,,,,,,,,,,,,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.7365445,0.01583,,,9.37594,Msini,0.036,,5317.89,0.96,0.383,[Fe/H],,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.7365437,0.01544,2.08,7.81,7.81,Mass,0.061,1958,5234,0.94,0.31,[Fe/H],,,12.5855
55 Cnc e,55 Cnc,0,2,5,Published Confirmed,0,0.73654,0.01583,2,8.63,8.63,Mass,,,,0.94,,,,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,260.98,0.792,,,46.87969,Msini,0.142,,5317.89,0.96,0.383,[Fe/H],,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,261.2,0.77,,,54.664,Msini,0.32,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,260.91,0.7733,,47.0051,47.0051,Mass,0.08,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc f,55 Cnc,1,2,5,Published Confirmed,0,259.88,0.7708,,,47.8,Msini,0.08,,5172,0.94,0.35,[Fe/H],,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,262,0.788,,44.812,44.812,Mass,0.305,,,,,,,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,260,0.781,,,45.766,Msini,0.2,,5250,0.96,0.35,[M/H],-0.197,,12.5855
55 Cnc f,55 Cnc,0,2,5,Published Confirmed,0,260.7,0.775,,,44.812,Msini,0,,5250,0.96,0.35,[M/H],-0.197,,12.5855
6 Lyn b,6 Lyn,1,1,1,Published Confirmed,0,934.3,2.11,,,638.8383,Msini,0.073,,4938,5.2,,,,,54.6599
6 Lyn b,6 Lyn,0,1,1,Published Confirmed,0,874.774,2.18,,,702.4043,Msini,0.125,,,5.2,,,,,54.6599
6 Lyn b,6 Lyn,0,1,1,Published Confirmed,0,899,2.2,,,762.8,Msini,0.134,,4978,5.2,-0.13,[Fe/H],1.176,,54.6599
61 Vir b,61 Vir,0,1,3,Published Confirmed,0,4.21487,0.04956,,,5.11704,Msini,0.099,,5585.57,1.03,0.028,[Fe/H],,,8.50332
61 Vir b,61 Vir,1,1,3,Published Confirmed,0,4.215,0.050201,,,5.1,Msini,0.12,,5577,0.96,-0.01,[Fe/H],-0.095,8.96,8.50332
61 Vir c,61 Vir,1,1,3,Published Confirmed,0,38.021,0.2175,,,18.2,Msini,0.14,,5577,0.96,-0.01,[Fe/H],-0.095,8.96,8.50332
61 Vir c,61 Vir,0,1,3,Published Confirmed,0,38.0957,0.2151,,,16.1139,Msini,0.068,,5585.57,1.03,0.028,[Fe/H],,,8.50332
61 Vir d,61 Vir,1,1,3,Published Confirmed,0,123.01,0.476,,,22.9,Msini,0.35,,5577,0.96,-0.01,[Fe/H],-0.095,8.96,8.50332
7 CMa b,7 CMa,0,1,2,Published Confirmed,0,763,1.9,,,826.3,Msini,0.14,,4792,2.3,0.21,[Fe/H],1.053,,19.8101
7 CMa b,7 CMa,1,1,2,Published Confirmed,0,735.1,1.758,,,587.9855,Msin(i)/sin(i),0.06,,4826,4.87,0.21,[Fe/H],1.063,4.3,19.8101
7 CMa b,7 CMa,0,1,2,Published Confirmed,0,796,1.93,,,781.8618,Msini,0.22,,4794.52,4.91,0.088,[M/H],,,19.8101
7 CMa c,7 CMa,1,1,2,Published Confirmed,0,996,2.153,,,276.5121,Msin(i)/sin(i),0.08,,4826,4.87,0.21,[Fe/H],1.063,4.3,19.8101
70 Vir b,70 Vir,0,1,1,Published Confirmed,0,116.6884,0.484,,2380.45,2380.45,Mass,0.4007,,5545,,-0.012,[Fe/H],,8,17.9011
70 Vir b,70 Vir,0,1,1,Published Confirmed,0,116.689,0.456,,,2084.88,Msini,0.397,,,,,,,,17.9011
70 Vir b,70 Vir,0,1,1,Published Confirmed,0,116.6926,0.481,,,2351.942,Msini,0.399,,5439,1.94,-0.09,[Fe/H],0.451,7.77,17.9011
70 Vir b,70 Vir,0,1,1,Published Confirmed,0,116.69335,0.4765,,,2297.89938,Msini,0.3989,,5481.86,1.92,-0.04,[Fe/H],,,17.9011
70 Vir b,70 Vir,0,1,1,Published Confirmed,0,116.6884,0.48,,,2421.8646,Msini,0.4,,5531,1.84,-0.06,[Fe/H],,,17.9011
70 Vir b,70 Vir,1,1,1,Published Confirmed,0,116.688,0.481,,,2357.02728,Msini,0.3988,,5495,1.89,,,,,17.9011
75 Cet b,75 Cet,1,2,1,Published Confirmed,0,691.9,2.1,,,953.49,Msini,0.117,,4846,10.5,0,[Fe/H],1.73,,82.9613
8 UMi b,8 UMi,1,1,1,Published Confirmed,0,93.4,0.49,,,416.3573,Msini,0.06,,4847,10.3,-0.03,[Fe/H],,,162.552
8 UMi b,8 UMi,0,1,1,Published Confirmed,0,93.4,0.49,,,476.745,Msini,0.06,,4847.4,9.9,-0.03,[Fe/H],,1.7,162.552
81 Cet b,81 Cet,0,1,1,Published Confirmed,0,,2.17,,,1274.4,Msini,,,,,,,,,101.26
81 Cet b,81 Cet,1,1,1,Published Confirmed,0,952.7,2.5,,,1684.4,Msini,0.206,,4785,11,-0.06,[Fe/H],1.778,,101.26
91 Aqr b,91 Aqr,1,3,1,Published Confirmed,0,181.4,0.7,,,1017,Msini,0.027,,4665,11,-0.03,[Fe/H],,3.56,44.0304
AB Aur b,AB Aur,1,1,1,Published Confirmed,0,,93.9,,2860.45566,2860.45566,Mass,0.4,,9770,,,,1.771,0.003,162.127
AB Pic b,AB Pic,1,1,1,Published Confirmed,0,,260,,4290.5,4290.5,Mass,,,,,,,,0.03,50.0475
AF Lep b,AF Lep,1,1,1,Published Confirmed,0,7520,7.99,,1664.46737,1664.46737,Mass,0.47,1400,6100,1.25,,,,0.024,26.8564
AF Lep b,AF Lep,0,1,1,Published Confirmed,0,9060,9.3,,1366.66215,1366.66215,Mass,0.32,,6140,,,,,0.024,26.8564
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.46321,0.066,4.203,,57.2094,Msini,0.1,,3700,0.75,,,-1.046,0.022,9.7221
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.463,,,11.7,11.7,Mass,0.04,,3700,0.75,,,-1.046,0.022,9.7221
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.463,0.0645,4.07,17,17,Mass,0,593,3700,0.75,,,,0.022,9.7221
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.46321,,,,,,0,,,,,,,,9.7221
AU Mic b,AU Mic,0,1,2,TESS Project Candidate,0,,,4.027,,,,,755,3588,0.7,,,,,9.7221
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.4630004,0.0644,4.19,,,,0.12,,,0.75,,,,,9.7221
AU Mic b,AU Mic,0,1,2,Published Confirmed,0,8.46321,,,17.1,17.1,Mass,,,3700,0.75,,,-1.046,0.022,9.7221
AU Mic b,AU Mic,1,1,2,Published Confirmed,0,8.4629991,0.0645,,20.12,20.12,Mass,0.186,,,,,,,,9.7221
AU Mic c,AU Mic,0,1,2,Published Confirmed,0,18.859019,,,22.2,22.2,Mass,0.041,,3700,0.75,,,-1.046,0.022,9.7221
AU Mic c,AU Mic,1,1,2,Published Confirmed,0,18.858991,0.1101,,9.6,9.6,Mass,,,,,,,,,9.7221
AU Mic c,AU Mic,0,1,2,Published Confirmed,0,18.859019,0.1101,3.24,13.6,13.6,Mass,0,454,3700,0.75,,,,0.022,9.7221
AU Mic c,AU Mic,0,1,2,Published Confirmed,0,18.858982,0.11,2.79,,,,0.13,,,0.75,,,,,9.7221
BD+03 2562 b,BD+03 2562,1,1,1,Published Confirmed,0,481.9,1.3,,,2034.112,Msini,0.2,,4095,32.35,-0.71,[Fe/H],2.7,5.2,1070.63
BD+14 4559 b,BD+14 4559,0,1,1,Published Confirmed,0,268.94,0.777,,,467.19,Msini,0.29,,5008,0.95,0.1,[Fe/H],-0.32,,49.352
BD+14 4559 b,BD+14 4559,1,1,1,Published Confirmed,0,268.94,0.78,,,330.5432,Msini,0.29,,4864,0.86,0.17,[Fe/H],,,49.352
BD+15 2375 b,BD+15 2375,1,1,1,Published Confirmed,0,153.22,0.576,,,337.21763,Msini,0.001,,4649,8.95,-0.22,[Fe/H],1.57,7.41,768.045
BD+15 2940 b,BD+15 2940,1,1,1,Published Confirmed,0,137.48,0.539,,,352.78,Msini,0.26,,4796,14.7,0.28,[Fe/H],2.01,7.1,426.42
BD+20 2457 b,BD+20 2457,1,1,2,Published Confirmed,0,379.63,1.45,,,6807.63,Msini,0.15,,4137,49,-1,[Fe/H],3.17,,1539.71
BD+20 2457 b,BD+20 2457,0,1,2,Published Confirmed,0,379.63,1.05,,,17668.1697,Msini,0.15,,4259,71.02,-0.79,[Fe/H],,,1539.71
BD+20 2457 c,BD+20 2457,1,1,2,Published Confirmed,0,621.99,2.01,,,3963.17,Msini,0.18,,4137,49,-1,[Fe/H],3.17,,1539.71
BD+20 274 b,BD+20 274,1,1,1,Published Confirmed,0,578.2,1.3,,,1334.886,Msini,0.21,,4296,17.3,-0.46,[Fe/H],1.96,,1322.51
BD+20 594 b,BD+20 594,0,1,1,Published Confirmed,0,41.688644,,2.355,,,,,,5703,0.96,-0.06,[Fe/H],,,179.461
BD+20 594 b,BD+20 594,0,1,1,Published Confirmed,0,41.6855,0.241,2.23,16.3,16.3,Mass,0,546,5766,0.93,-0.15,[Fe/H],-0.056,3.34,179.461
BD+20 594 b,BD+20 594,1,1,1,Published Confirmed,0,41.6855,,2.578,22.2481,22.2481,Mass,0,,5766,1.08,-0.15,[Fe/H],,,179.461
BD+45 564 b,BD+45 564,1,1,1,Published Confirmed,0,307.88,0.83,,,432.24663,Msini,0.12,,5004,,-0.09,[Fe/H],,,53.622
BD+48 738 b,BD+48 738,1,1,1,Published Confirmed,0,392.6,1,,,289.2253,Msini,0.2,,4414,11,-0.2,[Fe/H],1.69,,871.493
BD+48 740 b,BD+48 740,1,1,1,Published Confirmed,0,733,1.7,,,540.311,Msini,0.76,,4534,10.33,-0.13,[Fe/H],1.64,,666.589
BD+49 828 b,BD+49 828,1,1,1,Published Confirmed,0,2590,4.2,,,508.5,Msini,0.35,,4943,7.6,-0.19,[Fe/H],1.47,2.34,442.042
BD+55 362 b,BD+55 362,1,1,1,Published Confirmed,0,265.59,0.78,,,228.83645,Msini,0.27,,5012,,0.18,[Fe/H],,,52.5697
BD+60 1417 b,BD+60 1417,1,1,1,Published Confirmed,0,,1662,14.684,4767.4261,4767.4261,Mass,,1303,4993,0.8,,,0.356,0.1,44.9543
BD+63 1405 b,BD+63 1405,1,1,1,Published Confirmed,0,1198.48,2.06,,,1258.60049,Msini,0.88,,5000,,-0.09,[Fe/H],,,38.0473
BD-00 4475 b,BD-00 4475,1,1,1,Published Confirmed,0,723.2,1.48,,,7961.6016,Msini,0.39,,5040,,-0.14,[Fe/H],,,42.6402
BD-06 1339 b,BD-06 1339,1,1,2,Published Confirmed,1,3.8728,0.0428,,,8.5,Msini,0,,4324,,-0.14,[Fe/H],-1.022,4.4,20.2695
BD-06 1339 c,BD-06 1339,1,1,2,Published Confirmed,0,125.94,0.435,,,53,Msini,0.31,,4324,,-0.14,[Fe/H],-1.022,4.4,20.2695
