pl_name,hostname,default_flag,sy_snum,sy_pnum,soltype,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_teff,st_rad,st_met,st_metratio,st_lum,st_age,sy_dist
Kepler-518 b,Kepler-518,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.51203774,,,,,,,,5953,0.9,,,-0.04,,337.901
Kepler-518 b,Kepler-518,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,8.51203588,0.0861,4.38,,,,0,1252,6164,1.82,-0.1,[Fe/H],,,337.901
Kepler-518 b,Kepler-518,0,1,1,Published Confirmed,0,8.51204786,,,,,,,,5953,0.9,,,-0.04,,337.901
Kepler-518 b,Kepler-518,0,1,1,Published Confirmed,0,8.51203687,,,,,,,,5953,0.9,,,-0.04,,337.901
Kepler-518 b,Kepler-518,0,1,1,Kepler Project Candidate (q1_q16_koi),0,8.51203588,0.0861,4.38,,,,0,1252,6164,1.82,-0.1,[Fe/H],,,337.901
Kepler-518 b,Kepler-518,0,1,1,Kepler Project Candidate (q1_q8_koi),0,8.51205,0.086,5.1,,,,0,1260,6150,1.85,,,,4.9,337.901
Kepler-518 b,Kepler-518,0,1,1,Published Confirmed,0,,,2.252,,,,,,5802,0.93,,,,,337.901
Kepler-518 b,Kepler-518,1,1,1,Published Confirmed,0,8.51203588,,2.11,,,,,,5842,0.88,-0.23,[Fe/H],,1.35,337.901
Kepler-518 b,Kepler-518,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,8.51203774,0.081,2.14,,,,0,839,5767,0.88,-0.06,[Fe/H],,,337.901
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,24.30784323,,,,,,,,5272.08,0.82,0.161,[M/H],-0.335,,246.61
Kepler-519 b,Kepler-519,1,2,1,Published Confirmed,0,24.3078946,,2.1,,,,,,5260,0.8,0.01,[Fe/H],,1.91,246.61
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q17_dr24_koi),0,24.3078946,0.1599,2.11,,,,0,535,5377,0.81,0.07,[Fe/H],,,246.61
Kepler-519 b,Kepler-519,0,2,1,Published Confirmed,0,24.30788504,,,,,,,,5272.08,0.82,0.161,[M/H],-0.335,,246.61
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q16_koi),0,24.3078946,0.1599,2.11,,,,0,535,5377,0.81,0.07,[Fe/H],,,246.61
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q12_koi),0,24.3078946,0.1599,2.11,,,,0,535,5377,0.81,0.07,[Fe/H],,,246.61
Kepler-519 b,Kepler-519,0,2,1,Published Confirmed,0,,,2.163,,,,,,5347,0.83,,,,,246.61
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q8_koi),0,24.307983,0.161,2.29,,,,0,555,5407,0.87,,,,2.9,246.61
Kepler-519 b,Kepler-519,0,2,1,Published Confirmed,0,24.30793833,,,,,,,,5272.08,0.82,0.161,[M/H],-0.335,,246.61
Kepler-519 b,Kepler-519,0,2,1,Kepler Project Candidate (q1_q17_dr25_koi),0,24.30784323,0.1594,2.14,,,,0,532,5313,0.82,0.12,[Fe/H],,,246.61
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.8774163,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 b,Kepler-52,1,1,3,Published Confirmed,0,7.8773565,,2.1,135,135,Mass,,,4075,0.52,,,,,321.542
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,7.8774163,0.0665,2.16,,,,0,553,4126,0.61,0.04,[Fe/H],,,321.542
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,7.87740709,0.0639,2.33,,,,0,500,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,7.87740709,,2.7,,,,,,4242,0.63,0,[Fe/H],,3.55,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,7.877,,2.52,79.6,79.6,Mass,,,,0.62,,,,,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,,,2.176,,,,,,4127,0.62,,,,,321.542
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q8_koi),0,7.877356,0.065,2.21,,,,0,541,4222,0.55,,,,13.8,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,7.87761021,0.0637,1.93,,,,,499,3898,0.54,-0.09,[M/H],,,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,7.87742645,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 b,Kepler-52,0,1,3,Published Confirmed,0,,,2.516,,,,,,4127,0.62,,,-0.996,,321.542
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q12_koi),0,7.87740709,0.0639,2.33,,,,0,500,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 b,Kepler-52,0,1,3,Kepler Project Candidate (q1_q16_koi),0,7.87740709,0.0639,2.33,,,,0,500,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,16.38489988,0.1084,2,,,,0,433,4126,0.61,0.04,[Fe/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.38485646,,2.14,,,,,,4242,0.63,0,[Fe/H],,3.55,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,,,2.018,,,,,,4127,0.62,,,,,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,16.38485646,0.1041,1.81,,,,0,392,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.385,,2.2,62.9,62.9,Mass,,,,0.62,,,,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,,,2.196,,,,,,4127,0.62,,,-0.996,,321.542
Kepler-52 c,Kepler-52,1,1,3,Published Confirmed,0,16.3850021,,1.84,45.4,45.4,Mass,,,4075,0.52,,,,,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q16_koi),0,16.38485646,0.1041,1.81,,,,0,392,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q12_koi),0,16.38485646,0.1041,1.81,,,,0,392,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.38481298,,1.9,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q8_koi),0,16.385,0.105,1.93,,,,0,425,4222,0.55,,,,13.8,321.542
Kepler-52 c,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,16.38489988,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.38522911,0.10379,1.69,,,,,390,3898,0.54,-0.09,[M/H],,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.38478073,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 c,Kepler-52,0,1,3,Published Confirmed,0,16.38482024,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,36.44516433,,1.96,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,36.4454001,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,36.4451982,,2.14,,,,,,4242,0.63,0,[Fe/H],,3.55,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr25_koi),0,36.4454001,0.1847,1.99,,,,0,332,4126,0.61,0.04,[Fe/H],,,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q16_koi),0,36.4451982,0.1774,1.8,,,,0,300,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q12_koi),0,36.4451982,0.1774,1.8,,,,0,300,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,,,2.224,,,,,,4127,0.62,,,-0.996,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,,,2.012,,,,,,4127,0.62,,,,,321.542
Kepler-52 d,Kepler-52,1,1,3,Published Confirmed,0,36.445171,0.182,1.95,,,,,,4263,0.56,,,,,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q8_koi),0,36.44591,0.179,1.96,,,,0,326,4222,0.55,,,,13.8,321.542
Kepler-52 d,Kepler-52,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,36.4451982,0.1774,1.8,,,,0,300,3898,0.54,-0.09,[Fe/H],,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,36.44530957,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-52 d,Kepler-52,0,1,3,Published Confirmed,0,36.44548195,,,,,,,,4116,0.68,,,-0.928,,321.542
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,19.67409703,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 b,Kepler-520,0,1,2,Published Confirmed,0,19.67415985,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q8_koi),0,19.67423,0.149,1.8,,,,0,731,6141,1.09,,,,0.93,623.901
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,19.67409703,0.144,1.78,,,,0,711,6023,1.03,-0.08,[Fe/H],,,623.901
Kepler-520 b,Kepler-520,0,1,2,Published Confirmed,0,19.67417637,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q12_koi),0,19.67416124,0.1487,1.57,,,,0,709,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-520 b,Kepler-520,1,1,2,Published Confirmed,0,19.67416124,,1.66,,,,,,6112,1.09,-0.03,[Fe/H],,2.04,623.901
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q16_koi),0,19.67416124,0.1487,1.57,,,,0,709,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-520 b,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,19.67416124,0.1487,1.57,,,,0,709,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q8_koi),0,5.211058,0.061,1.15,,,,0,1143,6141,1.09,,,,0.93,623.901
Kepler-520 c,Kepler-520,0,1,2,Published Confirmed,0,5.21104153,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,5.21104261,0.0613,1.05,,,,0,1104,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Published Confirmed,0,5.21104101,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,5.21104597,0.0594,1.18,,,,0,1107,6023,1.03,-0.08,[Fe/H],,,623.901
Kepler-520 c,Kepler-520,1,1,2,Published Confirmed,0,5.21104261,,1.07,,,,,,6112,1.09,-0.03,[Fe/H],,2.04,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q12_koi),0,5.21104261,0.0613,1.05,,,,0,1104,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.21104597,,,,,,,,5919.59,,-0.145,[M/H],,,623.901
Kepler-520 c,Kepler-520,0,1,2,Kepler Project Candidate (q1_q16_koi),0,5.21104261,0.0613,1.05,,,,0,1104,6108,1.03,0.07,[Fe/H],,,623.901
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,22.20809549,,,,,,,,6663.52,1.62,0.023,[M/H],0.671,,830.638
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q16_koi),0,22.20813214,0.1655,3.71,,,,0,940,6652,1.7,-0.32,[Fe/H],,,830.638
Kepler-521 b,Kepler-521,0,1,1,Published Confirmed,0,22.20799506,,,,,,,,6663.52,1.62,0.023,[M/H],0.671,,830.638
Kepler-521 b,Kepler-521,1,1,1,Published Confirmed,0,22.20813214,,3.18,,,,,,6406,1.46,0.25,[Fe/H],,1.78,830.638
Kepler-521 b,Kepler-521,0,1,1,Published Confirmed,0,22.20746759,,,,,,,,6663.52,1.62,0.023,[M/H],0.671,,830.638
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q12_koi),0,22.20813214,0.1655,3.71,,,,0,940,6652,1.7,-0.32,[Fe/H],,,830.638
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,22.20813214,0.1655,3.71,,,,0,940,6652,1.7,-0.32,[Fe/H],,,830.638
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q8_koi),0,22.20792,0.173,4.3,,,,0,953,6658,1.82,,,,2.3,830.638
Kepler-521 b,Kepler-521,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,22.20809549,0.1699,3.02,,,,0,803,6336,1.4,0.34,[Fe/H],,,830.638
Kepler-521 b,Kepler-521,0,1,1,Published Confirmed,0,,,3.591,,,,,,6563,1.67,,,,,830.638
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,38.5833679,0.2551,8.56,,,,0,761,6273,1.93,0.44,[Fe/H],,,639.239
Kepler-522 b,Kepler-522,0,1,1,Published Confirmed,0,,,7.521,,,,,,6338,1.69,,,,,639.239
Kepler-522 b,Kepler-522,1,1,1,Published Confirmed,0,38.58422849,,6.91,,,,,,6392,1.98,0.41,[Fe/H],,1.7,639.239
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q16_koi),0,38.58422849,0.2425,4.76,,,,0,652,6267,1.35,0.28,[Fe/H],,,639.239
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,38.58422849,0.2425,4.76,,,,0,652,6267,1.35,0.28,[Fe/H],,,639.239
Kepler-522 b,Kepler-522,0,1,1,Published Confirmed,0,38.58437961,,,,,,,,6373.72,1.74,0.23,[M/H],0.655,,639.239
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q8_koi),0,38.58336,0.247,5.19,,,,0,655,6285,1.38,,,,1.23,639.239
Kepler-522 b,Kepler-522,0,1,1,Published Confirmed,0,38.58443238,,,,,,,,6373.72,1.74,0.23,[M/H],0.655,,639.239
Kepler-522 b,Kepler-522,0,1,1,TESS Project Candidate,0,38.58358886,,6.887,,,,,754,6373.72,1.74,,,,,639.239
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,38.5833679,,,,,,,,6373.72,1.74,0.23,[M/H],0.655,,639.239
Kepler-522 b,Kepler-522,0,1,1,Kepler Project Candidate (q1_q12_koi),0,38.58422849,0.2425,4.76,,,,0,652,6267,1.35,0.28,[Fe/H],,,639.239
Kepler-523 b,Kepler-523,0,1,1,Published Confirmed,0,,,1.874,,,,,,5529,0.81,,,,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.83598311,0.0621,1.93,,,,0,892,5509,0.84,0.02,[Fe/H],,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.83598311,0.0621,1.93,,,,0,892,5509,0.84,0.02,[Fe/H],,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.835973,0.063,2.17,,,,0,915,5527,0.89,,,,2.3,253.295
Kepler-523 b,Kepler-523,0,1,1,Published Confirmed,0,5.8359839,,,,,,,,5411.4,0.82,0.078,[M/H],-0.28,,253.295
Kepler-523 b,Kepler-523,1,1,1,Published Confirmed,0,5.83598311,,1.96,,,,,,5515,0.86,-0.03,[Fe/H],,2.45,253.295
Kepler-523 b,Kepler-523,0,1,1,Published Confirmed,0,5.83597706,,,,,,,,5411.4,0.82,0.078,[M/H],-0.28,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.83599485,,,,,,,,5411.4,0.82,0.078,[M/H],-0.28,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.83598311,0.0621,1.93,,,,0,892,5509,0.84,0.02,[Fe/H],,,253.295
Kepler-523 b,Kepler-523,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.83599485,0.0606,1.92,,,,0,884,5423,0.83,-0.06,[Fe/H],,,253.295
Kepler-524 b,Kepler-524,1,1,2,Published Confirmed,0,7.97419807,,1.91,,,,,,6014,1.1,0.02,[Fe/H],,3.02,1058.24
Kepler-524 b,Kepler-524,0,1,2,Published Confirmed,0,,,2.756,,,,,,5838,1.61,,,,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,7.97420583,,,,,,,,5842.52,1.62,-0.068,[M/H],0.439,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,7.97419807,0.079,2.16,,,,0,1062,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,7.97420583,0.0791,1.85,,,,0,974,5973,1.08,0,[Fe/H],,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Published Confirmed,0,7.97421309,,,,,,,,5842.52,1.62,-0.068,[M/H],0.439,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q8_koi),0,7.974157,0.079,2.4,,,,0,1056,6024,1.25,,,,6.4,1058.24
Kepler-524 b,Kepler-524,0,1,2,Published Confirmed,0,7.97412529,,,,,,,,5842.52,1.62,-0.068,[M/H],0.439,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q12_koi),0,7.97419807,0.079,2.16,,,,0,1062,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 b,Kepler-524,0,1,2,Kepler Project Candidate (q1_q16_koi),0,7.97419807,0.079,2.16,,,,0,1062,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,1.88899036,,,,,,,,5842.52,1.62,-0.068,[M/H],0.439,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Published Confirmed,0,,,1.235,,,,,,5838,1.61,,,,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q8_koi),0,1.888971,0.03,0.99,,,,0,1714,6024,1.25,,,,6.4,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr24_koi),0,1.88897906,0.0302,1.03,,,,0,1717,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Published Confirmed,0,1.88898128,,,,,,,,5842.52,1.62,-0.068,[M/H],0.439,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q17_dr25_koi),0,1.88899036,0.0303,0.83,,,,0,1574,5973,1.08,0,[Fe/H],,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q16_koi),0,1.88897906,0.0302,1.03,,,,0,1717,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 c,Kepler-524,0,1,2,Kepler Project Candidate (q1_q12_koi),0,1.88897906,0.0302,1.03,,,,0,1717,6049,1.25,-0.1,[Fe/H],,,1058.24
Kepler-524 c,Kepler-524,1,1,2,Published Confirmed,0,1.88897906,,0.96,,,,,,6014,1.1,0.02,[Fe/H],,3.02,1058.24
Kepler-525 b,Kepler-525,0,1,1,Published Confirmed,0,18.68398102,,,,,,,,5471,2.04,,,0.525,,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,18.68404933,0.1387,3.64,,,,0,829,5546,1.59,0.14,[Fe/H],,,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q12_koi),0,18.68404933,0.1387,3.64,,,,0,829,5546,1.59,0.14,[Fe/H],,,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,18.68405716,0.1396,3.64,,,,0,832,5548,1.61,0.18,[Fe/H],,,992.852
Kepler-525 b,Kepler-525,0,1,1,Published Confirmed,0,,,4.6,,,,,,5506,2.04,,,,,992.852
Kepler-525 b,Kepler-525,0,1,1,Published Confirmed,0,18.68412217,,,,,,,,5471,2.04,,,0.525,,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,18.68405716,,,,,,,,5471,2.04,,,0.525,,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q8_koi),0,18.68421,0.139,3.54,,,,0,803,5536,1.5,,,,9.8,992.852
Kepler-525 b,Kepler-525,1,1,1,Published Confirmed,0,18.68404933,,2.63,,,,,,5573,1.15,0.11,[Fe/H],,10.47,992.852
Kepler-525 b,Kepler-525,0,1,1,Kepler Project Candidate (q1_q16_koi),0,18.68404933,0.1387,3.64,,,,0,829,5546,1.59,0.14,[Fe/H],,,992.852
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.45849914,,,,,,,,5724.56,1.52,0.346,[M/H],0.351,,666.146
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q8_koi),0,5.45851,0.063,1.84,,,,0,1103,5719,1.21,,,,3.8,666.146
Kepler-526 b,Kepler-526,0,1,1,Published Confirmed,0,5.45849677,,,,,,,,5724.56,1.52,0.346,[M/H],0.351,,666.146
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,5.45849832,0.0632,2.18,,,,0,1125,5716,1.26,0.48,[Fe/H],,,666.146
Kepler-526 b,Kepler-526,1,1,1,Published Confirmed,0,5.45849832,,1.99,,,,,,5894,1.14,0.34,[Fe/H],,2.14,666.146
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,5.45849914,0.064,1.91,,,,0,1099,5914,1.14,0.46,[Fe/H],,,666.146
Kepler-526 b,Kepler-526,0,1,1,Published Confirmed,0,5.45848223,,,,,,,,5724.56,1.52,0.346,[M/H],0.351,,666.146
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q12_koi),0,5.45849832,0.0632,2.18,,,,0,1125,5716,1.26,0.48,[Fe/H],,,666.146
Kepler-526 b,Kepler-526,0,1,1,Kepler Project Candidate (q1_q16_koi),0,5.45849832,0.0632,2.18,,,,0,1125,5716,1.26,0.48,[Fe/H],,,666.146
Kepler-526 b,Kepler-526,0,1,1,Published Confirmed,0,,,2.58,,,,,,5798,1.53,,,,,666.146
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q8_koi),0,13.285388,0.117,2.5,,,,0,912,6538,1.17,,,,0.36,750.04
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,13.28536452,0.1179,4.03,,,,0,1157,6534,1.9,-0.26,[Fe/H],,,750.04
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q16_koi),0,13.28535633,0.1142,2.18,,,,0,893,6513,1.1,-0.28,[Fe/H],,,750.04
Kepler-527 b,Kepler-527,0,1,1,Published Confirmed,0,13.28534769,,,,,,,,6283.5,1.22,0.103,[M/H],0.323,,750.04
Kepler-527 b,Kepler-527,0,1,1,Published Confirmed,0,,,2.627,,,,,,6208,1.24,,,,,750.04
Kepler-527 b,Kepler-527,0,1,1,Published Confirmed,0,13.28507221,,,,,,,,6283.5,1.22,0.103,[M/H],0.323,,750.04
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,13.28535633,0.1142,2.18,,,,0,893,6513,1.1,-0.28,[Fe/H],,,750.04
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q12_koi),0,13.28535633,0.1142,2.18,,,,0,893,6513,1.1,-0.28,[Fe/H],,,750.04
Kepler-527 b,Kepler-527,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,13.28536452,,,,,,,,6283.5,1.22,0.103,[M/H],0.323,,750.04
Kepler-527 b,Kepler-527,1,1,1,Published Confirmed,0,13.28535633,,2.84,,,,,,6388,1.45,0.03,[Fe/H],,2.4,750.04
Kepler-528 b,Kepler-528,0,1,1,Published Confirmed,0,,,2.28,,,,,,5724,1.19,,,,,784.23
Kepler-528 b,Kepler-528,0,1,1,Published Confirmed,0,19.78299949,,,,,,,,5585.22,1.28,-0.09,[M/H],0.158,,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q17_dr25_koi),0,19.7830259,0.1409,2.1,,,,0,708,5747,1.1,0,[Fe/H],,,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q17_dr24_koi),0,19.78297415,0.1441,1.82,,,,0,675,6017,0.93,-0.16,[Fe/H],,,784.23
Kepler-528 b,Kepler-528,0,1,1,Published Confirmed,0,19.7830344,,,,,,,,5585.22,1.28,-0.09,[M/H],0.158,,784.23
Kepler-528 b,Kepler-528,1,1,1,Published Confirmed,0,19.78297415,,2.08,,,,,,5807,1.06,0.02,[Fe/H],,5.5,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,19.7830259,,,,,,,,5585.22,1.28,-0.09,[M/H],0.158,,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q16_koi),0,19.78297415,0.1441,1.82,,,,0,675,6017,0.93,-0.16,[Fe/H],,,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q8_koi),0,19.78302,0.145,1.96,,,,0,675,6014,0.94,,,,0.4,784.23
Kepler-528 b,Kepler-528,0,1,1,Kepler Project Candidate (q1_q12_koi),0,19.78297415,0.1441,1.82,,,,0,675,6017,0.93,-0.16,[Fe/H],,,784.23
Kepler-529 b,Kepler-529,0,1,3,Kepler Project Candidate (q1_q12_koi),0,1.98035766,0.0306,1.5,,,,0,1483,6248,0.89,-0.5,[Fe/H],,,799.008
Kepler-529 b,Kepler-529,0,1,3,Kepler Project Candidate (q1_q16_koi),0,1.98035766,0.0306,1.5,,,,0,1483,6248,0.89,-0.5,[Fe/H],,,799.008
Kepler-529 b,Kepler-529,0,1,3,Kepler Project Candidate (q1_q17_dr24_koi),0,1.98035766,0.0306,1.5,,,,0,1483,6248,0.89,-0.5,[Fe/H],,,799.008
