Name,starName,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
TOI-1634 b,TOI-1634,0,0.989343,0.01545,1.79,4.91,3550,0.45,35.2736
TOI-1634 b,TOI-1634,0,0.9893436,0.0149,1.749,10.14,3472,0.45,35.2736
TOI-1670 b,TOI-1670,0,10.98462,0.103,2.06,41.31769,6170,1.32,168.067
TOI-1670 c,TOI-1670,0,40.74976,0.249,11.063,200.2319,6170,1.32,168.067
TOI-1685 b,TOI-1685,0,0.6691416,0.011557,1.459,3.43,3461,0.46,37.6153
TOI-169 b,TOI-169,0,2.2554477,0.03524,12.173,251.40353,5880,1.29,407.84
TOI-1696 b,TOI-1696,0,2.50031,0.0235,3.24,56.6,3168,0.29,64.9172
TOI-1696 b,TOI-1696,0,2.500311,0.0229,3.09,48.8,3185,0.28,64.9172
TOI-1710 b,TOI-1710,0,24.283429,0.16,5.34,28.3,5665,0.97,81.2271
TOI-172 b,TOI-172,0,9.47725,0.0914,10.817,1722.6386,5645,1.78,342.831
TOI-1728 b,TOI-1728,0,3.49151,0.0391,5.05,26.78,3980,0.62,60.798
TOI-1749 b,TOI-1749,0,2.38839,0.0291,1.39,57,3985,0.55,99.5561
TOI-1749 c,TOI-1749,0,4.4929,0.0443,2.12,14,3985,0.55,99.5561
TOI-1749 d,TOI-1749,0,9.0497,0.0707,2.52,15,3985,0.55,99.5561
TOI-1759 b,TOI-1759,0,18.85019,0.1177,3.14,10.8,4065,0.6,40.0654
TOI-1759 b,TOI-1759,0,18.849975,0.1176,3.06,6.8,3972,0.63,40.0654
TOI-178 b,TOI-178,0,1.914558,0.02607,1.152,1.5,4316,0.65,62.699
TOI-178 c,TOI-178,0,3.23845,0.037,1.669,4.77,4316,0.65,62.699
TOI-178 d,TOI-178,0,6.5577,0.0592,2.572,3.01,4316,0.65,62.699
TOI-178 e,TOI-178,0,9.961881,0.0783,2.207,3.86,4316,0.65,62.699
TOI-178 f,TOI-178,0,15.231915,0.1039,2.287,7.72,4316,0.65,62.699
TOI-178 g,TOI-178,0,20.7095,0.1275,2.87,3.94,4316,0.65,62.699
TOI-1789 b,TOI-1789,0,3.208664,0.04882,16.141,222.47988,5991,2.17,229.067
TOI-1807 b,TOI-1807,0,0.549374,0.012,1.37,2.57,4730,0.69,42.5775
TOI-1842 b,TOI-1842,0,9.5739,0.1001,11.657,68.01528,6230,2.02,223.465
TOI-1899 b,TOI-1899,0,29.02,0.1587,12.89,209.7678,3841,0.61,128.438
TOI-201 b,TOI-201,0,52.97818,0.3,11.299,133.4886,6394,1.32,113.825
TOI-2109 b,TOI-2109,0,0.67247414,0.01791,15.098,1595.4986,6540,1.7,262.041
TOI-2136 b,TOI-2136,0,7.85191,0.054,2.09,15,3366,0.34,33.3631
TOI-2136 b,TOI-2136,0,7.851928,0.057,2.19,6.37,3342,0.34,33.3631
TOI-2136 b,TOI-2136,0,7.851925,0.0533,2.2,4.7,3373,0.34,33.3631
TOI-216.01,TOI-216,0,34.556,0.2069,11.29,200,5026,0.84,177.945
TOI-216.02,TOI-216,0,17.089,0.1293,7.69,30,5026,0.84,177.945
TOI-2180 b,TOI-2180,0,260.79,0.828,11.321,875.61726,5695,1.64,116.685
TOI-220 b,TOI-220,0,10.695264,0.08911,3.03,13.8,5298,0.86,90.7402
TOI-2202 b,TOI-2202,0,11.9101,0.09564,11.321,310.83618,5144,0.79,235.933
TOI-2285 b,TOI-2285,0,27.26955,0.1363,1.74,19.5,3491,0.46,42.409
TOI-251 b,TOI-251,0,4.93777,0.05741,2.74,317.83,5875,0.88,99.523
TOI-257 b,TOI-257,0,18.38818,0.1528,7.163,43.86032,6095,1.87,76.9028
TOI-269 b,TOI-269,0,3.6977104,0.0345,2.77,8.8,3514,0.4,57.0225
TOI-270 b,TOI-270,0,3.3601538,0.03197,1.206,1.58,3506,0.38,22.4793
TOI-270 c,TOI-270,0,5.6605731,0.04526,2.355,6.15,3506,0.38,22.4793
TOI-270 d,TOI-270,0,11.379573,0.0721,2.133,4.78,3506,0.38,22.4793
TOI-3362 b,TOI-3362,0,18.09547,0.153,12.801,1598.35906,6532,1.83,366.987
TOI-3629 b,TOI-3629,0,3.936551,0.043,8.295,82.63539,3870,0.6,130.091
TOI-3714 b,TOI-3714,0,2.154849,0.027,11.321,222.47988,3660,0.51,112.71
TOI-421 b,TOI-421,0,5.19672,0.056,2.68,7.17,5325,0.87,74.7969
TOI-421 c,TOI-421,0,16.06819,0.1189,5.09,16.42,5325,0.87,74.7969
TOI-431 b,TOI-431,0,0.490047,0.0113,1.28,3.07,4850,0.73,32.5686
TOI-431 d,TOI-431,0,12.46103,0.098,3.29,9.9,4850,0.73,32.5686
TOI-481 b,TOI-481,0,10.33111,0.097,11.097,486.2799,5735,1.66,179.366
TOI-500 b,TOI-500,0,0.548177,0.01189,1.166,1.42,4440,0.68,47.3924
TOI-5153 b,TOI-5153,0,20.33003,0.158,11.882,1036.12061,6300,1.4,390.484
TOI-519 b,TOI-519,0,1.2652328,0.012,11.994,4449.62,3350,0.37,115.557
TOI-530 b,TOI-530,0,6.387597,0.052,9.303,127.13136,3659,0.54,148.762
TOI-532 b,TOI-532,0,2.3266508,0.0296,5.82,61.5,3927,0.61,135.047
TOI-558 b,TOI-558,0,14.574071,0.1291,12.173,1147.36055,6466,1.5,402.63
TOI-559 b,TOI-559,0,6.9839095,0.0723,12.229,1910.14873,5925,1.23,233.266
TOI-561 b,TOI-561,0,0.446573,0.01064,1.45,3.2,5326,0.83,85.799
TOI-561 b,TOI-561,0,0.446578,0.01055,1.423,1.59,5455,0.85,85.799
TOI-561 c,TOI-561,0,10.779,0.08809,2.878,5.4,5455,0.85,85.799
TOI-561 c,TOI-561,0,10.77892,0.0888,2.9,7,5326,0.83,85.799
TOI-561 d,TOI-561,1,25.62,0.1569,2.53,11.95,5455,0.85,85.799
TOI-561 e,TOI-561,1,77.23,0.3274,2.67,16,5455,0.85,85.799
TOI-561 f,TOI-561,1,16.287,0.1174,2.32,3,5326,0.83,85.799
TOI-564 b,TOI-564,0,1.651144,0.02734,11.433,464.98529,5640,1.09,199.581
TOI-628 b,TOI-628,0,3.4095675,0.0486,11.882,2011.8639,6250,1.34,178.68
TOI-640 b,TOI-640,0,5.0037775,0.06608,19.851,279.6904,6460,2.08,341.997
TOI-674 b,TOI-674,0,1.977143,0.025,5.25,23.6,3514,0.42,46.0851
TOI-677 b,TOI-677,0,11.2366,0.1038,13.115,392.83788,6295,1.28,141.812
TOI-763 b,TOI-763,0,5.6057,0.06,2.28,9.79,5450,0.9,95.1274
TOI-763 c,TOI-763,0,12.2737,0.1011,2.63,9.32,5450,0.9,95.1274
TOI-776 b,TOI-776,0,8.24661,0.0652,1.85,4,3709,0.54,27.1701
TOI-776 c,TOI-776,0,15.6653,0.1,2.02,5.3,3709,0.54,27.1701
TOI-824 b,TOI-824,0,1.392978,0.02177,2.926,18.467,4600,0.69,63.9262
TOI-849 b,TOI-849,0,0.76552414,0.01598,3.444,39.09,5373.8,0.92,225.734
TOI-892 b,TOI-892,0,10.62656,0.092,11.994,301.9385,6261,1.39,340.543
TOI-905 b,TOI-905,0,3.739494,0.04666,13.126,211.99261,5570,0.92,158.649
TOI-942 b,TOI-942,0,4.32419,0.04796,4.81,826.358,4928,1.02,152.601
TOI-942 b,TOI-942,0,4.3263,0.0498,4.242,16,4969,0.89,152.601
TOI-942 c,TOI-942,0,10.15643,0.0847,5.79,794.575,4928,1.02,152.601
TOI-942 c,TOI-942,0,10.1605,0.088,4.793,37,4969,0.89,152.601
TOI-954 b,TOI-954,0,3.6849729,0.04963,9.55,55.30242,5710,1.89,238.768
TrES-1 b,TrES-1,0,3.030065,0.0393,12.11,238.36,5250,0.85,159.658
TrES-1 b,TrES-1,0,3.030065,0.03925,11.96,238.998,5230,0.81,159.658
TrES-1 b,TrES-1,0,3.03006973,0.03926,11.96,221.52751,5230,0.81,159.658
TrES-1 b,TrES-1,0,3.0300728,0.03946,12.319,241.86863,5226,0.82,159.658
TrES-2 b,TrES-2,0,2.4706132,0.03503,13.025,457.6752,5850,0.95,215.32
TrES-2 b,TrES-2,0,2.47061337,0.03557,13.72,385.20996,5850,1,215.32
TrES-2 b,TrES-2,0,2.47061317,0.0367,13.978,380.44251,5850,1,215.32
TrES-2 b,TrES-2,0,2.47063,0.03556,14.258,381.1,5854,1.02,215.32
TrES-2 b,TrES-2,0,2.47063,0.03558,13.72,381.396,5850,1,215.32
TrES-2 b,TrES-2,0,2.4706101,0.03635,14.135,398.24099,5795,1,215.32
TrES-2 b,TrES-2,0,2.47061323,0.03567,13.372,383.30298,5850,0.96,215.32
TrES-2 b,TrES-2,0,2.47063,0.0367,13.899,406.8224,5960,1,215.32
TrES-2 b,TrES-2,0,2.47061892,0.03563,13.305,382.03166,5850,0.95,215.32
TrES-3 b,TrES-3,0,1.306187,0.02276,14.684,603.55917,5650,0.82,231.337
TrES-3 b,TrES-3,0,1.3061864,0.02283,14.628,607.0553,5650,0.82,231.337
TrES-3 b,TrES-3,0,1.30619,0.0226,14.516,610.2336,5720,0.8,231.337
TrES-3 b,TrES-3,0,1.30619,0.02272,14.706,615.95454,5650,0.81,231.337
TrES-3 b,TrES-3,0,1.30618581,0.02282,14.975,607.03,5650,0.83,231.337
TrES-3 b,TrES-3,0,1.30618648,0.02284,14.975,572.41183,5650,0.83,231.337
TrES-4 b,TrES-4,0,3.55392771,0.0516,20.602,157.00802,6295,1.81,515.98
TrES-4 b,TrES-4,0,3.55392771,0.05159,20.602,158.27934,6295,1.81,515.98
TrES-4 b,TrES-4,0,3.553945,0.04965,20.288,278.73691,6200,1.92,515.98
TrES-4 b,TrES-4,0,3.553945,0.05092,19.627,292.4036,6200,1.82,515.98
TrES-4 b,TrES-4,0,3.553945,0.05091,20.165,292.073,6184,2.01,515.98
TrES-4 b,TrES-4,0,3.5539268,0.0502,19.448,285.09351,6200,1.83,515.98
TrES-5 b,TrES-5,0,1.4822446,0.02446,13.552,565.078,5171,0.87,360.313
TrES-5 b,TrES-5,0,1.48224686,0.02459,13.384,568.9157,5171,0.87,360.313
TrES-5 b,TrES-5,0,1.4822446,0.02452,13.552,568.9157,5171,0.87,360.313
WASP-1 b,WASP-1,0,2.519961,0.03898,16.634,273.3338,6110,1.46,393.072
WASP-1 b,WASP-1,0,2.5199448,0.03958,16.97,301.30284,6110,1.52,393.072
WASP-1 b,WASP-1,0,2.5199464,0.0392,16.735,311.4734,6213,1.47,393.072
WASP-1 b,WASP-1,0,2.51995,0.0382,21.633,282.8687,6200,1.24,393.072
WASP-10 b,WASP-10,0,3.09272932,0.0378,11.96,1020.2343,4680,0.7,140.998
WASP-10 b,WASP-10,0,3.0927636,0.0369,14.348,940.7768,4675,0.78,140.998
WASP-10 b,WASP-10,0,3.0927616,0.03781,12.106,1001.12,4675,0.7,140.998
WASP-10 b,WASP-10,0,3.0927616,0.0378,11.96,1004.3428,4675,0.7,140.998
WASP-100 b,WASP-100,0,2.849375,0.04574,18.943,638.8383,6900,2,364.411
WASP-101 b,WASP-101,0,3.585722,0.0506,15.8,158.91,6400,1.29,201.224
WASP-101 b,WASP-101,0,3.585722,0.05057,15.805,157.96151,6380,1.29,201.224
WASP-103 b,WASP-103,0,0.925542,0.01985,17.127,473.5667,6110,1.44,375.647
WASP-103 b,WASP-103,0,0.9255456,0.01987,17.127,462.44265,6110,1.44,375.647
WASP-103 b,WASP-103,0,0.925542,0.01985,17.127,473.547,6110,1.44,375.647
WASP-104 b,WASP-104,0,1.7554137,0.02918,12.745,404.263,5475,0.96,185.932
WASP-104 b,WASP-104,0,1.7554137,0.0292,12.745,403.00844,5450,0.96,185.932
WASP-105 b,WASP-105,0,7.87288,0.075,10.761,572.094,5070,0.9,169.272
WASP-106 b,WASP-106,0,9.289715,0.0917,12.162,611.797,6055,1.39,352.181
WASP-106 b,WASP-106,0,9.289715,0.0917,12.162,606.73747,6000,1.39,352.181
WASP-107 b,WASP-107,0,5.72149,0.055,10.536,38.1396,4430,0.66,64.7414
WASP-107 b,WASP-107,0,5.7214742,0.0558,10.626,38.1396,4430,0.66,64.7414
WASP-11 b,WASP-11,0,3.7224747,0.0435,11.265,154.777,4980,0.79,124.73
WASP-11 b,WASP-11,0,3.722465,0.043,10.2,168.4499,4800,0.74,124.73
WASP-11 b,WASP-11,0,3.7224793,0.04376,11.097,169.08556,4900,0.77,124.73
WASP-11 b,WASP-11,0,3.72247967,0.04375,11.097,156.37236,4900,0.77,124.73
WASP-113 b,WASP-113,0,4.54216875,0.05885,15.793,150.96925,5890,1.61,435.156
WASP-114 b,WASP-114,0,1.5487743,0.02851,15.009,562.24127,5940,1.43,523.337
WASP-117 b,WASP-117,0,10.02165,0.09459,11.444,87.5585,6038,1.17,157.963
WASP-117 b,WASP-117,0,10.02165,0.09464,11.444,87.75286,6040,1.17,157.963
WASP-118 b,WASP-118,0,4.0460435,0.05453,16.141,163.36462,6410,1.7,376.658
WASP-119 b,WASP-119,0,2.49979,0.0363,15.693,390.9309,5650,1.2,302.448
WASP-12 b,WASP-12,0,1.0914222,0.02309,20.456,454.4969,6250,1.62,427.246
WASP-12 b,WASP-12,0,1.0914203,0.0234,21.297,467.2101,6360,1.66,427.246
WASP-12 b,WASP-12,0,1.09142,0.0232,21.712,465.62095,6360,1.66,427.246
WASP-12 b,WASP-12,0,1.0914209,0.02312,20.456,441.7837,6250,1.62,427.246
WASP-12 b,WASP-12,0,1.091423,0.0229,20.1,448,6300,1.57,427.246
WASP-120 b,WASP-120,0,3.6112706,0.0514,16.511,1541.4755,6450,1.87,381.174
WASP-121 b,WASP-121,0,1.2749255,0.02544,20.905,375.99289,6459,1.46,269.898
WASP-123 b,WASP-123,0,2.9776412,0.04263,14.773,285.72917,5740,1.28,197.996
WASP-124 b,WASP-124,0,3.37265,0.0449,13.899,190.698,6050,1.02,448.637
WASP-126 b,WASP-126,0,3.2888,0.0449,10.761,88.9924,5800,1.27,216.526
WASP-127 b,WASP-127,0,4.178062,0.052,15.356,57.2094,5620,1.39,159.507
WASP-129 b,WASP-129,0,5.748145,0.0628,10.424,317.83,5900,0.9,301.462
WASP-13 b,WASP-13,0,4.353011,0.0558,17.127,166.86075,5830,1.66,227.537
WASP-13 b,WASP-13,0,4.353011,0.0557,17.127,162.72896,5826,1.66,227.537
WASP-130 b,WASP-130,0,11.55098,0.1012,9.976,390.9309,5625,0.96,172.256
WASP-131 b,WASP-131,0,5.322023,0.0607,13.675,85.8141,6030,1.53,200.075
WASP-132 b,WASP-132,0,7.133521,0.067,9.752,130.3103,4775,0.74,122.91
WASP-132 c,WASP-132,0,1.011534,0.0182,1.85,37.35,4714,0.75,122.91
WASP-133 b,WASP-133,0,2.176423,0.0345,13.563,368.6828,5700,1.44,559.084
WASP-135 b,WASP-135,0,1.4013794,0.0243,14.572,603.877,5675,0.96,298.214
WASP-136 b,WASP-136,0,5.215357,0.0661,15.468,479.9233,6260,2.21,275.587
WASP-138 b,WASP-138,0,3.634433,0.0494,12.218,387.7526,6272,1.36,414.234
WASP-139 b,WASP-139,0,5.924262,0.062,8.967,37.18611,5310,0.8,212.472
WASP-14 b,WASP-14,0,2.2437661,0.0372,18.304,2510.857,6475,1.67,161.997
WASP-14 b,WASP-14,0,2.2437655,0.037,13.899,2412.3297,6475,1.32,161.997
WASP-14 b,WASP-14,0,2.243752,0.036,14.36,2333,6475,1.31,161.997
WASP-14 b,WASP-14,0,2.2437661,0.0358,14.359,2294.7326,6480,1.31,161.997
WASP-140 b,WASP-140,0,2.2359835,0.0323,16.141,775.5052,5260,0.87,117.598
WASP-141 b,WASP-141,0,3.310651,0.0469,13.563,854.9627,5900,1.37,516.543
WASP-142 b,WASP-142,0,2.052868,0.0347,17.15,266.9772,6010,1.64,730.933
WASP-144 b,WASP-144,0,2.2783152,0.0316,9.528,139.8452,5200,0.81,355.513
WASP-145 A b,WASP-145 A,0,1.7690381,0.0261,10.088,282.8687,4900,0.68,91.299
WASP-147 b,WASP-147,0,4.60273,0.0549,12.498,87.40325,5702,1.43,436.098
WASP-148 b,WASP-148,0,8.80381,0.0845,8.093,92.48853,5460,1.03,246.353
WASP-15 b,WASP-15,0,3.7521,0.0499,15.457,175.12433,6300,1.44,282.091
WASP-15 b,WASP-15,0,3.7520656,0.0499,16.01,172,6300,1.48,282.091
WASP-15 b,WASP-15,0,3.75209748,0.0499,16.006,172.26386,6300,1.48,282.091
WASP-15 b,WASP-15,0,3.75209748,0.05165,15.782,188.15536,6405,1.52,282.091
WASP-150 b,WASP-150,0,5.644207,0.0694,11.994,2688.8418,6218,1.65,527.995
WASP-151 b,WASP-151,0,4.533471,0.055,12.666,98.5273,5871,1.14,453.099
WASP-153 b,WASP-153,0,3.332609,0.048,17.374,123.9537,5914,1.73,610.176
WASP-156 b,WASP-156,0,3.836169,0.0453,5.717,40.68224,4910,0.76,122.066
WASP-157 b,WASP-157,0,3.9516205,0.0529,11.938,182.43442,5838,1.13,334.037
WASP-158 b,WASP-158,0,3.656333,0.0517,11.994,886.7457,6350,1.39,524.993
WASP-159 b,WASP-159,0,3.840401,0.0538,15.468,174.8065,6120,2.11,715.383
WASP-16 b,WASP-16,0,3.1186009,0.0421,11.3,272,5700,0.95,194.134
WASP-16 b,WASP-16,0,3.1186068,0.0422,11.299,288.58964,5700,0.95,194.134
WASP-16 b,WASP-16,0,3.1186068,0.0415,13.653,264.43456,5630,1.09,194.134
WASP-160 B b,WASP-160 B,0,3.7684952,0.0452,12.218,88.35674,5298,0.87,288.326
WASP-161 b,WASP-161,0,5.4060425,0.0673,12.812,791.3967,6400,1.71,343.08
WASP-162 b,WASP-162,0,9.62468,0.0871,11.209,1652.716,5300,1.11,310.841
WASP-163 b,WASP-163,0,1.6096884,0.0266,13.473,594.3421,5500,1.01,261.386
WASP-164 b,WASP-164,0,1.7771255,0.02818,12.644,676.9779,5806,0.93,327.506
WASP-165 b,WASP-165,0,3.465509,0.04823,14.123,209.13214,5599,1.75,602.236
WASP-166 b,WASP-166,0,5.44354,0.0641,7.062,32.10083,6050,1.22,114.173
WASP-167 b,WASP-167,0,2.0219596,0.0365,17.71,2542.64,7000,1.79,423.552
WASP-168 b,WASP-168,0,4.153658,0.0519,16.814,133.4886,6000,1.12,303.941
WASP-169 b,WASP-169,0,5.6114118,0.0681,14.617,178.30263,6110,2.01,627.066
WASP-17 b,WASP-17,0,3.735438,0.0515,22.317,154.46538,6650,1.57,405.908
WASP-17 b,WASP-17,0,3.735433,0.05,22.261,143.97699,6650,1.58,405.908
WASP-17 b,WASP-17,0,3.7354417,0.051,19.5,156,6550,1.38,405.908
WASP-17 b,WASP-17,0,3.7354845,0.05151,22.317,162.72896,6650,1.57,405.908
WASP-170 b,WASP-170,0,2.34478022,0.0337,12.285,508.528,5600,0.94,305.603
WASP-171 b,WASP-171,0,3.8186244,0.0504,10.985,344.52772,5965,1.64,757.84
WASP-172 b,WASP-172,0,5.477433,0.0694,17.598,149.3801,6900,1.91,538.11
WASP-173 A b,WASP-173 A,0,1.38665318,0.0248,13.451,1172.7927,5800,1.11,232.98
WASP-173 A b,WASP-173 A,0,1.3866529,0.02508,14.404,1102.8701,5767,1.1,232.98
WASP-174 b,WASP-174,0,4.2337,0.0559,14.572,413.179,6400,1.31,410.149
WASP-174 b,WASP-174,0,4.2337005,0.05503,16.107,104.88337,6399,1.35,410.149
WASP-175 b,WASP-175,0,3.0652907,0.04403,13.54,314.6517,6229,1.2,539.36
WASP-176 b,WASP-176,0,3.899052,0.0535,16.87,271.74465,5941,1.93,568.42
WASP-177 b,WASP-177,0,3.071722,0.03957,17.71,161.45764,5017,0.89,176.818
WASP-178 b,WASP-178,0,3.3448412,0.0545,21.745,448.1403,8640,1.8,427.678
WASP-178 b,WASP-178,0,3.3448285,0.0558,20.288,527.5978,9360,1.67,427.678
WASP-18 b,WASP-18,0,0.94145223,0.02024,13.899,3241.84975,6432,1.32,123.483
WASP-18 b,WASP-18,0,0.94145181,0.02043,13.036,3299.0754,6455,1.23,123.483
WASP-18 b,WASP-18,0,0.9414523,0.0203,12.397,3241.866,6400,1.22,123.483
WASP-18 b,WASP-18,0,0.9414526,0.02087,13.35,3305.432,6431,1.26,123.483
WASP-18 b,WASP-18,0,0.9414529,0.0202,14.202,3213.2613,6400,1.36,123.483
WASP-18 b,WASP-18,0,0.94145181,0.02034,12.98,3270.4707,6400,1.22,123.483
WASP-180 A b,WASP-180 A,0,3.409264,0.048,13.899,286.047,6600,1.19,253.985
WASP-181 b,WASP-181,0,4.5195064,0.05427,13.271,95.03117,5839,0.96,437.495
WASP-182 b,WASP-182,0,3.3769848,0.0451,9.528,47.03884,5638,1.34,327.602
WASP-183 b,WASP-183,0,4.1117771,0.04632,16.477,159.55066,5313,0.87,325.377
WASP-184 b,WASP-184,0,5.1817,0.0627,14.908,181.1631,6000,1.65,663.231
WASP-185 b,WASP-185,0,9.38755,0.0904,14.011,311.4734,5900,1.5,279.35
WASP-186 b,WASP-186,0,5.026799,0.06,12.442,1341.2426,6361,1.47,278.514
WASP-187 b,WASP-187,0,5.147878,0.0653,18.383,254.264,6150,2.83,371.414
WASP-189 b,WASP-189,0,2.724033,0.05053,18.147,632.47853,8000,2.36,99.731
WASP-19 b,WASP-19,0,0.7888396,0.01649,14.684,367.72931,5500,0.94,268.325
WASP-19 b,WASP-19,0,0.78883899,0.01634,15.603,339.76027,5568,1,268.325
WASP-19 b,WASP-19,0,0.78883852,0.01652,15.861,366.77398,5616,1.01,268.325
WASP-19 b,WASP-19,0,0.78883942,0.01616,15.637,354.06262,5440,1,268.325
WASP-190 b,WASP-190,0,5.367753,0.0663,12.89,317.83,6400,1.6,542.251
WASP-192 b,WASP-192,0,2.8786765,0.0408,13.787,731.009,5910,1.32,508.885
WASP-2 b,WASP-2,0,2.1522254,0.0307,12.072,275.24078,5150,0.82,153.242
WASP-2 b,WASP-2,0,2.15222163,0.0314,12.005,293.99275,5200,0.84,153.242
WASP-2 b,WASP-2,0,2.152226,0.0307,10.705,279.68,5200,0.78,153.242
WASP-2 b,WASP-2,0,2.15222144,0.03033,11.691,269.20201,5150,0.81,153.242
WASP-2 b,WASP-2,0,2.152175,0.03144,12.117,295.89973,5180,0.87,153.242
WASP-2 b,WASP-2,0,2.15222144,0.03033,11.691,269.20201,5150,0.81,153.242
WASP-2 b,WASP-2,0,2.15226,0.03138,12.52,290.484,5200,0.84,153.242
WASP-2 b,WASP-2,0,2.152226,0.03138,12.005,290.802,5200,0.84,153.242
WASP-2 b,WASP-2,0,2.15222144,0.03092,11.915,279.6904,5170,0.82,153.242
WASP-20 b,WASP-20,0,4.8996284,0.05999,16.388,98.84513,5940,1.39,211.877
WASP-20 b,WASP-20,0,4.8996284,0.06,16.388,98.841,5940,1.39,211.877
WASP-21 b,WASP-21,0,4.3225126,0.05212,11.994,94.39551,5800,1.06,258.426
WASP-21 b,WASP-21,0,4.322506,0.0516,14.157,93.75985,5800,1.19,258.426
