Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance
Kepler-277 c,Kepler-277,0,Published Confirmed,0,33.006,,3.36,39.6,,1.69
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q17_dr24_koi),0,33.0063025,0.2095,2.79,,5941,1.69
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q12_koi),0,33.0063025,0.2095,2.79,,5941,1.69
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q17_dr25_koi),0,33.0063185,0.2129,3.13,,5968,1.86
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,33.0063185,,,,5914,1.83
Kepler-277 c,Kepler-277,0,Published Confirmed,0,33.00622327,,,,5914,1.83
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q16_koi),0,33.0063025,0.2095,2.79,,5941,1.69
Kepler-277 c,Kepler-277,0,Published Confirmed,0,33.0063025,,2.64,,6061,1.57
Kepler-277 c,Kepler-277,0,Kepler Project Candidate (q1_q8_koi),0,33.0059,0.214,3.36,,5946,1.65
Kepler-277 c,Kepler-277,0,Published Confirmed,0,33.00669147,,,,5914,1.83
Kepler-278 b,Kepler-278,0,Published Confirmed,0,30.159863,,3.89,,4989,2.75
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q17_dr24_koi),0,30.159863,0.2068,4.23,,4991,2.94
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q8_koi),0,30.16012,0.195,2.94,,5128,1.83
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q16_koi),0,30.159863,0.2068,4.23,,4991,2.94
Kepler-278 b,Kepler-278,0,Published Confirmed,0,,,4.207,,5002,2.83
Kepler-278 b,Kepler-278,1,Published Confirmed,0,30.160546,0.207,4.07,,4991,2.94
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q17_dr25_koi),0,30.1599411,0.213,4.54,,5010,3.05
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q12_koi),0,30.159863,0.2068,4.23,,4991,2.94
Kepler-278 b,Kepler-278,0,Published Confirmed,0,30.15862717,,,,4904.79,2.97
Kepler-278 b,Kepler-278,0,Published Confirmed,0,30.16021152,,,,4904.79,2.97
Kepler-278 b,Kepler-278,0,Published Confirmed,0,30.15856,,4.59,,4904.79,2.97
Kepler-278 b,Kepler-278,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,30.1599411,,,,4904.79,2.97
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q17_dr24_koi),0,51.075756,0.2938,3.36,,4991,2.94
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q16_koi),0,51.075756,0.2938,3.36,,4991,2.94
Kepler-278 c,Kepler-278,0,Published Confirmed,0,,,3.391,,5002,2.83
Kepler-278 c,Kepler-278,0,Published Confirmed,0,51.0851,,3.31,,4904.79,2.97
Kepler-278 c,Kepler-278,0,Published Confirmed,0,51.07464191,,,,4904.79,2.97
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q12_koi),0,51.075756,0.2938,3.36,,4991,2.94
Kepler-278 c,Kepler-278,0,Published Confirmed,0,51.075756,,2.99,,4989,2.75
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q17_dr25_koi),0,51.0771048,0.3027,3.66,,5010,3.05
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q8_koi),0,51.0802,0.276,2.21,,5128,1.83
Kepler-278 c,Kepler-278,0,Published Confirmed,0,51.07632364,,,,4904.79,2.97
Kepler-278 c,Kepler-278,1,Published Confirmed,0,51.078775,0.294,3.59,,4991,2.94
Kepler-278 c,Kepler-278,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,51.0771048,,,,4904.79,2.97
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q12_koi),0,12.3097136,0.1077,2.47,,6781,1.07
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q8_koi),0,12.309717,0.114,2.6,,6779,1.27
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,12.30971679,,,,6689.45,1.35
Kepler-279 b,Kepler-279,0,Published Confirmed,0,12.3097136,,3.68,,6488,1.66
Kepler-279 b,Kepler-279,0,Published Confirmed,0,12.30966003,,,,6689.45,1.35
Kepler-279 b,Kepler-279,0,Published Confirmed,0,12.30948895,,,,6689.45,1.35
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q17_dr25_koi),0,12.30971679,0.1099,3.82,,6366,1.7
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q17_dr24_koi),0,12.3097136,0.1077,2.47,,6781,1.07
Kepler-279 b,Kepler-279,1,Published Confirmed,0,12.309681,0.112,3.62,,6363,1.75
Kepler-279 b,Kepler-279,0,Published Confirmed,0,,,3.219,,6363,1.43
Kepler-279 b,Kepler-279,0,Kepler Project Candidate (q1_q16_koi),0,12.3097136,0.1077,2.47,,6781,1.07
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q17_dr25_koi),0,35.7353616,0.2236,5.47,,6366,1.7
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q16_koi),0,35.7355719,0.2191,3.57,,6781,1.07
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,35.7353616,,,,6689.45,1.35
Kepler-279 c,Kepler-279,0,Published Confirmed,0,35.7355719,,5.61,,6488,1.66
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q8_koi),0,35.74113,0.232,4.3,,6779,1.27
Kepler-279 c,Kepler-279,1,Published Confirmed,0,35.736,,4.3,49.4,,1.07
Kepler-279 c,Kepler-279,0,Published Confirmed,0,35.73432746,,,,6689.45,1.35
Kepler-279 c,Kepler-279,0,Published Confirmed,0,,,4.611,,6363,1.43
Kepler-279 c,Kepler-279,0,Published Confirmed,0,35.735,,5.5,7.4,,
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q17_dr24_koi),0,35.7355719,0.2191,3.57,,6781,1.07
Kepler-279 c,Kepler-279,0,Kepler Project Candidate (q1_q12_koi),0,35.7355719,0.2191,3.57,,6781,1.07
Kepler-279 d,Kepler-279,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,54.4205407,,,,6689.45,1.35
Kepler-279 d,Kepler-279,0,Kepler Project Candidate (q1_q12_koi),0,54.4205407,0.2901,3.2,,6781,1.07
Kepler-279 d,Kepler-279,1,Published Confirmed,0,54.414,,3.1,37.5,,1.07
Kepler-279 d,Kepler-279,0,Published Confirmed,0,54.414,,4.3,4.5,,
Kepler-279 d,Kepler-279,0,Kepler Project Candidate (q1_q8_koi),0,54.3995,0.307,3.1,,6779,1.27
Kepler-279 d,Kepler-279,0,Kepler Project Candidate (q1_q17_dr24_koi),0,54.4205407,0.2901,3.2,,6781,1.07
Kepler-279 d,Kepler-279,0,Published Confirmed,0,54.41605504,,,,6689.45,1.35
Kepler-279 d,Kepler-279,0,Published Confirmed,0,54.4205407,,4.76,,6488,1.66
Kepler-279 d,Kepler-279,0,Kepler Project Candidate (q1_q16_koi),0,54.4205407,0.2901,3.2,,6781,1.07
Kepler-279 d,Kepler-279,0,Published Confirmed,0,,,4.285,,6363,1.43
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q17_dr25_koi),0,5.91227323,0.0537,1.73,,4072,0.57
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q8_koi),0,5.912262,0.056,2.17,,4663,0.64
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q16_koi),0,5.9122683,0.0537,1.92,,4072,0.57
Kepler-28 b,Kepler-28,1,Published Confirmed,0,5.9123,0.062,3.6,479.9,4590,0.7
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q17_dr24_koi),0,5.9122683,0.0537,1.92,,4072,0.57
Kepler-28 b,Kepler-28,0,Published Confirmed,0,5.912,,2.93,8.8,,0.57
Kepler-28 b,Kepler-28,0,Published Confirmed,0,5.91227219,,,,4660.99,0.65
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,5.91227323,,,,4660.99,0.65
Kepler-28 b,Kepler-28,0,Published Confirmed,0,,,1.971,,4674,0.65
Kepler-28 b,Kepler-28,0,Published Confirmed,0,5.91212988,0.05375,1.86,,4072,0.57
Kepler-28 b,Kepler-28,0,Published Confirmed,0,5.9122683,,2.41,,4690,0.71
Kepler-28 b,Kepler-28,0,Kepler Project Candidate (q1_q12_koi),0,5.9122683,0.0537,1.92,,4072,0.57
Kepler-28 c,Kepler-28,0,Published Confirmed,0,8.98584768,,2.41,,4690,0.71
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q17_dr25_koi),0,8.98581901,0.0709,1.65,,4072,0.57
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q17_dr24_koi),0,8.98584768,0.071,1.94,,4072,0.57
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q8_koi),0,8.9857,0.074,2.02,,4663,0.64
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q16_koi),0,8.98584768,0.071,1.94,,4072,0.57
Kepler-28 c,Kepler-28,0,Published Confirmed,0,8.98596954,0.07106,1.73,,4072,0.57
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,8.98581901,,,,4660.99,0.65
Kepler-28 c,Kepler-28,1,Published Confirmed,0,8.9858,0.081,3.4,432.23,4590,0.7
Kepler-28 c,Kepler-28,0,Published Confirmed,0,8.985847,,,,4660.99,0.65
Kepler-28 c,Kepler-28,0,Published Confirmed,0,,,1.879,,4674,0.65
Kepler-28 c,Kepler-28,0,Kepler Project Candidate (q1_q12_koi),0,8.98584768,0.071,1.94,,4072,0.57
Kepler-28 c,Kepler-28,0,Published Confirmed,0,8.986,,2.77,10.9,,0.57
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q17_dr25_koi),0,2.1395563,0.0317,1.76,,5534,1.08
Kepler-280 b,Kepler-280,1,Published Confirmed,0,2.139542,0.032,1.45,,5744,0.89
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q17_dr24_koi),0,2.1395565,0.0318,1.42,,5741,0.86
Kepler-280 b,Kepler-280,0,Published Confirmed,0,2.13955119,,,,5451.96,1.04
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.1395563,,,,5451.96,1.04
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q8_koi),0,2.139564,0.032,1.4,,5738,0.86
Kepler-280 b,Kepler-280,0,Published Confirmed,0,2.1395565,,1.52,,5657,0.93
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q16_koi),0,2.1395565,0.0318,1.42,,5741,0.86
Kepler-280 b,Kepler-280,0,Kepler Project Candidate (q1_q12_koi),0,2.1395565,0.0318,1.42,,5741,0.86
Kepler-280 b,Kepler-280,0,Published Confirmed,0,2.13953869,,,,5451.96,1.04
Kepler-280 b,Kepler-280,0,Published Confirmed,0,,,1.613,,5541,0.99
Kepler-280 c,Kepler-280,0,Published Confirmed,0,4.80709959,,2.04,,5657,0.93
Kepler-280 c,Kepler-280,0,Published Confirmed,0,,,2.708,,5541,0.99
Kepler-280 c,Kepler-280,0,Published Confirmed,0,4.80709998,,,,5451.96,1.04
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q8_koi),0,4.807078,0.055,2.41,,5738,0.86
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q16_koi),0,4.80709959,0.0545,1.84,,5741,0.86
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q17_dr25_koi),0,4.80710325,0.0544,2.96,,5534,1.08
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,4.80710325,,,,5451.96,1.04
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q12_koi),0,4.80709959,0.0545,1.84,,5741,0.86
Kepler-280 c,Kepler-280,0,Kepler Project Candidate (q1_q17_dr24_koi),0,4.80709959,0.0545,1.84,,5741,0.86
Kepler-280 c,Kepler-280,1,Published Confirmed,0,4.807091,0.056,2.01,,5744,0.89
Kepler-280 c,Kepler-280,0,Published Confirmed,0,4.80710342,,,,5451.96,1.04
Kepler-281 b,Kepler-281,0,Published Confirmed,0,,,3.245,,5723,1.29
Kepler-281 b,Kepler-281,0,Published Confirmed,0,14.64614111,,,,5461,1.32
Kepler-281 b,Kepler-281,1,Published Confirmed,0,14.646008,0.117,2.82,,5723,0.9
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q16_koi),0,14.64627064,0.1166,2.33,,5717,0.88
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_koi),0,14.64613058,0.1166,2.22,,5717,0.88
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q17_dr24_koi),0,14.64627064,0.1166,2.33,,5717,0.88
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,14.64613058,,,,5461,1.32
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q8_koi),0,14.64613,0.115,2.2,,5675,0.84
Kepler-281 b,Kepler-281,0,Kepler Project Candidate (q1_q12_koi),0,14.64627064,0.1166,2.33,,5717,0.88
Kepler-281 b,Kepler-281,0,Published Confirmed,0,14.64633684,,,,5461,1.32
Kepler-281 b,Kepler-281,0,Published Confirmed,0,14.64627064,,2.41,,5623,0.93
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q16_koi),0,36.33730238,0.2137,5.39,,5717,0.88
Kepler-281 c,Kepler-281,1,Published Confirmed,0,36.337373,0.215,5.31,,5723,0.9
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q12_koi),0,36.33730238,0.2137,5.39,,5717,0.88
Kepler-281 c,Kepler-281,0,Published Confirmed,0,36.33730238,,5.67,,5623,0.93
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q8_koi),0,36.33767,0.211,4.9,,5675,0.84
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_koi),0,36.33750453,0.2137,5.3,,5717,0.88
Kepler-281 c,Kepler-281,0,Published Confirmed,0,36.33725707,,,,5461,1.32
Kepler-281 c,Kepler-281,0,Published Confirmed,0,,,7.747,,5723,1.29
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,36.33750453,,,,5461,1.32
Kepler-281 c,Kepler-281,0,Kepler Project Candidate (q1_q17_dr24_koi),0,36.33730238,0.2137,5.39,,5717,0.88
Kepler-281 c,Kepler-281,0,Published Confirmed,0,36.33755487,,,,5461,1.32
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q8_koi),0,148.2682,0.538,18,,5675,0.84
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q16_koi),0,148.2722671,0.5456,4.52,,5717,0.88
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,148.272013,,,,5461,1.32
Kepler-281 d,Kepler-281,1,Published Confirmed,0,148.2720032,,5.937,,5717,0.88
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q17_dr24_koi),0,148.2722671,0.5456,4.52,,5717,0.88
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q12_koi),0,148.2722671,0.5456,4.52,,5717,0.88
Kepler-281 d,Kepler-281,0,Kepler Project Candidate (q1_q17_dr25_koi),0,148.272013,0.5456,4.3,,5717,0.88
Kepler-281 d,Kepler-281,0,Published Confirmed,0,148.2722864,,,,5461,1.32
Kepler-282 b,Kepler-282,1,Published Confirmed,0,9.220524,0.082,1.01,,5602,0.9
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,9.2207691,,,,5848,1.1
Kepler-282 b,Kepler-282,0,Published Confirmed,0,9.22046636,,,,5848,1.1
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q16_koi),0,9.2206889,0.0852,1.04,,6102,0.89
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q8_koi),0,9.22123,0.088,1.29,,6144,0.99
Kepler-282 b,Kepler-282,0,Published Confirmed,0,9.2206889,,1.07,,5699,0.89
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q12_koi),0,9.2206889,0.0852,1.04,,6102,0.89
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q17_dr24_koi),0,9.2206889,0.0852,1.04,,6102,0.89
Kepler-282 b,Kepler-282,0,Published Confirmed,0,,,1.363,,5656,1.16
Kepler-282 b,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_koi),0,9.2207691,0.0796,1.02,,5600,0.87
Kepler-282 c,Kepler-282,0,Published Confirmed,0,,,1.471,,5656,1.16
Kepler-282 c,Kepler-282,0,Published Confirmed,0,13.6382298,,,,5848,1.1
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q12_koi),0,13.639525,0.1106,1.22,,6102,0.89
Kepler-282 c,Kepler-282,1,Published Confirmed,0,13.638723,0.106,1.2,,5602,0.9
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,13.6396648,,,,5848,1.1
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_koi),0,13.6396648,0.1034,1.1,,5600,0.87
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q17_dr24_koi),0,13.639525,0.1106,1.22,,6102,0.89
Kepler-282 c,Kepler-282,0,Published Confirmed,0,13.639525,,1.26,,5699,0.89
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q16_koi),0,13.639525,0.1106,1.22,,6102,0.89
Kepler-282 c,Kepler-282,0,Kepler Project Candidate (q1_q8_koi),0,13.63894,0.115,1.33,,6144,0.99
Kepler-282 d,Kepler-282,0,Published Confirmed,0,24.805734,,,,5848,1.1
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q8_koi),0,24.80446,0.171,2.46,,6144,0.99
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q16_koi),0,24.80568031,0.1648,2.3,,6102,0.89
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q17_dr24_koi),0,24.80568031,0.1648,2.3,,6102,0.89
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,24.8056775,,,,5848,1.1
Kepler-282 d,Kepler-282,0,Published Confirmed,0,24.80565653,,,,5848,1.1
Kepler-282 d,Kepler-282,0,Published Confirmed,0,24.80568031,,2.33,,5699,0.89
Kepler-282 d,Kepler-282,1,Published Confirmed,0,24.806,,2.46,61,,0.89
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q12_koi),0,24.80568031,0.1648,2.3,,6102,0.89
Kepler-282 d,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_koi),0,24.8056775,0.154,2.16,,5600,0.87
Kepler-282 d,Kepler-282,0,Published Confirmed,0,,,2.878,,5656,1.16
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_koi),0,44.3471936,0.2269,2.45,,5600,0.87
Kepler-282 e,Kepler-282,1,Published Confirmed,0,44.347,,3.1,56.2,,0.89
Kepler-282 e,Kepler-282,0,Published Confirmed,0,44.34738006,,,,5848,1.1
Kepler-282 e,Kepler-282,0,Published Confirmed,0,44.3470995,,2.63,,5699,0.89
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q17_dr24_koi),0,44.3470995,0.2427,2.59,,6102,0.89
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q8_koi),0,44.34713,0.252,3.1,,6144,0.99
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q16_koi),0,44.3470995,0.2427,2.59,,6102,0.89
Kepler-282 e,Kepler-282,0,Published Confirmed,0,44.34738481,,,,5848,1.1
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q12_koi),0,44.3470995,0.2427,2.59,,6102,0.89
Kepler-282 e,Kepler-282,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,44.3471936,,,,5848,1.1
Kepler-282 e,Kepler-282,0,Published Confirmed,0,,,3.266,,5656,1.16
Kepler-283 b,Kepler-283,0,Published Confirmed,0,11.00816627,,,,4250,0.63
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q17_dr25_koi),0,11.00817635,0.0816,2.15,,4141,0.58
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q16_koi),0,11.00815926,0.0884,3.25,,5189,0.72
Kepler-283 b,Kepler-283,0,Published Confirmed,0,11.00823021,0.08852,3.44,,5189,0.72
Kepler-283 b,Kepler-283,0,Published Confirmed,0,,,3.063,,4141,0.63
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q8_koi),0,11.008121,0.082,2.77,,4327,0.57
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q17_dr24_koi),0,11.00815926,0.0884,3.25,,5189,0.72
Kepler-283 b,Kepler-283,0,Published Confirmed,0,,,2.371,,4141,0.64
Kepler-283 b,Kepler-283,0,Published Confirmed,0,11.00815926,,2.69,,4251,0.6
Kepler-283 b,Kepler-283,0,Published Confirmed,0,11.008163,,,,4250,0.63
Kepler-283 b,Kepler-283,1,Published Confirmed,0,11.008151,0.082,2.13,,4351,0.57
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,11.00817635,,,,4250,0.63
Kepler-283 b,Kepler-283,0,Kepler Project Candidate (q1_q12_koi),0,11.00815926,0.0884,3.25,,5189,0.72
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q17_dr24_koi),0,92.749023,0.3661,38.67,,5189,0.72
Kepler-283 c,Kepler-283,0,Published Confirmed,0,92.74935577,,,,4250,0.63
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,92.7495777,,,,4250,0.63
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q12_koi),0,92.749023,0.3661,38.67,,5189,0.72
Kepler-283 c,Kepler-283,0,Published Confirmed,0,92.749023,,32.3,,4251,0.6
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q16_koi),0,92.749023,0.3661,38.67,,5189,0.72
Kepler-283 c,Kepler-283,0,Published Confirmed,0,92.74812144,,,,4250,0.63
Kepler-283 c,Kepler-283,1,Published Confirmed,0,92.743711,0.341,1.82,,4351,0.57
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q8_koi),0,92.7388,0.337,2.09,,4327,0.57
Kepler-283 c,Kepler-283,0,Published Confirmed,0,,,2.311,,4141,0.63
Kepler-283 c,Kepler-283,0,Kepler Project Candidate (q1_q17_dr25_koi),0,92.7495777,0.3378,1.87,,4141,0.58
Kepler-283 c,Kepler-283,0,Published Confirmed,0,,,2.055,,4141,0.64
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q17_dr24_koi),0,12.69902995,0.1032,2.44,,5614,0.83
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,12.69905011,,,,5366,0.78
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q8_koi),0,12.69906,0.104,2.54,,5603,0.82
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q17_dr25_koi),0,12.69905011,0.1019,2.62,,5291,0.88
Kepler-284 b,Kepler-284,0,Published Confirmed,0,,,2.301,,5219,0.77
Kepler-284 b,Kepler-284,1,Published Confirmed,0,12.699149,0.104,2.24,,5615,0.81
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q16_koi),0,12.69902995,0.1032,2.44,,5614,0.83
Kepler-284 b,Kepler-284,0,Published Confirmed,0,12.69906344,,,,5366,0.78
Kepler-284 b,Kepler-284,0,Published Confirmed,0,12.6990485,,,,5366,0.78
Kepler-284 b,Kepler-284,0,Published Confirmed,0,12.69902995,,2.57,,5487,0.87
Kepler-284 b,Kepler-284,0,Kepler Project Candidate (q1_q12_koi),0,12.69902995,0.1032,2.44,,5614,0.83
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q8_koi),0,37.51391,0.214,2.34,,5603,0.82
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q17_dr25_koi),0,37.5142128,0.2099,2.68,,5291,0.88
Kepler-284 c,Kepler-284,0,Published Confirmed,0,37.5140693,,2.95,,5487,0.87
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q12_koi),0,37.5140693,0.2125,2.8,,5614,0.83
Kepler-284 c,Kepler-284,0,Published Confirmed,0,37.5141963,,,,5366,0.78
Kepler-284 c,Kepler-284,0,Published Confirmed,0,,,2.349,,5219,0.77
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q16_koi),0,37.5140693,0.2125,2.8,,5614,0.83
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,37.5142128,,,,5366,0.78
Kepler-284 c,Kepler-284,1,Published Confirmed,0,37.514456,0.213,2.61,,5615,0.81
Kepler-284 c,Kepler-284,0,Kepler Project Candidate (q1_q17_dr24_koi),0,37.5140693,0.2125,2.8,,5614,0.83
Kepler-284 c,Kepler-284,0,Published Confirmed,0,37.51428788,,,,5366,0.78
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q17_dr25_koi),0,2.63385253,0.0349,1.38,,5114,0.88
Kepler-285 b,Kepler-285,1,Published Confirmed,0,2.633867,0.036,1.34,,5411,0.81
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q16_koi),0,2.63385723,0.0359,1.4,,5400,0.8
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q12_koi),0,2.63385723,0.0359,1.4,,5400,0.8
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q8_koi),0,2.633893,0.036,1.27,,5381,0.76
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q17_dr24_koi),0,2.63385723,0.0359,1.4,,5400,0.8
Kepler-285 b,Kepler-285,0,Published Confirmed,0,2.63386536,,,,5282,0.87
Kepler-285 b,Kepler-285,0,Published Confirmed,0,,,1.354,,5296,0.86
Kepler-285 b,Kepler-285,0,Published Confirmed,0,2.63385723,,1.41,,5300,0.81
Kepler-285 b,Kepler-285,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,2.63385253,,,,5282,0.87
Kepler-285 c,Kepler-285,0,Published Confirmed,0,6.18669653,,,,5282,0.87
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q17_dr25_koi),0,6.18670882,0.0617,1.21,,5114,0.88
Kepler-285 c,Kepler-285,1,Published Confirmed,0,6.186676,0.064,1.12,,5411,0.81
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q16_koi),0,6.18666218,0.0634,1.11,,5400,0.8
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q8_koi),0,6.18677,0.063,1.13,,5381,0.76
Kepler-285 c,Kepler-285,0,Published Confirmed,0,6.18666218,,1.15,,5300,0.81
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q17_dr24_koi),0,6.18666218,0.0634,1.11,,5400,0.8
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q17_dr25_sup_koi),0,6.18670882,,,,5282,0.87
Kepler-285 c,Kepler-285,0,Kepler Project Candidate (q1_q12_koi),0,6.18666218,0.0634,1.11,,5400,0.8
