,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityToTitan
3591,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,0,2.6,,730.0,,,,,,0.6,,,,,,,,,,,,6.164193569391241e-05
3592,KMT-2016-BLG-1836L b,KMT-2016-BLG-1836L,0,2.7,,730.0,,,,,,0.53,,,,,,,,,,,,6.164193569391241e-05
3593,HD 212771 b,HD 212771,0,1.22,,730.978,0.111,,,5121.0,5.0,1.15,1.188,3.5,,(21.034406383087717+0j),(16.101405100146916+0j),(21.408009169790116+0j),(21.300156826847896+0j),(271.8002859662711+0j),(582.6425594890703+0j),(249.6575916035347+0j),(321.33958662001413+0j),6.15594654177487e-05
3594,HD 4313 b,HD 4313,0,1.19,,730.978,0.041,,,5035.0,4.9,1.72,1.149,3.4,,(21.120908341326114+0j),(16.167620568565+0j),(21.49604753329066+0j),(21.387751658037846+0j),(272.9180383077274+0j),(585.0386205630525+0j),(250.68428425981773+0j),(322.6610645355734+0j),6.15594654177487e-05
3595,NY Vir b,NY Vir,0,3.3,,730.978,,,,32780.0,0.15,0.46,1.375,5.74,,(13.265535005450165+0j),(10.154493980142384+0j),(13.501150917535956+0j),(13.433132880579603+0j),(171.4132617916864+0j),(367.4486994214269+0j),(157.44877513899743+0j),(202.6556612680096+0j),6.15594654177487e-05
3596,GJ 328 b,GJ 328,0,4.5,,731.0,0.37,,,3900.0,,0.69,,,,,,,,,,,,6.155761279591498e-05
3597,HD 12661 b,HD 12661,0,0.831,,731.0,0.3768,,,5655.0,1.21,1.0,0.133,4.27,,(14.742409272347247+0j),(11.28501083049724+0j),(15.004256699203308+0j),(14.92866610008309+0j),(190.49698779602963+0j),(408.35737957321487+0j),(174.97781141696998+0j),(225.21765601942886+0j),6.155761279591498e-05
3598,HD 62509 b,HD 62509,0,1.64,,731.0,0.02,,,4892.63,,,,,,,,,,,,,,6.155761279591498e-05
3599,NN Ser d,NN Ser,0,3.43,,731.0,0.19,,,,,,,,,,,,,,,,,6.155761279591498e-05
3600,TOI-1518 b,TOI-1518,0,0.0389,21.017,731.00534,0.01,,2492.0,7300.0,1.95,1.79,,4.1,,,,,,,,,,6.155716313083204e-05
3601,TOI-2046 b,TOI-2046,0,,16.141,731.00534,,,,6250.0,1.21,1.13,,4.3,,,,,,,,,,6.155716313083204e-05
3602,HAT-P-11 c,HAT-P-11,0,,,731.009,0.604,,,,,0.81,,,,,,,,,,,,6.155685493725027e-05
3603,HD 147873 c,HD 147873,0,1.36,,731.009,0.23,,,5972.0,2.29,1.38,0.777,3.86,,(17.916033502434317+0j),(13.714354850652692+0j),(18.234249282868454+0j),(18.142386163259694+0j),(231.5056075582066+0j),(496.2651869340722+0j),(212.64559093535033+0j),(273.70065476016816+0j),6.155685493725027e-05
3604,HD 47366 b,HD 47366,0,1.28,,731.009,0.06,,,4914.0,6.2,2.19,1.389,3.1,,(21.353872336880137+0j),(16.34594971167693+0j),(21.733149320820136+0j),(21.623658940132554+0j),(275.9283291359173+0j),(591.4916069780878+0j),(253.4493363844699+0j),(326.2200218298884+0j),6.155685493725027e-05
3605,WASP-192 b,WASP-192,0,0.0408,13.787,731.009,0.0,,1620.0,5910.0,1.32,1.09,,4.24,,,,,,,,,,6.155685493725027e-05
3606,WASP-72 b,WASP-72,0,,14.46,731.009,0.0,,,6250.0,2.18,2.78,,4.09,,,,,,,,,,6.155685493725027e-05
3607,WASP-36 b,WASP-36,0,0.02643,14.359,731.932,0.0,,,5959.0,0.95,1.04,,,,,,,,,,,,6.14792312910728e-05
3608,HAT-P-14 b,HAT-P-14,0,0.06062,12.89,731.96249,0.1074,,,6600.0,1.47,1.39,,,,,,,,,,,,6.147667044387184e-05
3609,POTS-1 b,POTS-1,0,0.03734,10.548,734.16,,,,4400.0,0.59,0.69,,4.63,,,,,,,,,,6.129266224685903e-05
3610,HAT-P-56 b,HAT-P-56,0,,16.926,734.1873,,,,6566.0,1.47,1.42,,3.39,,,,,,,,,,6.129038321212033e-05
3611,HAT-P-14 b,HAT-P-14,0,,,736.09428,0.115,,,,,1.42,,,,,,,,,,,,6.113160468923517e-05
3612,WASP-66 b,WASP-66,0,0.0546,15.581,737.335,0.11,,,6580.0,1.75,1.3,,,,,,,,,,,,6.102874114666257e-05
3613,HD 192699 b,HD 192699,0,1.12,,737.3656,0.13,,,5164.0,4.31,1.61,,3.38,,,,,,,,,,6.102620858683405e-05
3614,WASP-66 b,WASP-66,0,0.0546,15.581,737.3656,0.0,,,6600.0,1.75,1.3,,,,,,,,,,,,6.102620858683405e-05
3615,CoRoT-11 b,CoRoT-11,0,0.0436,16.03,740.51,0.0,,1657.0,6440.0,1.37,1.27,,4.22,,,,,,,,,,6.0767083146395784e-05
3616,HD 82886 b,HD 82886,0,1.58,,740.5439,0.07,,,4953.0,5.26,2.53,,3.4,,,,,,,,,,6.076430148604928e-05
3617,HD 98736 b,HD 98736,0,1.864,,740.5439,0.226,,,5271.0,0.93,0.92,-0.22,,,(7.893575799947645+7.893575799947645j),(6.042369788284759+6.042369788284759j),(8.033777613214799+8.033777613214799j),(7.993303894645737+7.993303894645737j),(101.9984172905984+101.9984172905984j),(218.64811033128663+218.64811033128663j),(93.68893457052195+93.68893457052195j),(120.5890167905266+120.5890167905266j),6.076430148604928e-05
3618,OGLE-2015-BLG-1771L b,OGLE-2015-BLG-1771L,0,0.55,,740.9,,,,,,0.05,,,,,,,,,,,,6.073509712567482e-05
3619,HD 12661 b,HD 12661,0,0.831,,743.7,0.361,,,5655.0,1.21,1.0,0.133,4.27,,(14.742409272347247+0j),(11.28501083049724+0j),(15.004256699203308+0j),(14.92866610008309+0j),(190.49698779602963+0j),(408.35737957321487+0j),(174.97781141696998+0j),(225.21765601942886+0j),6.0506438893659364e-05
3620,CoRoT-11 b,CoRoT-11,0,0.044,15.984,743.7222,,,1735.0,6440.0,1.37,1.26,,4.26,,,,,,,,,,6.0504632839797345e-05
3621,Kepler-17 b,Kepler-17,0,0.02605,14.684,743.7222,,,1712.0,5781.0,0.98,1.07,,4.48,,,,,,,,,,6.0504632839797345e-05
3622,WASP-66 b,WASP-66,0,,15.693,746.9005,0.0,,,6600.0,1.76,1.33,,4.3,,,,,,,,,,6.0247174072936005e-05
3623,Kepler-203 c,Kepler-203,0,,2.09,749.9,,,,,0.94,1.01,,,,,,,,,,,,6.0006200640838614e-05
3624,WASP-36 b,WASP-36,0,0.02677,14.874,750.39663,,,1733.0,5959.0,0.98,1.08,,4.49,,,,,,,,,,5.996648832773399e-05
3625,HD 4732 b,HD 4732,0,1.19,,753.23,0.13,,,4959.0,5.4,1.74,1.19,3.16,,(21.306853756492092+0j),(16.309957956251377+0j),(21.685295619519245+0j),(21.576046323080217+0j),(275.32076915240975+0j),(590.1892157661894+0j),(252.89127235706118+0j),(325.50172577198293+0j),5.974092352845073e-05
3626,HD 4732 c,HD 4732,0,4.6,,753.23,0.23,,,4959.0,5.4,1.74,1.19,3.16,,(10.837120187724388+0j),(8.295592425267014+0j),(11.029603789506371+0j),(10.974037267603844+0j),(140.03401438714397+0j),(300.18282088260827+0j),(128.62589400957253+0j),(165.55711902926407+0j),5.974092352845073e-05
3627,TOI-1333 b,TOI-1333,0,0.0626,15.648,753.2571,0.073,,1679.0,6274.0,1.93,1.46,0.713,4.03,,(81.73184095725925+0j),(62.564041830612894+0j),(83.1835217410108+0j),(82.76444784942197+0j),(1056.1143176635665+0j),(2263.9312058446967+0j),(970.0760838736423+0j),(1248.6055231877235+0j),5.973877428788743e-05
3628,WASP-66 b,WASP-66,0,0.05461,15.581,753.2571,0.046,,,6600.0,1.75,1.3,,,,,,,,,,,,5.973877428788743e-05
3629,HATS-12 b,HATS-12,0,0.04795,15.132,756.4354,0.085,,2097.0,6408.0,2.21,1.49,0.863,3.92,,(97.95225951755258+0j),(74.98043834671398+0j),(99.69203940261642+0j),(99.18979653000811+0j),(1265.7096978652667+0j),(2713.228705086319+0j),(1162.596403145408+0j),(1496.4025135111146+0j),5.948777850039999e-05
3630,NGTS-3 A b,NGTS-3 A,0,0.023,16.589,756.4354,,,,5600.0,0.93,1.02,,,,,,,,,,,,5.948777850039999e-05
3631,HD 37605 b,HD 37605,0,0.263,,759.58,0.677,,,5329.0,0.98,0.92,-0.154,4.42,,(19.221769874109476+19.221769874109476j),(14.713869165030578+14.713869165030578j),(19.563177502141876+19.563177502141876j),(19.46461931710625+19.46461931710625j),(248.3779410462208+248.3779410462208j),(532.4334327954089+532.4334327954089j),(228.14338972674673+228.14338972674673j),(293.6482006175198+293.6482006175198j),5.924151118519294e-05
3632,HATS-12 b,HATS-12,0,,15.513,759.6137,,,,,,,,,,,,,,,,,,5.923888303382974e-05
3633,HD 212771 b,HD 212771,0,1.19,,759.6137,0.076,,,5003.0,5.27,1.56,,3.31,,,,,,,,,,5.923888303382974e-05
3634,KMT-2017-BLG-1038L b,KMT-2017-BLG-1038L,0,1.9,,760.0,,,,,,0.43,,,,,,,,,,,,5.920877342457942e-05
3635,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,1.0,,760.0,,,,,,0.43,,,,,,,,,,,,5.920877342457942e-05
3636,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,3.4,,760.0,,,,,,0.43,,,,,,,,,,,,5.920877342457942e-05
3637,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,1.0,,760.0,,,,,,0.43,,,,,,,,,,,,5.920877342457942e-05
3638,MOA-2011-BLG-293L b,MOA-2011-BLG-293L,0,3.4,,760.0,,,,,,0.43,,,,,,,,,,,,5.920877342457942e-05
3639,HD 192699 b,HD 192699,0,1.15,,762.76,0.129,,,,,1.69,,,,,,,,,,,,5.8994536450529544e-05
3640,HD 29021 b,HD 29021,0,2.28,,762.792,0.459,,,5560.0,0.85,0.85,,4.44,,,,,,,,,,5.899206163495485e-05
3641,HIP 74890 b,HIP 74890,0,2.1,,762.792,0.07,,,4850.0,5.77,1.74,1.215,3.1,,(16.122800772474147+0j),(12.341672108954485+0j),(16.40916603462326+0j),(16.32649758149781+0j),(208.33399244673205+0j),(446.593535235661+0j),(191.3616927167418+0j),(246.30569748568135+0j),5.899206163495485e-05
3642,Kepler-539 c,Kepler-539,0,2.42,,762.792,0.5,,253.0,5820.0,0.95,1.05,,4.5,,,,,,,,,,5.899206163495485e-05
3643,6 Lyn b,6 Lyn,0,2.2,,762.8,0.134,,,4978.0,5.2,1.7,1.176,3.16,,(15.62415559950952+0j),(11.959969493491482+0j),(15.901664171205747+0j),(15.821552483848798+0j),(201.89064918621304+0j),(432.7813127958314+0j),(185.44326789030265+0j),(238.68796723780744+0j),5.899144296361847e-05
3644,mu Leo b,mu Leo,0,1.1,,762.8,0.09,,,4538.2,11.4,1.5,1.797,2.4,,(24.566695455495722+0j),(18.80529967410516+0j),(25.003037024403604+0j),(24.877073133863124+0j),(317.4434651704136+0j),(680.4852039887896+0j),(291.58236792495785+0j),(375.3018563260235+0j),5.899144296361847e-05
3645,CoRoT-17 b,CoRoT-17,0,0.0481,11.433,765.9703,0.081,,,5740.0,1.59,1.04,,,,,,,,,,,,5.874728848631605e-05
3646,HD 108863 b,HD 108863,0,1.32,,767.24162,0.032,,,4878.0,5.74,1.59,,3.07,,,,,,,,,,5.864994703530524e-05
3647,KMT-2016-BLG-2397L b,KMT-2016-BLG-2397L,0,2.83,,769.0,,,,,,0.62,,,,,,,,,,,,5.851584316463043e-05
3648,HD 202206 c,HD 202206,0,2.701,,769.46643,0.255,,,,,1.15,,,,,,,,,,,,5.848037346045665e-05
3649,HD 160691 c,HD 160691,0,5.543,,770.07,0.027,,,5771.56,1.38,1.03,0.278,4.17,,(6.863487152174989+0j),(5.2538581324395235+0j),(6.985393037221044+0j),(6.950201021024615+0j),(88.68792095729903+0j),(190.11516885871657+0j),(81.46280152652811+0j),(104.85250137721903+0j),5.843453870812976e-05
3650,CoRoT-17 b,CoRoT-17,0,0.0461,11.43,772.29,0.0,,1626.0,5740.0,1.59,1.04,,4.4,,,,,,,,,,5.8266569555764924e-05
3651,HD 12661 b,HD 12661,0,0.84,,772.3269,0.38,,,5645.0,1.2,1.2,,4.36,,,,,,,,,,5.8263785794432366e-05
3652,HD 290327 b,HD 290327,0,3.43,,772.3269,0.08,,,5505.0,0.95,0.84,,4.41,,,,,,,,,,5.8263785794432366e-05
3653,Kepler-432 c,Kepler-432,0,,,772.3269,0.498,,,4995.0,4.06,1.32,,3.35,,,,,,,,,,5.8263785794432366e-05
