,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Mesklin
0,TIC 172900988 b,0.89809,15.44337728849144,3.5269973166625115,238.6321700684641,0.023920856078172462
1,TIC 172900988 b,0.88328,16.378234831861008,3.5722847661268116,232.53730925334503,0.02342439041060549
2,TIC 172900988 b,0.91359,14.762290430088518,3.5078606904482768,265.80713002155875,0.022982244995210153
3,TIC 172900988 b,0.86762,17.189430494182883,3.5947974632988915,231.98618701311096,0.022536085860314914
4,TIC 172900988 b,0.87235,16.775922535295823,3.57065671799018,237.15934523064738,0.02250391233724536
