,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Dhrawn
0,HAT-P-20 b,9.718,2.5062711095263923,15.374643221681106,297.61009548699496,0.764
1,Kepler-46 b,9.057,2.5637839871945762,14.49236324483481,166.68200392748568,0.661
2,TOI-2338 b,11.209,1.3479603809242917,13.005275625881529,213.83200920001372,0.616
