,Unnamed: 0,Name,starName,defaultPlanetEntry,numStars,numPlanets,solution,controversial,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,bestEarthMass,bestMassProvenance,eccentricity,equilTemp,stellarEffTemp,stellarRadius,stellarMetallicity,stellarMetallicityRatio,luminosity,stellarAge,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis
32109,32109,LP 791-18 c,LP 791-18,1,1,3,Published Confirmed,0,4.9899093,4441500.0,2.438,7.1,7.1,Mass,8e-05,324.0,2960.0,125341.56,-0.09,[Fe/H],-2.638,0.5,26.4927,0.4893742183857491,1.7043876238210727,109.00139509524824,89.9739112482678,105.51720826997996,98.66950806564094,0.36,0.331
32111,32111,LP 791-18 d,LP 791-18,1,1,3,Published Confirmed,0,2.753436,2988000.0,1.032,0.9,0.9,Mass,0.0015,396.0,2960.0,125341.56,-0.09,[Fe/H],-2.638,0.5,26.4927,0.8178756123265499,0.9326902875680964,132.89437319233082,109.69608717899978,128.6464566970933,120.29774863083937,0.599,0.566
32113,32113,LP 890-9 b,LP 890-9,1,1,2,Published Confirmed,0,2.7299025,2812500.0,1.32,13.2,13.2,Mass,,396.0,2850.0,111414.72,-0.028,[Fe/H],-2.841,7.2,32.4298,5.732393283459791,3.158319401982681,121.87106999037911,100.59703204224232,117.97550905677105,110.31930841689028,0.296,0.257
32114,32114,LP 890-9 c,LP 890-9,1,1,2,Published Confirmed,0,8.457463,5976000.0,1.367,25.3,25.3,Mass,,272.0,2850.0,111414.72,-0.028,[Fe/H],-2.841,7.2,32.4298,9.892335073158707,4.296670514439676,83.60679882278576,69.01224237047435,80.93434030327178,75.68198281846487,0.175,0.15
32126,32126,LTT 9779 b,LTT 9779,1,1,1,Published Confirmed,0,0.792052,2518500.0,4.72,29.32,29.32,Mass,0.0,1978.0,5443.0,661524.9,0.27,[Fe/H],-0.149,1.9,80.4373,0.278497827030094,2.489241494835562,606.5629958349925,500.6802445606511,587.1744476706612,549.0688661146244,0.286,0.311
32135,32135,MASCARA-4 b,MASCARA-4,1,2,1,Published Confirmed,0,2.82406,7050000.0,17.15,985.273,985.273,Mass,0.0,2100.0,7800.0,1336976.64,0.0,[Fe/H],1.087,0.8,170.696,0.1950958581435445,7.570111511632165,738.5031144583965,609.5886536019732,714.8971521717017,668.5028108574205,0.114,0.124
32246,32246,NGTS-13 b,NGTS-13,1,1,1,Published Confirmed,0,4.119027,8235000.0,12.801,1538.2972,1538.2972,Mass,0.086,1605.0,5819.0,1246452.18,0.25,[Fe/H],0.517,4.23,647.595,0.7324743106215794,10.948489954555617,492.1699433108237,406.2558535128646,476.4379241859478,445.5187582575295,0.202,0.216
32260,32260,NGTS-23 b,NGTS-23,1,1,1,Published Confirmed,0,4.0764326,7560000.0,14.202,194.82881,194.82881,Mass,0.0,1327.0,6057.0,863464.08,-0.26,[Fe/H],0.283,6.39,1074.95,0.06793420443823034,3.6992006016793,448.9376117981031,370.5702372399515,434.58749718693196,406.38427856428007,0.15,0.163
32261,32261,NGTS-24 b,NGTS-24,1,1,1,Published Confirmed,0,3.4678796,7185000.0,13.608,165.27077,165.27077,Mass,0.0,1499.0,5820.0,1142000.88,0.27,[Fe/H],0.446,4.77,683.062,0.06550839960144623,3.4806224991566808,505.8054487583669,417.51112007060425,489.63757605203267,457.8617985788006,0.142,0.154
32263,32263,NGTS-25 b,NGTS-25,1,1,1,Published Confirmed,0,2.823093,5820000.0,11.467,203.09235,203.09235,Mass,0.0,1101.0,5321.0,598854.12,0.12,[Fe/H],-0.292,3.49,521.233,0.13453273404628063,4.20317937572998,367.4814297080078,303.3331959929769,355.73502999632916,332.6490625267988,0.215,0.231
32272,32272,NGTS-6 b,NGTS-6,1,1,1,Published Confirmed,0,0.882059,2515500.0,14.863,425.57437,425.57437,Mass,0.0,1284.0,4730.0,522256.5,0.11,[Fe/H],-0.592,9.77,308.262,0.12946127278411906,5.344296464853567,470.3105585608557,388.21228313730427,455.2772660925308,425.73135335310417,0.159,0.171
32571,32571,OGLE-TR-10 b,OGLE-TR-10,1,1,1,Published Confirmed,0,3.101278,6510000.0,14.011,197.046,197.046,Mass,,,5950.0,814720.1399999999,,,0.188,,1344.97,0.07155567203296802,3.745461120866183,458.0431528581658,378.08629831870786,443.40198319975707,414.62673506020656,0.151,0.164
32592,32592,OGLE-TR-113 b,OGLE-TR-113,1,1,1,Published Confirmed,0,1.4324752,3433500.0,12.251,400.449,400.449,Mass,,,4790.0,536183.34,,,-0.529,,566.459,0.2175286350674066,5.710102248605933,417.42491155049595,344.55845186056354,404.08208803808003,377.85856448021383,0.206,0.221
32604,32604,OGLE-TR-132 b,OGLE-TR-132,1,1,1,Published Confirmed,0,1.689868,4552500.0,13.45,375.02,375.02,Mass,,2013.0,6210.0,919171.4400000001,0.37,[Fe/H],0.371,1.2,2012.62,0.1539470663679826,5.273781359247004,608.5859367749464,502.35005721243266,589.132726097212,550.9000590751975,0.146,0.159
32679,32679,Qatar-1 b,Qatar-1,1,1,1,Published Confirmed,0,1.4200242,3498000.0,12.812,411.27202,411.27202,Mass,0.0,1418.0,5013.0,557073.6,0.171,[Fe/H],-0.438,,185.615,0.19532697089798384,5.6586413051140605,435.7997603702155,359.7257533016242,421.86959202502914,394.49172125988594,0.193,0.207
32690,32690,Qatar-10 b,Qatar-10,1,1,1,Published Confirmed,0,1.645321,4290000.0,17.295,233.92288,233.92288,Mass,0.0,1955.0,6124.0,870427.5,0.016,[Fe/H],0.3,3.2,559.068,0.04516425430144545,3.6730946212739135,601.8222549383232,496.76705610728095,582.5852426966261,544.7774845985227,0.103,0.113
32705,32705,Qatar-3 b,Qatar-3,1,1,1,Published Confirmed,0,2.5079204,5674500.0,12.285,1369.8473,1369.8473,Mass,0.0,1681.0,6007.0,884354.34,-0.041,[Fe/H],0.279,0.31,735.601,0.7379560821456967,10.546407474676329,516.9911270522524,426.74420580483996,500.4657085281863,467.98722287886363,0.201,0.215
32710,32710,Qatar-4 b,Qatar-4,1,1,1,Published Confirmed,0,1.8053564,4204500.0,12.722,1938.763,1938.763,Mass,0.0,1385.0,5215.0,591890.7,0.103,[Fe/H],-0.318,0.17,329.036,0.940464463892192,12.32936512512908,425.93145245465735,351.5800753514553,412.3167206999571,385.5587980930076,0.223,0.233
32712,32712,Qatar-5 b,Qatar-5,1,1,1,Published Confirmed,0,2.8792319,6190500.0,12.408,1373.0256,1373.0256,Mass,0.0,1415.0,5747.0,752049.3600000001,0.377,[Fe/H],0.056,0.53,367.658,0.7178887063708176,10.506171194471209,435.3454659480846,359.3507613487078,421.42981894584983,394.08048792558367,0.222,0.236
32716,32716,Qatar-6 b,Qatar-6,1,2,1,Published Confirmed,0,3.506195,6345000.0,11.904,212.31044,212.31044,Mass,0.0,1006.0,5052.0,501366.24,-0.025,[Fe/H],-0.514,1.02,100.848,0.12571191340893248,4.217890144917147,309.7284338146341,255.66166919929373,299.828085956105,280.3702849099004,0.228,0.232
32720,32720,Qatar-7 b,Qatar-7,1,1,1,Published Confirmed,0,2.032046,5280000.0,19.055,597.5204,597.5204,Mass,0.0,2053.0,6387.0,1086293.52,0.276,[Fe/H],0.563,1.69,705.981,0.08626005261779762,5.592782629765924,631.1461370017905,520.9721074272902,610.9717983757662,571.3218514412488,0.106,0.115
32722,32722,Qatar-8 b,Qatar-8,1,1,1,Published Confirmed,0,3.71495,7110000.0,14.404,117.91493,117.91493,Mass,0.0,1457.0,5738.0,912208.02,0.025,[Fe/H],0.228,8.3,281.498,0.03940971555558081,2.857583244086824,448.4996302225897,370.20871053316773,434.1635155206288,405.9878118350244,0.135,0.146
32728,32728,Qatar-9 b,Qatar-9,1,1,1,Published Confirmed,0,1.540731,3510000.0,11.31,378.2177,378.2177,Mass,0.0,1134.0,4309.0,487439.39999999997,0.252,[Fe/H],-0.821,7.5,213.771,0.26111864017137926,5.775580885769278,348.9742089286128,288.05662968479055,337.81938526745677,315.89608089413787,0.245,0.261
32762,32762,TOI-1064 b,TOI-1064,1,1,2,Published Confirmed,0,6.443868,9228000.0,2.587,13.5,13.5,Mass,0.047,784.0,4734.0,508329.66,0.05,[Fe/H],-0.623,9.4,68.0726,0.778804268645725,2.2815223007375547,241.20877149082966,199.10292505389873,233.49862775337456,218.345378087324,0.609,0.567
32764,32764,TOI-1064 c,TOI-1064,1,1,2,Published Confirmed,0,12.226574,14143500.0,2.651,2.5,2.5,Mass,0.088,634.0,4734.0,508329.66,0.05,[Fe/H],-0.623,9.4,68.0726,0.1340277313159773,0.9698871127121717,194.8356578756258,160.8247873743372,188.60781251943064,176.3678207919705,0.406,0.386
32770,32770,TOI-1107 b,TOI-1107,1,1,1,Published Confirmed,0,4.0782387,8415000.0,14.572,1064.72516,1064.72516,Mass,0.025,1728.0,6311.0,1260379.02,-0.1,[Fe/H],0.671,2.6,281.314,0.3436876052060537,8.5371954719303,532.0100414970456,439.1413909428865,515.0045492657333,481.58254336675975,0.168,0.181
32773,32773,TOI-1130 c,TOI-1130,1,1,2,Published Confirmed,0,8.350381,10647000.0,16.814,309.56642,309.56642,Mass,0.047,637.0,4250.0,480475.98,0.2,[Fe/H],-0.854,8.2,58.2609,0.06504659334969658,4.285460032537425,196.59988644309905,162.28104896083153,190.31564821297616,177.96482388276422,0.14,0.131
32788,32788,TOI-1201 b,TOI-1201,1,2,1,Published Confirmed,0,2.4919863,4305000.0,2.415,6.28,6.28,Mass,0.0,703.0,3476.0,355134.42,0.05,[Fe/H],-1.469,,37.8871,0.4453403841039656,1.6105614606075729,217.0002887723397,179.12031956829617,210.06395968628237,196.43153855562147,0.56,0.524
32796,32796,TOI-1231 b,TOI-1231,1,1,1,Published Confirmed,0,24.245586,19320000.0,3.65,15.4,15.4,Mass,0.087,330.0,3553.0,334244.16,0.041,[Fe/H],-1.487,,27.6227,0.3163195020872511,2.051492702467195,101.37790884339844,83.68119476673144,98.13740376493807,91.76862723234609,0.267,0.245
32798,32798,TOI-1235 b,TOI-1235,1,1,1,Published Confirmed,0,3.444717,5739000.0,1.694,5.9,5.9,Mass,,775.0,3997.0,431732.04,0.33,[Fe/H],-1.054,5.3,39.6345,1.212259607049077,1.8639117713059685,238.6595279598743,196.99868215862227,231.0308697916378,216.03776904324627,0.704,0.631
32814,32814,TOI-125 c,TOI-125,1,1,3,Published Confirmed,0,9.15059,12210000.0,2.759,6.63,6.63,Mass,0.066,828.0,5320.0,591890.7,-0.02,[Fe/H],-0.285,6.8,111.059,0.3153132840727491,1.5482352893062008,254.7352566658499,210.26820211824094,246.59274413717145,230.5897318124316,0.549,0.517
32821,32821,TOI-1260 b,TOI-1260,1,1,3,Published Confirmed,0,3.127463,5505000.000000001,2.41,8.56,8.56,Mass,0.0,871.0,4227.0,466549.14,-0.1,[Fe/H],-0.889,6.7,73.5977,0.6108104771464813,1.8822807870656193,267.9589257463007,221.18352322198714,259.3937238240456,242.55997239376325,0.651,0.611
32823,32823,TOI-1260 c,TOI-1260,1,1,3,Published Confirmed,0,7.493134,9855000.0,2.76,13.2,13.2,Mass,0.0,651.0,4227.0,466549.14,-0.1,[Fe/H],-0.889,6.7,73.5977,0.6270909394497397,2.1841802351807025,200.2712347268337,165.31151994107518,193.8696432893507,181.28817702679683,0.522,0.485
32827,32827,TOI-1260 d,TOI-1260,1,1,3,Published Confirmed,0,16.608164,16740000.0,3.12,11.84,11.84,Mass,0.0,499.0,4227.0,466549.14,-0.1,[Fe/H],-0.889,6.7,73.5977,0.3893783148239946,1.9456046808067977,153.66294872397353,126.83926199803867,148.75117286084713,139.09773856803815,0.396,0.367
32843,32843,TOI-1278 b,TOI-1278,1,1,1,Published Confirmed,0,14.47567,14250000.0,12.218,5879.82553,5879.82553,Mass,0.013,,3799.0,396914.93999999994,-0.01,[Fe/H],-1.212,,75.5759,3.2199410300009554,21.909789630668296,138.28957996115045,114.14949673912196,133.86920779846855,125.18156133182983,0.12,0.104
32849,32849,TOI-1296 b,TOI-1296,1,1,1,Published Confirmed,0,3.9443715,7455000.0,13.798,94.71287,94.71287,Mass,0.055,1562.0,5603.0,1155927.72,0.44,[Fe/H],0.39,6.9,323.265,0.03601176570296789,2.6166912151142525,480.80952852494994,396.878533609807,465.44064060121076,435.23516016812613,0.13,0.141
32851,32851,TOI-1298 b,TOI-1298,1,1,1,Published Confirmed,0,4.537164,8850000.0,9.427,113.14691,113.14691,Mass,0.032,1388.0,5889.0,981842.22,0.49,[Fe/H],0.334,1.6,319.036,0.13489815742350966,3.4601158806190617,427.29248460032824,352.7035232245181,413.6342479871208,386.7908224368935,0.22,0.238
32853,32853,TOI-132 b,TOI-132,1,1,1,Published Confirmed,0,2.1097019,3900000.0,3.42,22.4,22.4,Mass,0.059,1395.0,5397.0,626707.8,0.16,[Fe/H],-0.222,6.34,163.678,0.5593112322636175,2.5560362243739303,467.37404006103725,385.7883687034506,452.4346122543553,423.0731778724183,0.433,0.465
32855,32855,TOI-1333 b,TOI-1333,1,2,1,Published Confirmed,0,4.720219,9390000.0,15.648,753.2571,753.2571,Mass,0.073,1679.0,6274.0,1343940.06,0.119,[Fe/H],0.713,2.33,200.492,0.19635888731460838,6.929441719911618,515.9576945662415,425.8911711927952,499.4653093061022,467.05174609047356,0.154,0.166
32864,32864,TOI-1422 b,TOI-1422,1,1,1,Published Confirmed,0,12.9972,16200000.0,3.96,9.0,9.0,Mass,0.04,867.0,5840.0,710268.84,-0.09,[Fe/H],0.048,5.1,155.141,0.14475740614797453,1.505669697339499,267.87944002008214,221.11791267021357,259.31677882787784,242.48802086050657,0.418,0.396
32865,32865,TOI-1431 b,TOI-1431,1,1,1,Published Confirmed,0,2.650237,6900000.0,16.701,991.62463,991.62463,Mass,0.0022,2370.0,7690.0,1336976.64,0.09,[Fe/H],1.068,0.29,148.925,0.21261980624664956,7.695883112210591,738.3671120041583,609.4763919860878,714.7654969825501,668.3796996326176,0.117,0.128
32873,32873,TOI-1452 b,TOI-1452,1,2,1,Published Confirmed,0,11.06201,9150000.0,1.672,4.82,4.82,Mass,0.0,326.0,3185.0,194975.76,-0.07,[M/H],-2.155,,30.5212,1.0299640346313643,1.6957484580006907,100.2850840085116,82.77913544337973,97.07951064710595,90.77938770228342,0.422,0.371
32879,32879,TOI-1478 b,TOI-1478,1,1,1,Published Confirmed,0,10.180249,13545000.0,11.882,270.47333,270.47333,Mass,0.024,918.0,5597.0,731159.1,0.078,[Fe/H],-0.013,9.1,152.892,0.16104218143119145,4.765116228605464,282.85078279402165,233.4758303356963,273.8095685043643,256.0402788412037,0.244,0.23
32889,32889,TOI-157 b,TOI-157,1,1,1,Published Confirmed,0,2.0845435,4707000.0,14.415,375.0394,375.0394,Mass,0.0,1588.0,5404.0,814720.1399999999,0.24,[Fe/H],0.02,12.82,355.683,0.12505953107754728,5.094331152694742,489.0179385166036,403.65406846817353,473.38667198822054,442.66552172606606,0.157,0.17
32891,32891,TOI-1601 b,TOI-1601,1,1,1,Published Confirmed,0,5.331751,10296000.000000002,13.888,314.6517,314.6517,Mass,0.036,1619.0,5948.0,1524988.98,0.329,[Fe/H],0.732,2.64,336.608,0.11732614463507149,4.753913065862703,498.1528539143701,411.1943762462609,482.22959339957043,450.9345682619499,0.157,0.17
32893,32893,TOI-163 b,TOI-163,1,1,1,Published Confirmed,0,4.231306,8700000.0,16.69,387.7526,387.7526,Mass,0.0,1669.0,6495.0,1148964.3,0.22,[Fe/H],0.636,1.823,411.719,0.08330470857368884,4.813990614186648,512.787303218376,423.2742091850533,496.3962582737026,464.18186580686705,0.131,0.142
32907,32907,TOI-169 b,TOI-169,1,1,1,Published Confirmed,0,2.2554477,5286000.0,12.173,251.40353,251.40353,Mass,0.0,1715.0,5880.0,898281.18,0.24,[Fe/H],0.253,4.7,407.84,0.1392074077179498,4.538819613905666,527.6954023064961,435.57992309874044,510.82782582397186,477.6768747646264,0.168,0.182
32913,32913,TOI-1695 b,TOI-1695,1,1,1,Published Confirmed,0,3.1342791,5032200.0,1.9,6.36,6.36,Mass,0.097,698.0,3690.0,362097.84,0.0,[Fe/H],-1.354,,45.1309,0.9261474891844024,1.8272913804147086,214.44599659257202,177.01190932562227,207.59131445381158,194.1193594076999,0.663,0.609
32916,32916,TOI-1696 b,TOI-1696,1,1,1,Published Confirmed,0,2.500311,3435000.0,3.09,48.8,48.8,Mass,,489.0,3185.0,194975.76,0.336,[Fe/H],-2.148,,64.9172,1.652069162022396,3.9690513670735896,164.3363054074312,135.64945792369056,159.08335988583033,148.75940255358287,0.385,0.339
32925,32925,TOI-1728 b,TOI-1728,1,1,1,Published Confirmed,0,3.49151,5865000.0,5.05,26.78,26.78,Mass,0.057,767.0,3980.0,431732.04,0.25,[Fe/H],-1.056,7.1,60.798,0.20769224425805438,2.2999354407448167,235.81036008246792,194.6468702620023,228.27277444750277,213.45866450413038,0.369,0.347
32934,32934,TOI-1759 b,TOI-1759,1,1,1,Published Confirmed,0,18.85019,17655000.0,3.14,10.8,10.8,Mass,0.0,443.0,4065.0,417805.2,0.05,[Fe/H],-1.057,5.0,40.0654,0.34843249612031807,1.852264921049402,135.83541962750374,112.12373914349118,131.49349373694628,122.960022858643,0.359,0.331
32935,32935,TOI-178 b,TOI-178,1,1,6,Published Confirmed,0,1.914558,3910500.0,1.152,1.5,1.5,Mass,,1040.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,0.9799810159452014,1.1396603480759493,319.76486630820847,263.9461235921665,309.5437078230241,289.45539667392563,0.901,0.916
32937,32937,TOI-178 c,TOI-178,1,1,6,Published Confirmed,0,3.23845,5550000.0,1.669,4.77,4.77,Mass,,873.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,1.0247860617736566,1.6884455874086084,268.41105440710356,221.5567274728532,259.831400369608,242.96924525219606,0.791,0.713
32939,32939,TOI-178 d,TOI-178,1,1,6,Published Confirmed,0,6.5577,8880000.0,2.572,3.01,3.01,Mass,,690.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,0.17670036382822754,1.0804478606930241,212.19757027345574,175.15597243685437,205.4147581997693,192.0840540922479,0.462,0.436
32941,32941,TOI-178 e,TOI-178,1,1,6,Published Confirmed,0,9.961881,11745000.0,2.207,3.86,3.86,Mass,,600.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,0.3586444760384651,1.3208348950581,184.51019979397984,152.30176023120828,178.61240365395753,167.02107923349652,0.513,0.479
32942,32942,TOI-178 f,TOI-178,1,1,6,Published Confirmed,0,15.231915,15585000.000000002,2.287,7.72,7.72,Mass,,521.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,0.6446183251032356,1.8349811873156363,160.17454034797035,132.21417822136317,155.05462401354052,144.9921176418352,0.497,0.459
32944,32944,TOI-178 g,TOI-178,1,1,6,Published Confirmed,0,20.7095,19125000.0,2.87,3.94,3.94,Mass,,470.0,4316.0,452622.3,-0.23,[Fe/H],-0.879,7.1,62.699,0.16646938401132755,1.1702083988001704,144.59263352086174,119.35227768590696,139.97078672427708,130.88716898487544,0.344,0.32
32945,32945,TOI-1789 b,TOI-1789,1,1,1,Published Confirmed,0,3.208664,7323000.0,16.141,222.47988,222.47988,Mass,,1927.0,5991.0,1511062.14,0.373,[Fe/H],0.736,2.73,229.067,0.05284248952167092,3.707969902242885,592.041803079537,488.69389789915493,573.1174191439434,535.9240898990985,0.112,0.122
32953,32953,TOI-1811 b,TOI-1811,1,1,1,Published Confirmed,0,3.7130765,6583500.0,11.142,308.92921,308.92921,Mass,0.052,962.0,4766.0,536183.34,0.306,[Fe/H],-0.56,5.9,128.23,0.22307625879881288,5.259009533553698,296.1204970758588,244.42915890585445,286.65512157582924,268.05220014933343,0.264,0.256
32956,32956,TOI-1842 b,TOI-1842,1,1,1,Published Confirmed,0,9.5739,15015000.0,11.657,68.01528,68.01528,Mass,,,6230.0,1406610.84,0.22,[M/H],0.74,2.49,223.465,0.04288742205305403,2.412492073792467,414.41381183845243,342.0729752479536,401.1672369468647,375.13287709736596,0.161,0.175
32962,32962,TOI-1937 A b,TOI-1937 A,1,2,1,Published Confirmed,0,0.94667944,2898000.0,13.978,638.8351,638.8351,Mass,0.0,2097.0,5814.0,752049.3600000001,0.196,[Fe/H],0.08,3.6,415.135,0.23363478427303008,6.7519297511667915,645.1306849125699,532.5154869544249,624.509335699704,583.9808496281183,0.145,0.158
32990,32990,TOI-2109 b,TOI-2109,1,1,1,Published Confirmed,0,0.67247414,2686500.0,15.098,1595.4986,1595.4986,Mass,,3646.0,6540.0,1183781.4,0.068,[Fe/H],0.673,1.77,262.041,0.4630437271906782,10.267023390936085,942.65650155477,778.1046502604704,912.5248563533428,853.3051636817256,0.113,0.123
32995,32995,TOI-2136 b,TOI-2136,1,1,1,Published Confirmed,0,7.851928,8550000.0,2.19,6.37,6.37,Mass,0.0,395.0,3342.0,236756.28000000003,0.03,[Fe/H],-1.886,4.6,33.3631,0.6057465212529431,1.7033492632234044,121.11943390090809,99.97660292988127,117.24789871998,109.63891746292423,0.417,0.383
32998,32998,TOI-2152 A b,TOI-2152,1,3,1,Published Confirmed,0,3.3773512,7596000.0,14.359,899.45439,899.45439,Mass,0.057,1802.0,6630.0,1121110.62,0.282,[Fe/H],0.653,0.83,303.006,0.30345227668589236,7.904665985811101,554.1845469896407,457.4450740051224,536.4702553908834,501.6551997455275,0.163,0.176
33016,33016,TOI-2193 A b,TOI-2193 A,1,2,1,Published Confirmed,0,2.1225735,4978500.0,19.84,298.7587,298.7587,Mass,0.0,1763.0,5966.0,870427.5,0.027,[Fe/H],0.25,5.5,337.064,0.03821020770389855,3.8756584306724298,542.8097425647182,448.0558763448533,525.4590421262639,491.3585759640682,0.099,0.108
33018,33018,TOI-2196 b,TOI-2196,1,1,1,Published Confirmed,0,1.1947268,3351000.0,3.51,26.0,26.0,Mass,0.0,1860.0,5634.0,724195.68,0.14,[Fe/H],-0.004,4.5,259.947,0.600531564775078,2.718248543529487,571.6229748395587,471.8394178417936,553.3512707369065,517.4406958475364,0.378,0.408
33021,33021,TOI-2202 b,TOI-2202,1,1,2,Published Confirmed,0,11.9101,14346000.0,11.321,310.83618,310.83618,Mass,0.042,,5144.0,550110.18,0.04,[Fe/H],-0.401,7.48,235.933,0.2139740134993615,5.233345828298899,219.82722440718564,181.4537801234747,212.8005334327671,198.9905181739992,0.228,0.213
33026,33026,TOI-2236 b,TOI-2236,1,1,1,Published Confirmed,0,3.5315902,7513500.0,14.37,502.16888,502.16888,Mass,0.0,1688.0,6248.0,1093256.94,0.119,[Fe/H],0.533,2.52,355.59,0.16902982115457119,5.9040844643979105,520.0268220076791,429.24998426994773,503.4043686854805,470.7351742021248,0.158,0.171
33039,33039,TOI-2364 b,TOI-2364,1,1,1,Published Confirmed,0,4.0197517,7306500.000000001,8.608,71.51139,71.51139,Mass,0.0,1091.0,5306.0,619744.38,0.344,[Fe/H],-0.252,3.5,219.614,0.11198304838777627,2.8786742893108257,335.6156432550005,277.02995978509364,324.88782090409205,303.80373012811236,0.257,0.276
33048,33048,TOI-2421 b,TOI-2421,1,1,1,Published Confirmed,0,4.3474032,8145000.0,10.368,105.83686,105.83686,Mass,0.0,1534.0,5607.0,1218598.5,0.19,[Fe/H],0.436,7.5,327.927,0.09484966948994057,3.191001639162462,472.33632402350014,389.88442725790486,457.2382787570128,427.5651031090667,0.185,0.2
33052,33052,TOI-244 b,TOI-244,1,1,1,Published Confirmed,0,7.397225,8385000.0,1.52,2.68,2.68,Mass,,458.0,3433.0,299427.06,-0.39,[Fe/H],-1.643,7.0,22.0337,0.7622332175628312,1.3261774875370151,140.66801407365656,116.11274702194157,136.17161619779623,127.33455142560292,0.551,0.507
33059,33059,TOI-251 b,TOI-251,1,1,1,Published Confirmed,0,4.93777,8611500.0,2.74,317.83,317.83,Mass,0.0,,5875.0,612780.96,-0.106,[Fe/H],-0.08,0.18,99.523,15.43217147455153,10.756679053366323,341.316659672634,281.7357962997258,330.4066065688475,308.9643657778716,0.204,0.204
33067,33067,TOI-2567 b,TOI-2567,1,1,1,Published Confirmed,0,5.983944,10080000.0,10.929,63.88351,63.88351,Mass,0.0,1352.0,5611.0,1176817.98,0.241,[Fe/H],0.405,7.6,504.775,0.04888001526869592,2.414683531766447,417.0773674211355,344.27157567312935,403.74565302044846,377.5439629263058,0.171,0.185
33069,33069,TOI-257 b,TOI-257,1,1,1,Published Confirmed,0,18.38818,22920000.0,7.163,43.86032,43.86032,Mass,0.0,1027.0,6095.0,1302159.54,0.175,[Fe/H],0.636,,76.9028,0.11919849809923644,2.4714081278552293,315.9290656168484,260.7799073187977,305.83051699570757,285.98317903007234,0.297,0.309
33070,33070,TOI-2570 b,TOI-2570,1,1,1,Published Confirmed,0,2.9887615,6217500.0,13.641,260.61929,260.61929,Mass,0.0,1431.0,5771.0,759012.78,0.191,[Fe/H],0.079,4.4,361.857,0.10255380335204312,4.365522414751154,440.18880443723305,363.3486377702634,426.1183420205767,398.46474214271603,0.167,0.181
33073,33073,TOI-2583 A b,TOI-2583 A,1,2,1,Published Confirmed,0,4.5207265,8565000.0,14.46,79.4571,79.4571,Mass,0.0,1456.0,5936.0,1030586.16,0.158,[Fe/H],0.388,4.4,566.189,0.026248934083850206,2.3411986062763153,448.05693740530114,369.84329498763134,433.73497320554515,405.58708042724845,0.124,0.134
33075,33075,TOI-2587 A b,TOI-2587 A,1,2,1,Published Confirmed,0,5.45664,9525000.0,12.072,69.28659,69.28659,Mass,0.0,1445.0,5760.0,1204671.66,0.13,[Fe/H],0.471,6.7,373.675,0.03933646673135982,2.3927153112961546,445.67102280751055,367.8738700267859,431.42532343170996,403.42731889901376,0.149,0.162
33084,33084,TOI-270 b,TOI-270,1,1,3,Published Confirmed,0,3.3601538,4795500.0,1.206,1.58,1.58,Mass,0.034,581.0,3506.0,264609.96,-0.2,[Fe/H],-1.712,,22.4793,0.8997026598826391,1.1431703132480626,178.76394986559882,147.55858625059327,173.04983034987723,161.81949761006743,0.711,0.659
33085,33085,TOI-270 c,TOI-270,1,1,3,Published Confirmed,0,5.6605731,6789000.0,2.355,6.15,6.15,Mass,0.027,488.0,3506.0,264609.96,-0.2,[Fe/H],-1.712,,22.4793,0.47031217583318646,1.613980006116442,150.24290953220768,124.01623113282223,145.44045387992296,136.00187374610746,0.455,0.421
33090,33090,TOI-270 d,TOI-270,1,1,3,Published Confirmed,0,11.379573,10815000.0,2.133,4.78,4.78,Mass,0.032,387.0,3506.0,264609.96,-0.2,[Fe/H],-1.712,,22.4793,0.49197062367946903,1.4951148973720556,119.03745352841983,98.25805687740913,115.23246803319027,107.75428122522995,0.407,0.375
33094,33094,TOI-2796 b,TOI-2796,1,1,1,Published Confirmed,0,4.8084983,8535000.0,17.262,139.8445,139.8445,Mass,0.0,1205.0,5764.0,745085.9400000001,0.239,[Fe/H],0.055,4.0,350.343,0.027155380630217593,2.842714124443168,370.54855750267956,305.86492032314493,358.70411825449526,335.4254672729057,0.126,0.136
33095,33095,TOI-2803 A b,TOI-2803 A,1,2,1,Published Confirmed,0,1.96229325,4777500.000000001,18.114,309.8827,309.8827,Mass,0.0,1893.0,6280.0,870427.5,-0.105,[Fe/H],0.336,3.7,494.818,0.05207605559574074,4.130927112489442,582.2326312236515,480.59703310940415,563.6217936176,527.044697477508,0.105,0.115
33097,33097,TOI-2818 b,TOI-2818,1,1,1,Published Confirmed,0,4.039709,7394999.999999999,15.278,225.65817,225.65817,Mass,0.0,1376.0,5721.0,856500.66,-0.02,[Fe/H],0.164,9.5,312.674,0.06320266420963273,3.8383831694783748,423.8652378113331,349.87454293349066,410.3165517969847,383.68843320238693,0.147,0.159
