,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Arrakis
0,TOI-178 b,1.152,0.9799810159452014,1.1396603480759493,319.76486630820847,0.916
1,HD 23472 d,0.75,1.302155171888637,0.8552769371938062,288.24916278942874,0.826
2,GJ 3473 b,1.264,0.9199316550151163,1.2115434203779671,237.73291280057006,0.767
