,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Mesklin
0,TOI-1278 b,12.218,3.2199410300009554,21.909789630668296,138.28957996115045,0.6198385590482248
1,Kepler-46 b,9.057,2.5637839871945762,14.49236324483481,166.68200392748568,0.511797556623097
2,HD 114082 b,11.209,1.8032914859966207,15.042290204674709,167.584291950178,0.44822406203019594
3,TIC 279401253 b,11.209,1.3840262140484978,13.178110806346153,149.06925364937823,0.4323211971572149
4,Kepler-1708 b,9.96,1.4779385178274427,12.100453585027301,74.25562128762985,0.4177218312052442
