,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Hekla
0,TOI-178 d,2.572,0.17670036382822754,1.0804478606930241,212.19757027345574,0.8060156025098861
1,TOI-561 c,2.91,0.2184709207957807,1.3592643804473246,246.13599383573634,0.7921818397932888
2,TOI-1422 b,3.96,0.14475740614797453,1.505669697339499,267.87944002008214,0.7541047261877758
3,TOI-1064 c,2.651,0.1340277313159773,0.9698871127121717,194.8356578756258,0.7407554193714184
4,HD 191939 b,3.41,0.2518956709983216,1.7103258461423294,271.1897281735274,0.7397335927113742
