,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Mesklin
0,TOI-1278 b,12.218,3.2199410300009554,21.909789630668296,138.28957996115045,0.62
1,Kepler-46 b,9.057,2.5637839871945762,14.49236324483481,166.68200392748568,0.512
2,Kepler-62 e,1.61,8.6160599790815,4.722743517968379,88.70279869592535,0.408
