,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,luminosity,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis,similarityIndex_Erid
32,TRAPPIST-1 b,TRAPPIST-1,0,1666500.0,1.086,0.85,2559.0,83561.04,-3.281,0.6628469936026317,0.8835896060475205,1.003456617045732,0.8282913858548914,0.9713815200088186,0.9243770207820622,0.006215735976098203,0.005682364276026063,0.0028793012250376863
39,TRAPPIST-1 f,TRAPPIST-1,0,5773500.000000001,1.045,1.039,2566.0,83561.04,-3.257,0.9093907179664357,0.9958769414040944,0.5466151633864266,0.4511970159144479,0.529142824164542,0.7549513834150479,0.0036977463769600153,0.0032736587313026582,0.0016995992264597175
50,GJ 3929 b,GJ 3929,0,3853500.0,1.15,1.21,3369.0,222829.44,-1.937,0.7946496384707102,1.0244713397386411,1.430452952600093,1.1807504563551592,1.384729085238026,1.2067874048823155,0.009228645974140071,0.00820524577815784,0.004449416675974477
54,TRAPPIST-1 c,TRAPPIST-1,0,2370000.0,1.097,1.308,2566.0,83561.04,-3.257,0.9896273794270891,1.0905776834692316,0.8531533239235477,0.7042253118025298,0.8258826126766797,0.8483370112701024,0.005719460124613407,0.004909611861918116,0.0027741278951691774
55,TRAPPIST-1 g,TRAPPIST-1,0,7024499.999999999,1.129,1.321,2566.0,83561.04,-3.257,0.9168638140518537,1.0803400741016758,0.49555692763506665,0.40905159962898,0.47971664488521953,0.7474639406434821,0.0032720174144530486,0.0028827389524042164,0.0015978178360474542
56,TRAPPIST-1 g,TRAPPIST-1,0,6765000.0,1.127,1.34,2559.0,83561.04,-3.281,0.9350113679923235,1.0890466649913726,0.49804359543625454,0.41110419012887683,0.48212382732583803,0.7477837605657757,0.0032960241995028897,0.002884335181294056,0.0016136026371283848
59,TRAPPIST-1 b,TRAPPIST-1,0,1731000.0,1.116,1.374,2566.0,83561.04,-3.257,0.9873655944523843,1.1081978858681525,0.9982808180092586,0.8240190838101369,0.9663711633577142,0.921483725154777,0.006647757779880637,0.005710514262720242,0.0032671173872262306
60,TRAPPIST-1 c,TRAPPIST-1,0,2281500.0,1.056,1.38,2559.0,83561.04,-3.281,1.1704993387746376,1.1417305774808217,0.8576123444106805,0.7079059574787886,0.8301991023235303,0.850333537240404,0.005596089642001062,0.004778781196102047,0.0027617242678508454
61,LHS 1678 c,LHS 1678,0,4965000.0,0.982,1.4,3490.0,229792.86000000002,-1.839,1.4766494677918076,1.1925162952135844,1.333342227873746,1.100591558203917,1.2907224667241557,1.1369659893414124,0.00829857065836447,0.007115377291539765,0.004080117817232011
74,TOI-178 b,TOI-178,0,3910500.0,1.152,1.5,4316.0,452622.3,-0.879,0.9799810159452014,1.1396603480759493,2.6108692004146365,2.15511107462131,2.5274137908519014,2.131792276974744,0.017086630581550615,0.014721274459175534,0.008614712891687769
77,TOI-270 b,TOI-270,0,4795500.0,1.206,1.58,3506.0,264609.96,-1.712,0.8997026598826391,1.1431703132480626,1.459601538583969,1.2048108116013838,1.412945948107978,1.2281508606342955,0.009367493579344882,0.008305806138816908,0.004804917764757784
85,GJ 1132 b,GJ 1132,0,2295000.0,1.13,1.66,3270.0,146231.82,-2.359,1.1490967556787886,1.2105169377226184,1.4538175767947152,1.2000365088116356,1.4073468683878607,1.223898440545012,0.009288540629049933,0.007931254460670249,0.004819514445152249
95,LHS 1140 c,LHS 1140,0,4101000.0,1.169,1.76,2988.0,146231.82,-2.488,1.100406064580014,1.225476892319672,1.0097325941590665,0.8334718168695393,0.9774568879762345,0.9279088748805693,0.006456917890559278,0.005513827947211806,0.003408745605951121
98,K2-3 d,K2-3,0,31455000.0,1.65,1.8,3835.0,417805.2,-1.15,0.40022527651792,1.0431585660835465,0.7876012838345715,0.6501161563008536,0.7624259178284493,0.8210198891147781,0.004092362355897068,0.0036559017440285007,0.0022812094733496466
100,LHS 1140 c,LHS 1140,0,4012500.0,1.282,1.81,3216.0,146231.82,-2.356,0.8580218355196481,1.1867283654506613,1.101396615116215,0.9091347978713059,1.0661909044697617,0.9822110944769233,0.0068928562557584875,0.006116634143061109,0.003672072975539036
103,GJ 357 b,GJ 357,0,5250000.000000001,1.217,1.84,3505.0,236756.28000000003,-1.798,1.0196002404300655,1.2280602396601665,1.3276133426078836,1.095862717678419,1.2851767030279702,1.1329206012818491,0.008526203684499087,0.007286171203226314,0.004544325904765175
104,GJ 3473 b,GJ 3473,0,2383500.0,1.264,1.86,3347.0,250683.12,-1.824,0.9199316550151163,1.2115434203779671,1.9410811047565473,1.6022424198556762,1.8790352088663136,1.5972216512503778,0.012248790870419654,0.010775403505574531,0.006551404940530869
112,L 98-59 d,L 98-59,0,7290000.0,1.521,1.94,3415.0,208902.6,-1.948,0.5506782564146664,1.12795638292766,1.033445303614266,0.853045192183807,1.0004116299778707,0.9414802921388509,0.005785571638572596,0.005154027580019621,0.003225251592946507
126,GJ 1252 b,GJ 1252,0,1374000.0,1.193,2.09,3458.0,271573.38,-1.708,1.2294441250174657,1.3219315549745039,2.733114925156347,2.256017360992963,2.6457519789678816,2.2303146759418926,0.016731254468528783,0.014275749947917754,0.009196981233172046
141,L 98-59 c,L 98-59,0,4560000.0,1.385,2.22,3415.0,208902.6,-1.948,0.8346175163632165,1.2644674342416136,1.3066787813546574,1.0785825319103994,1.2649113068110955,1.118216179658841,0.007919532329552937,0.007026284019302342,0.004458811339962373
148,LHS 1478 b,LHS 1478,0,2772000.0,1.242,2.33,3381.0,174085.5,-2.146,1.214716622120708,1.3679594088201634,1.495390602859075,1.2343524710446705,1.4475910289861098,1.254600697364615,0.009086507226633378,0.007747866342963519,0.005133577432236518
149,LTT 3780 b,LTT 3780,0,1804500.0,1.35,2.34,3360.0,264609.96,-1.777,0.9499448504238092,1.3149132229123113,2.2920432954224697,1.8919400055322644,2.218779030814873,1.875878061068484,0.0141298918609933,0.01228837381217198,0.008012323055807274
161,TOI-1064 c,TOI-1064,0,14143500.0,2.651,2.5,4734.0,508329.66,-0.623,0.1340277313159773,0.9698871127121717,1.5908264849825264,1.3131288901957487,1.5399763405837268,1.3261527324559887,0.005529820147243899,0.005022171612318896,0.003314580558053191
185,GJ 486 b,GJ 486,0,2601000.0,1.305,2.82,3340.0,229792.86000000002,-1.917,1.267364138717238,1.4681666226216255,1.761290870819425,1.4538366995671554,1.7049918992125757,1.4567811044196959,0.010367208070375023,0.008832914808748385,0.0061426314231501486
200,TOI-178 d,TOI-178,0,8880000.0,2.572,3.01,4316.0,452622.3,-0.879,0.17670036382822754,1.0804478606930241,1.732585906094475,1.4301425262376262,1.677204477422072,1.4345804743132609,0.006515161454018218,0.005846606104829307,0.00402831663564417
206,K2-3 c,K2-3,0,21195000.0,1.77,3.1,3835.0,417805.2,-1.15,0.5583747044896229,1.3217528696957144,0.9594769583482923,0.7919888972040369,0.9288076538453139,0.9003726326284666,0.005072751955798529,0.004512753398179225,0.003192684567899652
213,TOI-561 b,TOI-561,0,1596000.0,1.45,3.2,5326.0,577963.86,-0.282,1.0484067598580042,1.4837032100238539,5.762816840726222,4.75684894229512,5.57861066157276,4.689712578073546,0.033843140449653045,0.02892094283481041,0.021082823844219487
229,TOI-1685 b,TOI-1685,0,1733550.0,1.459,3.43,3461.0,320317.32,-1.567,1.1030928897558019,1.5313535241449778,2.638961619539521,2.1782996294364367,2.554608246822101,2.1544175666512313,0.015410473041881687,0.01314468362866818,0.009703916114424482
246,HD 21749 c,GJ 143,0,10425000.000000002,0.892,3.7,4640.0,480475.98,-0.686,5.207041054227936,2.0341102258771064,1.7869534047955273,1.475019534450634,1.7298341403593573,1.4766872692290447,0.007215564402735344,0.0061230009579987,0.004368028822552854
250,Kepler-10 b,Kepler-10,0,2527500.0,1.47,3.72,5708.0,738122.52,0.002,1.1697007719576802,1.588798608609528,5.392692763192093,4.45133440393712,5.220317454951175,4.388707023951554,0.03059741158303235,0.02610660291588462,0.019682410513985418
264,TOI-178 e,TOI-178,0,11745000.0,2.207,3.86,4316.0,452622.3,-0.879,0.3586444760384651,1.3208348950581,1.5065194727807618,1.243538664980559,1.458364168947392,1.2628713626152417,0.006838824052283909,0.0061042492057524185,0.004542816203846186
266,K2-36 b,K2-36,0,3345000.0,1.43,3.9,4916.0,501366.24,-0.57,1.3321107576410058,1.6493785147696394,3.3725096350638086,2.783798155280556,3.2647086878528864,2.747553574181783,0.018767141586304298,0.015979054673692136,0.01209162932664766
278,TOI-178 g,TOI-178,0,19125000.0,2.87,3.94,4316.0,452622.3,-0.879,0.16646938401132755,1.1702083988001704,1.1805939089711932,0.9745072665647957,1.142856687901362,1.032670570896954,0.004198307633657897,0.0037652715045775865,0.0026912429102970005
289,Kepler-289 d,Kepler-289,0,49500000.0,2.68,4.0,5990.0,696342.0,0.061,0.20755798704254558,1.2201652350142376,1.2606619957793808,1.0405985209932676,1.2203654297310949,1.0863572654284783,0.004812477615822566,0.0043107912253108225,0.003126403841452612
292,Kepler-62 c,Kepler-62,0,13935000.0,0.54,4.0,4925.0,445658.88,-0.678,25.37245861174704,2.718248543529487,1.5527365414435113,1.2816879972013409,1.5031039271445596,1.2974322186439717,0.003280132789040903,0.0027695609222630575,0.0019750848776183775
294,TOI-776 b,TOI-776,0,9780000.0,1.85,4.0,3709.0,376024.68000000005,-1.31,0.6309989651693105,1.4685886915171122,1.2881956632534717,1.063325860872619,1.2470189943277803,1.1053403184016333,0.006773371563483056,0.006015807511113573,0.004524068102828963
295,Kepler-93 b,Kepler-93,0,7950000.0,1.478,4.02,5655.0,640634.64,-0.106,1.2436168329534172,1.6471450966635488,2.857377994793113,2.3585888408273807,2.7660430283408926,2.330620085723552,0.0160351006245692,0.013657780855675615,0.010450252859166067
302,Kepler-79 e,Kepler-79,0,57900000.0,3.49,4.1,6174.0,905244.6,0.342,0.09633662262645425,1.0825183405906076,1.3702883905646306,1.1310883308370467,1.3264876598212174,1.1632633032308755,0.0039971962581959305,0.003593437427366828,0.002508273956063025
304,Kepler-80 e,Kepler-80,0,7365000.0,1.6,4.13,4540.0,473512.56000000006,-0.77,1.0071031273394628,1.6046158685103422,2.025652221169917,1.6720506467659313,1.9609030427267566,1.663934717434464,0.011706477224325726,0.009986735354231833,0.007687384296017382
322,HD 219134 b,HD 219134,0,5730000.0,1.606,4.33612,4699.0,543146.76,-0.577,1.045558917983631,1.6410957624583635,2.5663976514105364,2.118402560939705,2.484363757462386,2.0959963123815304,0.01463125907475378,0.012478526995663496,0.009826038813841597
323,HD 219134 c,HD 219134,0,9795000.0,1.511,4.36,4699.0,543146.76,-0.577,1.2623417240415082,1.696551551658474,1.962903909439415,1.6202557956478745,1.9001604561601222,1.614402749608588,0.0109029840248494,0.009280118853055236,0.007242231579205905
331,Kepler-36 b,Kepler-36,0,17295000.0,1.486,4.45,5911.0,1135037.46,0.462,1.3545262429761795,1.7283299228853226,2.6865255606832688,2.217560721602696,2.6006518252498845,2.1927465821988714,0.014679982978678502,0.012489704587496663,0.009770437842867331
342,Kepler-10 b,Kepler-10,0,2526000.0,1.416,4.56,5627.0,738122.52,0.002,1.6042015199550659,1.7922840623726455,5.3942936813699145,4.452655862895707,5.221867200407596,4.390008887861631,0.02828997369813452,0.024056089253299297,0.018821455268914
348,L 168-9 b,L 168-9,0,3136500.0,1.39,4.6,3800.0,417805.2,-1.172,1.7107922405472094,1.8168855209306045,2.462796990479736,2.0328866217748485,2.3840746510083766,2.01271738368071,0.012881812683946317,0.010935163233169882,0.008521782501812746
350,HD 136352 b,HD 136352,0,14535000.0,1.482,4.62,5850.0,703305.42,0.034,1.4176897699899955,1.7634085176851473,2.2905709161866996,1.8907246475217803,2.2173537156036556,1.8747008517410024,0.012377178567309447,0.010523505140643525,0.008290932216829399
351,HD 136352 b,HD 136352,0,14460000.0,1.664,4.72,5664.0,738122.52,0.016,1.023212586298141,1.6820944837227632,2.272830839914814,1.8760813115660395,2.200180693909115,1.8605213287401274,0.012856934937605969,0.01096390527602703,0.008783046127788062
354,HD 219134 b,HD 219134,0,5814000.0,1.602,4.74,4699.0,543146.76,-0.577,1.1515283839187915,1.7179636213576124,2.547790690766354,2.1030436655408273,2.4663515610143687,2.0810272699073624,0.014154900571600394,0.012058525878989961,0.009671824503193899
356,TOI-178 c,TOI-178,0,5550000.0,1.669,4.77,4316.0,452622.3,-0.879,1.0247860617736566,1.6884455874086084,2.1915670820660593,1.8090031046312063,2.12151450019448,1.795673740206695,0.012379990640891838,0.01055641927690882,0.008483109534707588
357,TOI-270 d,TOI-270,0,10815000.0,2.133,4.78,3506.0,264609.96,-1.712,0.49197062367946903,1.4951148973720556,0.9719367380829788,0.802273674890066,0.9408691616096334,0.9070371333387709,0.004683296342009894,0.004166309751797969,0.003260408251635997
363,Kepler-68 c,Kepler-68,0,13588500.0,0.953,4.8,5793.0,863464.08,0.194,5.539191456461903,2.241455992657745,2.5975594787781486,2.144124722453853,2.51452950924518,2.1210762851924967,0.01017128182016171,0.00862588687472313,0.00623803825090321
365,pi Men c,HD 39091,0,10258500.000000002,2.042,4.82,6037.0,765976.2000000001,0.16,0.5654102351223343,1.5344463147598604,2.9316311575784715,2.419880235056924,2.837922717912581,2.3906198836271084,0.014530351102130343,0.012920181701142447,0.010226455574679313
368,TOI-1634 b,TOI-1634,0,2317500.0,1.79,4.91,3550.0,313353.9,-1.539,0.8550789988240044,1.6541324397378543,2.3194840410120157,1.9145906441420057,2.2453426437385926,1.8978271291550817,0.012665262906024138,0.011215603276207324,0.008771671343065454
378,Kepler-21 b,Kepler-21,0,6407550.0,1.639,5.08,6305.0,1323049.8,0.715,1.1524197497703828,1.7583220713010548,5.105699591457012,4.214439287686661,4.9424979073429,4.155340479453149,0.027845426546355138,0.023740587777276615,0.01943991730719092
400,TOI-776 c,TOI-776,0,15000000.0,2.02,5.3,3709.0,376024.68000000005,-1.31,0.6422522023009757,1.6177756648838126,1.0401731296134955,0.8585985965124353,1.0069244036588365,0.9453943199127035,0.0052842441257892085,0.004688680184629226,0.0037864220153823193
427,K2-146 b,K2-146,0,3720000.0,2.25,5.6,3385.0,243719.69999999998,-1.824,0.49104841498830754,1.5756465493626608,1.5537451650433383,1.2825205536119668,1.5040803104867722,1.2981900979964234,0.00730014649762553,0.00649329652255637,0.005207339197182903
442,HD 191939 d,HD 191939,0,31050000.0,3.04,5.8,5348.0,654561.48,-0.187,0.2062011502735271,1.3795366830533773,1.3799725826132698,1.1390820325243878,1.3358623004708148,1.1702129943193174,0.0049788361789382535,0.00445602124302624,0.0034166011791929743
450,Kepler-79 c,Kepler-79,0,28050000.0,3.72,5.9,6174.0,905244.6,0.342,0.11447404599437037,1.25779708567818,1.9687239623947408,1.6250598894634183,1.9057944734063492,1.6189890055566911,0.005779590257340601,0.005188813295867026,0.0038619312893594733
451,TOI-1235 b,TOI-1235,0,5739000.0,1.694,5.9,3997.0,431732.04,-1.054,1.212259607049077,1.8639117713059685,1.9486468858506243,1.608487504297829,1.886359152736309,1.603175380337492,0.010440972395200268,0.00888349198367951,0.007523304769892399
455,Kepler-79 d,Kepler-79,0,43050000.0,7.16,6.0,6174.0,905244.6,0.342,0.016326610211761794,0.9142714585150996,1.5891492316607645,1.311744421296234,1.5383527000062898,1.3248838775739271,0.0021504224774867332,0.001989131966717688,0.0013386074519686458
469,TOI-270 c,TOI-270,0,6789000.0,2.355,6.15,3506.0,264609.96,-1.712,0.47031217583318646,1.613980006116442,1.2267282194168125,1.0125882869949197,1.1875163332153373,1.0633126988065942,0.005626399293837305,0.005004584620702124,0.0040591735743169
474,Wolf 503 b,Wolf 503,0,8559000.0,2.043,6.26,4716.0,480475.98,-0.676,0.7332516926754273,1.7482721187337364,1.9835344466515765,1.6372850283701632,1.920131546345115,1.630667381654701,0.010118970232558224,0.008967125714633284,0.007492414740134805
476,TOI-1201 b,TOI-1201,0,4305000.0,2.415,6.28,3476.0,355134.42,-1.469,0.4453403841039656,1.6105614606075729,1.771799938429446,1.4625112850219548,1.7151650485998924,1.4649264192370226,0.007966807539251995,0.007090743261670923,0.005754091973012331
477,LTT 3780 c,LTT 3780,0,11430000.0,2.42,6.29,3360.0,264609.96,-1.777,0.443290463461046,1.6101772564077064,0.9107058890877482,0.7517313954234692,0.8815955326773457,0.8753888061767924,0.004100977129331556,0.003648910975283487,0.00295846308747203
492,LHS 1140 b,LHS 1140,0,14354999.999999998,1.635,6.38,2988.0,146231.82,-2.488,1.4579789327022974,1.972911067599242,0.539696574705596,0.4454861487884962,0.5224453854562426,0.7538194588352405,0.0027914114212352088,0.0023692480373366125,0.002025636827707116
497,TOI-1266 c,TOI-1266,0,15555000.0,1.673,6.4,3573.0,292463.64,-1.58,1.3651362275701182,1.9534309517922708,0.8744122887288793,0.7217732726424214,0.8464620430134037,0.8580083327008675,0.0045639392520578585,0.003876494550994129,0.0033296275335671704
505,K2-291 b,K2-291,0,4891500.0,1.589,6.49,5520.0,626707.8,-0.166,1.6156855693993566,2.018442806777786,3.519088843312335,2.9047902275588053,3.406602549223132,2.8664078585026185,0.017659959853185525,0.01499224999802964,0.01284347071725272
517,K2-3 b,K2-3,0,11655000.0,2.29,6.6,3835.0,417805.2,-1.15,0.5489355146953856,1.69554872591378,1.2938833408445631,1.0680206870107842,1.2525248675363507,1.1092915155246816,0.006116422778066844,0.005432350701846409,0.004494549280583444
520,TOI-125 c,TOI-125,0,12210000.0,2.759,6.63,5320.0,591890.7,-0.285,0.3153132840727491,1.5482352893062008,2.079904661094132,1.716832681073638,2.0134213246958605,1.706899977576281,0.008389179987894376,0.007486824341038485,0.006005158374199893
522,LHS 1140 b,LHS 1140,0,13125000.0,1.43,6.65,3131.0,132304.98,-2.526,2.271419625208382,2.153767663298948,0.5522066140752558,0.4558124126952522,0.534555546326024,0.7558942410327104,0.0026154501945254687,0.002211381487866387,0.001836129351419423
528,Kepler-80 c,Kepler-80,0,11880000.000000002,2.74,6.74,4540.0,473512.56000000006,-0.77,0.32725933907584975,1.5664290010365043,1.5949351884631227,1.3165203708459325,1.5439537109697004,1.3292625610868607,0.006500157352605785,0.0057980674683328765,0.004669977526562936
529,Kepler-80 d,Kepler-80,0,5580000.0,1.53,6.75,4540.0,473512.56000000006,-0.77,1.8824060989175242,2.097791006764466,2.3272024244563516,1.920961692387709,2.252814312084598,1.904003979634066,0.01134219617997848,0.0096108729268713,0.00817886128022092
534,TOI-1759 b,TOI-1759,0,17640000.0,3.06,6.8,3972.0,438695.46,-1.051,0.23704373097479936,1.4888460441966638,1.1134019299098237,0.9190444428515726,1.0778124740865267,0.9896675304214442,0.0041078715537821026,0.00367155567368844,0.002905267688486497
540,K2-199 b,K2-199,0,5730000.0,1.73,6.9,4491.0,473512.56000000006,-0.733,1.3310507738061454,1.9946079332840123,2.3459780760325226,1.9364598317194732,2.270989807325152,1.9190352523910217,0.012099943497868202,0.010283813709726277,0.009034547186971657
541,Kepler-18 b,Kepler-18,0,6704999.999999999,2.0,6.9,5345.0,772939.6200000001,-0.031,0.8614755274249044,1.8550926118402777,3.248642106828753,2.681553170413853,3.144800536555879,2.6471752566560043,0.01686731688543806,0.014928505839597022,0.012775302980503002
543,TOI-1235 b,TOI-1235,0,5767500.0,1.738,6.91,3872.0,438695.46,-1.097,1.3146573442682272,1.9914535719857933,1.8963018055376684,1.5652798774023577,1.8356872623768823,1.5620480412884918,0.00981274775554393,0.008339367995820334,0.007330624457375616
546,Kepler-80 b,Kepler-80,0,9720000.0,2.67,6.93,4540.0,473512.56000000006,-0.77,0.36364974837982295,1.6090407197943748,1.763267195022318,1.4554680329851684,1.706905050987775,1.4583122055291013,0.007378124289053356,0.006575922263757172,0.005352333449141496
547,LHS 1140 b,LHS 1140,0,14040000.0,1.727,6.98,3216.0,146231.82,-2.356,1.3535124372762446,2.007879246099855,0.5887998711014287,0.4860178835250605,0.5699791142494763,0.7627044913325814,0.0030422451998547585,0.002583377561785203,0.0022705024086794056
553,TOI-561 c,TOI-561,0,13320000.0,2.9,7.0,5326.0,577963.86,-0.282,0.2866737233986731,1.5516939588340632,1.9947990271071296,1.646583242959722,1.9310360589062974,1.639556839836876,0.007754926470582122,0.006924353021101936,0.0055683395818459155
561,K2-146 c,K2-146,0,4905000.0,2.59,7.1,3385.0,243719.69999999998,-1.824,0.40817170669662034,1.6536185693615342,1.353105795862024,1.1169051614433307,1.3098543000163334,1.1509894189501844,0.0058395813073570625,0.005198750621228468,0.004273965339174037
565,HD 15337 b,HD 15337,0,7867499.999999999,1.699,7.2,5131.0,584927.28,-0.326,1.466345128533038,2.0560118197417014,2.5306546609358165,2.088898932569536,2.4497632776536884,2.0672459860026433,0.012763320013069273,0.010837781582302742,0.009572129408343009
566,HD 191939 c,HD 191939,0,25500000.0,3.08,7.2,5348.0,654561.48,-0.187,0.24612979377696426,1.5270277811067305,1.5227589822312615,1.2569433758169466,1.4740845888502139,1.2749769302906437,0.005629269342751513,0.005030249369448425,0.004024932816843606
571,HD 86226 c,HD 86226,0,7350000.0,2.16,7.25,5863.0,731159.1,0.072,0.7185559567779923,1.829777049207452,3.2923620768163038,2.717641302093264,3.1871230148572116,2.6825975202447454,0.016287622285832217,0.014438501501612593,0.01233638124026625
576,Kepler-289 b,Kepler-289,0,31500000.0,2.15,7.3,5990.0,696342.0,0.061,0.7336540532716113,1.8403407741573898,1.5803234453575348,1.3044592804698338,1.529809026499263,1.3182132806241924,0.007894407716986743,0.006992032088397302,0.005977624366967793
602,HD 97658 b,HD 97658,0,12000000.0,2.247,7.55,5170.0,515293.08,-0.45,0.6646937194849326,1.8307455528971117,1.907922093572645,1.5748717066025681,1.8469361124642814,1.5711646826541357,0.009253980554941216,0.00820408056486442,0.007010628098873684
607,GJ 414 A b,GJ 414 A,0,34860000.0,2.63,7.6,4120.0,473512.56000000006,-0.924,0.4172825154258624,1.6977939049793447,0.8520941207075923,0.7033510050465202,0.8248572664759222,0.8478652766488293,0.003669088278418532,0.003264677324102998,0.0027137812326700765
615,TOI-178 f,TOI-178,0,15585000.000000002,2.287,7.72,4316.0,452622.3,-0.879,0.6446183251032356,1.8349811873156363,1.307819645457879,1.0795242446791204,1.2660157036408992,1.1190142771882239,0.006288449170858599,0.005574961856389158,0.004768497151968131
618,HD 5278 b,HD 5278,0,18030000.0,2.45,7.8,6203.0,828646.98,0.28,0.5297612528479299,1.7820517328038312,2.3694819067184545,1.955860790526307,2.2937423472854217,1.9378624619115195,0.010785819899745053,0.0095826587236483,0.008122559317730383
619,K2-36 c,K2-36,0,8100000.0,3.2,7.8,4916.0,501366.24,-0.57,0.23775437025568438,1.5592952662033523,2.1672486979815213,1.788929782363986,2.0979734437153836,1.7763049059998257,0.007810793130853798,0.006981585387429837,0.005646012016605084
631,K2-216 b,K2-216,0,4200000.0,1.75,8.0,4503.0,501366.24,-0.721,1.4909383362202258,2.1354136643018298,2.759158282011794,2.2775145416141047,2.6709628701400936,2.251324955058447,0.013655460938733729,0.011591738958634601,0.010386424895468845
637,55 Cnc e,55 Cnc,0,2316000.0,1.92,8.08,5250.0,668488.32,-0.197,1.1402275116725602,2.0488544827323274,5.023795847558652,4.146832811843185,4.863212184481624,4.088747501823431,0.02567611155259371,0.021867904744816667,0.020240170689014878
638,55 Cnc e,55 Cnc,0,2316000.0,1.91,8.08,5250.0,668488.32,-0.197,1.1582307740968618,2.0542109741810664,5.023795847558652,4.146832811843185,4.863212184481624,4.088747501823431,0.02561881964636393,0.021815921958823446,0.020162513953769213
639,Kepler-36 c,Kepler-36,0,19245000.0,3.679,8.08,5911.0,1135037.46,0.462,0.16207119643765078,1.4801196853958862,2.54678511221385,2.1022136226284673,2.4653781253857363,2.080218436564657,0.008031290930364123,0.007194908305002221,0.0057249270634097205
651,GJ 1214 b,GJ 1214,0,2235000.0,2.742,8.17,3250.0,146231.82,-2.337,0.3958252967776153,1.723984477926033,1.4919782649877564,1.2315357971432508,1.4442877651559465,1.2520689729990564,0.00624655608307502,0.00556085523785286,0.00466154595722423
663,Kepler-68 b,Kepler-68,0,9255000.0,2.31,8.3,5793.0,863464.08,0.194,0.6725521936950793,1.8931677797071726,3.147480503339152,2.5980505223408406,3.0468725240289753,2.565246219769244,0.015029974276064733,0.013326722780208538,0.011574364166925356
666,55 Cnc e,55 Cnc,0,2374500.0,2.173,8.37,5250.0,668488.32,-0.197,0.8147607887190225,1.9601482270433335,4.9615248764368385,4.095431975879926,4.802931680518416,4.0381194377634255,0.0245851942744704,0.021774949472955708,0.019187287962577775
683,K2-111 b,K2-111,0,9315000.0,1.9,8.6,5730.0,856500.66,0.279,1.252337799840544,2.1248509598072998,3.294654138189141,2.7195332570205837,3.1893418113876035,2.6844547857594896,0.016554536667286634,0.01407550885588777,0.01300018438264481
687,TOI-1260 b,TOI-1260,0,5490000.0,2.34,8.6,4227.0,452622.3,-0.857,0.6704011025998705,1.9146850450256052,2.231593500839309,1.8420424381841707,2.1602614901968358,1.8275917126768813,0.010624838655716801,0.009416924968280997,0.0082136788380221
690,K2-18 b,K2-18,0,23865000.0,2.61,8.63,3457.0,306390.48,-1.597,0.48481172505007814,1.8161059966811932,0.6990697998432917,0.5770388908553208,0.6767243079857924,0.7904535694792526,0.003078815444932073,0.002735026641050501,0.0023377013250679497
697,Kepler-20 b,Kepler-20,0,6805500.0,1.91,8.7,5455.0,654561.48,-0.149,1.2471049176537992,2.131567014112718,3.012806509335107,2.4868854682295476,2.9165033314011435,2.4562586598461587,0.015136534254498391,0.012868595227662512,0.011908370053090523
699,LHS 1815 b,LHS 1815,0,6060000.0,1.088,8.7,3643.0,348171.0,-1.387,6.747088510676975,2.8242375755878153,1.5655428103832645,1.2922587803000334,1.5155008487224577,1.3070657612272008,0.00546814596943329,0.004592517534781952,0.0035154266575182455
702,HD 15337 c,HD 15337,0,18525000.0,2.522,8.79,5131.0,584927.28,-0.326,0.5473151492681307,1.8645667899212166,1.6491955406792678,1.361308936261349,1.5964796523174276,1.3705289101019622,0.007454123987807325,0.00661696074298921,0.0057177076852686515
711,HD 136352 d,HD 136352,0,63750000.0,2.562,8.82,5664.0,738122.52,0.016,0.5238597722517757,1.8531082012756743,1.082458276973475,0.8935023708390134,1.0478579228749063,0.9706009340088821,0.004843976718114913,0.004300623953252608,0.0037063292928227135
712,HD 213885 b,HD 213885,0,3018000.0,1.745,8.83,5978.0,765976.2000000001,0.139,1.659809517642129,2.2466668869220716,5.340004738846431,4.407843697949542,5.169313582630486,4.345861719404978,0.025348570159666094,0.021513755728902618,0.0193888598358021
717,K2-266 d,K2-266,0,15525000.0,2.93,8.9,4285.0,487439.39999999997,-0.823,0.3534036140533322,1.7406731942792102,1.3532731206079656,1.1170432776741168,1.3100162762924243,1.1511085825443717,0.005414374999398104,0.004823062433689629,0.004067638623792224
728,Kepler-62 b,Kepler-62,0,8295000.0,1.31,9.0,4925.0,445658.88,-0.678,3.9986414479619845,2.617831294671894,2.012533253200927,1.6612217499552127,1.9482034174213967,1.653563837438931,0.007999856505852478,0.0067369226659554264,0.00550530187556131
753,TOI-125 b,TOI-125,0,7779000.000000001,2.726,9.5,5320.0,591890.7,-0.285,0.46841402680650757,1.8644679622757308,2.605789767858015,2.150918317146585,2.522496720363932,2.127702427365827,0.011130806142930797,0.009895935641877494,0.008579975022830585
781,TOI-1634 b,TOI-1634,0,2235000.0,1.749,10.14,3472.0,313353.9,-1.578,1.8930076430971112,2.4048064108653193,2.3094709108297113,1.9063254243661236,2.235649579333707,1.8898158707935357,0.010596742192015486,0.008970224693232484,0.008113400037887962
