,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin
2153,Kepler-6 b,Kepler-6,0,6657000.0,13.103,201.18639,5647.0,877390.92,0.08940540538079182,3.913541798904439,1496.7890392729291,3208.580129917111,1374.8504544613327,1488.049631548256,0.0030576915304765433,0.0643519844122172,0.0034397154646152854,0.012878663038376283,0.00042232863570257606
2154,WASP-54 b,WASP-54,0,7480500.0,18.528,202.131,6100.0,1274305.86,0.03177054758905869,3.2988171180732615,1838.1750992543155,3940.389690213628,1688.4248910700908,1827.442416664972,0.0007949654982414051,0.016896390749543466,0.0009039928162552678,0.0033679664426628305,8.502037228379023e-05
2155,HAT-P-28 b,HAT-P-28,0,6505500.0,13.585,202.45771,5680.0,765976.2000000001,0.08072959873071818,3.855612565653246,1422.9877129622266,3050.376493366516,1307.0614846360286,1414.6792142463235,0.002840735950031962,0.06078399705034993,0.0031959211255066142,0.011931598490207012,0.00038612755646414733
2164,WASP-57 b,WASP-57,0,5657999.999999999,11.769,204.36469,5600.0,647598.06,0.1253327515093362,4.16187658121862,1383.2314098015986,2965.1532047044648,1270.5439995169215,1375.1550390167733,0.004659024486933747,0.09585859559779135,0.00521373906912193,0.019556336012397812,0.0007153991465516625
2166,WASP-57 b,WASP-57,0,5653500.0,11.769,204.68252,5600.0,647598.06,0.1255276702519635,4.165111619858049,1383.7818036464987,2966.3330521699654,1271.0495545470153,1375.7022192383147,0.004661005019536454,0.09596329429091152,0.005215855727417417,0.01956710473008309,0.0007167111952566469
2169,Kepler-6 b,Kepler-6,0,6672000.0,13.103,205.63601,5647.0,877390.92,0.09138277611591204,3.956582830246484,1495.1055508993961,3204.971333217953,1373.3041144663816,1486.3759726770177,0.0030954856576413466,0.06586398936239812,0.0034810571000758322,0.013056126101951854,0.00043615595260829365
2176,HATS-26 b,HATS-26,0,7102500.000000001,19.616,206.5895,6071.0,1420537.68,0.027362406330839778,3.2411933866769354,1982.286885748709,4249.313795415104,1820.7963542198308,1970.7127675080744,0.0006182581740815038,0.013148329100831151,0.000704271378614218,0.0026291318369841502,6.446915450831816e-05
2179,HAT-P-4 b,HAT-P-4,0,6673500.0,14.28,206.90733,5860.0,1114147.2,0.0710343901030297,3.801717857294447,1748.1455433623198,3747.3985361090804,1605.7297532882244,1737.9385226902987,0.002045732761597774,0.0439615050630396,0.0023117449090897524,0.008700676434766009,0.00026813486843129856
2182,HATS-29 b,HATS-29,0,8212500.0,14.022,207.54299,5670.0,745085.9400000001,0.07525850427534897,3.8424223648248645,1246.9070167815664,2672.9224846829184,1145.3255159630874,1239.626612844547,0.002888568501737441,0.06380223579302556,0.003243578359298544,0.012050556523922458,0.0003979047623590319
2187,WASP-165 b,WASP-165,0,7234500.0,14.123,209.13214,5599.0,1218598.5,0.07421937725074487,3.8432882614722885,1677.7298973120178,3596.4525865970345,1541.0506432511331,1667.934017438655,0.0022112338861667376,0.047840238291465206,0.002496096353749335,0.00939197943718558,0.000296032557270837
2190,HAT-P-27 b,HAT-P-27,0,6045000.0,11.635,209.759,5300.0,626707.8,0.1331370233563256,4.240657096220888,1245.936142448137,2670.841277503314,1144.4337356363228,1238.661407223559,0.0053304099744553865,0.11150506317962455,0.005948259926866224,0.022265905212174194,0.0008562767099818662
2192,Kepler-15 b,Kepler-15,0,8571000.0,10.76,209.76,5515.0,689378.58,0.16833067393953363,4.409722390391732,1141.9423486142484,2447.91579383449,1048.9119814263033,1135.2748092878926,0.007298088483233085,0.14232920665926732,0.008103392244417106,0.03029719955144003,0.0012659953013715304
2194,HAT-P-33 b,HAT-P-33,0,7492500.0,18.898,209.7678,6446.0,1142000.88,0.03107196301742778,3.3274959660206456,1837.3659416560351,3938.6551458498643,1687.681652936635,1826.6379835522264,0.0007587738741395053,0.016458016405571416,0.000862779670467409,0.0032215007165092803,8.267106654396455e-05
2199,TOI-1899 b,TOI-1899,0,23805000.0,12.89,209.7678,3841.0,424768.62,0.09791685890901146,4.02901608567962,374.60359783293836,803.0160757898631,344.0858485799979,372.4163733873466,0.008878946303924735,0.2294127959264152,0.009645290576983616,0.029956864175521444,0.0016109148909448283
2202,HAT-P-43 b,HAT-P-43,0,6645000.0,14.359,210.395,5645.0,765976.2000000001,0.07104609790841815,3.823064787411502,1399.2960513995101,2999.5900481559215,1285.2999064765127,1391.125882858828,0.002445497430096109,0.0540515461408051,0.002753121107213354,0.010282692354804415,0.00033100933084852685
2203,HATS-60 b,HATS-60,0,7061999.999999999,12.924,210.40346,5688.0,1016659.32,0.09744048369685755,4.0298048224358025,1575.6834425315362,3377.7015010758673,1447.3175846503943,1566.4833884905281,0.0031346108336660515,0.06688341597592072,0.0035254517720134534,0.013281761411407494,0.0004533933091544728
2206,NGTS-16 b,NGTS-16,0,7845000.0,14.572,211.99155,5550.0,842573.82,0.06849178179239507,3.809392672664048,1327.9630976907688,2846.677719248608,1219.7782188830683,1320.2094258976636,0.0024406959317486462,0.05455261518841236,0.0027458739814605736,0.010233321102555228,0.0003309142952976267
2207,TOI-905 b,TOI-905,0,6999000.0,13.126,211.99261,5570.0,640634.64,0.09371323366670205,4.013748989143121,1230.3478778672277,2637.4256159225133,1130.1153967916337,1223.1641589424212,0.0036716125965539563,0.0807778743747649,0.004112746680432199,0.015333129256673092,0.0005422710495437978
2208,Kepler-6 b,Kepler-6,0,7278000.0,14.617,212.31044,5647.0,967915.3799999999,0.06796323007683011,3.806384007022275,1503.5434210079993,3223.05910755283,1381.0545784590454,1494.7645759983368,0.0021806540223488335,0.04826452019856844,0.0024588533515152444,0.009211805011901313,0.0002916351403096897
2209,Qatar-6 b,Qatar-6,0,6345000.0,11.904,212.31044,5052.0,501366.24,0.125825886131878,4.217890144917147,1036.8372447205843,2222.6080590384777,952.3694520097313,1030.7833899768716,0.005773370426407946,0.1250109828526481,0.006422996314786416,0.023838230997290766,0.0009413491631423359
2210,Kepler-6 b,Kepler-6,0,6850500.0,14.83,212.619,5647.0,967915.3799999999,0.06517124535312833,3.781695078377465,1549.7472163742798,3322.103512508532,1423.4942993485208,1540.6985980060886,0.002026751436877404,0.04487224276077317,0.0022872528024655593,0.008575812677257377,0.000267819830179209
2217,WASP-57 b,WASP-57,0,5790000.0,10.267,213.573,5600.0,584927.28,0.19728454469787862,4.555199910776436,1299.526681076899,2785.720216942452,1193.6584255928785,1291.9390429949558,0.007641509164974104,0.1376104344318996,0.008484024177762771,0.03201223953139781,0.0013865962850252481
2218,HATS-28 b,HATS-28,0,6196500.0,13.384,213.58176,5498.0,640634.64,0.08906022314217997,3.9897452352964633,1290.6908598985615,2766.7793779060535,1185.5424303231127,1283.1548121488788,0.0033257470315801465,0.07349414185105728,0.0037305194599885102,0.0139367709188597,0.00048469056896779787
2224,HAT-P-29 b,HAT-P-29,0,10003500.0,12.408,214.85308,6087.0,849537.24,0.1124381344480052,4.156003912827633,1295.102200470435,2776.2357136580085,1189.5943931788606,1287.5403959154455,0.004255631760925546,0.09204313679342929,0.004761778293607573,0.017849141705866718,0.0006608157742161171
2225,KELT-10 b,KELT-10,0,7875000.0,15.681,215.80657,5948.0,842573.82,0.05595266795830366,3.7051133764866564,1420.4801728686994,3045.0012246359474,1304.758225762059,1412.1863151039847,0.0018209025321887248,0.041189823502885706,0.0020541578813372515,0.007667717894867322,0.00023641814002407525
2228,Kepler-74 b,Kepler-74,0,12600000.0,14.8,216.12,6050.0,1051476.42,0.06664801428146963,3.8165650591263107,1276.0138496124855,2735.31711947492,1172.0611088192172,1268.5634975578564,0.0024190421932970847,0.054960322852855285,0.0027198704805934987,0.010128567508165461,0.00033139860136327287
2229,HAT-P-32 b,HAT-P-32,0,5095500.0,22.194,216.1244,6001.0,953988.54,0.019763982348754892,3.1166652425199417,1895.7773046833222,4063.8682078467423,1741.3344302463756,1884.7082960347439,0.0004283094980912733,0.009178561576139183,0.0004881911293254487,0.0018163577343808285,4.2926705233719894e-05
2230,HAT-P-4 b,HAT-P-4,0,6690000.0,14.235,216.1244,5860.0,1107183.78,0.07490465153960658,3.8916091228626972,1740.5236617015341,3731.0599490352092,1598.7288017912306,1730.361143447499,0.0021241101461396375,0.04668511131661737,0.0023985725640919735,0.009058943330784427,0.00029022108941423574
2231,HAT-P-4 b,HAT-P-4,0,6697500.0,14.986,216.1244,5860.0,1114147.2,0.06419837239623753,3.792844907583981,1745.0105566774807,3740.678246395164,1602.850163876964,1734.8218404733113,0.0017846007841455208,0.03953970204318257,0.0020178989159962686,0.0076075817202052405,0.0002349119139891358
2234,OGLE-TR-10 b,OGLE-TR-10,0,6774000.0,19.279,216.1244,6075.0,1058439.84,0.030152803148430454,3.3439955966068893,1753.24372221481,3758.327207375146,1610.412599920824,1743.0069344463736,0.0007500802675423962,0.016584955056857118,0.0008523041330295496,0.003182058216074445,8.305887663560793e-05
2235,OGLE-TR-211 b,OGLE-TR-211,0,7659000.0,14.146,216.1244,6325.0,1086293.52,0.07632735997915556,3.9038320178841226,1739.1362468102618,3728.085827943135,1597.4544151250116,1728.9818293534,0.0021703603907835644,0.04764598074255443,0.00245035699151766,0.009256360978598749,0.00029792306264014943
2237,HD 209458 b,HD 209458,0,7060500.0,15.233,216.76006,6065.0,807756.72,0.06130562694753299,3.7674973758126615,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.0019260289230077774,0.04335490274351595,0.0021732015608459066,0.008141591556552833,0.0002548491680835565
2238,HAT-P-24 b,HAT-P-24,0,6975000.0,13.922,217.704,6373.0,919171.4400000001,0.08065641640300154,3.9494665313153505,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.0023553177081155137,0.05184140947595865,0.0026565416846341503,0.01003598090421206,0.0003301275691075988
2239,HD 209458 b,HD 209458,0,7060500.0,15.233,217.704,6065.0,807756.72,0.0615725987941954,3.775691754826113,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.0019306115164266632,0.04356053999180653,0.00217825581435534,0.008163385878432773,0.0002564372296951238
2240,HAT-P-24 b,HAT-P-24,0,6975000.0,14.751,217.71355,6373.0,919171.4400000001,0.06781073819859368,3.8369668444664744,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.001942703780413944,0.043223939354145945,0.002194507573711375,0.008273043304920293,0.0002610689242973097
2242,WASP-84 b,WASP-84,0,11625000.0,10.94,218.34921,5280.0,536183.34,0.16671591518047943,4.4619345931142895,827.9033058660722,1774.7284533730426,760.4566885878019,823.0693684462184,0.009047883978745922,0.19107686698017207,0.009975201728694443,0.03678687040970678,0.0016791225682049656
2251,WASP-84 b,WASP-84,0,11565000.0,10.559,220.565,5314.0,522256.5,0.18730338686278492,4.564707485844144,824.4725022020708,1767.3740379029048,757.3053814544259,819.6585964575276,0.010158849005542822,0.2038991340996782,0.011178226528495148,0.04130307586316755,0.0019666117088180317
2252,WASP-84 b,WASP-84,0,11565000.0,10.559,220.57402,5300.0,522256.5,0.18731104662997144,4.564800821687505,822.300387969698,1762.717802198983,755.3102223764504,817.4991647017117,0.010178902929568403,0.20437460019381087,0.011199578199754291,0.04137612923307656,0.001971356660938828
2255,Kepler-15 b,Kepler-15,0,8745000.0,14.448,221.20968,5595.0,870427.5,0.07332605672309699,3.9079972147317843,1288.7598656138737,2762.640017094164,1183.7687479268582,1281.2350924967043,0.002633279770511111,0.06027162402708933,0.0029585991262404045,0.011052889857669543,0.0003743443873724947
2256,TrES-1 b,TrES-1,0,5889000.000000001,11.96,221.52751,5230.0,564037.02,0.12945282397514044,4.298374898825286,1181.7353677342978,2533.2177883761015,1085.463191373808,1174.8354861008024,0.005233220963013081,0.11412784846409113,0.005834539151630197,0.021862773389175465,0.0008702541621732288
2260,TOI-1789 b,TOI-1789,0,7323000.0,16.141,222.47988,5991.0,1511062.14,0.05289039749041224,3.707969902242885,1986.9250350502803,4259.256327928464,1825.0566484281733,1975.323835720213,0.001260866812468368,0.028308654998748344,0.0014303115026592043,0.005414775706585359,0.00015985298348994233
2261,HATS-45 b,HATS-45,0,8266500.0,14.415,222.481,6450.0,912208.02,0.07425511748907337,3.9236945281548468,1564.3406827136398,3353.3866826109997,1436.8988829621085,1555.2068564443287,0.002265561905390781,0.05109948645922151,0.0025538179044669513,0.009623924166278991,0.00031786154637832476
2265,WASP-35 b,WASP-35,0,6469500.0,14.796,222.79883,5990.0,759012.78,0.0687633996167066,3.875612427691339,1497.9645136698346,3211.099926424286,1375.9301667430168,1489.2182426199,0.002155455750514457,0.049048086313202253,0.0024295243018932415,0.009131903088598807,0.0002983718669370265
2267,CoRoT-4 b,CoRoT-4,0,13537500.0,13.339,223.43449,6190.0,814720.1399999999,0.09411477257185026,4.0876106163733885,1108.6926221317685,2376.6402774339385,1018.3710031282809,1102.2192203283635,0.00389021690701813,0.08917512057059467,0.004347409734368206,0.01618850817105039,0.0006027668796834051
2268,HATS-30 b,HATS-30,0,6531000.0,13.171,224.38798,5943.0,738122.52,0.09817948315826053,4.1223652435626565,1458.6988260252128,3126.928341880038,1339.863328273136,1450.181818314942,0.0032491579034682285,0.07240997400731537,0.0036482020370225882,0.013763578871663898,0.0004949057009905437
2269,XO-7 b,XO-7,0,6631500.0,15.39,225.34147,6250.0,1030586.16,0.061802019314824354,3.8217062262421786,1798.8783728335436,3856.1515696393853,1652.3295424532378,1788.3751348121552,0.0016262778637116564,0.03688629443344517,0.0018399364438984073,0.0069608667521125,0.00021738577826512396
2273,Kepler-77 b,Kepler-77,0,7050000.0,10.76,225.65,5668.0,689378.58,0.1810822681848578,4.573699017746224,1294.0459348719678,2773.971458160251,1188.6241781385434,1286.490297609421,0.00681299896439148,0.13519090278530116,0.007572298994896859,0.028646222641562198,0.001250047964187385
2277,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,225.968,6304.0,849537.24,0.06666755772114055,3.873865631952466,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.0018627842244481273,0.04237928731535596,0.002104234621241913,0.007951725363268446,0.00025535712285049665
2278,HD 209458 b,HD 209458,0,7120500.0,15.468,226.93062,6117.0,807756.72,0.06130106381614249,3.825476305877074,1504.2119763154708,3224.492250914399,1381.668668717721,1495.4292277647846,0.0018688371608136447,0.043182685563895276,0.0021083914740188223,0.007924819440032364,0.0002546065097473001
2282,WASP-35 b,WASP-35,0,6475500.0,14.796,228.828,5990.0,759012.78,0.0706242093259275,3.9277014525302287,1497.2703688162183,3209.6119282320496,1375.2925716361474,1488.528150718795,0.002187426653807982,0.05048268878343123,0.002464692455017412,0.009283767712351058,0.00031009385446222927
2283,CoRoT-4 b,CoRoT-4,0,13500000.0,13.34,228.83,6190.0,814720.1399999999,0.09636578725389897,4.136515097490481,1110.2314051375847,2379.9388776021456,1019.7844264360114,1103.7490187333208,0.003932630080054689,0.09119034036047755,0.004393395232774389,0.016392208292220295,0.0006225801119470977
2285,Kepler-423 b,Kepler-423,0,5940000.000000001,13.45,228.83,5790.0,689378.58,0.09402070631294214,4.1195652530267735,1440.1235453438944,3087.109586572568,1322.8013159144252,1431.7149944349594,0.003097666939205861,0.07020843776204816,0.0034786099031408296,0.013127505129684823,0.0004732841688977546
2289,HAT-P-24 b,HAT-P-24,0,6976500.0,13.922,229.79109,6373.0,919171.4400000001,0.08513452137186088,4.057624238253309,1688.919294659497,3620.4386508003827,1551.328476415787,1679.0580824627089,0.002423103995206207,0.05481068364409336,0.002730942862248722,0.010361914804503927,0.0003565711797564333
2293,HAT-P-68 b,HAT-P-68,0,4494000.0,12.016,230.10892,4508.0,466549.14,0.13259620577368564,4.370617652316813,1060.477813818403,2273.2849802858696,974.0841000429963,1054.2859272166472,0.005722988649624096,0.1286580712626723,0.006363530462744146,0.023791000889342995,0.0009955364602772332
2297,WASP-81 b,WASP-81,0,5861999.999999999,16.018,231.69807,5870.0,891317.76,0.05636051463796125,3.7985085798087472,1671.1559957370634,3582.3604938464923,1535.0122962758637,1661.3984993664508,0.0015367083404696441,0.03572037261145843,0.0017376238010605137,0.006560582213232716,0.00020596234804868166
2301,HAT-P-43 b,HAT-P-43,0,6667500.000000001,14.359,232.0159,5645.0,765976.2000000001,0.0783470346144621,4.014697471742677,1396.9330392128686,2994.5245955437804,1283.1294012860953,1388.7766677580921,0.002579800726958554,0.059997325616854245,0.0029004582612175045,0.010917780362927445,0.0003811648834829054
2304,K2-29 b,K2-29,0,6325500.0,13.339,232.0159,5358.0,598854.12,0.09772942244303086,4.165367133915713,1203.65304064269,2580.2014366676804,1105.5953020241338,1196.62518674664,0.0037132536830637875,0.08596001374665388,0.004154160757004378,0.015575936959741337,0.0005896085259578936
2305,CoRoT-4 b,CoRoT-4,0,13680000.0,13.002,232.33373,6190.0,800793.2999999999,0.1056718185854892,4.221891809252901,1093.4359107132973,2343.9353471994377,1004.3572068771674,1087.051589346831,0.004360102783682684,0.10117972748565461,0.004864255740387207,0.018174742198389365,0.0007153576606740209
2306,Wendelstein-2 b,Wendelstein-2,0,3510000.0,12.993,232.33373,4591.0,459585.72000000003,0.10589156120631912,4.223353767561596,1212.8930701510533,2600.0087537327377,1114.0825760724395,1205.8112658430596,0.00402208505517671,0.09231725359599571,0.004496384572267695,0.016882973427660434,0.0006520825708583071
2309,Qatar-10 b,Qatar-10,0,4290000.0,17.295,233.92288,6124.0,870427.5,0.045205201041519295,3.6730946212739135,2013.9948461820711,4317.2843170699825,1849.9211691857568,2002.23559243665,0.0010126467605483952,0.023407185413631924,0.001149901895782975,0.004361106313223219,0.0001277215387578753
2311,HD 209458 b,HD 209458,0,7350000.0,15.805,235.1942,6071.0,835610.4,0.05955531265324518,3.852761291937442,1494.527803197693,3203.7328488710273,1372.7734340101456,1485.801598311566,0.0017817451602191586,0.04209335140838745,0.0020100407805978427,0.007568664061293915,0.0002468728634756342
2312,NGTS-2 b,NGTS-2,0,9450000.0,17.878,235.1942,6478.0,1183781.4,0.041147855936152944,3.622512440391281,1673.9647656415555,3588.381491507886,1537.5922447377684,1664.190869508013,0.001063706952450143,0.024981474136511833,0.0012052544949395692,0.004536895728418202,0.00013382210418731052
2314,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,237.10118,6304.0,849537.24,0.06995219059070548,3.9681487121268737,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.0019115823143301014,0.04460983332437847,0.0021580337904912074,0.008186418695340106,0.0002734940756535371
2315,HAT-P-9 b,HAT-P-9,0,7930500.0,15.614,238.05467,6350.0,933098.28,0.06251893659491449,3.8997549099199067,1590.2765398130969,3408.9838800504667,1460.7218292721332,1580.9912800258123,0.0017732880068070899,0.041897377372218284,0.0020017168659057856,0.0075667982459217365,0.0002490041443672358
2317,TrES-1 b,TrES-1,0,5895000.0,12.11,238.36,5250.0,591890.7,0.13417708394310052,4.430988930274408,1214.5731439036301,2603.6102307063616,1115.625779624612,1207.4815300305302,0.005095569388436596,0.11510523641445934,0.005679727210132272,0.02142648070567924,0.0008954073166291421
2323,HAT-P-32 b,HAT-P-32,0,5140500.0,20.053,238.3725,6207.0,849537.24,0.02955258612646849,3.4434552783717987,1842.280653366797,3949.190529210957,1692.1959789049554,1831.5239993891125,0.0006637244266891461,0.015441530751041793,0.0007544709859036866,0.00283963360432397,7.750180771888084e-05
2324,OGLE-TR-211 b,OGLE-TR-211,0,7657500.0,14.146,238.3725,6325.0,1086293.52,0.08418458821230393,4.099843669525511,1739.30657502641,3728.45095069294,1597.610867249683,1729.15116306218,0.0022849020537157047,0.05272756936162464,0.0025762265545424875,0.009808623547578632,0.0003425131636647164
2325,NGTS-15 b,NGTS-15,0,6615000.0,12.33,238.68913,5600.0,661524.9,0.12729777521924943,4.394311410514565,1292.9499622414835,2771.6220849935335,1187.6174908702892,1285.400724111628,0.004577310205911745,0.10363465330673738,0.005111557025593122,0.019326875153456522,0.0007878734850118286
2326,TrES-1 b,TrES-1,0,5887500.0,11.96,238.998,5230.0,564037.02,0.1396619590244598,4.4646517796119936,1181.8858976843046,2533.5404707273724,1085.601458133349,1174.9851371409738,0.00542454642235654,0.12232639533023698,0.006039924720941204,0.022771993003953155,0.000968736542016236
2333,HAT-P-54 b,HAT-P-54,0,6175500.0,10.581,241.5508,4390.0,431732.04,0.20384766393239376,4.771961500062658,847.4637186318181,1816.658979376651,778.4235774911976,842.5155724504506,0.01028025591127605,0.21380364746056912,0.011299170064855724,0.0421227533890906,0.00216228633006926
2334,HATS-54 b,HATS-54,0,5644499.999999999,11.96,241.5508,5702.0,919171.4400000001,0.1411537248509422,4.488432501570876,1679.9573349748973,3601.2274159405315,1543.09661873782,1670.1484496041624,0.004071848898915953,0.08938667066971515,0.0045612700084146545,0.01746919328760261,0.0007082075404824337
2335,HAT-P-62 b,HAT-P-62,0,5657999.999999999,12.027,241.86742,5629.0,814720.1399999999,0.1389897715004276,4.478845471873044,1559.5148709885614,3343.0418690096594,1432.46621458381,1550.40922152651,0.00426436214932792,0.09447165227437929,0.004772144004753443,0.01822227605441896,0.0007442381882905211
2336,HAT-P-9 b,HAT-P-9,0,7935000.0,15.693,241.86863,6350.0,919171.4400000001,0.06256609103813755,3.920963804370627,1577.9165735117087,3382.488534854498,1449.3687896381414,1568.703480731355,0.0017701853980021036,0.042234836363755406,0.0019978069387009433,0.007557813814814741,0.00025136293608592447
2337,TrES-1 b,TrES-1,0,5919000.0,12.319,241.86863,5226.0,571000.44,0.12933932224089778,4.425456670828222,1185.0835615734998,2540.3951179407227,1088.538618638887,1178.1641306045042,0.004957734891584629,0.11384194738778491,0.005525706790508017,0.020833148147884614,0.0008732482730619824
2338,HAT-P-33 b,HAT-P-33,0,7485000.0,18.898,242.176,6446.0,1142000.88,0.03587244427270815,3.575309779163914,1838.2862351981667,3940.627925911381,1688.526973126347,1827.5529037115498,0.0008243573250799619,0.019492831470890766,0.0009360113388692688,0.0035359058214517415,0.00010158058253648002
2339,NGTS-17 b,NGTS-17,0,5865000.0,13.899,242.8209,5650.0,933098.28,0.09040923647178936,4.17452727580354,1645.3702903480785,3527.085167948072,1511.3272692998023,1635.7633507940577,0.0025632614679279384,0.05969096008401782,0.002885314200607303,0.010985648362926172,0.00039793868943225605
2340,HAT-P-29 b,HAT-P-29,0,9975000.0,11.926,243.77561,6115.0,863464.08,0.14367567251809027,4.515478426191279,1313.5531922193115,2815.7880379664944,1206.5422420243647,1305.8836565575414,0.005069955140815305,0.11397698976729173,0.005653895306023533,0.0214550676632193,0.0009137106081136309
2341,HATS-51 b,HATS-51,0,6958500.0,15.805,244.09344,5758.0,1002732.48,0.061808756915800386,3.9249746137578625,1595.8493947121312,3420.9300869151557,1465.8406816217644,1586.531596303922,0.0017203922756294646,0.04124435806104146,0.0019420771808277483,0.007353624715819309,0.00024476534489130094
2351,K2-290 c,K2-290,0,45750000.0,11.276,246.00042,6302.0,1051476.42,0.17153314440693582,4.664944046042712,697.538423884299,1495.2727926281652,640.7122138918211,693.4656570948575,0.009844187428249372,0.23257714971546806,0.010797213641885996,0.03977593226723853,0.0020497189476449225
2352,HAT-P-29 b,HAT-P-29,0,10005000.0,12.408,247.261,6087.0,849537.24,0.1293980312581426,4.458440411342732,1295.0051127083532,2776.02759223535,1189.5052148442264,1287.4438750265272,0.004556991520324658,0.10507632086824421,0.005087209213172663,0.019286175001860546,0.0008063452376152245
2353,HAT-P-9 b,HAT-P-9,0,7935000.0,15.468,247.27174,6350.0,933098.28,0.06679583704335973,3.993247321208041,1589.8255467880576,3408.017112375862,1460.3075771970812,1580.5429202455546,0.0018685355955096643,0.04500150915600267,0.0021077531536306563,0.007994402645635897,0.0002732132945796353
2354,HAT-P-9 b,HAT-P-9,0,7950000.0,15.69,247.9,6350.0,919171.4400000001,0.06416306445339699,3.969929915274384,1576.4272701373866,3379.2960013117686,1448.000815015604,1567.2228730576778,0.0017965418542202202,0.043436689362475404,0.002026897374716704,0.007682614296895093,0.00026078862077038916
2357,OGLE-TR-111 b,OGLE-TR-111,0,7033500.0,11.781,247.9074,5040.0,577963.86,0.15157250371386152,4.581521358671611,1054.8255704521973,2261.1685929537757,968.8923267490599,1048.6666860024084,0.006331470384880399,0.14574262621654033,0.007024423860161304,0.026432512613029334,0.0012024440838473505
2361,HAT-P-66 b,HAT-P-66,0,6544500.0,17.822,248.86089,6002.0,1309122.96,0.04395059246033274,3.7321247630546153,1959.898101046231,4201.320252006838,1800.2315117367573,1948.4547057818083,0.0009689440122436786,0.02324320832553109,0.0010997458844689148,0.004182690999734535,0.00012658610846302815
2373,TOI-169 b,TOI-169,0,5286000.0,12.173,251.40353,5880.0,898281.18,0.1393336157031882,4.538819613905666,1769.7234851823084,3793.653922507256,1625.5498096483127,1759.3904758595982,0.0037534318830984162,0.08418944417392682,0.00420799881711607,0.016188767861389182,0.0006648185245410503
2375,HAT-P-41 b,HAT-P-41,0,6387000.0,18.887,252.67485,6390.0,1169854.56,0.037493024654472074,3.6530495781151973,1996.6587851651682,4280.122005314356,1833.9974212544944,1985.0007527018327,0.000787679352599231,0.018989777285781204,0.0008950320786544377,0.003402412323134866,0.00010004179219205763
2379,HAT-P-41 b,HAT-P-41,0,6390000.0,18.887,254.253,6390.0,1169854.56,0.03772719761176662,3.6644398814603494,1996.1900308952586,4279.11716388595,1833.5668548860172,1984.5347353805373,0.0007906473371264666,0.019131768001866917,0.0008983444971508887,0.0034166670125105494,0.00010096130087797084
2384,WASP-187 b,WASP-187,0,9795000.0,18.383,254.264,6150.0,1970647.86,0.040917879131651784,3.7144138677421488,2014.0160435192267,4317.329756576165,1849.940639644089,2002.2566660074183,0.0008610969876844609,0.020856026572435463,0.000978046457654845,0.0037250045464024563,0.00011194545363011332
2386,Kepler-23 b,Kepler-23,0,11250000.0,1.9,254.3,5760.0,1058439.84,37.06491078869397,11.554533813840084,1289.9260951179904,2765.1399958591405,1184.8399684674096,1282.3945126543672,0.002107183743164538,0.0004102774658395274,0.0019235578842863924,0.007411709855026861,0.015487459121273583
2389,WASP-92 b,WASP-92,0,5220000.0,16.376,255.85315,6280.0,933098.28,0.0582431266634045,3.9477306868891278,1938.5348093753273,4155.524998723729,1780.6086186690748,1927.21614946863,0.0013249099016701496,0.03221932748831672,0.0015004518048772932,0.005735861469110865,0.0001883542891569345
2390,HATS-59 b,HATS-59,0,9168000.0,12.621,256.17098,5670.0,724195.68,0.12738727025297308,4.499602296234441,1163.480847649663,2494.0866290156723,1068.6958082785088,1156.6875499699859,0.004788657629661944,0.11418554949808607,0.005335058898193515,0.02017147205372766,0.0008742979075024967
2391,Lupus-TR-3 b,Lupus-TR-3,0,6959999.999999999,9.976,257.431,5000.0,571000.44,0.2592202494193412,5.0735068360455635,1045.6085435129567,2241.410585166303,960.4261813246167,1039.5034751683888,0.01067008068743579,0.1863906721127235,0.011728886773453606,0.044538857578313745,0.0024623801861677974
2393,Kepler-91 b,Kepler-91,0,10965000.0,15.323,257.4423,4550.0,4386954.6,0.07153620611940348,4.093776238052859,2101.232772553324,4504.291216362845,1930.052102517579,2088.964156574743,0.0015485784712482454,0.03727242153100032,0.0017527753130688038,0.006738677597661724,0.00023082612480978135
2394,NGTS-1 b,NGTS-1,0,4890000.0,14.908,258.07796,3916.0,396914.93999999994,0.07786999857256273,4.155485916628817,814.5589011517571,1746.1228244644278,748.1994095694415,809.8028786488233,0.0036815378203683426,0.09664779233554731,0.004091025590231358,0.015104734698752433,0.000623393915986779
