,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Hekla
0,TOI-178 d,2.572,0.17670036382822754,1.0804478606930241,212.19757027345574,0.806
1,TOI-561 c,2.91,0.2184709207957807,1.3592643804473246,246.13599383573634,0.792
2,TOI-1422 b,3.96,0.14475740614797453,1.505669697339499,267.87944002008214,0.754
