,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Erid
0,Kepler-18 b,2.0,0.8614755274249044,1.8550926118402777,397.87577593252814,0.861
1,K2-291 b,1.589,1.6156855693993566,2.018442806777786,430.99860128181416,0.835
2,HD 86226 c,2.16,0.7185559567779923,1.829777049207452,403.2303568344929,0.827
3,HD 20329 b,1.72,1.45647289043112,2.07440608369834,656.5457699989428,0.772
4,TOI-132 b,3.42,0.5593112322636175,2.5560362243739303,467.37404006103725,0.762
