,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Dhrawn
0,WD 1856+534 b,10.4,3.8945546040261916,20.51050557887393,164.0427368374734,0.6045978643361573
1,EPIC 248847494 b,12.442,2.142651257391018,18.200363834989833,188.73202029855213,0.41973304529117533
2,Kepler-46 b,9.057,2.5637839871945762,14.49236324483481,560.4427201230873,0.35868693448084926
3,Kepler-1708 b,9.96,1.4779385178274427,12.100453585027301,253.10890430624366,0.3336831452922365
4,K2-33 b,5.76,5.980173432918975,14.07646163069167,879.7114618216036,0.27544427702851304
