,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Earth
0,TOI-178 b,1.152,0.9799810159452014,1.1396603480759493,319.76486630820847,0.901
1,HD 23472 d,0.75,1.302155171888637,0.8552769371938062,288.24916278942874,0.882
2,LHS 1678 b,0.696,1.036869659283395,0.7082481529982575,265.62723727594255,0.839
