,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Dhrawn
0,HAT-P-20 b,9.718,2.5062711095263923,15.374643221681106,297.61009548699496,0.7639172308215492
1,Kepler-46 b,9.057,2.5637839871945762,14.49236324483481,166.68200392748568,0.6612159837970624
2,TOI-2338 b,11.209,1.3479603809242917,13.005275625881529,213.83200920001372,0.6156910874410048
3,TOI-1278 b,12.218,3.2199410300009554,21.909789630668296,138.28957996115045,0.5951402152441201
4,HD 114082 b,11.209,1.8032914859966207,15.042290204674709,167.584291950178,0.5925175579982529
