,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Tenebra
0,TOI-2196 b,3.51,0.600531564775078,2.718248543529487,571.6229748395587,0.752
1,HD 20329 b,1.72,1.45647289043112,2.07440608369834,656.5457699989428,0.731
2,HD 213885 b,1.745,1.659809517642129,2.2466668869220716,654.0143417108945,0.724
