,Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn,similarityIndex_Hekla,similarityIndex_Sarr,similarityIndex_Tenebra
23789,Kepler-432 b,Kepler-432,0,Published Confirmed,0,7875169500.000001,0.3025,12.834,182.75225,3478228290.0,4.12,463.0946234858889,6.505405555594874,88.6742116841645,190.0857810824696,81.45020910374522,88.15646331065402,0.0002511414378467666,4.113331834093837e-05,0.00019524513696476243,0.0001755411725384314,0.0012607201085936997,0.00015435812749168835,0.00038643296729303254,2.4151283096479245e-05,0.00010594598021177274,0.00011939980138216823
23803,Kepler-433 b,Kepler-433,0,Published Confirmed,0,800112570.0,0.0678,16.253,893.1023,4414808280.0,2.26,52086.87407978399,15.463506064289408,1531.6766880270025,3283.3667655983977,1406.8959187760129,1522.733579327097,1.874990432448178e-07,8.45146947572204e-09,1.7670647144973496e-07,2.9167039230619877e-07,6.401993198202119e-07,1.2690824878963398e-07,7.518193646288238e-07,1.3792846498677335e-08,4.1845370615576554e-07,3.279021643707981e-07
23805,Kepler-434 b,Kepler-434,0,Published Confirmed,0,1931206484.9999998,0.1142,12.666,947.1334,4157161740.0,1.38,8494.249491343191,10.51823181477255,1014.5670984315562,2174.868833938304,931.9135828504651,1008.6432739615835,3.705555850068688e-06,1.659369559045135e-07,3.4686453489445183e-06,5.52631158816169e-06,7.439050622743675e-06,2.3416408366256796e-06,8.64755660039499e-06,2.810573617609802e-07,7.562353396098343e-06,5.972242999981833e-06
23821,Kepler-435 b,Kepler-435,0,Published Confirmed,0,1290023040.0,0.0949,22.306,270.1555,4240722780.0,3.21,26067.951329581007,15.312065950006959,357.6189624855844,766.607094925145,328.48489680023835,355.5309074282369,1.4547736280636595e-06,8.17774646842619e-08,1.3224890266353804e-06,1.4533710141869775e-06,6.322215844085265e-06,1.0202658079873636e-06,6.1123548986675295e-06,1.1149230579939417e-07,1.0299378686303228e-06,1.0918251819424324e-06
23879,Kepler-44 b,Kepler-44,0,Published Confirmed,0,487008300.0,0.0457,13.451,327.3649,4008840894.0,1.46,140763.4211092328,17.134649873661807,685.7390134728912,1469.979078686239,629.8740634639024,681.7351407331724,8.101714188744702e-08,3.999669543186607e-09,7.505520275523624e-08,1.1583594620780254e-07,3.540256827751293e-07,6.092669597703471e-08,3.7820207025117754e-07,5.9755940321940776e-09,1.3078782499594355e-07,1.2338034382187918e-07
23883,Kepler-44 b,Kepler-44,0,Published Confirmed,0,487009395.0,0.0446,12.218,311.79123,4038783600.0,1.35,137555.95156877176,16.53060236534548,655.5503216267896,1405.2653252686941,602.1447471640136,651.7227137312107,8.64674912870638e-08,4.264437111802382e-09,8.002366320110588e-08,1.2268562781055438e-07,3.598821593895708e-07,6.556068280567372e-08,3.830311728306463e-07,6.382188942519681e-09,1.3208637042128732e-07,1.3001420811703256e-07
23886,Kepler-44 b,Kepler-44,0,Published Confirmed,0,487011000.0,0.0455,13.9,324.17,4008840894.0,1.52,147388.78921157497,17.456523204346528,679.0446984071372,1455.6288624969109,623.7251126973134,675.0799122369095,7.62317677434036e-08,3.7807708249357754e-09,7.059936938948048e-08,1.089636254476775e-07,3.433159264089129e-07,5.735876905269385e-08,3.657457225209612e-07,5.622448137002748e-09,1.2155083212767794e-07,1.160615057703236e-07
24076,Kepler-45 b,Kepler-45,0,Published Confirmed,0,368286183.0,0.02954,11.198,158.915,2660026440.0,0.54,433903.17811230436,19.44558595681626,311.8176349725619,668.425437038677,286.4148560035746,309.99700335630405,2.4846608269956125e-08,1.416427557173749e-09,2.158884885182824e-08,2.0898014066273983e-08,1.5278906474386455e-07,2.0914730278387287e-08,1.361582412478277e-07,1.8511104294531102e-09,1.506212098210925e-08,1.5544284957246053e-08
24077,Kepler-45 b,Kepler-45,0,Published Confirmed,0,368285085.0,0.02987,10.761,153.82972,2660026440.0,0.55,403302.39816703927,18.956787973560537,301.8399206030921,647.0367875844959,277.24999390516257,300.0775465714017,2.8151957527214577e-08,1.6088239783659367e-09,2.365678285079131e-08,2.280312143446417e-08,1.6788533309888357e-07,2.376886645542785e-08,1.5275219597867482e-07,2.09981358927462e-09,1.639506470108488e-08,1.690747327375918e-08
24129,Kepler-454 b,Kepler-454,0,Published Confirmed,0,1586063008.5,0.0954,2.37,6.84,3969845742.0,1.07,2726.384240960143,4.978013085705513,7.900748120572658,16.936376981664257,7.257099603983114,7.854617465320686,2.281994461078722e-06,3.477127771831509e-07,1.7412562140064012e-06,1.3081283390977794e-06,8.838907962408593e-06,3.2279871991787846e-06,2.0377715482843383e-06,2.0812110780603592e-07,8.761214564424874e-07,8.148621423768789e-07
24151,Kepler-46 b,Kepler-46,0,Published Confirmed,0,5047200000.000001,0.1971,9.079,281.27955,3589643010.0,0.94,1184.3006950135923,6.778471027947132,173.19049306171806,371.25844734826967,159.08122109843126,172.1792735156164,0.00010729935245665988,1.0251460832179714e-05,8.488967270568431e-05,7.732280447909307e-05,0.00026543157613238117,0.00010327529026011853,0.0001615858264689095,9.776873195413773e-06,5.157929554721265e-05,5.3604714289059355e-05
24277,Kepler-47 b,Kepler-47,0,Published Confirmed,0,7429799999.999999,0.2962,3.03,636.0,3924583512.0,0.96,116.45853078262309,3.194367182116455,337.48218996273147,723.4410598312005,309.98860231382434,335.5117088992594,0.0034171146355494583,8.513016834408212e-05,0.0031351210179118667,0.0029404200110371716,0.001227905730709131,0.0014246084838503213,0.001341244831938874,0.0002930831263521103,0.002250046706822606,0.0020223692429795024
24279,Kepler-47 c,Kepler-47,0,Published Confirmed,0,45470550000.0,0.991,4.62,8899.0,3924583512.0,0.96,4.741380977666513,2.1564540510362065,1908.7911279571017,4091.7651884331212,1753.2880592300075,1897.6461345807747,0.057611643053227246,0.0010963132873332527,0.05533888726111656,0.09321057151604152,0.0021712800686548546,0.004410946366997028,0.009828793062800758,0.006610413212940395,0.09570414545141004,0.07349422325926513
24699,Kepler-5 b,Kepler-5,0,Published Confirmed,0,532269000.0,0.05064,16.04,671.864,4384865574.0,1.79,123369.30376766327,17.775072538410004,1407.9247508966603,3018.0868924186443,1293.225653601725,1399.704201359685,5.653968701255462e-08,2.5961722176595277e-09,5.319597432596941e-08,8.730047480912263e-08,2.382137709828642e-07,4.0045298856118317e-08,2.749017434853413e-07,4.126605230074056e-09,1.2456552074065136e-07,9.796998851265843e-08
24702,Kepler-5 b,Kepler-5,0,Published Confirmed,0,532269375.0,0.05071,16.04,675.70658,4384865574.0,1.79,122859.11233594407,17.762799961342143,1415.9765714493478,3035.3471146391125,1300.6215182530866,1407.7090091798568,5.661754574682619e-08,2.598263263469061e-09,5.3274667701000234e-08,8.746254955566079e-08,2.381623682559097e-07,4.008249873395178e-08,2.749890412865994e-07,4.1321161244293765e-09,1.248724438998498e-07,9.81846294029872e-08
24705,Kepler-5 b,Kepler-5,0,Published Confirmed,0,532270350.0,0.04967,13.563,648.3732,4384865574.0,1.54,110549.58654453765,16.50391009412179,1358.6968768243946,2912.5599447713935,1248.0082159638225,1350.7637575475615,6.842960898898871e-08,3.1074600997971753e-09,6.436118413069173e-08,1.0488772631298683e-07,2.5788606366016483e-07,4.884130194866801e-08,2.9834545219963867e-07,4.997578786935232e-09,1.4989974762314742e-07,1.1706370960054938e-07
26137,Kepler-6 b,Kepler-6,0,Published Confirmed,0,485205300.0,0.04438,13.103,201.18639,3932243274.0,1.26,149724.43683235373,17.16120462798513,418.15908438878955,896.3834542548074,384.093009852828,415.7175494520928,1.0197610753820854e-07,5.451467718915577e-09,9.318117651489756e-08,1.1949187415248082e-07,4.906755039146387e-07,8.01925062998855e-08,4.840456993698615e-07,7.602013303016359e-09,8.882297994919894e-08,9.05407309411065e-08
26139,Kepler-6 b,Kepler-6,0,Published Confirmed,0,485204909.99999994,0.04448,13.103,205.63601,3932243274.0,1.26,148716.87335397524,17.141902850841525,427.40764033331817,916.2090489481357,392.5881157159915,424.91210520077357,1.016664228684606e-07,5.412938336904325e-09,9.295824986789743e-08,1.2209988993567448e-07,4.860975631592137e-07,7.977261982701188e-08,4.81465930060532e-07,7.575306041772364e-09,9.100493953666643e-08,9.266427344130055e-08
26144,Kepler-6 b,Kepler-6,0,Published Confirmed,0,485208449.99999994,0.04567,14.83,212.619,3932243274.0,1.39,155500.5598985686,17.997455895706413,441.91994181880347,947.3182306457203,405.91814671507683,439.3396726880952,9.333475885473738e-08,4.988186114085993e-09,8.540616612744835e-08,1.1674222519589992e-07,4.780513355052636e-07,7.261388079674438e-08,4.745909829829954e-07,6.95014069112873e-09,8.702597607715404e-08,8.90140057804528e-08
27233,Kepler-68 b,Kepler-68,0,Published Confirmed,0,809814450.0,0.0617,2.31,8.3,4033909206.0,1.24,9822.913703305576,6.111100925228923,13.524895185137142,28.992535896255813,12.423065511530028,13.445926425776237,5.970252250446506e-07,9.8880382203003e-08,4.5587162406770327e-07,3.47884654183014e-07,3.0768332540573743e-06,8.909177736339823e-07,7.218019713588115e-07,5.330306638813398e-08,2.3254974395183326e-07,2.1983864051883844e-07
27245,Kepler-68 c,Kepler-68,0,Published Confirmed,0,1440762750.0,0.09059,0.953,4.8,4033909206.0,1.24,1280.3713938820063,3.2393835222773952,5.863994823701483,12.570306689581905,5.3862740418256205,5.829756303566011,4.882117184526141e-06,4.151663525822036e-07,3.7418972160521965e-06,2.6242462968475967e-06,9.297151216918449e-06,7.46873933840756e-06,2.161277782479886e-06,4.495254394151871e-07,1.8998636628220238e-06,1.5705252825309716e-06
27475,Kepler-7 b,Kepler-7,0,Published Confirmed,0,732823290.0000001,0.0633,18.484,142.70567,4131397086.0,2.03,72789.4890243667,17.06680290792817,247.38626506872694,530.3076343340249,227.2325023988986,245.94183343594997,3.3467270447073086e-07,2.3427222732396147e-08,2.6666584620217926e-07,2.5500915302095364e-07,2.1349204766212744e-06,3.051766111820137e-07,1.8781057246658584e-06,2.8251730258722935e-08,1.7611226504888658e-07,1.8677551131743698e-07
27476,Kepler-7 b,Kepler-7,0,Published Confirmed,0,732828750.0,0.06224,16.567,137.615,4131397086.0,1.84,68630.78417861657,16.294580809291237,238.56048637155902,511.38832278392533,219.1257314816886,237.1675864352994,3.578341883102983e-07,2.5923775707047424e-08,2.8486974374065705e-07,2.7066059138940703e-07,2.221695896744947e-06,3.4123660778539254e-07,1.8764605248071528e-06,3.0231571602008095e-08,1.869327338388412e-07,1.9735444038387032e-07
27478,Kepler-7 b,Kepler-7,0,Published Confirmed,0,732824220.0,0.0613,17.957,135.07775,4131397086.0,1.97,77863.90849401947,17.093960745690005,234.16279719395237,501.96125073663507,215.0863078850613,232.79557435564112,2.9415676636831047e-07,2.197097453980257e-08,2.34007285485057e-07,2.2246321691067208e-07,2.0116498033068617e-06,2.864365782854006e-07,1.6550791709775057e-06,2.4843268073998203e-08,1.529801241746919e-07,1.6232866507207438e-07
27480,Kepler-7 b,Kepler-7,0,Published Confirmed,0,732823830.0,0.06324,18.484,143.97699,4131397086.0,2.03,72996.86636146721,17.074897194799135,249.59005965876003,535.0317813891328,229.25676093777605,248.1327605750876,3.348656418447397e-07,2.3192219986900603e-08,2.6689011770492944e-07,2.554318237311701e-07,2.114046552492621e-06,3.0243899232890114e-07,1.8798157877122679e-06,2.826074428970394e-08,1.7656950106763123e-07,1.8719418605062807e-07
