,Name,starName,controversial,solution,orbitalPeriod,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,distance,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn,similarityIndex_Hekla,similarityIndex_Sarr,similarityIndex_Tenebra
1427,HATS-7 b,HATS-7,0,Published Confirmed,0,477797250.0,0.04012,6.311,39.09309,3471264870.0,0.81,97611.10922892838,12.526353863921143,76.93209694096613,164.9148885520606,70.66468665038384,76.48290808091959,9.853908498251361e-08,1.6127739087189227e-08,7.63528869786025e-08,6.492717605985077e-08,1.2562162409642697e-06,1.3719300153363458e-07,3.539316728012774e-07,8.470838126112095e-09,4.2676660437532926e-08,4.413640201153168e-08
1446,HATS-8 b,HATS-8,0,Published Confirmed,0,537583950.0,0.04668,9.785,46.08535,3954526218.0,1.09,96084.23323478141,14.460091449481864,91.25832429073479,195.62519388237712,83.82380237461003,90.72548787670374,1.1558608795098086e-07,1.902661431235362e-08,8.980152463701824e-08,7.810715977803931e-08,1.7882698224140713e-06,1.546039424526058e-07,5.164698458679229e-07,9.921823073957406e-09,5.0981479930687366e-08,5.384908086189743e-08
1449,HATS-9 b,HATS-9,0,Published Confirmed,0,287296095.0,0.03048,11.938,266.02371,3736571172.0,1.5,421085.73329401284,19.765798067878755,700.4507924885274,1501.515868832853,643.3873212008828,696.3610210471217,1.576930766877276e-08,7.850084842335744e-10,1.4613742627649836e-08,2.2595800885257478e-08,8.434166158586422e-08,1.2335954371307784e-08,8.485236575686105e-08,1.1530336960964446e-09,2.6209524313015078e-08,2.4184463846283117e-08
1453,HATS-9 b,HATS-9,0,Published Confirmed,0,287296095.0,0.03048,11.938,261.57409,3736571172.0,1.5,421085.73329401284,19.765798067878755,688.7347696750993,1476.4009080638446,632.625765051764,684.713405402367,1.5958461955213048e-08,7.963387581772375e-10,1.4782637832921316e-08,2.2822313286127483e-08,8.559448936682979e-08,1.2499497017584769e-08,8.591137868052724e-08,1.1672726272707955e-09,2.5973946507429967e-08,2.4396115725783006e-08
1756,HD 136352 b,HD 136352,0,Published Confirmed,0,1736668500.0,0.0969,1.482,4.62,4073600700.0,1.01,1626.8994539120981,3.905874290682495,5.166045863832808,11.07415385469827,4.745184736994541,5.135882507512183,3.11872669929952e-06,3.461144008269313e-07,2.38370911917344e-06,1.7260225429670835e-06,8.18629245502432e-06,4.564980787535267e-06,1.88108557747467e-06,2.865609719497249e-07,1.2004336440920723e-06,1.0514167316585144e-06
1762,HD 136352 c,HD 136352,0,Published Confirmed,0,4138635000.0,0.1729,2.608,11.29,4073600700.0,1.01,503.97204621112695,3.8789335980337403,8.177868527378882,17.530423976626828,7.511643903307432,8.13011982966377,2.643317100915378e-05,3.049643438409603e-06,2.0205458909981044e-05,1.514349981587335e-05,7.044146986581478e-05,3.303526281537068e-05,1.65967851896267e-05,2.506782387229632e-06,1.0060536359950754e-05,9.338267116339865e-06
1787,HD 1397 b,HD 1397,0,Published Confirmed,0,1730490000.0,0.1003,11.467,116.64361,3811776108.0,2.34,11350.914550752621,10.678997577551261,126.39375434148977,270.94298400442824,116.09686204134813,125.65577021409462,3.3554249839643692e-06,4.930758035244246e-07,2.628155518590676e-06,2.3429019423127615e-06,2.4379870920165977e-05,3.864763382004473e-06,9.765206106188766e-06,2.940204094697817e-07,1.5410995945468686e-06,1.6244929008361091e-06
1859,HD 149026 b,HD 149026,0,Published Confirmed,0,431383740.0,0.04364,9.09,102.34126,4289466720.0,1.53,109242.96988017633,14.414368446915544,235.61668554724082,505.07786714621625,216.42175263432645,234.24097378846574,1.78781824116536e-07,1.263096736702183e-08,1.4239959440735317e-07,1.3293409111671352e-07,9.16738718222414e-07,1.8331260155057576e-07,7.694148110409281e-07,1.4995564596379484e-08,9.37797958200206e-08,9.603317739681853e-08
1863,HD 149026 b,HD 149026,0,Published Confirmed,0,431397000.00000006,0.04313,7.331,114.10097,4289466720.0,1.37,91265.93049112018,13.021107636552012,262.6866152819485,563.1061105299506,241.28638233262885,261.1528484153242,2.466031734656885e-07,1.4949747366364038e-08,1.9715407691883604e-07,1.8459889180119295e-07,9.394421068159398e-07,2.2595599065315415e-07,8.626246486471972e-07,2.0430970352655206e-08,1.3279792741584915e-07,1.3361406287186126e-07
1867,HD 149026 b,HD 149026,0,Published Confirmed,0,431383665.0,0.04288,6.837,113.14748,4280414274.0,1.29,86613.40072081811,12.611346257587634,260.22046999134017,557.8195774452494,239.02114596023563,258.70110238114904,2.6487162922200145e-07,1.612287117247957e-08,2.1173388300988393e-07,1.9760584536314054e-07,9.70086510120691e-07,2.458398644930092e-07,8.909947819709649e-07,2.2162421421790984e-08,1.4240933621931146e-07,1.4269868076293041e-07
1890,HD 15337 b,HD 15337,0,Published Confirmed,0,713463000.0,0.05245,1.699,7.2,3572930802.0,0.84,11760.905006569616,5.684339276670953,11.763717547998121,25.217201214139507,10.80536534719431,11.69503190071426,3.98009439470509e-07,6.431412403829415e-08,3.039689970035476e-07,2.285253427497291e-07,1.8223315563639466e-06,6.159718158291441e-07,4.251890920440431e-07,3.545332601123069e-08,1.5519012651399747e-07,1.4324950214045448e-07
1893,HD 15337 c,HD 15337,0,Published Confirmed,0,2576760000.0,0.1235,2.522,8.79,3572930802.0,0.84,1337.2975542538354,4.5133094408222005,7.557005003192772,16.199514733690673,6.941360131854659,7.512881385122735,6.094769190436116e-06,8.334914424771988e-07,4.652732193207762e-06,3.4905507375968177e-06,2.0455560092623278e-05,8.205621093254218e-06,4.739094116934101e-06,5.640305131011176e-07,2.3298241034230413e-06,2.164992587157792e-06
2056,HD 17156 b,HD 17156,0,Published Confirmed,0,3182459700.0000005,0.1637,11.938,1036.76146,4233063018.0,1.49,2718.124700824138,8.52898785173324,872.9920168995192,1871.382516510602,801.8721674755432,867.8948168426724,2.154839776554381e-05,9.66673859794878e-07,2.0113978886821633e-05,3.1739863749095355e-05,3.247924161068989e-05,1.2646987280618362e-05,3.768665449533094e-05,1.6773823278584795e-06,4.220320180512099e-05,3.374206069985889e-05
2057,HD 17156 b,HD 17156,0,Published Confirmed,0,3182459700.0000005,0.16278,12.184,1028.18005,4233063018.0,1.5,2821.4385685913635,8.640730727224433,865.7661479674877,1855.8928390287547,795.2349668250711,860.7111381011788,2.0547723732872292e-05,9.254205663083765e-07,1.9174739272908128e-05,3.0262764575304167e-05,3.1661492218148646e-05,1.2073977684223457e-05,3.666868207132715e-05,1.5988369332203962e-06,4.016304684690344e-05,3.217584054480983e-05
2061,HD 17156 b,HD 17156,0,Published Confirmed,0,3182494500.0,0.1614,11.43,1023.37,4247686200.0,1.44,2715.3103818815493,8.40480028635857,863.1983083255531,1850.388309642351,792.8763208127964,858.1582914856585,2.1774844647514524e-05,9.724717161192873e-07,2.0322830942044447e-05,3.196338569095404e-05,3.2036750921599014e-05,1.2858314047585947e-05,3.715536645089342e-05,1.6941730135844719e-06,4.257185214300231e-05,3.390774029761454e-05
2141,HD 183579 b,HD 183579,0,Published Confirmed,0,2620691250.0,0.13,3.53,11.2,3973327452.0,0.97,1604.8279864162132,5.204412661803224,10.068685818386722,21.58365968990974,9.248422396226005,10.009897072404685,6.2408196179892565e-06,1.0291027626624544e-06,4.7609767860631e-06,3.661159592503309e-06,2.634271941651557e-05,8.108150857863629e-06,6.141654911786456e-06,5.767541876286578e-07,2.383099708757858e-06,2.303649616714857e-06
2173,HD 189733 b,HD 189733,0,Published Confirmed,0,332786367.0,0.03142,12.902,365.5045,3516527100.0,0.75,415453.4180060473,20.238647052326737,867.4660092932027,1859.5367334789391,796.796345920495,862.4010743266886,1.376815349087831e-08,6.692134521467601e-10,1.2824871467364561e-08,2.0234136224196087e-08,7.387115733600178e-08,1.0570319121527856e-08,7.448233795356356e-08,1.0027754280770086e-09,2.747719009660176e-08,2.2022749728628227e-08
2183,HD 189733 b,HD 189733,0,Published Confirmed,0,332786549.99999994,0.03106,12.543,370.58978,3516527100.0,0.77,418100.7137834235,20.070400263126388,879.5348597673095,1885.408030506188,807.881985996542,874.3994575523765,1.3496010057279444e-08,6.537685118821952e-10,1.2575845118816744e-08,1.985254242497631e-08,7.1338676920265e-08,1.036702368260255e-08,7.269768118358132e-08,9.825889092985621e-10,2.702507219563231e-08,2.1620993240637646e-08
2184,HD 189733 b,HD 189733,0,Published Confirmed,0,332786280.0,0.031,12.756,356.92309,3509563680.0,0.76,427674.414958786,20.259674177526673,846.2603987412305,1814.079492094496,777.3182881985659,841.3192784685723,1.3434819616236329e-08,6.549187296010001e-10,1.2507182707349957e-08,1.9688749825800112e-08,7.243342580169346e-08,1.0344712597321863e-08,7.273206590286927e-08,9.787490579188025e-10,2.6661920856082897e-08,2.1390220807535426e-08
2185,HD 189733 b,HD 189733,0,Published Confirmed,0,332785950.0,0.03099,12.756,363.582,3509563680.0,0.76,428088.5605868681,20.262942657692737,862.0490225211058,1847.9246521067932,791.8206636232451,857.0157160972911,1.3231382832511637e-08,6.435087505723227e-10,1.2323132985411907e-08,1.942927521540642e-08,7.115928355725677e-08,1.0175854542036455e-08,7.160104919145704e-08,9.635878665425352e-10,2.6370821523171224e-08,2.113666712651132e-08
2186,HD 189733 b,HD 189733,0,Published Confirmed,0,332850000.0,0.0313,14.12,365.49,3516527100.0,0.76,459923.4198855326,21.21295779194705,867.3486757768953,1859.285212403411,796.6885711880605,862.2844258938579,1.1848567818422689e-08,5.801579160520806e-10,1.1035117504390336e-08,1.7447854966850084e-08,6.822769411163579e-08,9.084894362202921e-09,6.539802024627203e-08,8.626504937295647e-10,2.363493485534432e-08,1.902206043269923e-08
2329,HD 209458 b,HD 209458,0,Published Confirmed,0,528711900.0,0.04707,15.233,217.704,4223314230.0,1.16,145893.75022639334,17.96704560431559,449.230341163588,962.9891110864459,412.6329913576812,446.6073882886593,1.0154028973157178e-07,5.41601500740772e-09,9.295715922352289e-08,1.2944794133656222e-07,5.175526013093122e-07,7.856436489363342e-08,5.153668169748826e-07,7.563215216276094e-09,9.660154282190753e-08,9.88380466455351e-08
2330,HD 209458 b,HD 209458,0,Published Confirmed,0,528712288.5,0.04707,15.233,216.76006,4223314230.0,1.16,145893.75022639334,17.96704560431559,447.28236471807026,958.8133465981713,410.8437102825733,444.67078563059516,1.0180929943744714e-07,5.434515087921723e-09,9.31916309205113e-08,1.29157379210034e-07,5.193947587433203e-07,7.880264254327282e-08,5.168065815108384e-07,7.584045602877859e-09,9.63328699065376e-08,9.85841635813694e-08
2336,HD 209458 b,HD 209458,0,Published Confirmed,0,528750000.0,0.0467,14.24,200.22,4178052000.0,1.1,139650.72300562443,17.440245844284952,410.91756361432186,880.8602248232066,377.4414324651393,408.51831025567935,1.1422684128370515e-07,6.155957370441033e-09,1.043104025749713e-07,1.3149018392047446e-07,5.666622338675389e-07,8.929182091082328e-08,5.565748927097361e-07,8.527090891822883e-09,9.72633270472163e-08,9.960674835424763e-08
2337,HD 209458 b,HD 209458,0,Published Confirmed,0,528585000.0,0.046,15.92,197.05,4195460550.0,1.15,163362.89055337943,18.58012639795593,405.3165710451274,868.8537008617134,372.29673473075974,402.9500205968087,9.13767018090629e-08,4.98893325970331e-09,8.339186805990657e-08,1.0386438382832024e-07,5.007064451237171e-07,7.148170797338988e-08,4.882263701944549e-07,6.818134503038335e-09,7.644346413888171e-08,7.879273768073347e-08
2343,HD 209458 b,HD 209458,0,Published Confirmed,0,528712288.5,0.04747,15.468,226.93062,4259524014.0,1.16,144430.96373114683,18.0286627226411,470.2723556694451,1008.0956610847787,431.96078067675074,467.52654330043276,1.0020590184253894e-07,5.307436838571478e-09,9.185551328918883e-08,1.3454976764257465e-07,5.087756879863656e-07,7.712130883349502e-08,5.105400443317018e-07,7.456854999626085e-09,1.0093001639207233e-07,1.031072827852934e-07
2607,HD 3167 b,HD 3167,0,Published Confirmed,0,143944800.0,0.01752,1.574,5.69,3680863812.0,0.83,292338.6677210473,9.466541897270885,21.007514302726243,45.03259390743456,19.296099736430293,20.88485624741164,6.121048100589352e-09,1.078190922126738e-09,4.674733891180306e-09,3.6777322002144203e-09,6.029264989520499e-08,9.948284610601041e-09,1.4278195213275833e-08,5.302030389563452e-10,2.4260673602627398e-09,2.3889631111102823e-09
2612,HD 3167 b,HD 3167,0,Published Confirmed,0,143946150.0,0.01815,1.7,5.02,3663455262.0,0.86,283989.8865015711,9.665897696136017,18.489903886144305,39.63573800752696,16.983590936208444,18.381945580323517,5.680695491488082e-09,1.0162478836368333e-09,4.333995539999016e-09,3.409302737704233e-09,5.867085620305206e-08,9.231567962407064e-09,1.3714340331138429e-08,4.92480577685686e-10,2.2386851658857207e-09,2.214854167697103e-09
2614,HD 3167 c,HD 3167,0,Published Confirmed,0,4476810000.0,0.1795,3.01,9.8,3663455262.0,0.86,519.8247791645247,4.089847076386657,6.472509664157631,13.874744773118175,5.9452151370610515,6.434718165507669,2.0189151528795878e-05,2.535622901556495e-06,1.5411227243802933e-05,1.1655565354815246e-05,5.967248296418646e-05,2.4813865943598868e-05,1.3896911205348775e-05,1.918128005835176e-06,7.6292164418995214e-06,7.221800421982821e-06
2619,HD 3167 c,HD 3167,0,Published Confirmed,0,4476933000.0,0.1806,2.74,8.33,3680863812.0,0.83,464.6020971091149,3.890204722009526,5.5146137042955585,11.821358582613815,5.0653558775472565,5.482415140342071,2.0196603896486238e-05,2.380656815977627e-06,1.5420589856757152e-05,1.156898062398552e-05,5.517001137120508e-05,2.4998417696270936e-05,1.2822009130431075e-05,1.9230512980363678e-06,7.6292385157180745e-06,7.133675385857935e-06
3002,HD 80606 b,HD 80606,0,Published Confirmed,0,16715505000.0,0.4565,11.243,1308.18828,3881410308.0,1.04,118.04394251419603,4.95651885544633,460.2468212683597,986.6045025934333,422.75199429076446,457.5595456941059,0.00272206229833689,0.00012956855921693726,0.002502780182484837,0.0037104957192970085,0.0020921366433728555,0.0005721134940427553,0.0023808651858135328,0.00024069531744477904,0.002531173844429639,0.0027690803552287554
3003,HD 80606 b,HD 80606,0,Published Confirmed,0,16715505000.0,0.4564,11.243,1307.55262,3881410308.0,1.04,118.12155194137279,4.957061827333312,460.0231833571505,986.125102932309,422.54657544028294,457.337213553341,0.0027204448576716904,0.0001295133472910696,0.0025012560716108126,0.0037062100716038293,0.0020914679329744504,0.0005719620100822282,0.002379823761481176,0.000240546718852294,0.0025281588259717627,0.002765774021905403
3085,HD 89345 b,HD 89345,0,Published Confirmed,0,1772098500.0,0.105,6.86,35.7,3829184658.0,1.66,5918.887144948349,8.072786307936658,38.314482086919746,82.13254018206331,35.19312456699984,38.0907726182294,3.323682305361862e-06,5.692594632548683e-07,2.5513756812560577e-06,2.092769893973068e-06,2.4973484394239485e-05,4.194501302635841e-06,6.428519849982742e-06,2.987853067465898e-07,1.334530811075477e-06,1.375504204737355e-06
3088,HD 89345 b,HD 89345,0,Published Confirmed,0,1772145000.0,0.1115,7.263,38.45743,3914834724.0,1.73,5233.295799608389,8.060771988677871,41.732352243236235,89.45923083949945,38.332551843928684,41.488686615018864,4.283248024016342e-06,7.294623349662801e-07,3.2911168366905777e-06,2.7145657750436297e-06,3.1812042263780284e-05,5.306078640553291e-06,8.295182905425031e-06,3.857592549229204e-07,1.7280298378693226e-06,1.7886477891925888e-06
3152,HD 97658 b,HD 97658,0,Published Confirmed,0,1423545000.0,0.08,2.247,7.55,3600088140.0,0.74,4383.45903560634,5.2931303718570835,8.76603974609103,18.791252614352313,8.051898706175493,8.714856851600437,1.2687986348900645e-06,2.0652672892247486e-07,9.681148450753688e-07,7.286696830904065e-07,5.358310646947333e-06,1.8471230827355886e-06,1.2363744925292496e-06,1.1473857156489866e-07,4.890046508514971e-07,4.553600554117169e-07
3154,HD 97658 b,HD 97658,0,Published Confirmed,0,1423635000.0,0.0796,2.341,7.86,3564574698.0,0.7,4636.02801157467,5.416268946401679,9.08055921742287,19.46546982179364,8.340795288627465,9.027539915913524,1.211954338276504e-06,1.9939936403043564e-07,9.246469573232846e-07,6.981054575540054e-07,5.307689708285082e-06,1.7605056463272288e-06,1.2253000148007712e-06,1.0951419516662674e-07,4.671169786409151e-07,4.37127952042297e-07
3185,HIP 116454 b,HIP 116454,0,Published Confirmed,0,1368075000.0,0.0906,2.53,11.82,3543684438.0,0.72,3397.9717900245964,5.2777912648596805,13.889146571838545,29.77336053553336,12.757642510295236,13.808051032217273,2.8658688814793466e-06,4.590620102808891e-07,2.1904836743504704e-06,1.6641439141811176e-06,1.1792933431367167e-05,4.034667891558737e-06,2.7956558211014935e-06,2.5994975503984433e-07,1.1135328560235172e-06,1.0441952054816508e-06
3357,K2-105 b,K2-105,0,Published Confirmed,0,1240035300.0,0.081,3.59,30.0,3783922428.0,0.95,6747.194549346064,6.64906782544198,38.2614002647134,82.0187517486086,35.14436714997634,38.03800072860197,2.7238197538084972e-06,4.3152901605692943e-07,2.094932901624101e-06,1.6648225842550597e-06,1.457012732306222e-05,3.705457715539138e-06,3.7902662923339225e-06,2.4306257859749465e-07,1.1057313414503828e-06,1.0751722911960238e-06
3361,K2-107 b,K2-107,0,Published Confirmed,0,497088000.0,0.048,16.141,266.9772,4198942260.0,1.78,145777.52289827165,18.31473538704448,566.5170733232968,1214.4098981422842,520.3647509985648,563.2093101336586,8.771813161193215e-08,4.519348798031533e-09,8.082648676377564e-08,1.2314378959305749e-07,4.400961249432472e-07,6.631882590176701e-08,4.5477817255623445e-07,6.500348144765005e-09,1.1145839740446428e-07,1.1303299291078226e-07
3364,K2-108 b,K2-108,0,Published Confirmed,0,710101500.0,0.0573,5.28,59.4,3811776108.0,1.75,28031.987931937256,9.587286341188054,100.47903117463875,215.39109015447661,92.29332795047077,99.89235716903416,7.556665184674726e-07,1.1202741556090647e-07,5.895077769283894e-07,5.025843591406469e-07,5.931335436698256e-06,9.973976397324393e-07,1.8076113704422677e-06,6.535792070991714e-08,3.3927536145845665e-07,3.4061413499992244e-07
3378,K2-110 b,K2-110,0,Published Confirmed,0,2079562500.0,0.1021,2.592,16.7,3488673420.0,0.71,2432.437061306374,5.032232240031773,15.79232808329806,33.853100713388265,14.505777950426156,15.700120303563923,5.249233678695099e-06,7.902406869516522e-07,4.016073700958544e-06,3.0531306679621164e-06,1.990249002133284e-05,7.214522579264675e-06,4.776922822562698e-06,4.787373869678293e-07,2.044828850893035e-06,1.9133982253342405e-06
3382,K2-111 b,K2-111,0,Published Confirmed,0,802675500.0,0.0621,1.9,8.6,3990039660.0,1.23,7924.33161211792,5.524424576440821,13.999179140665218,30.009230992035697,12.858711079938413,13.91744114612429,8.386549689977519e-07,1.3413003698763184e-07,6.410796547998193e-07,4.834752290863241e-07,3.643648912142517e-06,1.2632826252409093e-06,8.612939716897449e-07,7.502414181053806e-08,3.279471985540577e-07,3.0317772551870683e-07
3390,K2-113 b,K2-113,0,Published Confirmed,0,872641200.0,0.0558,10.424,410.0007,3918316434.0,1.05,59926.04923768069,13.650738592675134,634.310662043628,1359.73509494456,582.6354142758609,630.6070676463845,3.007498151932308e-07,1.4487436728316741e-08,2.7826450386907765e-07,4.226008783133416e-07,9.414556825115653e-07,2.2337277010777598e-07,1.0114634325372415e-06,2.2367940531794362e-08,4.407317488046374e-07,4.3287637999392094e-07
3394,K2-114 b,K2-114,0,Published Confirmed,0,1708663500.0,0.09309,10.559,587.9855,3500511234.0,0.83,13073.67064310667,10.636920859753095,614.4543175600419,1317.17019722606,564.3967022590625,610.8666598017037,2.858021648222249e-06,1.3480991286969889e-07,2.643729080744294e-06,3.999371700603769e-06,6.21434884353323e-06,1.960686750033531e-06,6.765921549924465e-06,2.168881382071459e-07,4.0021768208747756e-06,3.9287158973182164e-06
3402,K2-115 b,K2-115,0,Published Confirmed,0,3040955100.0,0.1367,12.498,266.9772,3871661520.0,0.88,4886.735325863141,9.549751070068039,219.93957336200404,471.4717480925477,202.02180431363064,218.65539666377347,1.6157868632848136e-05,1.217438923085326e-06,1.2850549450033122e-05,1.2060646983209169e-05,5.012516472950396e-05,1.4596542135518875e-05,3.9875379214050725e-05,1.420934211880341e-06,8.206624988840912e-06,8.603560770226252e-06
3507,K2-132 b,K2-132,0,Published Confirmed,0,1375620000.0,0.0916,12.207,157.32585,3396756276.0,4.11,15863.768531928441,11.529561326732418,180.49640508501406,386.91970857734503,165.79194398718397,179.44252799513242,2.6022236337926347e-06,2.515951409013659e-07,2.057116867482521e-06,1.8893601445727795e-06,1.3581456811545438e-05,2.9460335080793914e-06,8.369944250418308e-06,2.2507081665523564e-07,1.2777375718235643e-06,1.337981622219221e-06
3524,K2-137 b,K2-137,0,Published Confirmed,0,26957250.000000004,0.0058,0.89,158.915,2431626264.0,0.44,4556064.532586056,12.371918624377585,1101.9478173752711,2362.1818294135146,1012.1756759035252,1095.513796939075,3.1379545542092446e-10,1.31891464816648e-11,2.9458987166581954e-10,4.540554537924964e-10,7.416116581259276e-10,2.6495371635285943e-10,8.585334524569383e-10,2.2571608997448297e-11,6.69938975379699e-10,4.895863449380537e-10
3546,K2-139 b,K2-139,0,Published Confirmed,0,4257354000.0,0.179,9.057,123.00021,3718466280.0,0.86,1577.2811593378833,7.104306937714943,83.92733099483912,179.91016737924858,77.09004150379883,83.43729856838324,4.285527379638772e-05,6.659238013548793e-06,3.3306798763009236e-05,2.878423640766945e-05,0.0002351485585441398,4.505650305197832e-05,7.024566247232417e-05,3.935102756549606e-06,1.8339338769987104e-05,1.9340372531365037e-05
3555,K2-140 b,K2-140,0,Published Confirmed,0,985395000.0,0.0591,12.274,323.86877,3937117668.0,0.99,59389.20574664576,14.39313395339363,472.64885403460636,1013.1900232381392,434.1436733701363,469.8891658369867,3.6977444120672657e-07,1.8938064564377998e-08,3.3924323918855934e-07,4.959125488241627e-07,1.3344304632470835e-06,2.7800649534480846e-07,1.3629686468137745e-06,2.7714037612012748e-08,3.7467096700009695e-07,3.771123155601374e-07
3558,K2-141 b,K2-141,0,Published Confirmed,0,42048390.0,0.00716,1.54,5.31,3045103566.0,0.67,4190496.6210188605,14.64737827381408,32.99182852365593,70.72267545602513,30.304090455721095,32.79919680770564,1.7829524676162286e-10,3.3032130492123425e-11,1.3642389455190288e-10,1.1149307156482359e-10,3.313681074044257e-09,2.880531818966024e-10,8.013808252164631e-10,1.5235395810696672e-11,7.204259256662375e-11,7.448608020071585e-11
3566,K2-146 b,K2-146,0,Published Confirmed,0,400470000.0,0.0248,2.25,5.6,2357117670.0,0.35,147336.82826605934,9.513086964451016,9.9192579002995,21.263339700753193,9.111167889611483,9.861341629641204,8.322784127093677e-09,1.5432726799625212e-09,6.329891627232349e-09,4.9497936978715965e-09,8.825392913579778e-08,1.3411240565573597e-08,1.979017763889782e-08,7.261123885692024e-10,3.216517027278774e-09,3.2016669220000364e-09
3570,K2-146 c,K2-146,0,Published Confirmed,0,594945000.0,0.0327,2.59,7.1,2357117670.0,0.35,73984.43251761264,8.888573213333665,10.318013414062715,22.118128842432796,9.477438075276808,10.25776890146397,2.3951367686121862e-08,4.3843382854840135e-09,1.8224066779937776e-08,1.4224743813759442e-08,2.2825660544949145e-07,3.7795520006629736e-08,5.1518275517817376e-08,2.0991705199606863e-09,9.255880765023621e-09,9.174948235254192e-09
3699,K2-18 b,K2-18,0,Published Confirmed,0,4941006750.0,0.1591,2.61,8.63,2407254294.0,0.44,647.3122252961613,4.045211303326058,4.397942776919341,9.427615673475552,4.039656536020338,4.372264198262759,1.0099059868884448e-05,1.2409209285266793e-06,7.706090654153637e-06,5.758644660929208e-06,2.9345322867969056e-05,1.293538449269262e-05,6.743301033505076e-06,9.524744215344338e-07,3.817991786185469e-06,3.5501743810875638e-06
3700,K2-18 b,K2-18,0,Published Confirmed,0,4940944500.0,0.143,2.38,7.96,2407254294.0,0.41,812.9291290219475,4.074520507973981,4.056528972272757,8.695746638544248,3.7260566150149455,4.032843830475579,6.731561983509373e-06,8.259775153617447e-07,5.1365787926943114e-06,3.815513205346471e-06,1.9660107263043982e-05,8.885800459883752e-06,4.499207507795008e-06,6.305644800604315e-07,2.5517014478431323e-06,2.3477924177066416e-06
3707,K2-180 b,K2-180,0,Published Confirmed,0,1329975000.0,0.075,2.242,11.44182,3558307620.0,0.69,5308.05799158968,5.460635909190555,13.664087518896944,29.290914455037505,12.55091829392357,13.584306047440375,1.4741343604642557e-06,2.3775159221084492e-07,1.1265732104928283e-06,8.532827675566878e-07,6.355521655095212e-06,2.1497006003603147e-06,1.5013794848246476e-06,1.3269712507626414e-07,5.742389913399856e-07,5.355524460427108e-07
3797,K2-19 b,K2-19,0,Published Confirmed,0,1188165150.0,0.0762,7.46,44.0,3753283380.0,0.91,16840.60751414755,9.882071147107855,57.095971441121414,122.39333310009116,52.44454644180716,56.76260116597387,1.0227098533838065e-06,1.7117758340390885e-07,7.887773301549196e-07,6.603026713628297e-07,9.75268819666657e-06,1.333243942600432e-06,2.641015773032409e-06,9.006273300807228e-08,4.2608279154611017e-07,4.4157659301078605e-07
3810,K2-19 c,K2-19,0,Published Confirmed,0,1786090500.0,0.1001,4.51,15.9,3753283380.0,0.91,4491.156101488328,6.703896187485894,16.828158314216545,36.07355009515748,15.457222426806632,16.729902559461202,2.322405979121337e-06,4.038386268473473e-07,1.7727797743463504e-06,1.396333640280048e-06,1.412692987650108e-05,3.101655115637816e-06,3.355225569803269e-06,2.1035723383653443e-07,8.99298462716499e-07,8.954253495341886e-07
3951,K2-22 b,K2-22,0,Published Confirmed,0,57161699.99999999,0.0088,2.5,444.962,2666989860.0,0.57,3664171.8431206048,16.83389897456327,2219.047276037504,4756.843356295012,2038.268637652044,2206.0907682085603,2.4536086359718114e-10,1.0389681312834858e-11,2.327008910908682e-10,3.8286556184811367e-10,8.821429618003575e-10,1.9555513775096535e-10,1.0550834211632382e-09,1.7465362802516026e-11,5.920687201348541e-10,4.366609087798036e-10
3981,K2-229 b,K2-229,0,Published Confirmed,0,87637350.0,0.012888,1.164,2.59,3610533270.0,0.79,543100.5454529815,9.491607584596146,12.137418827979653,26.01828304331684,11.148622386853663,12.066551224677077,1.444864771450456e-09,2.625174295893349e-10,1.100075404317308e-09,8.566371491075054e-10,1.4922265554130067e-08,2.4164546586778787e-09,3.3848334647384122e-09,1.2523493662262737e-10,5.630707999519156e-10,5.53596170008088e-10
3987,K2-229 c,K2-229,0,Published Confirmed,0,1249251000.0,0.07577,2.12,21.3,3610533270.0,0.79,4867.745232177758,5.282935825100274,26.437838381096924,56.673265691972894,24.284032792545425,26.28347390961225,3.0974856906615077e-06,4.681484422624369e-07,2.3784764812027944e-06,1.8151727798520017e-06,1.184690699442967e-05,4.445195166658001e-06,2.9743206176234423e-06,2.7795821654372164e-07,1.2393051026155581e-06,1.1437162786917465e-06
3994,K2-232 b,K2-232,0,Published Confirmed,0,1675268850.0,0.0991,11.859,123.00021,4100061696.0,1.23,12170.57078228294,10.925548657931916,140.4896431449511,301.15952590954305,129.04440415916653,139.66935635748638,3.2586327027920388e-06,4.2357697031418025e-07,2.558962442312277e-06,2.301992713582034e-06,2.1495207206959005e-05,3.7227287268936005e-06,9.78340190479982e-06,2.8463414419194886e-07,1.5241866518306733e-06,1.6059260429883805e-06
4004,K2-237 b,K2-237,0,Published Confirmed,0,327084000.0,0.037,18.495,508.528,4357011894.0,1.43,364697.68315019994,22.329672527837456,1355.0805457138001,2904.807824839856,1244.686495707708,1347.1685413644645,1.1760715564088874e-08,5.558013477894973e-10,1.1052116928892528e-08,1.8172003195750578e-08,6.946314414869097e-08,8.618714876109475e-09,6.59796001733471e-08,8.520178059821547e-10,2.5756611121061054e-08,2.0474825649121264e-08
