,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid
931,GJ 3470 b,GJ 3470,0,5324999.999999999,4.57,13.9,3600.0,382988.10000000003,0.14546216291861838,1.7418283239025028,704.8891924174276,1511.030210164088,647.464138974945,700.7735061773386,0.03859095500707345,0.06407856338641026,0.04315354825262257,0.11142780435295821
934,Kepler-10 c,Kepler-10,0,36150000.0,2.35,13.98,5708.0,738122.52,1.075938444146386,2.4359911312442457,595.4969736025491,1276.532434961605,546.983752089412,592.0200034253427,0.21827102674606447,0.027257636519721566,0.208210509099345,0.7401015320277546
935,GJ 3470 b,GJ 3470,0,5220000.0,4.2,14.0,3600.0,348171.0,0.18874002375473056,1.8234565569215189,678.8113008728211,1455.1285416959636,623.510729308803,674.8478774572374,0.05154225543566079,0.07517975258420743,0.05734463963355814,0.1548809985441121
938,Kepler-62 d,Kepler-62,0,18000000.0,1.95,14.0,4925.0,445658.88,1.8858538923367523,2.6761026026587804,565.7919729340632,1212.8555423579714,519.6987222039178,562.4884434392054,0.1724552512869679,0.016037592322336938,0.16182146068540998,0.5582043910656884
939,TOI-1749 c,TOI-1749,0,6645000.0,2.12,14.0,3985.0,382988.10000000003,1.4675884790737987,2.566564220432064,698.488065797366,1497.3084850957446,641.5844915351621,694.4097542667132,0.170115254173016,0.017471126860160634,0.16157018818174457,0.5847306817358151
946,K2-266 e,K2-266,0,18735000.0,2.73,14.3,4285.0,487439.39999999997,0.7019916352669606,2.285823764134712,504.6262171978972,1081.7380479502374,463.51594369280065,501.67982051477196,0.19564351420106885,0.047129442190520655,0.20948715452995803,0.629585122315625
955,HD 207897 b,HD 207897,0,17445000.0,2.501,14.4,5070.0,543146.76,0.9194016054841742,2.3965166378490648,653.1554969325922,1400.131678023275,599.9450211286251,649.3418718688503,0.1972262123059144,0.02980592887677597,0.20600360518018251,0.6527387830800973
961,EPIC 249893012 c,EPIC 249893012,0,19500000.0,3.67,14.67,5430.0,1190744.82,0.2964256371119032,1.9968161155651627,979.6645466351548,2100.0502514667655,899.8544295963419,973.9445101558588,0.0593880822367245,0.053853925242342775,0.06606631792879203,0.20349220263600387
965,K2-263 b,K2-263,0,38594999.99999999,2.41,14.8,5368.0,591890.7,1.0560741894588694,2.4750181304932606,485.3480172803854,1040.4124853138724,445.80827666534685,482.51418158271395,0.24456103231072343,0.03373783162354359,0.23199490441722806,0.8139767123222691
967,TOI-1246 e,TOI-1246,0,31650000.0,3.78,14.8,5151.0,598854.12,0.27369707540368526,1.9762460096383556,517.3098296770708,1108.9271747466316,475.16626309230253,514.2893762912514,0.0864284556116578,0.09826744779821098,0.09475892222009276,0.27299230593666346
970,K2-32 b,K2-32,0,11925000.0,5.299,15.0,5271.0,598854.12,0.10069162307025616,1.6803692208901242,862.4022092650888,1848.6817581111532,792.1450773801165,857.3668406649234,0.021703222007260645,0.04546997809721469,0.02449188336929206,0.06245820198848265
972,TOI-1749 d,TOI-1749,0,10605000.0,2.52,15.0,3985.0,382988.10000000003,0.9362104352913222,2.4366963198809923,552.9058009515275,1185.2322004647526,507.86234517174626,549.6775108578216,0.21902930332834042,0.034337281002594616,0.2234864379214847,0.7135068208297437
973,TOI-2136 b,TOI-2136,0,8100000.0,2.09,15.0,3366.0,236756.28000000003,1.6411045199105554,2.675645266484773,420.15339111403256,900.6585342852458,385.92484682891086,417.70021187801063,0.21692393404185598,0.024371242818143315,0.20245100386367945,0.6167627763960439
979,HD 106315 c,HD 106315,0,23039999.999999996,4.35,15.2,6327.0,905244.6,0.1844419299750194,1.8669522644599734,915.6406935586524,1962.8060190251756,841.046393734887,910.2944776655974,0.03886755742962628,0.059800629075652464,0.0435513968410029,0.1246738713124115
989,TOI-1231 b,TOI-1231,0,19320000.0,3.65,15.4,3553.0,334244.16,0.3163195020872511,2.051492702467195,341.2000432592977,731.4108070035232,313.40357407022327,339.20785450358125,0.12402895674276836,0.12527404984758359,0.1338850532823809,0.2748442204409062
991,KOI-94 c,KOI-94,0,15195000.0,4.32,15.6,6182.0,1058439.84,0.1932667745816669,1.8979137580235532,1191.234478450612,2553.580482848432,1094.1884401180444,1184.2791336894522,0.032726383175888704,0.048862510690961244,0.03683969944432049,0.10976715065082987
993,K2-285 c,K2-285,0,12360000.0,3.53,15.68,4975.0,550110.18,0.35604573111567395,2.104949711447797,766.2918520946171,1642.655541854113,703.8645216256127,761.8176498150474,0.08158875288317782,0.06062134008177632,0.08983981586158797,0.28098914970857286
998,K2-19 c,K2-19,0,15015000.0,4.51,15.9,5390.0,633671.22,0.17312163282875304,1.8752809396300885,808.4322042536835,1732.989378525558,742.5718349455954,803.7119541280138,0.03914777641116959,0.0662082469383035,0.04376959260462932,0.12509136977603819
999,TOI-1266 b,TOI-1266,0,11175000.0,2.458,15.9,3573.0,292463.64,1.0693880569919392,2.5401751970112976,422.0177404931788,904.6550322660553,387.637313665546,419.5536757489536,0.25618375558229634,0.03855904279966069,0.24183630761139915,0.7422039216723186
1002,Kepler-453 b,Kepler-453,0,118545000.0,6.204,16.0,5527.0,577963.86,0.06692501175175805,1.6039105535578895,281.76283131948844,603.9986920000745,258.8085204566187,280.11768280493527,0.026458447937397534,0.08746597507679327,0.025738692857404356,0.03836995890904945
1005,TOI-942 b,TOI-942,0,7470000.0,4.242,16.0,4969.0,619744.38,0.20935909437253833,1.9396827676235229,1044.9620335590928,2240.0246991547583,959.8323404555549,1038.8607400377875,0.03883593483686112,0.05759080502276044,0.04353239482149051,0.13171393916546698
1006,Kepler-20 c,Kepler-20,0,13950000.0,3.07,16.1,5455.0,654561.48,0.5557693476916611,2.287177123497883,862.7170682625414,1849.3567031411108,792.4342858285892,857.6798612729423,0.10692414354654342,0.03900764193403297,0.11674963677510905,0.3721501977401894
1010,HD 219134 d,HD 219134,0,35550000.0,1.61,16.17,4699.0,543146.76,3.870046940604108,3.1651778669584214,424.0623895801938,909.0380283069911,389.5153917732411,421.58638659914527,0.1222326469451391,0.009867076552968769,0.11190890932772656,0.2783021654271219
1013,BD+20 594 b,BD+20 594,0,36150000.0,2.23,16.3,5766.0,647598.06,1.4681041156136714,2.700209239131451,563.4543990937216,1207.8446204581307,517.5515829796141,560.1645181561028,0.1834673529382013,0.022559086358663244,0.17308569758870312,0.6250421067292282
1016,Kepler-18 d,Kepler-18,0,17580000.0,6.98,16.4,5345.0,772939.6200000001,0.04816831131322712,1.5309121187808545,818.2699000214207,1754.0778781980732,751.608085307033,813.4922098476683,0.009477675017034112,0.029954471953416984,0.01074778971376138,0.02498708126375145
1017,TOI-421 c,TOI-421,0,17835000.0,5.09,16.42,5325.0,605817.54,0.12436656710912773,1.79384012208818,716.5384402184453,1536.0020291994429,658.1643600569631,712.3547366936573,0.029821040374572432,0.06299666527549223,0.03339454037811869,0.09043030641374022
1019,K2-32 b,K2-32,0,12054000.0,5.13,16.5,5275.0,584927.28,0.12207189593055144,1.7911804390768833,848.3856730760178,1818.63531981791,779.270423274633,843.4321438142161,0.025782993442040388,0.054009696174470226,0.028998150339874355,0.0795976532299409
1023,HD 219666 b,HD 219666,0,9534000.0,4.71,16.6,5527.0,717232.26,0.1586825633908719,1.8749929482443928,1106.7953237405561,2372.5731485608376,1016.6282715295284,1100.3329998270747,0.027560927697400518,0.049107170290812366,0.03106452749417306,0.09140749839585588
1025,K2-110 b,K2-110,0,15315000.0,2.592,16.7,5010.0,494402.81999999995,0.9578451850409061,2.5351098648066004,657.2115875992456,1408.826485091403,603.6706751453687,653.3742799528725,0.1878283584518946,0.03070477887191379,0.18794418870569404,0.6317481596714924
1027,WASP-47 d,WASP-47,0,13200000.0,3.71,16.8,5576.0,807756.72,0.3286029014369322,2.12531708923263,1007.0745165268121,2158.8074192762774,925.0313974746086,1001.1944395232209,0.05978316674276206,0.05227997993843427,0.06633662920921213,0.2136699232536869
1029,AU Mic b,AU Mic,0,9675000.0,4.07,17.0,3700.0,522256.5,0.25185439537655613,2.041189399882151,627.6299814217508,1345.4141061243254,576.4989871988959,623.9653939856095,0.06566542421888011,0.09466668813557391,0.07243125703028444,0.2226410523006548
1030,Kepler-1661 b,Kepler-1661,0,94950000.0,3.87,17.0,5100.0,529219.92,0.29295429340289264,2.0932689256125188,277.98816074815267,595.9071489205943,255.34136014592877,276.3650516688731,0.11819769044477695,0.1604672854841532,0.11247932705068309,0.21784076729685978
1039,Kepler-18 c,Kepler-18,0,11280000.0,5.49,17.3,5345.0,772939.6200000001,0.10442702620525106,1.772935465235064,1021.5307906632822,2189.7964983848765,938.3099654924491,1015.5663067923616,0.018487925482019028,0.04283125015322574,0.020913801605647903,0.057913551462955036
1067,TOI-824 b,TOI-824,0,3265500.0,2.926,18.467,4600.0,480475.98,0.7363041100385865,2.5090947513150925,1288.2624416019892,2761.5737179973644,1183.3118474479961,1280.7405728294789,0.08998497162001892,0.022793033672548323,0.09824194459596942,0.3293358557957411
1068,HD 28109 b,HD 28109,0,20354999.999999996,2.199,18.496,6120.0,1009695.9,1.7373446032790543,2.896558752379314,995.1686408212739,2133.285481838381,914.0954551373569,989.3580794938268,0.10524556162098672,0.012381486748973143,0.10017758377131741,0.38626391402919474
1069,HAT-P-26 b,HAT-P-26,0,7185000.0,6.333,18.751,5079.0,550110.18,0.073736040093133,1.718555338138963,1026.0657347030458,2199.517795745084,942.4754622394418,1020.0747723345332,0.01207974584313545,0.03546871152545246,0.013708540652214636,0.037030187528677795
1083,TOI-2285 b,TOI-2285,0,20445000.0,1.74,19.5,3491.0,320317.32,3.6971809565305063,3.3434800008197003,319.0303641766589,683.8869476453956,293.03998737744956,317.16761908971927,0.13579268466081243,0.014110334551065628,0.12096640831354259,0.24769383286184407
1086,HD 183579 b,HD 183579,0,20010000.0,3.55,19.7,5788.0,682415.16,0.43980990698777445,2.352745680786556,780.395629273066,1672.8889936126395,716.8193094779015,775.8390782750155,0.08636309737846082,0.056840120168351084,0.09451779454375886,0.3044845143447273
1094,HIP 97166 b,HIP 97166,0,13350000.0,2.74,20.0,5198.0,584927.28,0.9710959616494058,2.6983343665993247,794.3869439760517,1702.8813660642868,729.6707968105821,789.7487009021071,0.15163747003074257,0.028166543701084002,0.15014746989924105,0.5311834478557205
1095,K2-182 b,K2-182,0,7890000.0,2.69,20.0,5170.0,550110.18,1.026259041970979,2.7232963631856077,996.695275308502,2136.5580399296305,915.4977196272021,990.8758003126085,0.12884376449563406,0.021880615071941733,0.1243451647974079,0.4740529805315125
1096,Kepler-10 c,Kepler-10,0,36105000.0,2.227,20.0,5627.0,738122.52,1.8086443892448536,2.9930290878534134,587.4122316125885,1259.2016409593352,539.557648004297,583.9824663886153,0.145445960929591,0.019414869405612826,0.13645219259396793,0.5071362788709204
1097,Kepler-129 b,Kepler-129,0,19500000.0,2.4,20.0,5770.0,1148964.3,1.4450408068721556,2.883137967120235,1022.5799943991898,2192.045615776131,939.273693977417,1016.6093844684212,0.10891835815274453,0.015202819868509678,0.10418594317656248,0.4055755748534032
1101,Kepler-20 d,Kepler-20,0,51795000.0,2.75,20.1,5455.0,654561.48,0.9653433669612231,2.700148999547307,447.72523743526403,959.7627072383057,411.2505035851205,445.1110725156214,0.22171226338225516,0.045644712899040936,0.2174847372808162,0.6768308566427662
1108,NGTS-4 b,NGTS-4,0,2850000.0,3.18,20.6,5143.0,584927.28,0.6398375168025451,2.5420032322728896,1701.1027621824796,3646.5556457689736,1562.5193960586944,1691.1704135146258,0.06105185978922914,0.02107529185094479,0.06718595220988655,0.23164953725261425
1112,CoRoT-7 b,CoRoT-7,0,2580000.0,1.68,21.0,5275.0,605817.54,4.423594306751496,3.5311084387448797,1866.2466867968274,4000.5651295313046,1714.209576738968,1855.35010064955,0.03247809820523921,0.002654329390799541,0.03063371842332153,0.10434976242984098
1114,K2-24 b,K2-24,0,23100000.0,5.68,21.0,5743.0,842573.82,0.11446115619476802,1.9203992503382563,800.7967905748147,1716.6217836468463,735.5584538404717,796.1211218774795,0.02228128019481553,0.06135053847422885,0.02500561007611576,0.07503973955959004
1135,K2-233 d,K2-233,0,22835999.999999996,2.358,21.14,5033.0,494402.81999999995,1.6104877345282038,2.990450646609383,540.6832305460838,1159.0313829076777,496.63550823233857,537.5263052362012,0.1589643092709143,0.024111418653377535,0.14918773344506076,0.5531665190465211
1140,K2-229 c,K2-229,0,11365500.0,2.12,21.3,5185.0,550110.18,2.23283104316228,3.165759505112293,832.8462711438441,1785.3244022723165,764.9969663959776,827.9834728840203,0.0978440956185469,0.01188684428947015,0.0921069098559104,0.35602121078090143
1141,K2-66 b,K2-66,0,8974500.0,2.49,21.3,5887.0,1162891.14,1.37805135683611,2.921098329892489,1547.1910797989244,3316.6240703093667,1421.1464029916638,1538.1573861256275,0.07715725901043602,0.011287449736802744,0.07445485574934307,0.3004492983616565
1152,K2-100 b,K2-100,0,4515000.0,3.88,21.8,5945.0,863464.08,0.37277360847749447,2.3673824963475627,1898.1504692375422,4068.9554235023247,1743.5142607236658,1887.0676042257137,0.034831035371780776,0.030258914161617696,0.038913595604779895,0.13478438386254873
1158,Kepler-56 b,Kepler-56,0,15420000.0,6.51,22.1,4840.0,2945526.66,0.08000795110660545,1.8401858665773798,1544.436905572571,3310.72010624687,1418.6166024737452,1535.4192928905677,0.008733793866706354,0.027853025935216224,0.009970194063195117,0.03019257401701149
1164,TOI-132 b,TOI-132,0,3900000.0,3.42,22.4,5397.0,626707.8,0.5593112322636175,2.5560362243739303,1579.5674718279317,3386.0274701319236,1450.885194582843,1570.3447398311494,0.056307786784557654,0.026388329180677045,0.0620836475025815,0.2146193399103677
1167,GJ 143 b,GJ 143,0,28725000.0,2.61,22.7,4640.0,480475.98,1.2752289870958022,2.945430117099732,438.1363840300115,939.2076365519741,402.44282319992857,435.5782062250002,0.19582475992079773,0.037477705598250664,0.18374549876505883,0.6129628930926039
1175,Kepler-30 d,Kepler-30,0,75000000.0,8.8,23.1,5498.0,661524.9,0.03385694783043438,1.6181571707645748,376.9925074368801,808.1370431982688,346.2801414084928,374.7913346963059,0.008844255536573125,0.04988309217994535,0.009818836891402576,0.018170726852374346
1178,GJ 436 b,GJ 436,0,4308000.0,4.222,23.1688,3350.0,320317.32,0.307491202296971,2.3396382024916376,666.9337387233928,1429.667298391414,612.6007939133872,663.0396656675962,0.06507240592127726,0.09144262099696798,0.07145366140969288,0.22986463582166572
1181,HAT-P-11 b,HAT-P-11,0,7881000.000000001,4.36,23.4,4780.0,473512.56000000006,0.28199423542849694,2.3137729118092065,855.4379274936992,1833.7528299024866,785.7481532263675,850.4432217366686,0.04990757887540318,0.07863989856647974,0.055238303029895075,0.18160762153625515
1184,GJ 436 b,GJ 436,0,4330500.0,4.091,23.42407,3500.0,313353.9,0.34171005600474375,2.389860147209717,687.3882310380006,1473.5144110346712,631.3889245828733,683.3747288953733,0.06971868159450943,0.0832024302700259,0.07643195133048884,0.24718926720944476
1185,HATS-38 b,HATS-38,0,7554000.0,6.882,23.51942,5732.0,765976.2000000001,0.0720719783850951,1.8463414427658218,1332.6338683143645,2856.6901802040607,1224.0684768593392,1324.8529249634132,0.008520138059407958,0.030589889137603615,0.009706906202778896,0.029363965836355848
1188,TOI-674 b,TOI-674,0,3750000.0,5.25,23.6,3514.0,292463.64,0.16289881821665428,2.1175437797266086,716.4857890439763,1535.8891639206456,658.1159982041921,712.3023929373138,0.032980109981649186,0.08607158035370031,0.036703741419468194,0.11820997227535321
1189,Kepler-4 b,Kepler-4,0,6735000.0,4.125,23.83725,5857.0,1030586.16,0.339209599028508,2.400889362732583,1672.7617690056134,3585.8026971680265,1536.487252365267,1662.9948968933704,0.034152369967587796,0.03805909320238526,0.038143583655886174,0.13223729420880875
1199,Kepler-4 b,Kepler-4,0,6840000.0,4.002,24.472,5857.0,1037549.58,0.38134850833681927,2.4697457006949906,1665.471171996784,3570.1742658500593,1529.790596826052,1655.7468680074662,0.0375217356179762,0.0355239857986492,0.04178395496672001,0.14546423744386397
1200,K2-25 b,K2-25,0,4305000.0,3.44,24.5,3207.0,201939.18,0.6011385750600142,2.665384508023469,507.1170278245949,1087.077454689941,465.8038359957506,504.15608786979914,0.13369789910282143,0.06999958517718621,0.1432912602584356,0.45646913740501854
1201,K2-292 b,K2-292,0,19500000.0,2.63,24.5,5725.0,759012.78,1.3451870563070565,3.0483246374191224,824.6473101432698,1767.7487635803159,757.4659483553685,819.832383735272,0.12016984553912141,0.021818349452701204,0.11446880386053962,0.4475394124412447
1206,Kepler-11 g,Kepler-11,0,69900000.0,3.33,25.0,5663.0,738122.52,0.6762248855123784,2.7365534543497767,424.8716162470085,910.7727207289786,390.25869334844026,422.39088837714974,0.16117620151337678,0.07336193913005898,0.1712880607979324,0.4767246421233279
1214,GJ 436 b,GJ 436,0,4620000.0,4.1,25.4,3416.0,320317.32,0.36810014400596147,2.485884681809609,656.7084470089434,1407.7479316959405,603.2085237993306,652.8740770850188,0.0738209412890102,0.08512773947508105,0.08065467973707874,0.2622801967286856
1221,HAT-P-11 b,HAT-P-11,0,7950000.0,4.73,25.743,4780.0,522256.5,0.24297387242791854,2.3299953603429775,894.4823519505061,1917.4501053428612,821.6117541080906,889.2596747587909,0.039922444685935705,0.08702520742459464,0.044337462697520556,0.1475027022599285
1226,HAT-P-11 b,HAT-P-11,0,7888500.0,4.45,26.69772,4780.0,480475.98,0.3026063114903366,2.4463192329013697,861.295224924519,1846.308779778143,791.1282754903503,856.266319751893,0.04958994948547887,0.0793097969652813,0.05476886295784884,0.18284099785333402
1228,TOI-1728 b,TOI-1728,0,5865000.0,5.05,26.78,3980.0,431732.04,0.20769224425805438,2.2999354407448167,788.3911146166823,1690.028453302318,724.1634283683294,783.7878798144742,0.03687614806367547,0.09391445807004156,0.04094025068365297,0.13504726577839052
1229,EPIC 211945201 b,EPIC 211945201,0,22200000.0,6.12,27.0,6025.0,960951.96,0.11765038118234526,2.097791006764466,915.201913862097,1961.8654323567544,840.6433600077622,909.8582599030011,0.018278022859125484,0.06226512143997735,0.020536973147771385,0.06825520404329116
1231,K2-24 c,K2-24,0,37050000.0,7.82,27.0,5743.0,842573.82,0.05639327879143894,1.8558144578490234,632.3160530662306,1355.459366993652,580.8032996711337,628.6241047330933,0.010611544908327018,0.05266182501905297,0.011901996217577943,0.03444514322676186
1237,CoRoT-24 c,CoRoT-24,0,14700000.0,5.0,28.0,4950.0,598854.12,0.22373393407904762,2.3634698240439915,729.4450299820962,1563.669139509629,670.019491499348,725.1859678414177,0.04103057334943979,0.10569405160184729,0.04539156818672096,0.14952499303696346
1240,TOI-1710 b,TOI-1710,0,24000000.0,5.34,28.3,5665.0,675451.74,0.1856292907494407,2.2992099884542205,693.8681819136518,1487.4051071026706,637.3409747198809,689.8168448248482,0.03512834204347338,0.10230846192543833,0.038936755482306205,0.127547759957163
1249,NGTS-14 A b,NGTS-14 A,0,6045000.0,4.977,29.24036,5187.0,584927.28,0.23689922169445646,2.4208260580559946,1178.0251185834802,2525.2643417714025,1082.0552042778813,1171.1469002433669,0.02944327592834393,0.07226245889685781,0.03288234052515619,0.11320507046435316
1251,LTT 9779 b,LTT 9779,0,2518500.0,4.72,29.32,5443.0,661524.9,0.278497827030094,2.489241494835562,2036.6948807150643,4365.945068745698,1870.7719049775778,2024.8030866770953,0.021634221433902916,0.03991127020396447,0.024304716118227807,0.08682832724241478
1254,Kepler-117 b,Kepler-117,0,21675000.0,8.059,29.875,6150.0,1121110.62,0.0570096385512749,1.9229563554332754,1021.1870838548728,2189.0597139703436,937.9942593713162,1015.2246068091343,0.0071693124506907666,0.03664269326066229,0.008128610746999809,0.025644776157433765
1258,Kepler-9 c,Kepler-9,0,34050000.0,8.08,29.9,5774.0,668488.32,0.05661362278537491,1.9212592083293991,590.6778023046893,1266.2018560601916,542.5571831641023,587.2289701628117,0.010593308342171027,0.058466732716341424,0.011851757721947886,0.035628816994549964
1259,K2-105 b,K2-105,0,12150000.0,3.59,30.0,5434.0,661524.9,0.6476222331783947,2.887150687179197,925.7423037353451,1984.4602567585364,850.3250582479325,920.3371068585352,0.08363845953866368,0.04339262806027491,0.0907407785784301,0.31214374096138314
1264,TOI-216.02,TOI-216,0,19395000.0,7.69,30.0,5026.0,584927.28,0.06589099658648616,1.9726657564277505,637.2561680640353,1366.049205912543,585.3409594024758,633.5353755330586,0.011917849783240272,0.061345476446365454,0.013343783557549596,0.041549076664910374
1270,LP 714-47 b,LP 714-47,0,6255000.0,4.7,30.8,3950.0,403878.36,0.2963063669501849,2.5567159308676293,732.8148270166065,1570.8927785950914,673.1147620169551,728.5360894043276,0.05089496202020073,0.09886278691941042,0.05596645095467911,0.186931544474576
1273,K2-27 b,K2-27,0,10053000.0,4.48,30.9,5248.0,619744.38,0.34324820778671616,2.6229878625298424,951.344476109215,2039.342153543012,873.8415040528206,945.7897940229722,0.047854744952643725,0.07121307416909445,0.052778757062531434,0.18067610570494372
1276,HATS-37 A b,HATS-37 A,0,7369500.0,6.793,31.46517,5326.0,612780.96,0.10026031842981716,2.149514020480893,1121.2960674051624,2403.657554425994,1029.9476862861968,1114.749076976981,0.012139355715400132,0.05059119785154608,0.013712383645491485,0.046932975342937285
1283,WASP-166 b,WASP-166,0,9615000.0,7.062,32.10083,6050.0,849537.24,0.09103679565854425,2.1293660350849217,1312.97802698289,2814.5550895010933,1206.0139336482769,1305.3118495789492,0.009519310787021746,0.04162597815798448,0.010795939013397263,0.037411106522988374
1284,K2-98 b,K2-98,0,14145000.0,4.3,32.2,6120.0,912208.02,0.40451473485181316,2.733063714601533,1134.7035314797886,2432.398360039669,1042.2628874217742,1128.0782579455533,0.04714816937087508,0.05493547045853458,0.05198196191821008,0.18162865138839165
1287,TOI-1338 b,TOI-1338,0,69105000.0,6.85,33.0,6050.0,926134.8600000001,0.10254773355017727,2.192137202280196,511.35590084748503,1096.1640817279729,469.69738167855127,508.370211085824,0.021396845176834874,0.10277015516803469,0.023693644915682068,0.07611314432350572
1304,HD 89345 b,HD 89345,0,15990000.0,7.398,34.9613,5576.0,1218598.5,0.08624390906877351,2.1711642096558417,1123.8655785894389,2409.16566700108,1032.3078676656396,1117.3035853750914,0.009730285816194154,0.04806294710196442,0.011002339239212238,0.03798783160899538
1306,KOI-94 e,KOI-94,0,45690000.0,6.56,35.0,6182.0,1058439.84,0.1238341327837476,2.3069498345697,686.9688235659061,1472.6153514838643,631.0036848874424,682.9577702472648,0.0208310177220109,0.09232545263238837,0.023190729141156604,0.07716060277559487
1307,Kepler-62 f,Kepler-62,0,107700000.0,1.41,35.0,4925.0,445658.88,12.470806689822595,4.976001631753487,231.30508617822082,495.8353408444999,212.46140538670642,229.95454885875722,0.03673340906647159,0.0056784194158490744,0.02873239807166718,0.04825704265311221
1314,HD 89345 b,HD 89345,0,15750000.0,6.86,35.7,5499.0,1155927.72,0.11045355791815653,2.278390171232061,1087.662854886271,2331.55998117959,999.0544633246938,1081.3122410680066,0.012929942230772835,0.058307706399688075,0.014568546435889417,0.0504044651021145
1318,Kepler-22 b,Kepler-22,0,127350000.0,2.38,36.0,5518.0,682415.16,2.6671993121688535,3.8843541583692778,294.9117469558808,632.1852622741184,270.88623626294844,293.189824940274,0.13057237441512096,0.02880534117883595,0.1075830585577864,0.2705363175750952
1320,Kepler-62 e,Kepler-62,0,64050000.0,1.61,36.0,4925.0,445658.88,8.6160599790815,4.722743517968379,299.9393646622455,642.9626756905723,275.50427013885854,298.1880875405637,0.05456799273165403,0.007467222440097209,0.04493239471423592,0.08935726567519335
1326,TOI-942 c,TOI-942,0,13200000.0,4.793,37.0,4969.0,619744.38,0.33563193594824403,2.7749374351303366,786.0928513908182,1685.1017992940758,722.052397249284,781.503035620192,0.04929851538673495,0.09284738311774549,0.05409904728778138,0.18555681967378185
1327,K2-280 b,K2-280,0,21915000.0,7.5,37.1,5500.0,891317.76,0.08783628523103351,2.2213263653570676,809.8297914439827,1735.9853053869672,743.8555652063844,805.10138112742,0.012377536770346429,0.06671952111289942,0.0138865219397313,0.04696772265279596
1329,WASP-139 b,WASP-139,0,9300000.0,8.967,37.18611,5310.0,557073.6,0.05151373995102429,2.0338683504143757,948.8440809154969,2033.9822009210973,871.5448080066723,943.303998063012,0.006035933621272522,0.03986001854352972,0.006828577332316813,0.023094052869582705
1330,WASP-132 c,WASP-132,0,2730000.0,1.85,37.35,4714.0,522256.5,5.8919528372684375,4.487613926693675,1505.3438020370374,3226.918480279702,1382.7082882411394,1496.5544450156885,0.02383846065317569,0.0030741254258962857,0.02224265906429138,0.08735494744596187
1335,HATS-7 b,HATS-7,0,6018000.0,6.311,38.1396,4985.0,564037.02,0.1515533128942964,2.455246073261031,1114.2390961388405,2388.529933105681,1023.4656237522969,1107.7333097464852,0.017120483208649017,0.07002038065326403,0.019211236185209743,0.06724958890740039
1336,WASP-107 b,WASP-107,0,8250000.0,10.536,38.1396,4430.0,459585.72000000003,0.032571119728120705,1.9002302799682336,763.3883573902233,1636.431488115476,701.1975652883316,758.9311079499532,0.004132133003827454,0.03380912913133523,0.00466416453029895,0.014430743060820908
1337,WASP-107 b,WASP-107,0,8370000.0,10.626,38.1396,4430.0,459585.72000000003,0.03175049789853857,1.8921658909983112,757.8962834980636,1624.658446825048,696.152912976982,753.4711010169563,0.00403223825034974,0.033304022761703134,0.00455125949724732,0.014008674511004173
1339,HD 89345 b,HD 89345,0,16725000.0,7.263,38.45743,5622.0,1204671.66,0.10025729123727581,2.298201772570115,1101.6094227017616,2361.4564323154573,1011.8648491547618,1095.177378074411,0.011087316827203363,0.056147730131731924,0.012504146740532409,0.04356513592938805
1341,TOI-849 b,TOI-849,0,2397000.0,3.444,39.09,5373.8,640634.64,0.9557847194319296,3.36478494411927,2028.3281035299883,4348.009692200906,1863.086742196812,2016.4851611840368,0.05012039989827272,0.0167569128823075,0.05114517310197009,0.20441679460271975
1342,HATS-7 b,HATS-7,0,6018000.0,6.311,39.09309,4985.0,564037.02,0.1553421457166538,2.485747193958047,1114.2390961388405,2388.529933105681,1023.4656237522969,1107.7333097464852,0.017337896733652883,0.07168550693735933,0.01944527505827532,0.06825062360056965
1345,K2-39 b,K2-39,0,8610000.0,5.71,39.8,4912.0,2040282.06,0.2135298466795888,2.6368142081453305,1745.7715229782036,3742.3094858604272,1603.5491367027448,1735.578363666427,0.01633709367115374,0.05545259029047347,0.018372689417948795,0.06684461582723918
1346,HATS-72 b,HATS-72,0,9977550.000000002,8.097,39.85588,4656.1,501366.24,0.07499008151091037,2.2158490920218075,762.0323410208562,1633.524674219573,699.9520192075111,757.583009048995,0.01046442351084817,0.06525634755318264,0.011735948154952538,0.03968363995375557
1349,Kepler-35 b,Kepler-35,0,90520500.0,8.16,40.363,5606.0,717232.26,0.0741987864947344,2.221276836658375,364.33009422618994,780.9933600481331,334.6492942413122,362.2028544106459,0.016536122377528883,0.11828857595241599,0.018168803660852675,0.043544755790519855
1350,WASP-156 b,WASP-156,0,6795000.0,5.717,40.68224,4910.0,529219.92,0.21746237247287953,2.6642463588811967,1000.4384395550574,2144.582044722148,918.9359403319714,994.5971090820908,0.025954780368683466,0.0938555694821106,0.02887696907599005,0.10134347144698863
1352,TOI-1670 b,TOI-1670,0,15450000.0,2.06,41.31769,6170.0,919171.4400000001,4.7208283820825585,4.472913035613895,1098.7647044958585,2355.358374358601,1009.2518809838431,1092.3492695253206,0.03468253214035153,0.005539966300627357,0.03225475863088072,0.1365050127994783
