,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,luminosity,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Dhrawn
540,K2-199 b,K2-199,0,5730000.0,1.73,6.9,4491.0,473512.56000000006,-0.733,1.3310507738061454,1.9946079332840123,28732.246170179395,23716.692475542444,27813.83119504053,23378.510522888577,0.014861635425042118,0.0160496722934789,0.030522309271862225,0.0019405143294873072,0.005315014936039944
541,Kepler-18 b,Kepler-18,0,6704999.999999999,2.0,6.9,5345.0,772939.6200000001,-0.031,0.8614755274249044,1.8550926118402777,39787.57759325282,32842.18492828222,38515.7832869633,32373.880410697424,0.010867277113134375,0.012221378716890304,0.02265299948810162,0.0012506711810089353,0.003477653650094018
543,TOI-1235 b,TOI-1235,0,5767500.0,1.738,6.91,3872.0,438695.46,-1.097,1.3146573442682272,1.9914535719857933,23224.859109428697,19170.685021409932,22482.48560074953,18897.325669091373,0.01837438863588887,0.019839500568506988,0.03772167468097268,0.0023913116804636938,0.00654568748978893
546,Kepler-80 b,Kepler-80,0,9720000.0,2.67,6.93,4540.0,473512.56000000006,-0.77,0.36364974837982295,1.6090407197943748,21595.52453996617,17825.77008872989,20905.23207149676,17571.588197963196,0.015956821485456792,0.01806775494054256,0.031797203290497185,0.001803209317640197,0.005089134540522134
547,LHS 1140 b,LHS 1140,0,14040000.0,1.727,6.98,3216.0,146231.82,-2.356,1.3535124372762446,2.007879246099855,7211.296224075036,5952.479102519125,6980.789969773667,5867.6012887979605,0.05726350929389897,0.06160486839565241,0.11565638274813424,0.007684571663495231,0.020758815186837993
553,TOI-561 c,TOI-561,0,13320000.0,2.9,7.0,5326.0,577963.86,-0.282,0.2866737233986731,1.5516939588340632,24431.198779063885,20166.443821342506,23650.265096177143,19878.885707721936,0.013134902200980333,0.014901167562858099,0.025924806708739832,0.0014901601259710781,0.004222066827001022
561,K2-146 c,K2-146,0,4905000.0,2.59,7.1,3385.0,243719.69999999998,-1.824,0.40817170669662034,1.6536185693615342,16572.093839322486,13679.238683085143,16042.373362152242,13484.183168770292,0.02133096995321849,0.02411716896571877,0.042798302426427084,0.0024368845494094934,0.006852893428348381
565,HD 15337 b,HD 15337,0,7867499.999999999,1.699,7.2,5131.0,584927.28,-0.326,1.466345128533038,2.0560118197417014,30994.063172443617,25583.682545199044,30003.350104298042,25218.87873757982,0.013490244959087676,0.014555732355086538,0.0278348580587187,0.0018596371324838999,0.005076342936046133
566,HD 191939 c,HD 191939,0,25500000.0,3.08,7.2,5348.0,654561.48,-0.187,0.24612979377696426,1.5270277811067305,18649.91253853213,15394.349531614362,18053.775401916784,15174.83784423189,0.016276609670391323,0.018474614331999786,0.03193541302545148,0.0018725113054041773,0.005306171474017465
571,HD 86226 c,HD 86226,0,7350000.0,2.16,7.25,5863.0,731159.1,0.072,0.7185559567779923,1.829777049207452,40323.03568344929,33284.17247020685,39034.12566940469,32809.56554725373,0.010219452243794062,0.011511160472836969,0.02130290769057827,0.0011854424720808812,0.0033116678444807786
576,Kepler-289 b,Kepler-289,0,31500000.0,2.15,7.3,5990.0,696342.0,0.061,0.7336540532716113,1.8403407741573898,19354.930348415266,15976.298136945914,18736.25759413532,15748.488306139852,0.021209421792376282,0.023862022355425238,0.044082064836451995,0.0024790230407764546,0.006897874080984566
602,HD 97658 b,HD 97658,0,12000000.0,2.247,7.55,5170.0,515293.08,-0.45,0.6646937194849326,1.8307455528971117,23367.177991178007,19288.16045761215,22620.255315285478,19013.125995138806,0.017119626924249214,0.019282933291892616,0.03564220813448611,0.0020129033982327223,0.005620230554221997
607,GJ 414 A b,GJ 414 A,0,34860000.0,2.63,7.6,4120.0,473512.56000000006,-0.924,0.4172825154258624,1.6977939049793447,10435.979042795494,8614.255362188453,10102.39706746471,8491.42264839212,0.03340278236041454,0.03770550707590352,0.06734065276488235,0.003927570155800697,0.010990721527141558
615,TOI-178 f,TOI-178,0,15585000.000000002,2.287,7.72,4316.0,452622.3,-0.879,0.6446183251032356,1.8349811873156363,16017.454034797038,13221.417822136318,15505.462401354052,13032.890484247462,0.024570583013129803,0.027662257113686636,0.05106001037104334,0.002916817222843949,0.008128962528866954
618,HD 5278 b,HD 5278,0,18030000.0,2.45,7.8,6203.0,828646.98,0.28,0.5297612528479299,1.7820517328038312,29020.108131085908,23954.30472352994,28092.491761315254,23612.73460137976,0.012988393560753684,0.01466285239117051,0.026905244795735996,0.001531374514557692,0.0043007532738228256
619,K2-36 c,K2-36,0,8100000.0,3.2,7.8,4916.0,501366.24,-0.57,0.23775437025568438,1.5592952662033523,26543.26727882967,21909.825762299635,25694.82215506166,21597.40835138783,0.011224993005575196,0.012748492305350549,0.02231177571315224,0.0013240379910068331,0.003761022673738196
631,K2-216 b,K2-216,0,4200000.0,1.75,8.0,4503.0,501366.24,-0.721,1.4909383362202258,2.1354136643018298,33792.64955251573,27893.7425436164,32712.480768814385,27495.999041652445,0.01216039764319159,0.013116895849073162,0.025451509719158334,0.0017487005567481484,0.004771352958633455
637,55 Cnc e,55 Cnc,0,2316000.0,1.92,8.08,5250.0,668488.32,-0.197,1.1402275116725602,2.0488544827323274,61528.6819921582,50788.12218823304,59561.94181432955,50063.92228763763,0.006977292959147687,0.007548110507093197,0.015126343941671295,0.000899474227575792,0.0024824207058130572
638,55 Cnc e,55 Cnc,0,2316000.0,1.91,8.08,5250.0,668488.32,-0.197,1.1582307740968618,2.0542109741810664,61528.6819921582,50788.12218823304,59561.94181432955,50063.92228763763,0.006961724308375378,0.007530167690087081,0.015068307746978987,0.0009031813404516301,0.0024913496709122137
639,Kepler-36 c,Kepler-36,0,19245000.0,3.679,8.08,5911.0,1135037.46,0.462,0.16207119643765078,1.4801196853958862,31191.620047203654,25746.753528837486,30194.5921510719,25379.62445331993,0.008382472477035746,0.009542233225807892,0.01643947866254683,0.0010106400404467997,0.0028835366600861176
651,GJ 1214 b,GJ 1214,0,2235000.0,2.742,8.17,3250.0,146231.82,-2.337,0.3958252967776153,1.723984477926033,18272.92728271476,15083.171514863487,17688.84033188365,14868.096988751975,0.018806479271978167,0.021265246639527408,0.03850602581734706,0.0022502963014244446,0.006335282530640195
663,Kepler-68 b,Kepler-68,0,9255000.0,2.31,8.3,5793.0,863464.08,0.194,0.6725521936950793,1.8931677797071726,38548.60604269643,31819.49052853184,37316.414975884334,31365.768853366255,0.01031001846394198,0.011616035246154897,0.021851034880772755,0.0012489382886114433,0.0034935302674526055
666,55 Cnc e,55 Cnc,0,2374500.0,2.173,8.37,5250.0,668488.32,-0.197,0.8147607887190225,1.9601482270433335,60766.02146697806,50158.593085920606,58823.65943359116,49443.36979035947,0.006847740143498664,0.007703911035382281,0.014698366087649456,0.0008377695291664754,0.0023351801931508864
683,K2-111 b,K2-111,0,9315000.0,1.9,8.6,5730.0,856500.66,0.279,1.252337799840544,2.1248509598072998,40351.10758756226,33307.34409114825,39061.30026611729,32832.40675854697,0.010372609765032209,0.01120629519173783,0.022418252137048907,0.0014210174641501984,0.003904570862701254
687,TOI-1260 b,TOI-1260,0,5490000.0,2.34,8.6,4227.0,452622.3,-0.857,0.6704011025998705,1.9146850450256052,27331.32695183745,22560.320290517215,26457.691809833257,22238.627323582146,0.014408916968537785,0.016226995270208013,0.030633584407481176,0.0017694984343140272,0.0049430062384766054
690,K2-18 b,K2-18,0,23865000.0,2.61,8.63,3457.0,306390.48,-1.597,0.48481172505007814,1.8161059966811932,8561.821521028161,7067.254221685451,8288.146255516214,6966.480564690254,0.04137771232841021,0.04660091470736063,0.08533497609930689,0.005106238267843471,0.014213208552939331
697,Kepler-20 b,Kepler-20,0,6805500.0,1.91,8.7,5455.0,654561.48,-0.149,1.2471049176537992,2.131567014112718,36899.19320803368,30458.002229524092,35719.72497530035,30023.69433947836,0.011323127456861374,0.012232318120371722,0.024516080609571153,0.0015552708032990754,0.0042727376743158015
699,LHS 1815 b,LHS 1815,0,6060000.0,1.088,8.7,3643.0,348171.0,-1.387,6.747088510676975,2.8242375755878153,19173.90527960878,15826.873136832162,18561.018920624305,15601.193992603325,0.014966807252506998,0.015967222061530437,0.026409542436892565,0.004285577922309297,0.009626348779223266
702,HD 15337 c,HD 15337,0,18525000.0,2.522,8.79,5131.0,584927.28,-0.326,0.5473151492681307,1.8645667899212166,20198.437803688117,16672.56138065627,19552.802664567967,16434.82336683894,0.018404449230941266,0.020753973154164954,0.03876181882978362,0.0022669979860365135,0.006349636829851065
711,HD 136352 d,HD 136352,0,63750000.0,2.562,8.82,5664.0,738122.52,0.016,0.5238597722517757,1.8531082012756743,13257.352232186397,10943.124462613076,12833.586169880846,10787.083851017795,0.027505199896454856,0.03099960159925919,0.05755599436908601,0.003402476597734658,0.009506522840341475
712,HD 213885 b,HD 213885,0,3018000.0,1.745,8.83,5978.0,765976.2000000001,0.139,1.659809517642129,2.2466668869220716,65401.43417108947,53984.83962959438,63310.90298941568,53215.05697552198,0.006104921529354707,0.006580805439857648,0.012839109751880304,0.0009476558389407642,0.002578880533370063
717,K2-266 d,K2-266,0,15525000.0,2.93,8.9,4285.0,487439.39999999997,-0.823,0.3534036140533322,1.7406731942792102,16574.143140566972,13680.930254538252,16044.357158286533,13485.850619704166,0.01977292829724309,0.02236887163316472,0.04072228786325015,0.0024368679191400524,0.006866997126207172
728,Kepler-62 b,Kepler-62,0,8295000.0,1.31,9.0,4925.0,445658.88,-0.678,3.9986414479619845,2.617831294671894,24648.39780362865,20345.728185018077,23860.521439144224,20055.613613061225,0.013314187516504294,0.01424585832254537,0.02518679123639517,0.0030643692670548847,0.007940559205751761
753,TOI-125 b,TOI-125,0,7779000.000000001,2.726,9.5,5320.0,591890.7,-0.285,0.46841402680650757,1.8644679622757308,31914.276541087835,26343.261777075073,30894.14921367829,25967.62694872663,0.011101902775024331,0.012542009622992813,0.023545728339407167,0.0013953533400857428,0.0039287104144710904
781,TOI-1634 b,TOI-1634,0,2235000.0,1.749,10.14,3472.0,313353.9,-1.578,1.8930076430971112,2.4048064108653193,28285.126536667507,23347.622866958045,27381.003565177216,23014.70356553706,0.013426283081117572,0.014441522451773815,0.028274252491547348,0.002318394910085079,0.006255402776606
796,HD 191939 b,HD 191939,0,11700000.0,3.39,10.4,5348.0,654561.48,-0.187,0.26663557026013834,1.7493345302550707,27533.026882909813,22726.811110944127,26652.94448175003,22402.74411184547,0.01073834673035299,0.012178880950521288,0.022403307150304436,0.0013924982238361634,0.003950525212866688
806,KOI-94 b,KOI-94,0,7678500.0,1.71,10.5,6182.0,1058439.84,0.479,2.0974171209885655,2.4748714323257794,49866.477964451675,41161.693928015295,48272.515562461755,40574.75955504267,0.007461741324575156,0.008023059356950286,0.015650465154452585,0.0013593941411479146,0.003657525306464576
818,TOI-1759 b,TOI-1759,0,17655000.0,3.14,10.8,4065.0,417805.2,-1.057,0.34843249612031807,1.852264921049402,13583.541962750374,11212.373914349118,13149.349373694631,11052.494010852874,0.023228838033789632,0.026256969888170133,0.04906840413883962,0.003063316370675349,0.00861836460294691
824,Kepler-79 b,Kepler-79,0,17550000.0,3.47,10.9,6174.0,905244.6,0.342,0.26056850093375,1.7701275434749184,30483.043741878893,25161.867605568284,29508.66520932228,24803.07855738864,0.009568113310969751,0.010853526031845662,0.020089117549186502,0.0012603069511729036,0.003578025737654047
838,HD 136352 c,HD 136352,0,25815000.0,2.916,11.24,5664.0,738122.52,0.016,0.4527803732853807,1.9608548379500061,20833.432266223903,17196.71004284002,20167.49977826201,16951.498068720637,0.016338231963800697,0.018444509969442448,0.03535092127528391,0.002179104874581072,0.006125043410249808
840,K2-266 b,K2-266,0,1959000.0,3.3,11.26782,4285.0,487439.39999999997,-0.823,0.31317127605931594,1.8455211584292108,46658.381704238,38513.60884671759,45166.96484044291,37964.43414805496,0.006603797959546007,0.007483897640642713,0.014095770162690128,0.0008763553301078263,0.0024858280833928528
841,HD 136352 c,HD 136352,0,25935000.0,2.608,11.29,5850.0,703305.42,0.034,0.6357041134572731,2.0780176198178864,21001.66677946177,17335.577230271265,20330.356741294512,17088.385115934037,0.017699235050668272,0.01992158694298978,0.038817181569056294,0.002384273104750095,0.006657053068511346
860,TOI-1260 c,TOI-1260,0,9840000.0,2.82,11.8,4227.0,452622.3,-0.857,0.525555424785381,2.04301943359304,20414.997941309735,16851.318382667607,19762.440542362354,16611.031430289262,0.01721974522020465,0.019411982658239024,0.03780610683397816,0.002342151984642169,0.006564078749233424
878,K2-199 c,K2-199,0,9930000.0,2.85,12.4,4491.0,473512.56000000006,-0.733,0.5350211444624547,2.0832647279981895,21825.905245353857,18015.93511479907,21128.248748031365,17759.041615745984,0.016071215129650995,0.01811440721157727,0.03540733352705484,0.002223092880821983,0.006230458515651569
918,TOI-1064 b,TOI-1064,0,9228000.0,2.587,13.5,4734.0,508329.66,-0.623,0.778804268645725,2.2815223007375547,24120.87714908297,19910.292505389876,23349.86277533746,19626.386914240265,0.015754422399716587,0.017696073750436934,0.0347836834664297,0.0022733435016065984,0.006320032737109041
924,TOI-125 d,TOI-125,0,20550000.0,2.93,13.6,5320.0,591890.7,-0.285,0.5400324888904852,2.1517494085291085,19635.455326372477,16207.854159211398,19007.815701241903,15976.74251607045,0.017622590263247334,0.019853587694184886,0.03891625921553736,0.0025185659285279333,0.00705193292542658
934,Kepler-10 c,Kepler-10,0,36150000.0,2.35,13.98,5708.0,738122.52,0.002,1.075938444146386,2.4359911312442457,17463.960437658334,14415.419408972586,16905.73179461459,14209.866518784456,0.022530407848371074,0.024320173685916657,0.05026079467114317,0.0034450399501977976,0.009468203125260229
935,GJ 3470 b,GJ 3470,0,5220000.0,4.2,14.0,3600.0,348171.0,-1.538,0.18874002375473056,1.8234565569215189,18939.200344969424,15633.138726916408,18333.81623712936,15410.222087666252,0.013249535395194391,0.015039713194833642,0.028267437046875395,0.001918673685296027,0.005451299179566
938,Kepler-62 d,Kepler-62,0,18000000.0,1.95,14.0,4925.0,445658.88,-0.678,1.8858538923367523,2.6761026026587804,16732.492427412923,13811.6377988633,16197.644872310071,13614.694374101,0.021477597461466498,0.023065587516797426,0.047251606362593214,0.004151863288202543,0.01116254300210799
946,K2-266 e,K2-266,0,18735000.0,2.73,14.3,4285.0,487439.39999999997,-0.823,0.7019916352669606,2.285823764134712,15087.595809030412,12453.877357122165,14605.326728924952,12276.294561077286,0.02418954305578713,0.027169380561222506,0.053300902031724065,0.0035575239831555946,0.009883554053050901
955,HD 207897 b,HD 207897,0,17445000.0,2.501,14.4,5070.0,543146.76,-0.444,0.9194016054841742,2.3965166378490648,19447.393542635335,16052.62078605713,18825.76523863199,15823.722652464548,0.020009882434910763,0.022249003554827416,0.04416449817982053,0.002983479884644331,0.00824516467287076
965,K2-263 b,K2-263,0,38594999.99999999,2.41,14.8,5368.0,591890.7,-0.26,1.0560741894588694,2.4750181304932606,14535.546575392967,11998.194852246274,14070.923532432798,11827.109741300108,0.02680712740925926,0.02892616069498985,0.05980511175355883,0.004156659429410194,0.011412948793024187
973,TOI-2136 b,TOI-2136,0,8100000.0,2.09,15.0,3366.0,236756.28000000003,-1.886,1.6411045199105554,2.675645266484773,12443.838906173889,10271.619517837154,12046.07647813555,10125.154054786524,0.029120721063664763,0.03128331027736455,0.06469617920014441,0.005451116187977641,0.014704000033116671
989,TOI-1231 b,TOI-1231,0,19320000.0,3.65,15.4,3553.0,334244.16,-1.487,0.3163195020872511,2.051492702467195,10137.790884339845,8368.119476673144,9813.740376493806,8248.796472945683,0.028375482647402358,0.03204352435247712,0.0625272360684942,0.004239629428767274,0.011903185663212149
991,KOI-94 c,KOI-94,0,15195000.0,4.32,15.6,6182.0,1058439.84,0.479,0.1932667745816669,1.8979137580235532,35448.391824507285,29260.4554017408,34315.29788874645,28843.223616427284,0.007060183112563808,0.00801818859807621,0.015390272265006465,0.0010555633070296457,0.003007744984624177
999,TOI-1266 b,TOI-1266,0,11175000.0,2.458,15.9,3573.0,292463.64,-1.58,1.0693880569919392,2.5401751970112976,12634.938250542216,10429.360209456501,12231.067406942924,10280.645484407814,0.030352466084662133,0.0327308119177523,0.06775856340970889,0.00485630099772965,0.013309509438069179
1005,TOI-942 b,TOI-942,0,7470000.0,4.242,16.0,4969.0,619744.38,-0.359,0.20935909437253833,1.9396827676235229,31209.484030691525,25761.49914253788,30211.885119336883,25394.15980581128,0.008191365519057652,0.009296729724674735,0.017984398227396402,0.001233600200641057,0.003510393519949341
1006,Kepler-20 c,Kepler-20,0,13950000.0,3.07,16.1,5455.0,654561.48,-0.149,0.5557693476916611,2.287177123497883,25772.692129534455,21273.763627202883,24948.878138062573,20970.415977391956,0.01321226132471009,0.01488205754395779,0.029415386856401736,0.0019982328982698703,0.005599476504167262
1010,HD 219134 d,HD 219134,0,35550000.0,1.61,16.17,4699.0,543146.76,-0.577,3.870046940604108,3.1651778669584214,12619.062378089071,10416.25565847493,12215.699000523518,10267.72779433209,0.0237696434882715,0.025370704415040683,0.048878300988307206,0.0066295527156322274,0.01710430750071764
1013,BD+20 594 b,BD+20 594,0,36150000.0,2.23,16.3,5766.0,647598.06,-0.056,1.4681041156136714,2.700209239131451,16890.50905895412,13942.070756804935,16350.610564225148,13743.267457506901,0.021703823562622737,0.023351841997241354,0.04858428985545678,0.003975807430185436,0.010800650197140584
1016,Kepler-18 d,Kepler-18,0,17580000.0,6.98,16.4,5345.0,772939.6200000001,-0.031,0.04816831131322712,1.5309121187808545,24571.827302070655,20282.52397093077,23786.398483624507,19993.310642878736,0.006094964558883174,0.006954846369710443,0.012388961937604227,0.0009874485696148223,0.002836299720037973
1039,Kepler-18 c,Kepler-18,0,11280000.0,5.49,17.3,5345.0,772939.6200000001,-0.031,0.10442702620525106,1.772935465235064,30675.548704979577,25320.768548530865,29695.01682681075,24959.71369405361,0.006467933689033368,0.00736414980326318,0.013838326227055211,0.001024137085270266,0.0029314180415282226
1067,TOI-824 b,TOI-824,0,3265500.0,2.926,18.467,4600.0,480475.98,-0.71,0.7363041100385865,2.5090947513150925,38567.54950314816,31835.127183713455,37334.75291605559,31381.182541766655,0.009291691261664061,0.010441025322737508,0.020812086269104812,0.0014854662319786084,0.004142194833874219
1069,HAT-P-26 b,HAT-P-26,0,7185000.0,6.333,18.751,5079.0,550110.18,-0.42,0.073736040093133,1.718555338138963,30724.406572437125,25361.097696855653,29742.312971705418,24999.467779470975,0.005610107061348611,0.006394081509668052,0.011915113232641132,0.0009274696507238115,0.0026606730181306807
1083,TOI-2285 b,TOI-2285,0,20445000.0,1.74,19.5,3491.0,320317.32,-1.542,3.6971809565305063,3.3434800008197003,9547.800419301047,7881.118831476457,9242.608725175016,7768.740085651154,0.030631449224433872,0.03266199467245862,0.06480438177480474,0.008968047750051547,0.023115676076816728
1086,HD 183579 b,HD 183579,0,20010000.0,3.55,19.7,5788.0,682415.16,0.012,0.43980990698777445,2.352745680786556,23608.769136995867,19487.57900902784,22854.12409492055,19209.70099005172,0.013090691004944567,0.014766409714256235,0.029357804813294343,0.0021122502031477395,0.005941250786235684
1095,K2-182 b,K2-182,0,7890000.0,2.69,20.0,5170.0,550110.18,-0.408,1.026259041970979,2.7232963631856077,29522.857349232796,24369.293114221244,28579.170797968134,24021.805574014677,0.012750533794927368,0.01377048248768279,0.028799887669816004,0.002156096263905004,0.005949200474305997
1096,Kepler-10 c,Kepler-10,0,36105000.0,2.227,20.0,5627.0,738122.52,0.002,1.8086443892448536,2.9930290878534134,17474.840281162622,14424.40004700015,16916.26386819019,14218.719099760754,0.019606827898292493,0.02104989843898453,0.04417245742074966,0.004208729505713413,0.01133225540791475
1101,Kepler-20 d,Kepler-20,0,51795000.0,2.75,20.1,5455.0,654561.48,-0.149,0.9653433669612231,2.700148999547307,13375.282728879785,11040.468795074903,12947.7470645199,10883.040127515847,0.027683971297068247,0.030224839388926776,0.06155667557575564,0.004661428482679933,0.012818716669043183
1114,K2-24 b,K2-24,0,23100000.0,5.68,21.0,5743.0,842573.82,0.158,0.11446115619476802,1.9203992503382563,23899.61471377422,19727.654047417393,23135.67290695646,19446.352741431514,0.008285478681952129,0.009422898497893344,0.018284278752386657,0.0013966085764708976,0.00398990136545002
1164,TOI-132 b,TOI-132,0,3900000.0,3.42,22.4,5397.0,626707.8,-0.222,0.5593112322636175,2.5560362243739303,46737.40400610373,38578.83687034506,45243.46122543552,38028.73206979656,0.006948600977319709,0.007825750406196328,0.015699783936238568,0.0011740688287320282,0.003295649570847091
1167,GJ 143 b,GJ 143,0,28725000.0,2.61,22.7,4640.0,480475.98,-0.686,1.2752289870958022,2.945430117099732,13184.597343030991,10883.06980061516,12763.156862210408,10727.88552271318,0.026820009402629248,0.028856221020319248,0.06061429849077928,0.00520991571568975,0.01418983635116515
1178,GJ 436 b,GJ 436,0,4308000.0,4.222,23.1688,3350.0,320317.32,-1.585,0.307491202296971,2.3396382024916376,20291.261246360835,16749.18139258819,19642.659042316853,16510.350835817237,0.013324223507007354,0.015062649792353349,0.030041488717700182,0.0022706870603782492,0.006415704560784088
1185,HATS-38 b,HATS-38,0,7554000.0,6.882,23.51942,5732.0,765976.2000000001,0.072,0.0720719783850951,1.8463414427658218,39774.836164744134,32831.66766694979,38503.44913321754,32363.51311749304,0.004145565793791214,0.004724140307587158,0.009093638634309885,0.0007388003348903962,0.002121672991506403
1188,TOI-674 b,TOI-674,0,3750000.0,5.25,23.6,3514.0,292463.64,-1.614,0.16289881821665428,2.1175437797266086,21388.545690443643,17654.921847558893,20704.869219686792,17403.176122453424,0.010257075342913391,0.011641243832263178,0.023185411399394264,0.0017776135078360349,0.005060110887817884
1199,Kepler-4 b,Kepler-4,0,6840000.0,4.002,24.472,5857.0,1037549.58,0.354,0.38134850833681927,2.4697457006949906,49166.448536113116,40583.86292317842,47594.86230012902,40005.16797978567,0.005858317889273457,0.006618108531228958,0.013295936778769349,0.0010129460410486031,0.002863453385224938
1200,K2-25 b,K2-25,0,4305000.0,3.44,24.5,3207.0,201939.18,-2.088,0.6011385750600142,2.665384508023469,15195.336144226725,12542.810341404991,14709.623186580866,12363.9594288084,0.021180473212973186,0.023796284460262145,0.04759455972482667,0.0037262410954481944,0.010382538748393849
1221,HAT-P-11 b,HAT-P-11,0,7950000.0,4.73,25.743,4780.0,522256.5,-0.585,0.24297387242791854,2.3299953603429775,26562.156144485063,21925.41735285289,25713.10724553782,21612.777617747113,0.009318344704654279,0.0105530862359367,0.02114069306048125,0.0016463764983816406,0.004672280209376562
1228,TOI-1728 b,TOI-1728,0,5865000.0,5.05,26.78,3980.0,431732.04,-1.056,0.20769224425805438,2.2999354407448167,23581.036008246792,19464.68702620023,22827.277444750274,19187.13542944596,0.009893546379785248,0.011212455988303505,0.02246188302467113,0.0017776951231770705,0.005050570161204098
1231,K2-24 c,K2-24,0,37050000.0,7.82,27.0,5743.0,842573.82,0.158,0.05639327879143894,1.8558144578490234,18871.34192279891,15577.125795627942,18268.126882797875,15355.00785807266,0.007723359886630958,0.008795937686371606,0.016953334670842587,0.001464897708751367,0.004197487123056435
1251,LTT 9779 b,LTT 9779,0,2518500.0,4.72,29.32,5443.0,661524.9,-0.149,0.278497827030094,2.489241494835562,60656.29958349926,50068.02445606512,58717.44476706611,49354.09260011451,0.004192930289774912,0.004746611378535001,0.00958765372235493,0.0007706722352745286,0.0021891438383590156
1258,Kepler-9 c,Kepler-9,0,34050000.0,8.08,29.9,5774.0,668488.32,-0.038,0.05661362278537491,1.9212592083293991,17584.83637283566,14515.195018763568,17022.74397795214,14308.2194044506,0.008147829500263774,0.00927596504468421,0.01813427470329928,0.0015836894374315063,0.004579257318767753
1270,LP 714-47 b,LP 714-47,0,6255000.0,4.7,30.8,3950.0,403878.36,-1.125,0.2963063669501849,2.5567159308676293,21944.881127139182,18114.142348010017,21243.42161243807,17855.848488686363,0.011618761340617866,0.013132179533229774,0.026461210224936086,0.0021814147160844717,0.006167708395491975
1276,HATS-37 A b,HATS-37 A,0,7369500.0,6.793,31.46517,5326.0,612780.96,-0.256,0.10026031842981716,2.149514020480893,33340.942925676594,27520.88665568979,32275.21276706573,27128.4597944154,0.005304377188213248,0.006033113678169879,0.012142599903585833,0.0010273145003300004,0.0029416706084248153
1304,HD 89345 b,HD 89345,0,15990000.0,7.398,34.9613,5576.0,1218598.5,0.425,0.08624390906877351,2.1711642096558417,33498.29152722599,27650.768196182675,32427.53178230558,27256.489323164962,0.004907354663792576,0.0055833828857884595,0.01126981466954402,0.0009905685812996435,0.0028392775583786865
1306,KOI-94 e,KOI-94,0,45690000.0,6.56,35.0,6182.0,1058439.84,0.479,0.1238341327837476,2.3069498345697,20442.608461651125,16874.10915983651,19789.168503254594,16633.497228351847,0.009111083190314942,0.010344660987861467,0.020847306392169123,0.0018199796302468187,0.005190047159574675
1307,Kepler-62 f,Kepler-62,0,107700000.0,1.41,35.0,4925.0,445658.88,-0.678,12.470806689822595,4.976001631753487,6840.518756087435,5646.425230745992,6621.8642580680835,5565.911511895148,0.027915542006006815,0.029545337944318736,0.05510569977652183,0.015886279328121682,0.029106713321375148
1314,HD 89345 b,HD 89345,0,15750000.0,6.86,35.7,5499.0,1155927.72,0.356,0.11045355791815653,2.278390171232061,32438.189802127956,26775.719776437592,31401.31579289747,26393.91842673226,0.00552190684622997,0.006276357064239048,0.012685826570851577,0.001111660682727133,0.003180333084274457
1318,Kepler-22 b,Kepler-22,0,127350000.0,2.38,36.0,5518.0,682415.16,-0.102,2.6671993121688535,3.8843541583692778,8763.900032411266,7234.057536748325,8483.765406572642,7130.9053916542825,0.0324110630938852,0.03458219790453869,0.0735644360462814,0.01018684913241395,0.026676566955535323
1320,Kepler-62 e,Kepler-62,0,64050000.0,1.61,36.0,4925.0,445658.88,-0.678,8.6160599790815,4.722743517968379,8870.279869592536,7321.867514049892,8586.74485399874,7217.463265627486,0.024019165633343702,0.025475716027983722,0.05009822884952462,0.012520356880025897,0.025199529099622583
1326,TOI-942 c,TOI-942,0,13200000.0,4.793,37.0,4969.0,619744.38,-0.359,0.33563193594824403,2.7749374351303366,23477.936522308235,19379.584775999927,22727.47349342653,19103.246672449975,0.010938353262110517,0.01234880756113394,0.025063722365159427,0.0021856670560159944,0.006169780240800279
1330,WASP-132 c,WASP-132,0,2730000.0,1.85,37.35,4714.0,522256.5,-0.597,5.8919528372684375,4.487613926693675,45015.861520948296,37157.81000519212,43576.9471703353,36627.967964323405,0.005343104758171344,0.005693232622242031,0.01192843144872615,0.0023683482857530073,0.005613179148616605
1335,HATS-7 b,HATS-7,0,6018000.0,6.311,38.1396,4985.0,564037.02,-0.434,0.1515533128942964,2.455246073261031,33302.03692190932,27488.772155440296,32237.550378443306,27096.803222454775,0.0059454382241471895,0.00674760611942225,0.013684933336393836,0.0012110672304602944,0.003455874526641173
1339,HD 89345 b,HD 89345,0,16725000.0,7.263,38.45743,5622.0,1204671.66,0.433,0.10025729123727581,2.298201772570115,32905.14633007539,27161.163514709282,31853.346238649112,26773.866031165664,0.005189668745298575,0.005900149743305856,0.011950157896207908,0.001074997254856878,0.003077655823764797
1346,HATS-72 b,HATS-72,0,9977550.000000002,8.097,39.85588,4656.1,501366.24,-0.659,0.07499008151091037,2.2158490920218075,22721.39194049711,18755.10400674233,21995.111562327085,18487.67052284624,0.006688814853771209,0.007607807412370924,0.015378533265627697,0.0014074847262143535,0.004072074861925869
1349,Kepler-35 b,Kepler-35,0,90520500.0,8.16,40.363,5606.0,717232.26,-0.027,0.0741987864947344,2.221276836658375,10853.590143559915,8958.967501731588,10506.659393251548,8831.219455640314,0.013728871536856563,0.015588574207887333,0.03130003035001213,0.002917346506782599,0.008410735828153403
