,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Sarr
0,TOI-561 b,1.425,0.6903498638225222,1.1832148561360638,710.8014867365542,0.644
1,GJ 367 b,0.718,1.4733405804808477,0.870943831273646,418.5738433241413,0.547
2,HD 20329 b,1.72,1.45647289043112,2.07440608369834,656.5457699989428,0.524
3,HD 213885 b,1.745,1.659809517642129,2.2466668869220716,654.0143417108945,0.498
4,HD 93963 A b,1.35,3.1664828347460308,2.400692111169639,627.477605378023,0.436
