,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Erid
0,BD+60 1417 b,14.684,1.5039544503348208,17.99599422867657,257.8313665348792,0.2396410590565171
1,2MASS J02192210-3925225 b,16.141,1.0493061457105701,16.523257597824863,189.92798511481934,0.20708885896533052
2,PDS 70 b,14.572,0.8207506362497532,13.192858499200476,1404.235408340688,0.19662113228450293
3,Ross 458 c,14.011,0.6925044682633972,11.651841032316826,122.30801492486847,0.1589656145051523
4,LHS 1140 b,1.635,1.4579789327022974,1.972911067599242,6609.906119782862,0.12210738906585065
