,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth,similarityIndex_Jupiter,similarityIndex_Arrakis,similarityIndex_Erid,similarityIndex_Mesklin,similarityIndex_Habranah,similarityIndex_Dhrawn
2144,HD 209458 b,HD 209458,0,7005000.0,14.24,200.22,6000.0,765976.2000000001,0.0693194153216374,3.745025525431994,1448.5728314302912,3105.2218326790517,1330.5622658619204,1440.1149470787977,0.002406245341145011,0.052897899348783035,0.001716352671962628,0.010741710443875731,0.00047768430504974515,0.00010905193140351354,0.003746665365518088
2145,Kepler-74 b,Kepler-74,0,11715000.0,10.76,200.22,6000.0,779903.04,0.1606749024417116,4.308277225043053,1130.2796999961631,2422.915248242327,1038.1994512486465,1123.6802561988022,0.007284495314606525,0.14300512023404627,0.005217584173521791,0.031901563511297824,0.0018331577247109499,0.000332848302262615,0.013461362988517571
2147,TOI-1670 c,TOI-1670,0,37350000.0,11.063,200.2319,6170.0,919171.4400000001,0.14783999291615232,4.248995060864884,706.681364585702,1514.8719860307185,649.110308645737,702.5552142635812,0.009516111648085121,0.20622964012492678,0.007048912789625773,0.039879455276239324,0.0024440152213737027,0.00044190700894059486,0.016218259390562283
2148,HATS-39 b,HATS-39,0,9010500.0,17.598,200.2329,6572.0,1128074.04,0.03673016667491516,3.3689309540555152,1697.7644243351422,3639.3994439243097,1559.4530218495493,1687.8515674559142,0.001023817149136393,0.022426477969565546,0.0007279851897662888,0.004604980306963252,0.0001739166559210794,4.645400767542043e-05,0.0014150698567252412
2150,WASP-90 b,WASP-90,0,8430000.0,18.271,200.2329,6430.0,1378757.16,0.0328190409933376,3.3063026722703586,1898.5699082730275,4069.854550713748,1743.8995294111194,1887.4845942529214,0.0008166653688703926,0.017688083935638966,0.0005782615056789511,0.0036965097581196918,0.0001344334143058197,3.701130919558747e-05,0.001113830191708895
2152,Kepler-15 b,Kepler-15,0,8557500.0,10.761,201.18639,5520.0,689378.58,0.16140541677186127,4.31846129503755,1143.8788591116336,2452.066979432632,1050.6907306471637,1137.200012944864,0.007229265297767509,0.14205271260377833,0.005173888118770747,0.03170149338276351,0.001825755913433687,0.0003301043353554452,0.013436038759402765
2153,Kepler-6 b,Kepler-6,0,6657000.0,13.103,201.18639,5647.0,877390.92,0.08940540538079182,3.913541798904439,1496.7890392729291,3208.580129917111,1374.8504544613327,1488.049631548256,0.0030932653853690045,0.06676452985440898,0.002197596020759569,0.013855879204515992,0.0006539859691721291,0.00013992084619882675,0.005129890650181579
2154,WASP-54 b,WASP-54,0,7480500.0,18.528,202.131,6100.0,1274305.86,0.03177054758905869,3.2988171180732615,1838.1750992543155,3940.389690213628,1688.4248910700908,1827.442416664972,0.0008045034651994329,0.017539239548400313,0.0005704915871778974,0.003635224480998967,0.00013251141945842083,3.647700196644241e-05,0.0010933183595447822
2155,HAT-P-28 b,HAT-P-28,0,6505500.0,13.585,202.45771,5680.0,765976.2000000001,0.08072959873071818,3.855612565653246,1422.9877129622266,3050.376493366516,1307.0614846360286,1414.6792142463235,0.0028735082370097433,0.06305350611521161,0.0020486204166508524,0.012826017045814164,0.0005968677952822529,0.00013012154170385603,0.0046523260679079935
2164,WASP-57 b,WASP-57,0,5657999.999999999,11.769,204.36469,5600.0,647598.06,0.1253327515093362,4.16187658121862,1383.2314098015986,2965.1532047044648,1270.5439995169215,1375.1550390167733,0.004712511795673062,0.09942922490369555,0.003348453302122058,0.021012071704257864,0.0011047131463668232,0.00021346925793650702,0.008479199313208941
2166,WASP-57 b,WASP-57,0,5653500.0,11.769,204.68252,5600.0,647598.06,0.1255276702519635,4.165111619858049,1383.7818036464987,2966.3330521699654,1271.0495545470153,1375.7022192383147,0.0047145187756085045,0.09953794394054044,0.0033497220028746175,0.021023787018375102,0.0011067553520423136,0.00021353641242893848,0.008495017739824385
2169,Kepler-6 b,Kepler-6,0,6672000.0,13.103,205.63601,5647.0,877390.92,0.09138277611591204,3.956582830246484,1495.1055508993961,3204.971333217953,1373.3041144663816,1486.3759726770177,0.003131492599301636,0.06833300060049191,0.002224170036659537,0.01404654503109877,0.0006753717777959455,0.00014143910536371836,0.005293258714185214
2176,HATS-26 b,HATS-26,0,7102500.000000001,19.616,206.5895,6071.0,1420537.68,0.027362406330839778,3.2411933866769354,1982.286885748709,4249.313795415104,1820.7963542198308,1970.7127675080744,0.000625750680809628,0.013650956157742235,0.0004426480539990108,0.002840851106596988,0.00010069238016897112,2.8339924257663884e-05,0.0008413683718959985
2179,HAT-P-4 b,HAT-P-4,0,6673500.0,14.28,206.90733,5860.0,1114147.2,0.0710343901030297,3.801717857294447,1748.1455433623198,3747.3985361090804,1605.7297532882244,1737.9385226902987,0.002070105327637609,0.04562849799946018,0.0014630396642264867,0.009384035694639756,0.00041729308217982426,9.316232501622867e-05,0.0033700651063876853
2182,HATS-29 b,HATS-29,0,8212500.0,14.022,207.54299,5670.0,745085.9400000001,0.07525850427534897,3.8424223648248645,1246.9070167815664,2672.9224846829184,1145.3255159630874,1239.626612844547,0.0029211101824397285,0.06615699395601086,0.0020984420463289657,0.012923687551083852,0.0006120041243240159,0.00013256937192565545,0.004665448435107058
2187,WASP-165 b,WASP-165,0,7234500.0,14.123,209.13214,5599.0,1218598.5,0.07421937725074487,3.8432882614722885,1677.7298973120178,3596.4525865970345,1541.0506432511331,1667.934017438655,0.0022374208973860725,0.04964913048490739,0.0015835106753433674,0.010123222094714262,0.00046012975026962105,0.00010069891026921156,0.0036893653542203974
2190,HAT-P-27 b,HAT-P-27,0,6045000.0,11.635,209.759,5300.0,626707.8,0.1331370233563256,4.240657096220888,1245.936142448137,2670.841277503314,1144.4337356363228,1238.661407223559,0.005390451775672304,0.11562009782222805,0.003848462177243692,0.023878856441640395,0.0013169698281502303,0.0002445277273963684,0.009902233917236419
2192,Kepler-15 b,Kepler-15,0,8571000.0,10.76,209.76,5515.0,689378.58,0.16833067393953363,4.409722390391732,1141.9423486142484,2447.91579383449,1048.9119814263033,1135.2748092878926,0.007378897001309069,0.14753759943985081,0.005277259428502321,0.03243920018100085,0.0019401096928269705,0.0003361070575966627,0.014249954412017226
2194,HAT-P-33 b,HAT-P-33,0,7492500.0,18.898,209.7678,6446.0,1142000.88,0.03107196301742778,3.3274959660206456,1837.3659416560351,3938.6551458498643,1687.681652936635,1826.6379835522264,0.000767877065769668,0.017084168635574184,0.0005444960943016294,0.0034771136706124297,0.0001288481930442715,3.4736513223776405e-05,0.0010631407006558731
2199,TOI-1899 b,TOI-1899,0,23805000.0,12.89,209.7678,3841.0,424768.62,0.09791685890901146,4.02901608567962,374.60359783293836,803.0160757898631,344.0858485799979,372.4163733873466,0.008948320784182555,0.23637121513385478,0.007048794153565277,0.02846316798055694,0.002295624313824961,0.0004257280872096766,0.009116971271958796
2202,HAT-P-43 b,HAT-P-43,0,6645000.0,14.359,210.395,5645.0,765976.2000000001,0.07104609790841815,3.823064787411502,1399.2960513995101,2999.5900481559215,1285.2999064765127,1391.125882858828,0.0024736289316442104,0.056066867698693124,0.0017667710996140894,0.01105032143774051,0.0005113572910786159,0.00011181758537800413,0.003983836417175742
2203,HATS-60 b,HATS-60,0,7061999.999999999,12.924,210.40346,5688.0,1016659.32,0.09744048369685755,4.0298048224358025,1575.6834425315362,3377.7015010758673,1447.3175846503943,1566.4833884905281,0.0031713801171661593,0.06940079453655114,0.002245065166330373,0.01430160197511934,0.0007033038358474025,0.0001428232926177367,0.005550469903836089
2206,NGTS-16 b,NGTS-16,0,7845000.0,14.572,211.99155,5550.0,842573.82,0.06849178179239507,3.809392672664048,1327.9630976907688,2846.677719248608,1219.7782188830683,1320.2094258976636,0.002468514209741554,0.05657750308965303,0.0017684708225229637,0.010987217645817183,0.0005102180676838626,0.00011170757128709809,0.003941282419745661
2207,TOI-905 b,TOI-905,0,6999000.0,13.126,211.99261,5570.0,640634.64,0.09371323366670205,4.013748989143121,1230.3478778672277,2637.4256159225133,1130.1153967916337,1223.1641589424212,0.0037128704354323938,0.08375542385977622,0.002663362201607641,0.016440075444940302,0.0008336013774100976,0.00016825308814587817,0.006307849163419585
2208,Kepler-6 b,Kepler-6,0,7278000.0,14.617,212.31044,5647.0,967915.3799999999,0.06796323007683011,3.806384007022275,1503.5434210079993,3223.05910755283,1381.0545784590454,1494.7645759983368,0.0022060428485862838,0.050074589833172006,0.0015704792484510933,0.00991152579483255,0.0004516736943616561,9.949049856407896e-05,0.0035647950774900967
2209,Qatar-6 b,Qatar-6,0,6345000.0,11.904,212.31044,5052.0,501366.24,0.125825886131878,4.217890144917147,1036.8372447205843,2222.6080590384777,952.3694520097313,1030.7833899768716,0.005836003488820142,0.1295393628577902,0.004215208160219804,0.025475792152736362,0.0014364042859605585,0.0002659724944300929,0.010434409019054914
2210,Kepler-6 b,Kepler-6,0,6850500.0,14.83,212.619,5647.0,967915.3799999999,0.06517124535312833,3.781695078377465,1549.7472163742798,3322.103512508532,1423.4942993485208,1540.6985980060886,0.0020504633804266973,0.0465590369915704,0.0014580709413726028,0.009231818842032155,0.0004152138497829416,9.241246452649427e-05,0.0032959848425459523
2217,WASP-57 b,WASP-57,0,5790000.0,10.267,213.573,5600.0,584927.28,0.19728454469787862,4.555199910776436,1299.526681076899,2785.720216942452,1193.6584255928785,1291.9390429949558,0.007728262479149142,0.1427084607182499,0.005472451877098594,0.03435736688102954,0.00213614354795263,0.0003507716255541696,0.015990180203990175
2218,HATS-28 b,HATS-28,0,6196500.0,13.384,213.58176,5498.0,640634.64,0.08906022314217997,3.9897452352964633,1290.6908598985615,2766.7793779060535,1185.5424303231127,1283.1548121488788,0.0033634565516748047,0.07621519430981642,0.002407466537248054,0.01495591091719683,0.000746500677919265,0.00015213697604201548,0.005705063841566636
2224,HAT-P-29 b,HAT-P-29,0,10003500.0,12.408,214.85308,6087.0,849537.24,0.1124381344480052,4.156003912827633,1295.102200470435,2776.2357136580085,1189.5943931788606,1287.5403959154455,0.004303915272197089,0.09545199623882922,0.0030722356831919327,0.019155550037809017,0.0010178962473229942,0.0001945976811763508,0.007740826332310152
2225,KELT-10 b,KELT-10,0,7875000.0,15.681,215.80657,5948.0,842573.82,0.05595266795830366,3.7051133764866564,1420.4801728686994,3045.0012246359474,1304.758225762059,1412.1863151039847,0.0018419031497971944,0.0427275154131903,0.0013168927945277395,0.008242258235536166,0.0003654270370441057,8.319317713174325e-05,0.0028669412821036864
2228,Kepler-74 b,Kepler-74,0,12600000.0,14.8,216.12,6050.0,1051476.42,0.06664801428146963,3.8165650591263107,1276.0138496124855,2735.31711947492,1172.0611088192172,1268.5634975578564,0.002446412809772322,0.05699306822542041,0.0017566889308517988,0.010866991134934346,0.000510178892675504,0.00011070235499831828,0.0039142750863319625
2229,HAT-P-32 b,HAT-P-32,0,5095500.0,22.194,216.1244,6001.0,953988.54,0.019763982348754892,3.1166652425199417,1895.7773046833222,4063.8682078467423,1741.3344302463756,1884.7082960347439,0.0004334698330607469,0.009528466025343438,0.0003075671912874278,0.00196137562281255,6.696362091457727e-05,1.96879083266619e-05,0.0005583774953634489
2230,HAT-P-4 b,HAT-P-4,0,6690000.0,14.235,216.1244,5860.0,1107183.78,0.07490465153960658,3.8916091228626972,1740.5236617015341,3731.0599490352092,1598.7288017912306,1730.361143447499,0.0021494006377036955,0.048454852955060225,0.00151837290847616,0.009769790843975832,0.00045160592752754657,9.643556020881707e-05,0.003639772097934368
2231,HAT-P-4 b,HAT-P-4,0,6697500.0,14.986,216.1244,5860.0,1114147.2,0.06419837239623753,3.792844907583981,1745.0105566774807,3740.678246395164,1602.850163876964,1734.8218404733113,0.001805856795634129,0.04103883920317135,0.0012772046526982293,0.008204864110180392,0.00036556907798888255,8.107155699701558e-05,0.002956590459547442
2234,OGLE-TR-10 b,OGLE-TR-10,0,6774000.0,19.279,216.1244,6075.0,1058439.84,0.030152803148430454,3.3439955966068893,1753.24372221481,3758.327207375146,1610.412599920824,1743.0069344463736,0.0007590203368619693,0.017213971034521127,0.000539309506488024,0.003432131970890977,0.00012927423119314332,3.4314733382138855e-05,0.0010596176099021404
2235,OGLE-TR-211 b,OGLE-TR-211,0,7659000.0,14.146,216.1244,6325.0,1086293.52,0.07632735997915556,3.9038320178841226,1739.1362468102618,3728.085827943135,1597.4544151250116,1728.9818293534,0.002196198594630063,0.04945204836514236,0.0015512255475872796,0.009982578224164169,0.0004635796063641566,9.853094496379763e-05,0.0037343692813257418
2237,HD 209458 b,HD 209458,0,7060500.0,15.233,216.76006,6065.0,807756.72,0.06130562694753299,3.7674973758126615,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.0019484391099601468,0.04498035303560555,0.001388377048948265,0.008759458217902754,0.0003946487020808025,8.780531437649173e-05,0.0031185362159827507
2238,HAT-P-24 b,HAT-P-24,0,6975000.0,13.922,217.704,6373.0,919171.4400000001,0.08065641640300154,3.9494665313153505,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.0023832389278609254,0.053802526248428906,0.0016846227806202058,0.010818501200768537,0.0005132321328550593,0.00010692651581859762,0.004111100754655598
2239,HD 209458 b,HD 209458,0,7060500.0,15.233,217.704,6065.0,807756.72,0.0615725987941954,3.775691754826113,1497.7484663410194,3210.636798255807,1375.731720094616,1489.0034567418602,0.001953075023853101,0.04519369998001229,0.0013916060221362523,0.008782906514291585,0.0003971079074945079,8.798614684550152e-05,0.003137618529994009
2240,HAT-P-24 b,HAT-P-24,0,6975000.0,14.751,217.71355,6373.0,919171.4400000001,0.06781073819859368,3.8369668444664744,1689.1008891221109,3620.827924351403,1551.4952769620909,1679.238616636927,0.0019657336497883727,0.04485906450403145,0.0013916278717933555,0.008918104745568686,0.0004058702555544917,8.824873016399264e-05,0.0032627343581618173
2242,WASP-84 b,WASP-84,0,11625000.0,10.94,218.34921,5280.0,536183.34,0.16671591518047943,4.4619345931142895,827.9033058660722,1774.7284533730426,760.4566885878019,823.0693684462184,0.009140883620520472,0.1978116353214888,0.00667677691575691,0.03913162182560852,0.0025332406434936464,0.00041977557899643,0.017379040466421147
2251,WASP-84 b,WASP-84,0,11565000.0,10.559,220.565,5314.0,522256.5,0.18730338686278492,4.564707485844144,824.4725022020708,1767.3740379029048,757.3053814544259,819.6585964575276,0.010263154649144733,0.21108183857546864,0.007484906395727546,0.04393176866709681,0.00296629032966738,0.00047155751814362853,0.020253126143008626
2252,WASP-84 b,WASP-84,0,11565000.0,10.559,220.57402,5300.0,522256.5,0.18731104662997144,4.564800821687505,822.300387969698,1762.717802198983,755.3102223764504,817.4991647017117,0.010283342322887143,0.21157149891027427,0.007501053014679724,0.044006976803973176,0.0029730155702547946,0.00047253040517387647,0.020286715030944976
2255,Kepler-15 b,Kepler-15,0,8745000.0,14.448,221.20968,5595.0,870427.5,0.07332605672309699,3.9079972147317843,1288.7598656138737,2762.640017094164,1183.7687479268582,1281.2350924967043,0.002663129387046702,0.0625028233846845,0.0019095168056199048,0.011860824290700138,0.0005765164343944488,0.00012023713969695036,0.004422069569955134
2256,TrES-1 b,TrES-1,0,5889000.000000001,11.96,221.52751,5230.0,564037.02,0.12945282397514044,4.298374898825286,1181.7353677342978,2533.2177883761015,1085.463191373808,1174.8354861008024,0.0052915661942124,0.11831846471757138,0.0037897552878647517,0.02342359510219205,0.0013355786434513246,0.00023950965722186227,0.009946169932328707
2260,TOI-1789 b,TOI-1789,0,7323000.0,16.141,222.47988,5991.0,1511062.14,0.05289039749041224,3.707969902242885,1986.9250350502803,4259.256327928464,1825.0566484281733,1975.323835720213,0.0012761515037688956,0.029390975865773123,0.0008988683517129025,0.005851010251852187,0.00024968516398992985,5.70860949861317e-05,0.0020642732135280617
2261,HATS-45 b,HATS-45,0,8266500.0,14.415,222.481,6450.0,912208.02,0.07425511748907337,3.9236945281548468,1564.3406827136398,3353.3866826109997,1436.8988829621085,1555.2068564443287,0.002292107069757824,0.053021737415363514,0.0016270446045280502,0.010361685312249432,0.0004929494031268346,0.0001029055169483091,0.003907541639424741
2265,WASP-35 b,WASP-35,0,6469500.0,14.796,222.79883,5990.0,759012.78,0.0687633996167066,3.875612427691339,1497.9645136698346,3211.099926424286,1375.9301667430168,1489.2182426199,0.0021805360088844538,0.05088700478703125,0.0015521176290537687,0.009824948199943248,0.0004620484108317164,9.802486495257119e-05,0.003642392620261288
2267,CoRoT-4 b,CoRoT-4,0,13537500.0,13.339,223.43449,6190.0,814720.1399999999,0.09411477257185026,4.0876106163733885,1108.6926221317685,2376.6402774339385,1018.3710031282809,1102.2192203283635,0.003933030101355821,0.09242855881693832,0.002837742833189535,0.017323232033634776,0.0009225435023686914,0.0001781656361586419,0.0068391750148599365
2268,HATS-30 b,HATS-30,0,6531000.0,13.171,224.38798,5943.0,738122.52,0.09817948315826053,4.1223652435626565,1458.6988260252128,3126.928341880038,1339.863328273136,1450.181818314942,0.003286798870962575,0.07511903905924182,0.0023347049735747585,0.014801551721807258,0.0007656875808134037,0.00014767403006592488,0.005962890744902356
2269,XO-7 b,XO-7,0,6631500.0,15.39,225.34147,6250.0,1030586.16,0.061802019314824354,3.8217062262421786,1798.8783728335436,3856.1515696393853,1652.3295424532378,1788.3751348121552,0.001645731631253881,0.03828769634881925,0.0011625497161689943,0.007510820223555553,0.0003386011300580417,7.363955893283486e-05,0.0027520757100873883
2273,Kepler-77 b,Kepler-77,0,7050000.0,10.76,225.65,5668.0,689378.58,0.1810822681848578,4.573699017746224,1294.0459348719678,2773.971458160251,1188.6241781385434,1286.490297609421,0.006890286224254825,0.14019739179729246,0.004885829871503321,0.03074243759100794,0.0019254669100533081,0.0003113541175922422,0.014437047924755662
2277,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,225.968,6304.0,849537.24,0.06666755772114055,3.873865631952466,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.001884872561073781,0.04398266388874749,0.00133423983093837,0.008571973522492893,0.0003970126361362396,8.441048238404509e-05,0.0031926685615256663
2278,HD 209458 b,HD 209458,0,7120500.0,15.468,226.93062,6117.0,807756.72,0.06130106381614249,3.825476305877074,1504.2119763154708,3224.492250914399,1381.668668717721,1495.4292277647846,0.00189059715173123,0.04480222706670278,0.0013465994407988173,0.00852684476794003,0.0003943311219882409,8.492683670270315e-05,0.0031172821856077205
2282,WASP-35 b,WASP-35,0,6475500.0,14.796,228.828,5990.0,759012.78,0.0706242093259275,3.9277014525302287,1497.2703688162183,3209.6119282320496,1375.2925716361474,1488.528150718795,0.00221287699153494,0.05237532451902296,0.0015746320335390618,0.009988261296221079,0.0004801930354103021,9.929138279636567e-05,0.0037824076779718356
2283,CoRoT-4 b,CoRoT-4,0,13500000.0,13.34,228.83,6190.0,814720.1399999999,0.09636578725389897,4.136515097490481,1110.2314051375847,2379.9388776021456,1019.7844264360114,1103.7490187333208,0.0039759225551247645,0.09451777863122869,0.0028674466128951162,0.017541678789497635,0.0009529259201834239,0.00017981414775516301,0.007061262165862612
2285,Kepler-423 b,Kepler-423,0,5940000.000000001,13.45,228.83,5790.0,689378.58,0.09402070631294214,4.1195652530267735,1440.1235453438944,3087.109586572568,1322.8013159144252,1431.7149944349594,0.0031334758706606457,0.07283240661516006,0.002228053565972559,0.01411444829898188,0.0007319049744888424,0.0001406504173815449,0.005692380662761866
2289,HAT-P-24 b,HAT-P-24,0,6976500.0,13.922,229.79109,6373.0,919171.4400000001,0.08513452137186088,4.057624238253309,1688.919294659497,3620.4386508003827,1551.328476415787,1679.0580824627089,0.00245182833531752,0.056884109847883446,0.001731814632312258,0.011169830002627388,0.0005543407889026586,0.00010959542630323881,0.004433421164880191
2293,HAT-P-68 b,HAT-P-68,0,4494000.0,12.016,230.10892,4508.0,466549.14,0.13259620577368564,4.370617652316813,1060.477813818403,2273.2849802858696,974.0841000429963,1054.2859272166472,0.005785380773999796,0.1333300078550664,0.004168519016582948,0.025436620165797195,0.0015206599099468583,0.0002621138246640899,0.01107503258540529
2297,WASP-81 b,WASP-81,0,5861999.999999999,16.018,231.69807,5870.0,891317.76,0.05636051463796125,3.7985085798087472,1671.1559957370634,3582.3604938464923,1535.0122962758637,1661.3984993664508,0.0015548965317176216,0.03707062278502701,0.0011025967622704431,0.007070944108907217,0.0003200924393272804,6.96045231842031e-05,0.002576951436233172
2301,HAT-P-43 b,HAT-P-43,0,6667500.000000001,14.359,232.0159,5645.0,765976.2000000001,0.0783470346144621,4.014697471742677,1396.9330392128686,2994.5245955437804,1283.1294012860953,1388.7766677580921,0.002609468506698111,0.06223401952158998,0.0018615349128418101,0.011732478476049637,0.0005888035311791562,0.00011715225683244434,0.004573489532627982
2304,K2-29 b,K2-29,0,6325500.0,13.339,232.0159,5358.0,598854.12,0.09772942244303086,4.165367133915713,1203.65304064269,2580.2014366676804,1105.5953020241338,1196.62518674664,0.0037548026914688832,0.08912197339831421,0.002694561826605184,0.016693648208608386,0.0009055607944276488,0.00016923858788946733,0.0068131044748011745
2305,CoRoT-4 b,CoRoT-4,0,13680000.0,13.002,232.33373,6190.0,800793.2999999999,0.1056718185854892,4.221891809252901,1093.4359107132973,2343.9353471994377,1004.3572068771674,1087.051589346831,0.0044079480640542,0.10486581468122612,0.0031785908665762533,0.019443485293401265,0.0010941960007519293,0.00019925860460004918,0.00806490717178068
2306,Wendelstein-2 b,Wendelstein-2,0,3510000.0,12.993,232.33373,4591.0,459585.72000000003,0.10589156120631912,4.223353767561596,1212.8930701510533,2600.0087537327377,1114.0825760724395,1205.8112658430596,0.004067156731880251,0.09571554699755268,0.002914880958330321,0.01809704027268585,0.001001826574258331,0.00018326851003083416,0.007533704163238207
2309,Qatar-10 b,Qatar-10,0,4290000.0,17.295,233.92288,6124.0,870427.5,0.045205201041519295,3.6730946212739135,2013.9948461820711,4317.2843170699825,1849.9211691857568,2002.23559243665,0.0010249436147993902,0.024302837692886617,0.0007221391423511332,0.004713346011941687,0.00019956916951469322,4.5741016745608075e-05,0.001656946305965137
2311,HD 209458 b,HD 209458,0,7350000.0,15.805,235.1942,6071.0,835610.4,0.05955531265324518,3.852761291937442,1494.527803197693,3203.7328488710273,1372.7734340101456,1485.801598311566,0.0018024692562303504,0.04367123623278036,0.0012843178860001564,0.00814275965666892,0.00038226865317349365,8.080266665732802e-05,0.0030196021593220284
2312,NGTS-2 b,NGTS-2,0,9450000.0,17.878,235.1942,6478.0,1183781.4,0.041147855936152944,3.622512440391281,1673.9647656415555,3588.381491507886,1537.5922447377684,1664.190869508013,0.0010762999310317562,0.025925900653137483,0.0007647092567092088,0.004889958909661355,0.0002079879802657072,4.825713334100602e-05,0.001683859842340371
2314,HAT-P-30 b,HAT-P-30,0,6285000.0,15.02,237.10118,6304.0,849537.24,0.06995219059070548,3.9681487121268737,1692.1555832322083,3627.3760955147854,1554.3011149762094,1682.2754750890915,0.0019342492840694863,0.0462976003026894,0.001368352469215103,0.008824973335302948,0.00042521079001358166,8.63270551167984e-05,0.003415001146003905
2315,HAT-P-9 b,HAT-P-9,0,7930500.0,15.614,238.05467,6350.0,933098.28,0.06251893659491449,3.8997549099199067,1590.2765398130969,3408.9838800504667,1460.7218292721332,1580.9912800258123,0.0017941187296987048,0.043475411737456136,0.0012739987827107668,0.00814902589141445,0.000386371993299535,8.021541925895458e-05,0.003079867695951268
2317,TrES-1 b,TrES-1,0,5895000.0,12.11,238.36,5250.0,591890.7,0.13417708394310052,4.430988930274408,1214.5731439036301,2603.6102307063616,1115.625779624612,1207.4815300305302,0.005152685911945295,0.11934293857466065,0.00368163040321395,0.022967862297198792,0.0013757361176398235,0.00023194207110111253,0.010282760837232691
2323,HAT-P-32 b,HAT-P-32,0,5140500.0,20.053,238.3725,6207.0,849537.24,0.02955258612646849,3.4434552783717987,1842.280653366797,3949.190529210957,1692.1959789049554,1831.5239993891125,0.0006716902014933651,0.016029112444971877,0.0004760725588808228,0.0030650677322120795,0.00012080086205240457,3.013804605586092e-05,0.0009970630370402967
2324,OGLE-TR-211 b,OGLE-TR-211,0,7657500.0,14.146,238.3725,6325.0,1086293.52,0.08418458821230393,4.099843669525511,1739.30657502641,3728.45095069294,1597.610867249683,1729.15116306218,0.0023121042623743386,0.05472627300262231,0.001630899436690287,0.010578184926274726,0.0005329650759374056,0.00010303110846877523,0.004281405986727835
2325,NGTS-15 b,NGTS-15,0,6615000.0,12.33,238.68913,5600.0,661524.9,0.12729777521924943,4.394311410514565,1292.9499622414835,2771.6220849935335,1187.6174908702892,1285.400724111628,0.004629227513544894,0.10747223525045524,0.0032982989000804185,0.020740822695947993,0.0012135330264109027,0.00020793481657381473,0.009188868288300841
2326,TrES-1 b,TrES-1,0,5887500.0,11.96,238.998,5230.0,564037.02,0.1396619590244598,4.4646517796119936,1181.8858976843046,2533.5404707273724,1085.601458133349,1174.9851371409738,0.005485026269208106,0.12681810676160749,0.003923123260998343,0.024397783671581977,0.001486727403759846,0.0002471095101893537,0.011042414140365596
2333,HAT-P-54 b,HAT-P-54,0,6175500.0,10.581,241.5508,4390.0,431732.04,0.20384766393239376,4.771961500062658,847.4637186318181,1816.658979376651,778.4235774911976,842.5155724504506,0.01038656238933835,0.22136281639698607,0.007546616077532358,0.04482997860828439,0.0032663181122351403,0.0004743028850898721,0.02236072248521539
2334,HATS-54 b,HATS-54,0,5644499.999999999,11.96,241.5508,5702.0,919171.4400000001,0.1411537248509422,4.488432501570876,1679.9573349748973,3601.2274159405315,1543.09661873782,1670.1484496041624,0.0041200801223941425,0.09276679700931108,0.0028934185497969172,0.01882970260172728,0.0011008276781431252,0.00018374709981282844,0.008683229487683129
2335,HAT-P-62 b,HAT-P-62,0,5657999.999999999,12.027,241.86742,5629.0,814720.1399999999,0.1389897715004276,4.478845471873044,1559.5148709885614,3343.0418690096594,1432.46621458381,1550.40922152651,0.0043143025728474725,0.09802463767999119,0.0030409335341501564,0.019618194565906848,0.001154069163563785,0.00019272712855470032,0.00900103730002299
2336,HAT-P-9 b,HAT-P-9,0,7935000.0,15.693,241.86863,6350.0,919171.4400000001,0.06256609103813755,3.920963804370627,1577.9165735117087,3382.488534854498,1449.3687896381414,1568.703480731355,0.0017909544367330915,0.04382465316187376,0.0012721241985716048,0.008138327019156262,0.00038993241518233166,8.000529496974109e-05,0.003103984283680664
2337,TrES-1 b,TrES-1,0,5919000.0,12.319,241.86863,5226.0,571000.44,0.12933932224089778,4.425456670828222,1185.0835615734998,2540.3951179407227,1088.538618638887,1178.1641306045042,0.005013039685331516,0.11802322030295892,0.00358839005773549,0.02232164456263203,0.0013403317127180167,0.00022557074292907015,0.00998046057549891
2338,HAT-P-33 b,HAT-P-33,0,7485000.0,18.898,242.176,6446.0,1142000.88,0.03587244427270815,3.575309779163914,1838.2862351981667,3940.627925911381,1688.526973126347,1827.5529037115498,0.000834248016068271,0.02023446871189647,0.0005906958499706565,0.0038164937485808217,0.0001583221794142944,3.73053419041929e-05,0.0013023922338359704
2339,NGTS-17 b,NGTS-17,0,5865000.0,13.899,242.8209,5650.0,933098.28,0.09040923647178936,4.17452727580354,1645.3702903480785,3527.085167948072,1511.3272692998023,1635.7633507940577,0.0025935291940120046,0.06194479891860942,0.0018325599826273411,0.011837356360359324,0.000618145978901533,0.00011557261440551213,0.0049152264049134595
2340,HAT-P-29 b,HAT-P-29,0,9975000.0,11.926,243.77561,6115.0,863464.08,0.14367567251809027,4.515478426191279,1313.5531922193115,2815.7880379664944,1206.5422420243647,1305.8836565575414,0.005127626840690978,0.11820351950884511,0.0036441639213746994,0.023031218142618222,0.0014082130558273156,0.00023003357744318792,0.010655826239917473
