,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Erid
0,K2-263 b,2.41,1.0560741894588694,2.4750181304932606,485.3480172803854,0.8139767123222691
1,TOI-1266 b,2.37,1.0129139943392247,2.3836844287737877,427.7986617725005,0.788731923935383
2,Kepler-538 b,2.215,0.9742457377759942,2.1848524630197064,376.66653600826356,0.7829691662051156
3,K2-285 e,1.95,1.441331189143089,2.3395408431927853,517.8780575221563,0.7426155004240376
4,TOI-1266 b,2.458,1.0693880569919392,2.5401751970112976,422.0177404931788,0.7422039216723186
