,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Habranah
0,TRAPPIST-1 h,0.755,0.7565899812375398,0.6562833291240616,177.74124447710105,0.17065310357129235
1,TRAPPIST-1 d,0.772,0.8900528529443994,0.7278457097882689,301.1616731694951,0.14010582685130785
2,TRAPPIST-1 d,0.788,0.7920213960937001,0.7008237358353779,296.30456975720205,0.13421583030910308
3,TRAPPIST-1 e,0.92,0.8876187206574949,0.8661940213356816,258.5446305286141,0.11602470474449765
4,TRAPPIST-1 e,0.918,0.8004744727907167,0.8207871571141606,262.7354461855662,0.11342700085472772
