,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Earth
0,TOI-178 b,1.152,0.9799810159452014,1.1396603480759493,319.76486630820847,0.9012391832409937
1,HD 23472 d,0.75,1.302155171888637,0.8552769371938062,288.24916278942874,0.8818019414936095
2,LHS 1678 b,0.696,1.036869659283395,0.7082481529982575,265.6272372759426,0.8389447541139825
3,GJ 3473 b,1.264,0.9199316550151163,1.2115434203779671,237.7329128005701,0.8273388855085576
4,HD 136352 b,1.664,1.023212586298141,1.6820944837227632,278.3637914726306,0.8070379986950569
