,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Earth
0,Kepler-47 c,0.991,4.741380977666513,2.1564540510362065,1908.7911279571017,0.057611643053227246
1,TIC 172900988 b,0.91359,14.762290430088518,3.5078606904482768,265.80713002155875,0.051598930368474766
2,TIC 172900988 b,0.89809,15.44337728849144,3.5269973166625115,238.6321700684641,0.046083280677477086
3,TIC 172900988 b,0.88328,16.378234831861008,3.5722847661268116,232.53730925334503,0.04218959271528007
4,TIC 172900988 b,0.87235,16.775922535295823,3.57065671799018,237.15934523064738,0.04143450013762387
