,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Arrakis
0,TRAPPIST-1 e,0.92,0.8876187206574949,0.8661940213356816,258.5446305286141,0.8250487847882348
1,TRAPPIST-1 c,1.097,0.9896273794270891,1.0905776834692316,351.77900362408775,0.7915940012216216
2,TRAPPIST-1 e,0.918,0.8004744727907167,0.8207871571141606,262.7354461855662,0.7664463154659454
3,TRAPPIST-1 f,1.045,0.9093907179664357,0.9958769414040944,225.3847370102098,0.7587398028656693
4,TRAPPIST-1 d,0.772,0.8900528529443994,0.7278457097882689,301.1616731694951,0.7431825380093888
