,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Hekla
0,TOI-561 b,1.45,1.0484067598580042,1.4837032100238539,5.762816840726222,0.023737156727709947
1,LTT 9779 b,4.72,0.278497827030094,2.489241494835562,4.9525661221655,0.022467252306933097
2,KELT-9 b,21.196,0.09600845568125856,6.563307932677553,10.137762177339336,0.021935729264136377
3,55 Cnc e,2.173,0.8147607887190225,1.9601482270433335,4.9615248764368385,0.021592977664202546
4,Kepler-10 b,1.47,1.1697007719576802,1.588798608609528,5.392692763192093,0.02129784541248123
