,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Tenebra
0,PDS 70 b,14.572,0.8207506362497532,13.192858499200476,1404.235408340688,0.33755540586772353
1,BD+60 1417 b,14.684,1.5039544503348208,17.99599422867657,257.8313665348792,0.21769101469624166
2,2MASS J02192210-3925225 b,16.141,1.0493061457105701,16.523257597824863,189.92798511481934,0.183443642676759
3,LHS 1140 b,1.635,1.4579789327022974,1.972911067599242,6609.906119782862,0.15687563531332024
4,LHS 1140 b,1.727,1.3535124372762446,2.007879246099855,7211.296224075036,0.1494011050804353
