,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,eccentricity,earthFlux,equilTemp,stellarEffTemp,stellarRadius,stellarMass,luminosity,stLogSurfaceGrav,Unnamed: 14,calculatedEqEarthTemp,calculatedEqVenusTemp,calculatedEqMarsTemp,calculatedEqTitanTemp,calculatedSurfaceEarthTemp,calculatedSurfaceVenusTemp,calculatedSurfaceMarsTemp,calculatedSurfaceTitanTemp,similarityIndex_Earth,similarityIndex_Venus,similarityIndex_Mars
2050,HD 44219 b,HD 44219,0,1.19,,184.33,0.61,,,5752.0,1.32,1.0,0.26,4.21,,14.56719459199984,11.150887599425948,14.825929941830443,14.751237742857544,188.2329162859249,403.5040203693272,172.89818652466553,222.54092666813787,,,
2052,HAT-P-64 b,HAT-P-64,0,0.05387,19.089,184.34048,0.101,1611.0,1766.0,6457.0,1.74,1.3,0.668,4.07,,86.68155491958251,66.35294598059163,88.22115008969824,87.77669691057413,1120.0730358659682,2401.0358124223067,1028.8242911895181,1324.2215881040654,4.463462770931568e-06,3.860889587609257e-06,1.8931693015504492e-07
2083,HATS-53 b,HATS-53,0,0.04753,15.02,189.10885,0.33,,1312.0,5644.0,1.1,0.96,0.045,4.34,,47.01379255229352,35.98809043583891,47.84882842595182,47.60776872666593,607.4981165309473,1302.2585912374811,558.0072005355461,718.2229148306221,1.808853730127767e-05,1.507836246057587e-05,8.084859392044755e-07
2091,HAT-P-39 b,HAT-P-39,0,0.0509,17.609,190.372,0.0,,1752.0,6430.0,1.62,1.4,0.607,,,87.06514887645592,66.646579258427,88.61155725387782,88.16513722547668,1125.029721843898,2411.6611735932775,1033.3771719165773,1330.0816975498326,4.670456306247575e-06,4.041635321445828e-06,1.9838651075896303e-07
2099,HATS-56 b,HATS-56,0,0.06043,18.921,191.33366,0.019,,1902.0,6536.0,2.2,1.57,0.898,3.95,,88.12494367454681,67.45783036084983,89.69017560622969,89.23832155939559,1138.724072135536,2441.0169606046643,1045.9558875725636,1346.2720295286983,3.926157476558644e-06,3.398670697265504e-06,1.663593418938145e-07
2100,Kepler-8 b,Kepler-8,0,0.0483,15.906,191.643,0.0,,1764.0,6213.0,1.49,1.21,0.605,4.17,,89.30408881781507,68.36044169571964,90.89026414592323,90.43236412070237,1153.9606317654639,2473.6786926150958,1059.951173736477,1364.2856594834507,4.871128228277641e-06,4.22206315467427e-06,2.071108419541585e-07
2106,HD 175541 b,HD 175541,0,1.03,,193.87,0.33,,,5060.0,3.8,1.65,0.934,3.52,,21.556297668071434,16.50090213584722,21.93917003124177,21.828641729833144,278.5440085091583,597.098687630744,255.8519247791393,329.3124443618944,,,
2114,HATS-25 b,HATS-25,0,0.05163,14.123,194.82979,0.176,,1277.0,5715.0,1.11,0.99,0.068,4.35,,50.01292224502827,38.28386247956192,50.90122718606508,50.64478967395871,646.2519702546567,1385.332986996024,593.6039025464395,764.040185740538,1.7550098610688557e-05,1.4695988114383446e-05,7.81511413569326e-07
2118,HAT-P-40 b,HAT-P-40,0,0.0608,19.392,195.457,0.0,,1770.0,6080.0,2.21,1.51,0.778,,,84.76160564488922,64.88326433231721,86.26709961973995,85.83249083668933,1095.2640275964525,2347.854175673294,1006.0363929626263,1294.8908004875725,4.288919776671437e-06,3.7050728724420336e-06,1.8206166397038262e-07
2124,OGLE-TR-10 b,OGLE-TR-10,0,0.0434,14.011,197.046,,,,5950.0,1.17,1.14,0.188,,,70.33972449267314,53.84361117981798,71.58906410358182,71.22840243572773,908.9088079646976,1948.3752650666008,834.8629331900888,1074.569806239681,,,
2130,HD 11964 b,HD 11964,0,3.16,,198.0,0.041,,,5303.0,2.01,0.91,0.459,3.79,,10.304233593833107,7.887678706932668,10.487252325875092,10.43441814006168,133.14821376271098,285.42212817145736,122.30105739637123,157.41628754214153,,,
2134,HAT-P-28 b,HAT-P-28,0,0.0434,13.585,198.953,0.051,,1384.0,5680.0,1.1,1.02,0.053,4.36,,51.25428364917642,39.2340990814347,52.164637041281836,51.90183454157196,662.2924697339405,1419.718078383502,608.3376341680929,783.0042845218439,1.59147102018984e-05,1.3348162852025978e-05,7.079946484628659e-07
2137,HD 34445 b,HD 34445,0,2.075,,200.0,0.014,,,5836.0,1.38,1.07,0.303,4.21,,11.461927892839036,8.773869862078012,11.665509021954696,11.606738845351499,148.1075920213877,317.4896825009704,136.0417432630924,175.10221604897222,,,
2148,HATS-39 b,HATS-39,0,0.06007,17.598,200.2329,0.275,,1645.0,6572.0,1.62,1.38,0.64,4.16,,81.21238090521095,62.16640585367855,82.65483529485888,82.23842489577173,1049.4020107829547,2249.5424216420156,963.910607027436,1240.6698070400587,5.279630820854636e-06,4.551780799880162e-06,2.2522890599786017e-07
2159,HD 209458 b,HD 209458,0,,16.264,203.4,,,,6092.0,1.2,1.0,0.252,4.28,,,,,,,,,,,,
2162,HD 79181 b,HD 79181,0,0.9,,203.41018,0.259,,,4862.0,11.06,1.28,1.79,2.45,,27.133015842508566,20.769765103530506,27.614939132654374,27.47581662658471,350.60468694998303,751.5709979744173,322.0420517133161,414.5071620179527,,,
2176,HATS-26 b,HATS-26,0,0.04735,19.616,206.5895,0.245,,1918.0,6071.0,2.04,1.3,0.704,3.94,,93.67835124869538,71.70884954385299,95.34222007592973,94.86189134779127,1210.4835379959302,2594.843578953612,1111.8693407456233,1431.1106345127769,3.160030749609597e-06,2.7437346383393842e-06,1.332370051191531e-07
2182,HATS-29 b,HATS-29,0,0.05475,14.022,207.54299,0.158,,1212.0,5670.0,1.07,1.03,0.029,4.39,,39.247636004805855,30.043257462430265,39.944733223326196,39.74349390993796,507.1461725767241,1087.1399306101405,465.83060641874187,599.5804635464956,2.4113954510374126e-05,1.984613208652403e-05,1.0973124547330451e-06
2183,HAT-P-4 b,HAT-P-4,0,0.0445,,208.17865,0.084,,,5907.0,1.59,1.26,0.43,,,85.42661024855917,65.39231166753281,86.94391570829691,86.50589716395963,1103.857017489037,2366.2744713211814,1013.9293396298066,1305.0499797176328,,,
2202,HAT-P-43 b,HAT-P-43,0,0.0443,14.359,210.395,0.0,,1361.0,5645.0,1.1,1.05,0.045,4.37,,48.697574504200766,37.276990859944675,49.5625168852249,49.31282372012069,629.2554415392349,1348.8985110057674,577.9920263130233,743.9458083855906,1.5598606844162586e-05,1.303439148077668e-05,6.956409603872192e-07
2203,HATS-60 b,HATS-60,0,0.04708,12.924,210.40346,0.191,903.9,1528.0,5688.0,1.46,1.1,0.3,4.15,,75.90460978650432,58.10341632097323,77.25279015457961,76.86359495427332,980.8165854738807,2102.519810522746,900.9126155393313,1159.5837546886985,8.021089358081618e-06,6.895900980605536e-06,3.466761067111777e-07
2210,Kepler-6 b,Kepler-6,0,0.04567,14.83,212.619,0.0,,1500.0,5647.0,1.39,1.21,0.299,4.24,,77.00312610829121,58.944307952715945,78.37081778329777,77.97599002284659,995.0112836727495,2132.9481644163475,913.9509173691845,1176.365629789398,6.954049849518327e-06,5.9809744203135e-06,2.9899391122132447e-07
2211,HD 170469 b,HD 170469,0,2.1,,212.94,0.11,,,5810.0,1.22,1.14,0.204,4.32,,10.320576559842406,7.900188910998386,10.503885567613255,10.45096758446596,133.35939266426706,285.8748201738786,122.49503223261006,157.66595667213403,,,
2212,TIC 257060897 b,TIC 257060897,0,0.051,16.701,212.94503,0.03,,1762.0,,1.82,1.32,0.61,,,87.08702125196012,66.66332211164003,88.63381811576434,88.18728593839637,1125.3123501153373,2412.2670274792285,1033.6367753725328,1330.4158386696204,4.3656215650702855e-06,3.7780058819133613e-06,1.8558925966277366e-07
2214,HD 211810 b,HD 211810,0,2.656,,212.9461,0.68,,,5652.0,1.13,1.03,0.07,,,7.023709486138182,5.376505030966055,7.148461161522715,7.112447617311904,90.75826586726491,194.55324754976465,83.3644821011941,107.30019481935118,,,
2216,HAT-P-4 b,HAT-P-4,0,0.04438,14.28,213.255,0.0,,1686.0,5860.0,,,0.431,,,85.59171609409567,65.51869679364329,87.11195408270396,86.67308897051255,1105.9904656698045,2370.84782084567,1015.8889826549338,1307.5722778603513,5.421962011821484e-06,4.690284447599228e-06,2.3174517052493853e-07
2219,ups And b,ups And,0,0.0595,,213.58176,0.013,,,6105.51,1.64,1.15,0.525,4.07,,77.65821579426054,59.44576562252692,79.0375428502596,78.63935616651949,1003.476155974693,2151.093821792015,921.7261837734181,1186.3733402545565,,,
2225,KELT-10 b,KELT-10,0,0.0525,15.681,215.80657,,600.0,1377.0,5948.0,1.21,1.11,0.217,4.32,,66.28898162255066,50.74285089590453,67.4663739297451,67.12648214249722,856.5663243964257,1836.1717091070716,786.7846232657793,1012.6871927880504,8.889346971755575e-06,7.577751562995746e-06,3.8569479697062515e-07
2229,HAT-P-32 b,HAT-P-32,0,0.03397,22.194,216.1244,0.159,1841.0,1836.0,6001.0,1.37,1.13,0.338,4.22,,92.06349691807966,70.47271179499424,93.69868349647615,93.22663481294153,1189.616875021874,2550.1129198964372,1092.7026176335219,1406.4407382675079,2.8837274448437427e-06,2.500969607348969e-06,1.2137895946757301e-07
2230,HAT-P-4 b,HAT-P-4,0,0.0446,14.235,216.1244,0.0,,,5860.0,1.59,1.26,0.428,4.14,,85.23139138578597,65.24287564659387,86.74522946404308,86.30821188979989,1101.3344579377283,2360.867006247283,1011.6122848849327,1302.0676493622389,,,
2238,HAT-P-24 b,HAT-P-24,0,0.0465,13.922,217.704,0.067,,1637.0,6373.0,1.32,1.19,0.408,4.27,,82.47923604779795,63.13615738754634,83.94419169576518,83.52128559184052,1065.7719326985948,2284.633676861476,978.9469240999787,1260.02336997938,5.93749666907579e-06,5.12647368116741e-06,2.54562581934069e-07
2239,HD 209458 b,HD 209458,0,0.04707,15.233,217.704,,,1449.0,6065.0,1.16,1.12,0.21,4.36,,69.4366547884469,53.152329910615734,70.66995451917352,70.31392327357462,897.2396122961419,1923.3606849408472,824.1443893290881,1060.77374087135,8.031115373987607e-06,6.865328517104296e-06,3.475372903553848e-07
2241,HD 209458 b,HD 209458,0,,15.917,217.71355,,,,5998.0,1.18,1.06,0.208,,,,,,,,,,,,,
2247,HD 141399 e,HD 141399,0,4.8968,,219.3027,0.0,,,5360.0,1.46,1.14,0.201,,,6.733624533380588,5.154450970930283,6.853223862425659,6.818697707078473,87.0098751745083,186.518039126681,79.92146073197138,102.86860891642026,,,
2248,HD 209458 b,HD 209458,0,,15.244,219.3027,,,1450.0,6052.0,1.19,1.13,0.231,4.34,,,,,,,,,,,,
2259,HD 9446 b,HD 9446,0,0.189,,222.472,0.2,,,5793.0,1.0,1.0,0.041,4.53,,23.034093610109927,17.632124509550458,23.443213858391342,23.325108268998612,297.6396441230451,638.0328977239825,273.3919004291034,351.8885194112572,,,
2260,TOI-1789 b,TOI-1789,0,0.04882,16.141,222.47988,,2300.0,1927.0,5991.0,2.17,1.51,0.736,3.94,,93.28818238485235,71.41018331007461,94.94512122451484,94.46679305799633,1205.4418930435468,2584.036096140823,1107.2384223782733,1425.1500811633782,3.5378940577310927e-06,3.072490693728268e-06,1.498668897806989e-07
2261,HATS-45 b,HATS-45,0,0.05511,14.415,222.481,0.24,,1518.0,6450.0,1.31,1.27,0.425,4.3,,76.5399355820733,58.5897451395157,77.89940029463473,77.50694750890695,989.026074716051,2120.1180179975886,908.4533041195842,1169.2895350563022,6.809763974810999e-06,5.855012814097572e-06,2.9309872516727596e-07
2262,HD 224693 b,HD 224693,0,0.191,,222.481,0.104,,,5894.0,1.93,1.31,0.61,,,45.0009664118163,34.44731345864564,45.80025145697324,45.5695123729323,581.488981278052,1246.5043116569038,534.1169458073584,687.4732607572389,,,
2268,HATS-30 b,HATS-30,0,0.04354,13.171,224.38798,0.096,,1414.0,5943.0,1.06,1.09,0.097,4.42,,59.51888497985496,45.560481276059505,60.57603015832656,60.27085153443408,769.0851675721717,1648.6434107539449,706.4302746829943,909.261404728229,1.1497096153986147e-05,9.738875074798146e-06,5.054923856186057e-07
2275,HD 96167 b,HD 96167,0,1.332,,225.6593,0.681,,,5733.0,1.94,1.27,0.57,,,16.75416032003929,12.82496484629389,17.05173948012713,16.96583377821967,216.49223102263582,464.08187962017314,198.85530585753128,255.95088605569512,,,
2277,HAT-P-30 b,HAT-P-30,0,0.0419,15.02,225.968,0.035,,1630.0,6304.0,1.22,1.24,0.312,4.36,,81.25268148663211,62.197255119182685,82.69585167539749,82.2792346380982,1049.9227628001684,2250.6587276351815,964.3889350541267,1241.2854731985694,5.479341203338048e-06,4.725762180132448e-06,2.3459677838614e-07
2297,WASP-81 b,WASP-81,0,0.03908,16.018,231.69807,0.066,,1623.0,5870.0,1.28,1.08,0.246,4.26,,79.27980342258212,60.68705757217686,80.68793232094313,80.28143106811962,1024.4298246007563,2196.010989835357,940.972824467132,1211.146100115845,5.2506554486160375e-06,4.521410407102487e-06,2.247571541674219e-07
2300,HD 20782 b,HD 20782,0,1.359,,232.01,0.57,,,5782.13,1.13,1.04,0.107,4.35,,10.917979673647203,8.357488697275892,11.111899461871623,11.055918339012594,141.0788563948831,302.4225882893519,129.58561610232533,166.79239771065514,,,
2309,Qatar-10 b,Qatar-10,0,0.0286,17.295,233.92288,0.0,,1955.0,6124.0,1.25,1.16,0.3,4.3,,97.38753254530141,74.5481514741685,99.11728202747597,98.61793475011152,1258.4124654283128,2697.5860497846943,1155.893652745038,1487.77526116506,2.8992443538169675e-06,2.5227164216533955e-06,1.2225620626642446e-07
2310,HD 156411 b,HD 156411,0,1.88,,235.18,0.22,,,5900.0,2.16,1.25,0.731,4.07,,15.007435482459757,11.487882938863903,15.273990174586057,15.197040673427855,193.92157693751614,415.69847333071664,178.12341030497572,229.26642313222447,,,
2311,HD 209458 b,HD 209458,0,0.049,15.805,235.1942,,,,6071.0,1.2,1.26,0.248,4.38,,70.94486155919641,54.30683114770069,72.20494931722521,71.84118485439622,916.7282075110551,1965.1372598127095,842.0453114263341,1083.814397756244,,,
2315,HAT-P-9 b,HAT-P-9,0,0.05287,15.614,238.05467,0.084,931.0,1540.0,6350.0,1.34,1.28,0.418,4.29,,77.82076229269022,59.57019162111042,79.20297641969456,78.80395629096088,1005.5765330403145,2155.5962786788996,923.6554498806931,1188.856539621377,5.6754053184161455e-06,4.882752722511117e-06,2.433843781064705e-07
2316,HD 187085 b,HD 187085,0,2.05,,238.36,0.47,,,6075.0,,1.22,2.13,,,18.77690615444653,14.373335144997071,19.110412331763282,19.014135152123377,242.62954558317472,520.1109297721407,222.86329753778247,286.8520818597463,,,
2321,HD 360 b,HD 360,0,0.98,,238.37131,0.139,,,4770.0,10.86,1.69,1.742,2.59,,25.825876221073916,19.769176630347147,26.284582739789,26.152162494204216,333.71422108975133,715.3638827950411,306.527597735698,394.5381789168097,,,
2334,HATS-54 b,HATS-54,0,0.03763,11.96,241.5508,0.126,,1625.0,5702.0,1.32,1.1,0.212,4.24,,77.84360162934748,59.58767466318156,79.22622141742283,78.82708418170145,1005.8716560935477,2156.2289169062237,923.9265302087911,1189.2054528669637,6.797566608635879e-06,5.852740257747853e-06,2.938911874825767e-07
2335,HAT-P-62 b,HAT-P-62,0,0.03772,12.027,241.86742,0.101,867.2,1512.0,5629.0,1.17,1.02,0.091,4.31,,62.93330959442047,48.174153033739124,64.05110010453369,63.72841427422076,813.2053376281879,1743.221268592256,746.9561165089675,961.4230761444405,1.0011715886165838e-05,8.511959050044641e-06,4.394790756220879e-07
2338,HAT-P-33 b,HAT-P-33,0,0.0499,18.898,242.176,0.0,,1782.0,6446.0,1.64,1.38,0.618,,,88.32891816887205,67.61396863751014,89.89777299525933,89.44487308448629,1141.3597693298243,2446.6669523030127,1048.3768630008376,1349.3881184020308,3.3034299750255203e-06,2.8596780888394084e-06,1.3981828000447381e-07
2340,HAT-P-29 b,HAT-P-29,0,0.0665,11.926,243.77561,0.075,433.0,1271.0,6115.0,1.24,1.2,0.283,4.33,,62.942190289245374,48.1809510228215,64.06013853389476,63.73740716848441,813.3200913012427,1743.4672594069518,747.0615215696748,961.5587452359262,1.1874430510699106e-05,1.0099540779966788e-05,5.21351839582116e-07
2341,HATS-51 b,HATS-51,0,0.04639,15.805,244.09344,0.33,,1553.0,5758.0,1.44,1.19,0.31,4.2,,77.09643609694068,59.01573482827271,78.46578509809906,78.07047889767138,996.2170073397995,2135.5328045351357,915.0584146103478,1177.7911130017148,5.506919858901242e-06,4.73494869237278e-06,2.3621094299716948e-07
2344,HD 163607 b,HD 163607,0,0.36,,244.72,0.73,,,5543.0,1.63,1.09,0.362,4.04,,28.769476383780834,22.022441961890344,29.28046568165764,29.132952346757616,371.75053889320424,796.900138284094,341.4652191679841,439.50713322109544,,,
2346,Kepler-68 d,Kepler-68,0,,,244.7291,0.112,,,5875.23,1.26,1.06,0.231,4.26,,,,,,,,,,,,
2347,V830 Tau b,V830 Tau,0,0.057,,244.7291,0.0,,,4250.0,2.0,1.0,0.08,,,49.57253570954863,37.94675565185941,50.453018721414495,50.19883925827735,640.5614276218348,1373.134499740273,588.3769501038513,757.3124642785323,,,
2352,HAT-P-29 b,HAT-P-29,0,0.0667,12.408,247.261,0.095,,1260.0,6087.0,1.22,1.21,0.265,4.34,,61.823646462633604,47.324728748394726,62.92172768165555,62.60473156592073,798.8666036961289,1712.4841536245242,733.785513073451,944.4709128382033,1.1688576436880776e-05,9.92887561740942e-06,5.131804779217363e-07
2354,HAT-P-9 b,HAT-P-9,0,0.053,15.69,247.9,0.0,,1530.0,6350.0,1.32,1.28,0.41,,,77.35067265544785,59.2103476804368,78.72453728138832,78.32792750205296,999.5021758416733,2142.575030327798,918.07595100945,1181.6750481661547,5.512716506148938e-06,4.740996713085463e-06,2.3643883056312279e-07
2356,HD 219139 b,HD 219139,0,0.94,,247.90616,0.11,,,4831.0,11.22,1.46,1.795,2.48,,26.56796263514863,20.33722850472471,27.039849727977522,26.90362448989778,343.3032390008707,735.919306123089,315.3354292249934,405.8749258252857,,,
2361,HAT-P-66 b,HAT-P-66,0,0.04363,17.822,248.86089,0.09,,1896.0,6002.0,1.88,1.25,0.615,3.99,,94.34789994886502,72.22137529140042,96.02366097099475,95.53989918205524,1219.1352453396075,2613.3897438067875,1119.8162213421695,1441.3392332483927,2.8753290365570077e-06,2.497703793383361e-06,1.2136060186815046e-07
2365,HD 34445 b,HD 34445,0,2.07,,250.0,0.27,,,5836.0,1.38,1.07,0.303,4.21,,11.475762451758653,8.784459932151284,11.679589303509458,11.620748191241814,148.28635803941012,317.8728928788401,136.20594578908077,175.313564606347,,,
2370,HD 163607 b,HD 163607,0,0.362,,251.0857,0.744,,,5522.0,1.76,1.12,0.42,,,29.77584552536841,22.792796824008875,30.30470945725679,30.152036039975158,384.7545388868082,824.7760612726719,353.40982514245474,454.88128916613334,,,
2373,TOI-169 b,TOI-169,0,0.03524,12.173,251.40353,0.0,1443.0,1715.0,5880.0,1.29,1.15,0.253,4.28,,84.07526518229135,64.35788483628373,85.56856871521646,85.13747909147081,1086.3953421385968,2328.842887380868,997.8902107604033,1284.4056764239285,5.40032607281799e-06,4.668803931889698e-06,2.3211552550380372e-07
2379,HAT-P-41 b,HAT-P-41,0,0.0426,18.887,254.253,0.0,,1941.0,6390.0,1.68,1.42,0.628,,,95.98230533662029,73.47247897204763,97.68709586385445,97.19495378373028,1240.2545412059205,2658.661957389677,1139.21499615803,1466.3078081682474,2.531340901690475e-06,2.200377811107479e-06,1.0657820437680552e-07
2386,Kepler-23 b,Kepler-23,0,0.075,1.9,254.3,,,,5760.0,1.52,1.11,0.362,4.0,,63.030764732035664,48.248752935502665,64.15028619239908,63.827100668168846,814.4646236660382,1745.9207272687381,748.1128125670014,962.9118841984887,,,
2395,HATS-9 b,HATS-9,0,,13.141,259.34928,,,,5494.0,1.58,0.96,0.312,4.02,,,,,,,,,,,,
2400,HD 134987 c,HD 134987,0,5.8,,260.0,0.12,,,5585.0,1.25,1.1,0.255,,,6.566396657686708,5.026441474415605,6.683025767404658,6.64935706046226,84.84900675695818,181.88591042584244,77.9366313084856,100.31389282564335,,,
2407,HD 11506 c,HD 11506,0,0.639,,260.61,0.42,,,6030.0,1.35,1.12,0.337,4.23,,21.211096095626083,16.236657437997355,21.587837158150663,21.479078851944067,274.08341739962776,587.5367763485258,251.75472366849837,324.0388498249287,,,
2411,HATS-65 b,HATS-65,0,0.04497,16.825,260.93843,0.062,1178.0,1634.0,6277.0,1.31,1.26,0.377,4.3,,82.22993730599903,62.94532433242914,83.69046503225736,83.26883718895513,1062.5505691821772,2277.7282261273917,975.9879946995582,1256.2148691272253,4.177479262819668e-06,3.6037564530453684e-06,1.780795562922142e-07
2422,HATS-11 b,HATS-11,0,,16.668,263.7989,,,,5871.0,1.46,1.06,0.359,4.13,,,,,,,,,,,,
2427,HATS-9 b,HATS-9,0,0.03048,11.938,266.02371,0.129,,1823.0,5366.0,1.5,1.03,0.23,4.09,,88.27353995208952,67.5715777525049,89.84141117781151,89.38879521469637,1140.644188633908,2445.1330033349045,1047.7195783607376,1348.5421133869827,4.528505253137169e-06,3.9250771240576545e-06,1.9413067694923615e-07
2433,Kepler-435 b,Kepler-435,0,0.0948,22.31,266.97,0.114,,1729.0,6161.0,3.21,1.54,1.129,3.61,,74.50327815487135,57.03072580289358,75.82656875933091,75.44455878198544,962.7089987288768,2063.703623667856,884.2801955974674,1138.1758138594987,3.4436916117544725e-06,2.9518756631953707e-06,1.468459285549699e-07
2458,HD 148156 b,HD 148156,0,2.45,,270.144,0.52,,,6308.0,1.21,1.22,0.25,4.56,,10.053285713961483,7.695583270567761,10.231847233114754,10.180299763755691,129.90554057909415,278.4709971357692,119.32255435874161,153.58259304596822,,,
2460,HATS-11 b,HATS-11,0,0.04614,16.926,270.1555,0.34,,1637.0,6060.0,1.44,1.0,0.403,4.12,,82.54552457707081,63.18689989217786,84.01165760931083,83.58841161591832,1066.6284931778644,2286.469836040723,979.7337033543013,1261.0360502616873,3.981399434946625e-06,3.4351813186178093e-06,1.696327076658277e-07
2468,HD 38529 b,HD 38529,0,0.1313,,270.8,0.248,,,5541.0,2.84,0.98,0.834,3.52,,58.69014939290897,44.92610124349276,59.73257497725067,59.43164563299575,758.3764950562954,1625.6878485800526,696.594003245383,896.6009309275214,,,
2469,HAT-P-13 b,HAT-P-13,0,0.0427,14.359,271.098,0.021,,1653.0,5653.0,1.56,1.22,0.346,4.13,,82.59640641728141,63.2258488934737,84.06344318775626,83.63993630153986,1067.2859730452712,2287.8792376217275,980.3376204533618,1261.81336478162,4.582050465151776e-06,3.95537225659001e-06,1.960930897618586e-07
2470,WASP-1 b,WASP-1,0,0.03889,16.623,271.415,0.0,,,,1.47,1.24,0.441,,,91.95952962324984,70.39312697093344,93.59286958566074,93.12135398664168,1188.2734408430704,2547.2330777150337,1091.4686287127022,1404.8524449287675,,,
2473,HD 38529 b,HD 38529,0,0.1313,,272.06248,0.244,,,5541.0,2.84,0.98,0.834,3.52,,58.69014939290897,44.92610124349276,59.73257497725067,59.43164563299575,758.3764950562954,1625.6878485800526,696.594003245383,896.6009309275214,,,
2476,24 Sex c,24 Sex,0,2.08,,273.32,0.29,,,5098.0,4.9,1.54,1.164,3.5,,16.027384024391377,12.268632552418458,16.3120545411632,16.229875330265422,207.10104586661274,443.95053893195893,190.22919032560523,244.84802961395113,,,
2479,HAT-P-32 b,HAT-P-32,0,0.0343,20.053,273.322,0.0,,1786.0,6207.0,1.22,1.16,0.294,,,88.48014750194851,67.72973157897576,90.05168838941304,89.59801306156395,1143.3139093815123,2450.855929357499,1050.1718055529618,1351.6984270692003,2.7540499584264963e-06,2.3837619507549183e-06,1.1635064392828852e-07
2487,HD 13908 b,HD 13908,0,0.154,,274.91,0.02,,,6255.0,1.67,1.29,0.602,4.11,,49.951073692541854,38.236518685765,50.83828010999109,50.58215972170423,645.4527818227966,1383.61981295797,592.8698214235066,763.0953343419736,,,
2491,7 CMa c,7 CMa,0,2.153,,276.5121,0.08,,,4826.0,4.87,1.34,1.063,3.19,,15.399881059684366,11.78829194987051,15.673406177246493,15.59444444079103,198.99264089687804,426.5690199679708,182.7813510075064,235.26175750294405,,,
2494,CoRoT-12 b,CoRoT-12,0,0.0392,15.065,277.46559,,,1417.0,,1.05,1.0,0.07,4.38,,57.8146022123456,44.255887899612645,58.84147675804183,58.54503671636385,747.0629371778366,1601.4356286245113,686.2021245085308,883.225323175892,8.543879639372914e-06,7.219414945278541e-06,3.7472267057836427e-07
2499,Kepler-91 b,Kepler-91,0,0.072,15.513,279.68,0.066,,,4550.0,6.3,1.31,1.225,2.95,,87.25168832507799,66.78937136649603,88.80140992449273,88.35403342904334,1127.4401286106054,2416.8282232266924,1035.5912106031872,1332.9314337495064,,,
2503,HATS-31 b,HATS-31,0,0.0478,18.383,279.6904,0.233,,1823.0,6050.0,1.87,1.27,0.619,4.0,,90.28482889599667,69.11117803736646,91.88842364729015,91.42549495079032,1166.633460694103,2500.844703337636,1071.5915880865934,1379.2682839305062,2.773700108199541e-06,2.403710509017528e-06,1.172541684972147e-07
2504,TOI-640 b,TOI-640,0,0.06608,19.851,279.6904,0.05,,1749.0,6460.0,2.08,1.54,0.834,3.99,,82.72991171642914,63.32804445181007,84.19931974240284,83.77512831776659,1069.0110884502649,2291.5772677816526,981.9221962595194,1263.8529059437706,3.0866562230339674e-06,2.6620949506503235e-06,1.3098634953967865e-07
2520,HAT-P-45 b,HAT-P-45,0,0.0452,15.984,283.492,0.049,,1652.0,6330.0,1.32,1.26,0.4,4.3,,83.24379016345691,63.72140782499664,84.72232544580947,84.29549914793316,1075.6512715060774,2305.8114443107925,988.0214249767639,1271.7033527181377,3.916976289725965e-06,3.3815333436310646e-06,1.6701845116854237e-07
2522,HD 200964 c,HD 200964,0,1.95,,284.446,0.181,,,5164.0,4.3,1.44,1.064,3.6,,16.18542719912525,12.389611349412199,16.47290480108049,16.38991523564403,209.14323233507534,448.3282559998749,192.10500643635416,247.26243235544857,,,
2529,HD 96063 b,HD 96063,0,0.99,,286.0,0.03,,,5148.0,4.5,1.02,1.104,3.6,,22.926129246639782,17.54948001172379,23.33333188496718,23.21577987476002,296.24456102296074,635.0423387359984,272.11047025835995,350.23916343251733,,,
2536,KELT-4 A b,KELT-4 A,0,0.04317,19.044,286.68266,0.0,1840.0,1823.0,6206.0,1.6,1.2,0.535,4.11,,91.60169006761058,70.11920815709723,93.22867425973045,92.75899345622547,1183.6495455079023,2537.3211006053916,1087.221427246004,1399.385781748871,2.5568501319219823e-06,2.217230014154518e-06,1.0789378728568903e-07
2546,24 Boo b,24 Boo,0,0.19,,289.2253,0.042,,,4893.0,10.64,0.99,1.774,2.42,,58.92066893033714,45.10255920422769,59.96718888939063,59.66507757347686,761.3551993302684,1632.0731247249205,699.330042070712,900.1225445882978,,,
2547,BD+48 738 b,BD+48 738,0,1.0,,289.2253,0.2,,,4414.0,11.0,0.74,1.69,2.24,,25.37334599000441,19.422774053644453,25.824014889196718,25.69391495847056,327.8667612673544,702.8290212318211,301.1565116418474,387.62493997217024,,,
2548,KELT-15 b,KELT-15,0,0.04613,16.175,289.2253,0.0,,1642.0,6003.0,1.48,1.18,0.412,4.17,,83.0115727368776,63.54365016506698,84.48598348744586,84.06034786702783,1072.6506276181017,2299.3791374837774,985.2652338871607,1268.155800650162,3.836584035967169e-06,3.3115045605280763e-06,1.6355856132465024e-07
2559,WASP-1 b,WASP-1,0,0.03957,16.97,291.76794,,,1811.0,,1.52,1.3,0.459,,,92.08231128232661,70.487113803538,93.71783203221264,93.24568687943483,1189.8599885896856,2550.6340683966782,1092.9259255215552,1406.728162591234,2.797089709980707e-06,2.4269290011721883e-06,1.1831327155272137e-07
