,Name,starName,controversial,planetSemimajor,planetEarthRads,earthMass,stellarEffTemp,stellarRadius,density,escapeVelocity,surfaceEarthTemp,surfaceVenusTemp,surfaceMarsTemp,surfaceTitanTemp,similarityIndex_Earth
2988,WASP-91 b,WASP-91,0,5550000.0,11.545,425.8922,4920.0,598854.12,0.2766911550606057,6.066091023705487,1179.952838224248,2529.3966829184374,1083.825878804915,1173.0633643715157,0.00776021276895253
2991,HATS-2 b,HATS-2,0,3450000.0,13.092,427.463,5227.0,626707.8,0.19043989848968376,5.706926964562084,1626.5260368357162,3486.6898311327677,1494.01819646076,1617.0291245536696,0.004121875271058823
2995,HAT-P-50 b,HAT-P-50,0,6795000.0,14.437,429.0705,6280.0,1183781.4,0.1425526151148539,5.444799579492192,1913.7543299301196,4102.404517566054,1757.84692511501,1902.5803575564028,0.0026563049683191796
2997,OGLE-TR-113 b,OGLE-TR-113,0,3420000.0,12.106,429.0705,4752.0,536183.34,0.24177091243364646,5.94593341734189,1373.7431945070448,2944.8138661178664,1261.8287585795074,1365.7222232340164,0.005998765414605424
2998,HAT-P-8 b,HAT-P-8,0,6744000.0,16.814,430.34182,6200.0,1100220.36,0.0905060945271716,5.052744090781174,1828.3454890042972,3919.3185229980004,1679.396067525271,1817.6701992535536,0.0016960463543563978
3000,HAT-P-50 b,HAT-P-50,0,6790500.0,14.437,431.93097,6280.0,1183781.4,0.14350296588228623,5.462918762948728,1914.3883383390748,4103.763604738527,1758.4292828997836,1903.2106641357473,0.0026635352122376787
3002,Kepler-28 c,Kepler-28,0,12150000.0,3.4,432.23,4590.0,487439.39999999997,10.993995569144019,11.26092440822861,671.228485898509,1438.873699619331,616.5456618610928,667.309336799494,0.007496149228734402
3007,OGLE-TR-113 b,OGLE-TR-113,0,3435000.0,12.251,432.2488,4790.0,536183.34,0.23501553908903838,5.932492207798475,1381.7017820521803,2961.874230130107,1269.1389856163214,1373.6343424127726,0.005782507150132384
3009,K2-237 b,K2-237,0,5337000.0,16.197,433.20012,6360.0,877390.92,0.10192065910729978,5.165151224921063,1882.741082324949,4035.9232116376734,1729.3602269594687,1871.7481891872342,0.0018742016565308868
3014,Kepler-447 b,Kepler-447,0,11535000.0,18.49,435.41,5493.0,731159.1,0.06885969068877099,4.846595695685105,1009.6997798033626,2164.435044388386,927.442789002836,1003.804374489932,0.002029207502180582
3017,HATS-77 b,HATS-77,0,5410500.0,13.058,436.69623,4071.0,445658.88,0.19607708946915195,5.7757373747272105,853.0396167962513,1828.6117099134353,783.545225181192,848.0589142250308,0.007022224180502296
3027,WASP-12 b,WASP-12,0,3468000.0000000005,20.456,441.7837,6250.0,1128074.04,0.0515970586577133,4.6414164252122845,2602.5242963217092,5578.8808747962175,2390.505019520071,2587.328754169709,0.0006542896969968175
3034,K2-22 b,K2-22,0,1320000.0,2.5,444.962,3830.0,396914.93999999994,28.469530125204518,13.324395211345992,1533.366774631149,3286.98970654306,1408.4483194649695,1524.4137979033942,0.001732369568490187
3036,WASP-12 b,WASP-12,0,3435000.0,20.1,448.0,6300.0,1093256.94,0.05515275910270127,4.715166430185091,2594.9190682388635,5562.577987034586,2383.519364887631,2579.7679312684295,0.000701478839053051
3038,OGLE-TR-56 b,OGLE-TR-56,0,3679500.0,19.436,448.1403,6119.0,1211635.08,0.06101979316695511,4.795783877398302,2563.642638323987,5495.532512404197,2354.7909250379626,2548.6741172506677,0.0007944085692752109
3040,WASP-178 b,WASP-178,0,8175000.0,21.745,448.1403,8640.0,1253415.6,0.04357256900830358,4.534019071027927,2470.0339739721576,5294.869030412602,2268.8082572412054,2455.6120124091417,0.0005611041610909519
3045,K2-260 b,K2-260,0,6060000.0,17.396,451.3186,6367.0,1176817.98,0.08570623890706874,5.087131509452143,2048.512896928523,4391.278666869827,1881.6271454527468,2036.5521002058224,0.0014072182017514073
3049,WASP-12 b,WASP-12,0,3463500.0,20.456,454.4969,6250.0,1128074.04,0.05308186610110072,4.707725733447022,2604.21443025653,5582.50391720091,2392.0574636838246,2589.009019800328,0.000663972505748609
3053,TrES-2 b,TrES-2,0,5254500.0,13.025,457.6752,5850.0,661524.9,0.20706256326565048,5.920329416970461,1515.475022776033,3248.636192463602,1392.0141510392943,1506.626511881651,0.0045685469293787655
3056,WASP-72 b,WASP-72,0,5566500.0,14.235,459.58218,6250.0,1378757.16,0.1592825384209869,5.674909014974738,2271.0061912071005,4868.224678853467,2085.994627260398,2257.7463071957527,0.002462917948666098
3060,KOI-1257 b,KOI-1257,0,57300000.0,10.54,460.83,5520.0,786866.46,0.39345612740095615,6.603985556486541,472.27809296013197,1012.395244157526,433.80311700690606,469.5205695513458,0.01967031520207474
3061,HATS-67 b,HATS-67,0,4548000.0,18.887,460.8535,6594.0,1002732.48,0.06838350408677296,4.933509890080879,2260.5638239966843,4845.839979967032,2076.402966092257,2247.364910571216,0.000992830599390567
3065,WASP-103 b,WASP-103,0,2980500.0,17.127,462.44265,6110.0,1002732.48,0.09202194107883126,5.189724934387658,2587.466320961007,5546.601963559268,2376.673768939839,2572.3586988717097,0.0012185948886406963
3066,HATS-74 A b,HATS-74 A,0,3576000.0,11.568,464.02947,3776.9,403878.36,0.2996733515184339,6.325570345019864,926.7178759079163,1986.5515344243138,851.2211536960064,921.3069828890601,0.009600875540410203
3067,WASP-50 b,WASP-50,0,4417500.0,12.924,464.0318,5400.0,584927.28,0.2148989519598369,5.9845492507213915,1434.6366989667024,3075.3477512037593,1317.7614652492266,1426.26018449467,0.00492151658401305
3068,TOI-564 b,TOI-564,0,4101000.0,11.433,464.98529,5640.0,759012.78,0.3110541538910935,6.3693564413902015,1771.5127431834599,3797.489451442301,1627.1933025597962,1761.1692867938707,0.005862880998398145
3069,WASP-12 b,WASP-12,0,3479999.9999999995,21.712,465.62095,6360.0,1155927.72,0.045478949389502685,4.6251134427250475,2676.198667436957,5736.812364833952,2458.177376781021,2660.5729575384403,0.0005359498257052447
3070,WASP-50 b,WASP-50,0,4417500.0,12.924,466.555,5400.0,584927.28,0.21606747755567982,6.000797860422685,1434.6366989667024,3075.3477512037593,1317.7614652492266,1426.26018449467,0.004932049046478636
3071,WASP-50 b,WASP-50,0,4395000.0,13.07,466.8287,5400.0,584927.28,0.20902979138877292,5.968937458848758,1438.3042891839643,3083.2097523188268,1321.1302686975935,1429.9063604942735,0.004760978466496194
3074,HATS-23 b,HATS-23,0,5095500.0,20.849,467.2101,5780.0,835610.4,0.05153875656632116,4.7279137464249095,1708.9205446590076,3663.314174095976,1569.7002889625837,1698.942549753259,0.0009144481861076713
3077,WASP-12 b,WASP-12,0,3510000.0,21.297,467.2101,6360.0,1155927.72,0.048354214400829945,4.677921655863865,2664.737378507561,5712.243462365263,2447.6498021664,2649.1785884450237,0.0005756868862502678
3078,WASP-93 b,WASP-93,0,6316500.0,17.901,467.2101,6700.0,1058439.84,0.08142499616761391,5.10238838516358,2002.4199287071003,4292.471835657329,1839.2892229773943,1990.7282582486614,0.0013292671070992117
3079,KELT-3 b,KELT-3,0,6183000.0,15.076,469.415,6306.0,1023622.74,0.1369543965708994,5.573031085273542,1873.3107397713795,4015.7079315001383,1720.6981440571253,1862.3729082398074,0.002459673255500728
3080,HAT-P-53 b,HAT-P-53,0,4740000.0,14.773,469.43491,5956.0,842573.82,0.1455615567312189,5.63001291290046,1833.3906653438983,3930.1335758414093,1684.0302295890897,1822.6859179662497,0.002670971150792152
3081,KELT-3 b,KELT-3,0,6184500.0,15.076,469.75274,6308.0,1023622.74,0.13705293406522287,5.575035598420195,1873.6776118018122,4016.4943738618754,1721.035128204213,1862.7376381886422,0.0024600624994415075
3083,HAT-P-53 b,HAT-P-53,0,4738500.0,14.773,471.65972,5956.0,842573.82,0.1462514219289972,5.643338405890989,1833.6808276730624,3930.7555800513405,1684.29675332734,1822.9743861041588,0.0026762695852294753
3088,WASP-103 b,WASP-103,0,2977500.0,17.127,473.547,6110.0,1002732.48,0.09423160716698019,5.251664144331301,2588.7695022679864,5549.395517986473,2377.8707842607264,2573.654271202085,0.0012324402510269432
3090,WASP-103 b,WASP-103,0,2977500.0,17.127,473.5667,6110.0,1002732.48,0.09423552729034954,5.251773380275863,2588.7695022679864,5549.395517986473,2377.8707842607264,2573.654271202085,0.0012324655712778758
3108,Kepler-28 b,Kepler-28,0,9300000.0,3.6,479.9,4590.0,487439.39999999997,10.283019265607118,11.531350498420023,767.214926597306,1644.6342833000012,704.7123962199777,762.7353346975376,0.006781759158301259
3112,WASP-136 b,WASP-136,0,9915000.0,15.468,479.9233,6260.0,1538915.82,0.12964230582965705,5.5632027003863795,1800.6152466688964,3859.8748056666836,1653.924918768284,1790.1018674397526,0.0023706536380297223
3116,Kepler-1647 b,Kepler-1647,0,408075000.0,11.874,483.0,6210.0,1246452.18,0.28842533041489105,6.369877659782068,250.5791509940314,537.1520393024099,230.1652741858836,249.11607683302404,0.017434067113716572
3117,HAT-P-8 b,HAT-P-8,0,7305000.0,16.81,483.08,6200.0,1100220.36,0.10167011602053294,5.3540413421791975,1756.7377558351125,3765.8171652471055,1613.6219858695008,1746.4805672061605,0.0018597294715883294
3120,XO-4 b,XO-4,0,8212500.0,14.46,483.41943,6397.0,1065403.26,0.1598441052417258,5.774760174990432,1682.2137840590094,3606.064435390492,1545.1692421786406,1672.3917237998708,0.003113921968063782
3121,KELT-2 A b,KELT-2 A,0,8244000.0,14.415,483.717,6151.0,1274305.86,0.16144507920434598,5.7855466568545975,1765.6275338513954,3784.8736684376113,1621.7875422873135,1755.3184398485878,0.003017444947108535
3124,KELT-2 A b,KELT-2 A,0,8245500.0,14.46,485.32641,6148.0,1274305.86,0.16047465398035196,5.786139023807817,1764.605863984344,3782.683573809214,1620.849104575539,1754.3027352774427,0.0029943035834474937
3126,HATS-2 b,HATS-2,0,3447000.0,13.092,486.2799,5227.0,626707.8,0.21664353357734722,6.086900594032987,1627.233683611347,3488.2067726146424,1494.6681935315205,1617.7326395421646,0.004340440766406266
3129,TOI-481 b,TOI-481,0,14550000.0,11.097,486.2799,5735.0,1155927.72,0.35575168227758813,6.6114453830228,1180.1923141264274,2529.9100335651665,1084.0458453762255,1173.3014420288562,0.009044101740480152
3134,HAT-P-59 b,HAT-P-59,0,7596000.0,12.588,489.45575,5678.0,765976.2000000001,0.24531303974315907,6.227796291669689,1316.4248297831523,2821.9438013946783,1209.1799365197844,1308.7385272886158,0.005826234846373373
3138,WASP-65 b,WASP-65,0,5010000.0,12.464,489.4582,5600.0,703305.42,0.2527089885916062,6.258714376038932,1531.8867627519844,3283.8170906413325,1407.0888793893887,1522.9424274739667,0.005287459464170913
3140,WASP-72 b,WASP-72,0,5562000.0,14.24,491.3763,6250.0,1378757.16,0.17012245439471332,5.86689284940027,2271.924697287611,4870.193627236843,2086.838305607233,2258.659450330033,0.0025315607695225316
3143,XO-4 b,XO-4,0,8211000.0,14.426,491.68301,6397.0,1065403.26,0.1637287023834025,5.83076697251287,1682.3674319365787,3606.3938014628225,1545.3103728582223,1672.5444745627412,0.0031595891507061125
3144,WASP-65 b,WASP-65,0,5010000.0,12.464,492.62,5600.0,703305.42,0.2543414370420131,6.278896843115291,1531.8867627519844,3283.8170906413325,1407.0888793893887,1522.9424274739667,0.005299953379423177
3146,WASP-5 b,WASP-5,0,4063500.0,12.778,494.22565,5700.0,738122.52,0.23681763065552966,6.211367809419064,1773.67673165997,3802.128268433153,1629.1809978610822,1763.320640238248,0.004358635350835477
3157,WASP-5 b,WASP-5,0,4071000.0,13.047,497.40395,5700.0,752049.3600000001,0.22390028400970283,6.166735650901896,1788.6814154062588,3834.2929415172225,1642.9632983231797,1778.2377150793416,0.00408043455643658
3162,WASP-5 b,WASP-5,0,4024500.0,12.218,502.15,5880.0,717232.26,0.2752393391801916,6.402841060823046,1812.327936347418,3884.9826213870906,1664.6834133222674,1801.7461694110104,0.004897219674649274
3163,WASP-5 b,WASP-5,0,4005000.0,12.184,502.15,5700.0,717232.26,0.2775499784103764,6.411768545005898,1761.1202883353367,3775.2117468013407,1617.6474875544623,1750.8375111047974,0.005059274147410355
3167,HATS-40 b,HATS-40,0,7495500.0,17.71,505.3497,6460.0,1573732.92,0.09095230932377298,5.335102574881442,2161.1417122024654,4632.714546784888,1985.0804537025451,2148.523301672876,0.0013395730136798796
3168,WASP-5 b,WASP-5,0,4108500.0,13.171,505.3497,5770.0,759012.78,0.2211124337416915,6.186466698579626,1810.690524479678,3881.472596229589,1663.1793961285043,1800.1183180154212,0.003950705089035035
3169,WASP-5 b,WASP-5,0,4110000.0,13.171,506.93885,5770.0,759012.78,0.22180775586037613,6.196186212347339,1810.36007634763,3880.7642336730505,1662.8758685420498,1799.7897992941864,0.003956145282716134
3174,Kepler-24 b,Kepler-24,0,12000000.0,2.4,508.5,5800.0,745085.9400000001,36.773471818908355,14.537706812447118,1055.1788358430292,2261.9258675488386,969.2168127456746,1049.0178887576888,0.0017379203891706885
3175,Kepler-24 c,Kepler-24,0,15900000.0,2.8,508.5,5800.0,745085.9400000001,23.157638229983103,13.459301171563894,916.6807948825224,1965.0356241019808,842.001761352025,911.3285060765145,0.0029121297270846376
3181,K2-237 b,K2-237,0,5550000.0,18.495,508.528,6257.0,995769.0599999999,0.08035802705564342,5.237045121219602,1935.0157066633572,4147.981301689276,1777.3762059269302,1923.717593989849,0.0012833484199377624
3182,WASP-170 b,WASP-170,0,5055000.0,12.285,508.528,5600.0,654561.48,0.2741995829770651,6.425780749100562,1471.2557943353559,3153.845988892936,1351.397320796386,1462.665469368632,0.0057798761450085666
3190,XO-4 b,XO-4,0,8286000.0,15.02,512.34196,6400.0,1086293.52,0.15115674427911155,5.833121795681203,1691.8685642835812,3626.760829587984,1554.0374785374029,1681.990131978242,0.0028249243205973234
3200,WASP-5 b,WASP-5,0,4093499.9999999995,13.126,520.28771,5700.0,752049.3600000001,0.22999784634541412,6.287986953507109,1783.7588813080108,3823.7407897563103,1638.441787232101,1773.343922528095,0.004088124252515002
3209,WASP-178 b,WASP-178,0,8370000.0,20.288,527.5978,9360.0,1162891.14,0.06316298836899059,5.09316701894636,2547.230039560782,5460.34977329388,2339.715407863248,2532.3573478853605,0.0007536902544600847
3211,WASP-77 A b,WASP-77 A,0,3502500.0,13.787,529.81995,5617.0,633671.22,0.20211399311215714,6.1913494088757774,1744.3469109152873,3739.2556273419723,1602.2405831987166,1734.162069586433,0.003627578712758652
3219,Gaia-1 b,Gaia-1,0,6070500.0,13.776,533.95172,5470.0,661524.9,0.20417849078455383,6.217924954021312,1318.3590648173267,2826.090109213886,1210.9565956520971,1310.6614687682843,0.004612488083606007
3225,HAT-P-7 b,HAT-P-7,0,5514000.0,16.713,534.59006,6441.0,1281269.28,0.1144814289610492,5.648579965641843,2266.864922253045,4859.347280015029,2082.1907341571346,2253.629218160802,0.0015925840366284286
3230,K2-34 b,K2-34,0,6975000.0,15.435,539.67534,6149.0,1100220.36,0.14672025535875174,5.905667860493834,1783.0262746074302,3822.1703431263236,1637.7688636411292,1772.6155933499242,0.0025382941967802128
3246,WASP-37 b,WASP-37,0,6704999.999999999,13.002,546.6676,5800.0,696342.0,0.24863957314232749,6.4760864087969106,1364.6629942568384,2925.349165793342,1253.4882930141925,1356.695040189392,0.005364666548080059
3247,HAT-P-49 b,HAT-P-49,0,6570000.0,15.838,549.823,6820.0,1274305.86,0.13835641141780944,5.884605190539543,2192.926355718792,4700.849449531452,2014.2757046275115,2180.1223619494913,0.0019712716431877896
3251,HATS-1 b,HATS-1,0,6669000.0,14.594,556.2025,5870.0,724195.68,0.17889051431510172,6.165741964244107,1412.2813518501057,3027.425886015226,1297.2273362995493,1404.0353651198943,0.0037227340953464453
3254,TOI-150.01,TOI-150,0,8745000.0,15.468,556.2025,6003.0,1079330.1,0.15024770543172178,5.989015469277267,1539.7531383670862,3300.6797852701898,1414.3144067052754,1530.7628731269883,0.002894682327153346
3257,WASP-3 b,WASP-3,0,4726500.000000001,14.5,559.357,6352.0,947025.1200000001,0.1834266660843095,6.203211457533822,2075.9023708972823,4449.991898754351,1906.7852871449772,2063.7816533212776,0.0027391003310707975
3260,WASP-77 A b,WASP-77 A,0,3600000.0,13.56,559.36,5500.0,661524.9,0.2242795829570807,6.414634368261308,1721.3534494890162,3689.9658733989677,1581.120325058061,1711.3028617050059,0.003937733576374635
3262,K2-34 b,K2-34,0,6628500.0,15.132,559.3808,6132.0,1065403.26,0.16139718647248252,6.072418011951068,1794.8867174587447,3847.5948887812215,1648.663074392541,1784.4067857971047,0.0027268958253144487
3263,WASP-3 b,WASP-3,0,4755000.0,14.684,559.3808,6400.0,912208.02,0.1766248597723399,6.1643549541859946,2046.6198104010252,4387.220566725472,1879.8882825907303,2034.6700669761426,0.002668877996949915
3265,WASP-77 A b,WASP-77 A,0,3607500.0,13.563,560.33429,5500.0,661524.9,0.22452118037869104,6.419508340866025,1719.5631698059972,3686.1281543435693,1579.4758936978428,1709.5230350542317,0.003941301839405615
3269,WASP-114 b,WASP-114,0,4276500.0,15.009,562.24127,5940.0,995769.0599999999,0.16624356742126362,6.112818905590724,2092.7003066666857,4486.000662527442,1922.2147491604094,2080.481509798429,0.0024525863331788895
3271,HAT-P-49 b,HAT-P-49,0,6567000.0,15.838,562.5591,6820.0,1274305.86,0.14156129933893744,5.952370505675637,2193.4271953634902,4701.923070522847,2014.7357424785773,2180.6202773064347,0.0019912663485762167
3272,K2-34 b,K2-34,0,6675000.0,16.141,563.51259,6087.0,1155927.72,0.13396449546786748,5.901231354464691,1849.390077451858,3964.430590606357,1698.7262210952995,1838.591913178376,0.0021789141428621233
3273,K2-31 b,K2-31,0,3300000.0,11.882,563.83042,5280.0,543146.76,0.33601391372984774,6.879953864001313,1563.9435250173665,3352.535318618299,1436.5340804248854,1554.812017660706,0.006237101452934678
3274,HAT-P-7 b,HAT-P-7,0,5655000.0,15.043,564.442,6532.23,1385720.58,0.16576519824699001,6.117845167520258,2360.850649165428,5060.8190492186395,2168.519746441415,2347.0661839811173,0.0021930266490896937
3277,TrES-5 b,TrES-5,0,3669000.0,13.552,565.078,5171.0,605817.54,0.22697374438171988,6.449240185782157,1534.1121892502408,3288.587608767498,1409.1330075545607,1525.1548602175794,0.0043660275523897335
3280,WASP-43 b,WASP-43,0,2130000.0,10.424,565.714,4400.0,417805.2,0.4993109844498835,7.357619257554044,1422.772008681413,3049.9141005702054,1306.863353088613,1414.4647694133066,0.009503430575365908
3285,HAT-P-7 b,HAT-P-7,0,5324999.999999999,15.906,566.05523,6350.0,1281269.28,0.14062200143916237,5.958061240971913,2274.15280861852,4874.969900683548,2088.8848998803837,2260.874552230177,0.0019081321091087933
3288,TrES-5 b,TrES-5,0,3688500.0,13.384,568.9157,5171.0,605817.54,0.23722886819122346,6.511589942606753,1530.0516184599144,3279.8831979172605,1405.403238395398,1521.1179981682983,0.00455044118513861
3289,TrES-5 b,TrES-5,0,3678000.0,13.552,568.9157,5171.0,605817.54,0.22851522562645735,6.4711029804974505,1532.2340671146517,3284.561586924943,1407.4078899836147,1523.2877040061578,0.004381823347246597
3295,HAT-P-7 b,HAT-P-7,0,5707500.0,16.421,571.77617,6350.0,1364830.32,0.1290935815032834,5.893445521780633,2267.125768949941,4859.906441998887,2082.43033051331,2253.888541833693,0.0017381297200419383
3299,WASP-37 b,WASP-37,0,6690000.0,13.002,572.07,5800.0,696342.0,0.2601932885862109,6.624842444836873,1366.1920289036934,2928.6268689680237,1254.8927621303862,1358.2151471538193,0.005448930784958478
3303,WASP-105 b,WASP-105,0,11250000.0,10.761,572.094,5070.0,626707.8,0.45897274911429753,7.282213862524062,873.6747115052895,1872.8459694685018,802.4992451493998,868.573525351301,0.012944322078579899
3310,TrES-3 b,TrES-3,0,3426000.0,14.975,572.41183,5650.0,577963.86,0.17040624607934501,6.174857406781585,1694.3012338646645,3631.975602729501,1556.2719663585665,1684.408597759878,0.002987844190110412
3312,HAT-P-7 b,HAT-P-7,0,5719500.0,16.926,574.00098,6350.0,1392684.0,0.11833876322705954,5.816144621141427,2287.7391450957143,4904.094144725494,2101.3644012596887,2274.381561206405,0.0015684266176170683
3322,HAT-P-54 b,HAT-P-54,0,6183000.0,10.581,578.4506,4390.0,431732.04,0.48816151099599553,7.384580497626729,846.949574485342,1815.5568382939653,777.9513190132864,842.0044302736626,0.013857637205653342
3328,HAT-P-36 b,HAT-P-36,0,3570000.0000000005,14.168,582.24,5560.0,765976.2000000001,0.2046698143070592,6.402547266067347,1880.3289756539891,4030.752518017788,1727.1446268543332,1869.3501662536078,0.0032543110828772122
3329,Kepler-117 c,Kepler-117,0,42060000.0,12.341,584.78,6150.0,1121110.62,0.31104187113769644,6.875070050322473,733.0780771529772,1571.4570926932006,673.3565660121274,728.7978024835614,0.010292241611677272
3333,HAT-P-36 b,HAT-P-36,0,3615000.0,14.314,587.41341,5620.0,724195.68,0.2002341829398771,6.398047649840446,1836.519934790116,3936.8416098414227,1686.9045675267553,1825.7969163262599,0.0032321917986992063
3337,HAT-P-36 b,HAT-P-36,0,3573000.0,14.168,587.9855,5560.0,765976.2000000001,0.2066894804552133,6.434059641012164,1879.5394190474153,4029.0599911667578,1726.4193928828859,1868.5652196868764,0.0032682040993122635
3338,HAT-P-57 b,HAT-P-57,0,6090000.0,15.838,587.9855,7500.0,1044513.0,0.14795955015651654,6.0854007977298155,2267.7493911932315,4861.243264948478,2083.003148259902,2254.5085228898106,0.0019718440958178553
3341,K2-114 b,K2-114,0,13963500.0,10.559,587.9855,5027.0,577963.86,0.4993161905842179,7.452945774893019,746.7024893141083,1600.662957377539,685.8710411719658,742.3426648285454,0.015330995527366933
3343,HAT-P-36 b,HAT-P-36,0,3582000.0,14.617,588.62116,5620.0,724195.68,0.18842500314713978,6.337892372304842,1844.9602212786776,3954.9345640303195,1694.657251044681,1834.1879219188495,0.003024891161222844
3345,HATS-1 b,HATS-1,0,6660000.0,14.594,589.55,5870.0,724195.68,0.18961601703420644,6.347887174744394,1413.235273844619,3029.470753445958,1298.1035453398788,1404.9837173827827,0.0038112906142426357
3357,WASP-163 b,WASP-163,0,3990000.0,13.473,594.3421,5500.0,703305.42,0.24295227320214674,6.633490943976156,1685.9074933178872,3613.9824263850564,1548.5620368343812,1676.0638663379998,0.004179141716434081
3360,WASP-73 b,WASP-73,0,8275499.999999999,13.002,597.20257,6030.0,1441427.94,0.2716242778688566,6.7688018602591224,1837.393500462188,3938.7142220693627,1687.7069666155633,1826.6653814488343,0.0043084208206919895
3361,WASP-73 b,WASP-73,0,8268000.0,13.002,597.5,6036.0,1441427.94,0.27175955727491563,6.770487213129627,1840.0557534483933,3944.4211398835787,1690.1523344208706,1829.3120901507734,0.004303792469533656
3362,HATS-42 b,HATS-42,0,5533500.0,15.693,597.5204,6060.0,1030586.16,0.15456537602062895,6.162819235972982,1909.4150315063314,4093.1026144019906,1753.8611353654494,1898.2663953003505,0.0023761934078504886
3365,Qatar-7 b,Qatar-7,0,5280000.0,19.055,597.5204,6387.0,1086293.52,0.08633825756124078,5.592782629765924,2115.139747250645,4534.102794020282,1942.8261207533628,2102.789931638109,0.0011666859409983062
3367,WASP-3 b,WASP-3,0,4773000.0,15.872,600.6987,6400.0,953988.54,0.15018934714889914,6.144245596263295,2089.0140109989375,4478.098563619581,1918.8287641343934,2076.816737565172,0.0021256579087809407
3370,TrES-3 b,TrES-3,0,3414000.0,14.684,603.55917,5650.0,571000.44,0.19057420949299628,6.403151635677059,1687.0207643327929,3616.36888109839,1549.584613243362,1677.1706372189174,0.0032545589668399283
3374,HAT-P-56 b,HAT-P-56,0,6348000.000000001,16.432,603.877,6566.0,995769.0599999999,0.13606756468724887,6.054594744057192,1898.6602164440367,4070.0481391189714,1743.9824804661419,1887.5743751352436,0.00207713417680012
3378,WASP-135 b,WASP-135,0,3645000.0,14.572,603.877,5675.0,668488.32,0.19510500165429315,6.429403930593604,1774.3918272700917,3803.661177550888,1629.8378369337659,1764.0315605691987,0.0031905066563406325
3379,WASP-46 b,WASP-46,0,3501000.0,13.159,603.877,5600.0,598854.12,0.26494591626676695,6.765795225208672,1690.9782036334727,3624.8522149365926,1553.2196527033555,1681.1049699396538,0.004488044302528462
3383,WASP-106 b,WASP-106,0,13755000.0,12.162,606.73747,6000.0,967915.3799999999,0.3371810982616394,7.054300516261079,1162.0509379626628,2491.0214142867394,1067.3823887307776,1155.2659891975197,0.007642784776813425
3384,TrES-3 b,TrES-3,0,3423000.0,14.975,607.03,5650.0,577963.86,0.18071202958461707,6.358837257097474,1695.043534550382,3633.566829794989,1556.9537941969113,1685.1465643222311,0.003061215822469277
3386,TrES-3 b,TrES-3,0,3424500.0,14.628,607.0553,5650.0,571000.44,0.19388794248583138,6.433950273099102,1684.432456978251,3610.820476259766,1547.2071669571399,1674.5974423970667,0.00330438407723894
3387,WASP-46 b,WASP-46,0,3502500.0,13.159,607.0553,5600.0,598854.12,0.26634036845764464,6.783576583665406,1690.616071023338,3624.0759321961486,1552.8870218712505,1680.7449517387295,0.004497223353155229
3392,TrES-3 b,TrES-3,0,3390000.0,14.516,610.2336,5720.0,557073.6,0.19944935668805924,6.475609131193699,1692.926041559377,3629.0276824883804,1555.008806543597,1683.041434886889,0.003374336255019398
3394,WASP-106 b,WASP-106,0,13755000.0,12.162,611.797,6055.0,967915.3799999999,0.3399928215628024,7.083652046808956,1172.7030715606538,2513.855777251035,1077.1667272941431,1165.8559274318304,0.007606697924811537
3395,HAT-P-36 b,HAT-P-36,0,3603000.0,15.211,611.82275,5560.0,772939.6200000001,0.1737919773771241,6.334173805575551,1880.186639710736,4030.447400685077,1727.0138865621925,1869.208661377265,0.002678482715150645
3398,KOI-3680 b,KOI-3680,0,80100000.0,11.097,613.4119,5830.0,668488.32,0.44875865803643455,7.425562428983477,388.85234796925687,833.5602976968815,357.1737989099518,386.5819283413509,0.020854211954142537
3399,TrES-3 b,TrES-3,0,3408000.0,14.706,615.95454,5650.0,564037.02,0.19361650553593657,6.4637283739514935,1678.1778191719081,3597.412770792462,1541.4620743589746,1668.3793239855922,0.0032813989212346307
3405,TIC 237913194 b,TIC 237913194,0,18105000.0,12.52,617.22586,5788.0,759012.78,0.3144188165314055,7.012549511102592,865.2454401983068,1854.7766278875383,794.7566794416684,860.193470625173,0.00891475698320792
3407,HAT-P-15 b,HAT-P-15,0,14460000.0,12.016,618.471,5568.0,752049.3600000001,0.35638300323628097,7.165322773122153,927.0939997527495,1987.3578093657084,851.5666359419572,921.6809106330744,0.009474455922731932
3408,HAT-P-15 b,HAT-P-15,0,14475000.0,12.016,619.45067,5568.0,752049.3600000001,0.35694752079131664,7.170995532349863,926.6135156573756,1986.3278233885883,851.1252953391378,921.2032319740742,0.009482667873763433
3418,HAT-P-23 b,HAT-P-23,0,3479999.9999999995,15.334,626.1251,5905.0,835610.4,0.17360896147074106,6.38203050656027,2112.6021401931425,4528.663072477295,1940.4952443741863,2100.267141085898,0.0023836670412727117
3422,HATS-18 b,HATS-18,0,2610000.0,14.897,629.14449,5600.0,710268.84,0.19025292654437898,6.490555054849069,2132.871404340769,4572.113122207554,1959.1132368191988,2120.4180576514555,0.0025863225921458977
3425,HATS-18 b,HATS-18,0,2641500.0,14.986,629.3034,5600.0,710268.84,0.1869305549184563,6.472070258847509,2120.115971854331,4544.770039013702,1947.3969483572332,2107.737101208253,0.00255378618633625
3427,WASP-3 b,WASP-3,0,4725000.0,15.693,629.3034,6400.0,947025.1200000001,0.1627869385749177,6.324600527787609,2091.9212625318087,4484.330670654233,1921.4991712434296,2079.7070143234846,0.0022439730944823163
3433,WASP-189 b,WASP-189,0,7579500.0,18.147,632.47853,8000.0,1643367.1199999999,0.10580560425250259,5.896258596620075,2719.7095249411427,5830.084074580973,2498.1435447873623,2703.8297651303124,0.001124116105657072
