,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Jupiter
0,Kepler-1654 b,9.18,0.20517322716699474,4.155441318624849,212.48475327224767,0.5337480674565285
1,Kepler-1647 b,11.874,0.2881640755866166,6.369877659782068,250.5791509940314,0.5291192682623809
2,Kepler-16 b,8.449,0.17526250616914155,3.53479267799287,212.5861292916667,0.42457528543057266
3,CoRoT-9 b,11.624,0.16695213308219828,4.746415080785453,427.51053529682474,0.3390918647291624
4,CoRoT-9 b,11.77,0.16353733410580656,4.756626461699527,425.24619061640954,0.3345892427168561
