,Name,planetEarthRads,density,escapeVelocity,surfaceEarthTemp,similarityIndex_Mesklin
0,WD 1856+534 b,10.4,3.8945546040261916,20.51050557887393,164.0427368374734,0.31483247567811995
1,Kepler-31 c,5.3,10.021197308308723,16.766785329035134,683.1777004284419,0.15977638292487023
2,EPIC 248847494 b,12.442,2.142651257391018,18.200363834989833,188.73202029855213,0.1515493007794384
3,Kepler-27 c,4.9,37.23499977609215,29.880364131158327,472.12202902714813,0.10869997983376993
4,Kepler-28 c,3.4,10.984037239824142,11.26092440822861,671.228485898509,0.09407752033989895
